# _root_ El pelatge d' aquesta espècie , format en cada exemplar per taques diferents , actua com un carnet d' identitat .
#goldHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
#predictedHeads=2,15,2,5,3,7,2,7,10,8,7,11,12,7,0,15,18,16,18,19,15,
(18,15),(18,16),0.336317 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.323205 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0497028 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0479929 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0276167 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.07748 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0167543 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0096415 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0504011 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.2426 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00296275 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.197768 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0106775 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0919086 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0452294 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.101211 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.101674 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0332473 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0350236 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0135022 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.188928 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.046019 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0558458 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.30836 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0482214 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.119601 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.010936 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0279483 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.106505 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.123204 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0458972 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0560605 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0593623 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.418711 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.00892214 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.151207 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0592005 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.124705 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0975777 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0259599 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0495953 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.21966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.1132 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.228856 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.963914 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.201152 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.0389347 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.31765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),2.40504 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.82703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0890316 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0350073 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.488303 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.162913 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.156108 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.303988 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.350383 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.244969 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.512064 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.873043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0927085 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.566099 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.83241 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.133433 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.03268 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.272331 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.245935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.591272 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0114005 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.28531 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0616655 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.537542 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.131178 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.228149 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.760928 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.116354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.250032 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.317802 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),2.41497 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.37044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.324643 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-1.34406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.694802 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.951798 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.550485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.5226 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.458571 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-1.57646 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.12127 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.721185 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.623925 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.776293 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.70037 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.671295 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.822399 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.3485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,5),-1.34165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.810192 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.00957 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.638486 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-1.51044 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.600498 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.838447 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.49375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.366044 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.925917 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.476396 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0205302 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0923993 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0645133 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.339734 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.127822 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.169143 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.964683 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.550671 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.106749 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0971763 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0402818 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0493677 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0645289 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.205173 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0135653 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.398172 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.256234 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.457679 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-1.36577 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.572009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.607217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.235953 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.312754 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.127021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0641122 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.145533 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.18345 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.199019 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.00199826 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.307653 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.34589 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.274525 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-1.43287 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0713238 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.239318 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.86814 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0650742 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.197202 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.184453 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.339255 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.133888 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.261721 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.580301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.235099 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.158745 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.203978 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.53152 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.060851 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.297085 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.211408 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.00515994 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.398043 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.25857 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.458605 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.344652 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-1.37729 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.638778 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.304884 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.312328 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.179674 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.343965 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.236602 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.530011 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.212265 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.000108676 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.395662 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.258012 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),0.0620292 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.455766 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.344039 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-1.37445 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),0.531123 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.217916 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.254053 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0379346 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0914485 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.35313 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.106108 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.393614 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.275128 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.98545 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.632133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),0.590197 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),0.176835 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.204517 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.148703 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),0.429184 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.0319185 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.0515358 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.212862 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.220996 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.111333 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.0702602 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.310626 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.332277 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-1.40429 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.195797 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.275693 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.249061 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.337156 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-1.39657 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.701972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,7),-0.153828 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),0.205005 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.0471553 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.230429 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.145524 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.209565 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.127091 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.571093 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.328646 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.530327 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-1.37443 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.36741 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.109918 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-1.40545 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.252107 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.81417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-1.44261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.810957 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.376813 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.108622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.321412 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.223061 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.00195257 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.323042 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.430817 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.129199 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),0.0602456 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.56337 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-1.29726 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.12682 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.03026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),0.579961 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.350596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.296184 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0670078 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0331111 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0223988 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.248524 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.450487 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.0379228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.408816 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.567114 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-1.35982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.351872 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.144302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.399212 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.158036 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.206265 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.112952 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.171584 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.554138 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.0432945 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.994724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),-0.405576 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.150491 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.217516 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.213849 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.00868996 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.170215 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.326917 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.432272 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.142023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0666549 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.555709 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.438731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-1.29578 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0625326 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.150575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.171665 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.594699 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.108262 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0676179 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-1.0232 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.486995 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.629417 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.62314 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-1.42985 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.321761 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.461777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.840852 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.711901 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.744887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.340026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0250816 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0695566 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.133016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.434503 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.233937 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.419499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.295463 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.542685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.330805 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-1.13042 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0764267 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.346176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.875815 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0808879 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.219519 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.447799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.375871 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.270727 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.311574 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.539013 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.231796 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.271662 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0881166 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.548343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0838821 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.555 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.253173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.398451 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.402345 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.309111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.66226 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.411446 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-1.08775 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.644854 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.568225 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.348938 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.224946 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.345458 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.286449 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.711934 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),0.245189 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.16242 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.036222 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.330049 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.34094 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.15481 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.590409 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.287795 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.41316 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.963947 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.787172 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.826039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.205727 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.258559 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.3153 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0975101 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0280896 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.459676 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.236686 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.507896 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.114579 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.50857 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.392829 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-1.10838 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.173854 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.472472 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.308962 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.554619 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-1.1 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.819952 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.266745 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.0891432 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.0730962 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.24918 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.537574 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.215671 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.163028 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.186115 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.39544 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.754667 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-1.08489 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.403001 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.106299 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.470031 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.262995 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.43672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.399772 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.619546 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.717869 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.660696 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.08579 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.965649 # DEPENDENCYPART_GRANDPAR
