# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,10,21,22,22,24,4,
(14,21),(14,26),0.155538 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.00263981 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0406728 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.00263981 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.00536463 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0489535 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.00704923 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.00708871 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.00544658 # DEPENDENCYPART_SIBL
(14,24),(14,26),0.00313141 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.00929359 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0130805 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0606189 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0145423 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.129985 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0169764 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0549115 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0646154 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.844197 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0782786 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0646235 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0726195 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0168884 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0595988 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0375839 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0278825 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0292085 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0691947 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0671035 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.369365 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.592981 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0256053 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0873636 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.113514 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.652507 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.16658 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0880554 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0483763 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.154826 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.110993 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0913847 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.158038 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0502568 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0612521 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0135048 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00913835 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0260566 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0564096 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0185642 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00997176 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.092097 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.063247 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0167822 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0248367 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00614312 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.039268 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0342609 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0256684 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0389865 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00353586 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.112444 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0716166 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.190972 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0895122 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.109133 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.000328052 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00776614 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0182381 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.155559 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0122569 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.010923 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0166273 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0051142 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0210231 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.010977 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0100955 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0527469 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00475825 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.367108 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.375429 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0381071 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.022013 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0206791 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.00412393 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0115824 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0522193 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0605 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0292085 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0691947 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.859292 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0671035 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.369365 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0449955 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.592981 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.149428 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0256053 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0874974 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0632437 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0837577 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0273263 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0411628 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0298992 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0213067 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0412876 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0211895 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.110824 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00797157 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.217916 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.121387 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.141008 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0274255 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.141359 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0273263 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0411628 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0298992 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0213067 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0412876 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0211895 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0192865 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.352533 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.360854 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0539764 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.360854 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.015689 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0143551 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0129462 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0143551 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.00774479 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0472356 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.00774479 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0555164 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0121542 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00568582 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.156211 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0158606 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0186866 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0536494 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0288653 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0235038 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0285891 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0942035 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.187344 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.850047 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00745824 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.042894 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.017852 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0325777 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0553365 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0828106 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0338583 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.00837579 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0203478 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.00635751 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.00396564 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0349583 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.000975849 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0533793 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0134217 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.00671668 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.00418312 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.193698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.901453 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.579636 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.163294 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.343421 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.263134 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.248834 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.121879 # DEPENDENCYPART_GRANDPAR
(0,3),(3,26),2.32417 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.131361 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.930347 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.30188 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.112616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.343102 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.213212 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.274336 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0421982 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0712003 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.367346 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.065262 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.148441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.101991 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.161402 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.522913 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.353137 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.0115114 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.35011 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.35546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.495633 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.00362 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.07309 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.60186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-1.02438 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.769499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.309833 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0966408 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0659216 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.14681 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.11515 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.29886 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-1.7734 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.38307 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0997388 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.282223 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.216414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.578959 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.4627 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.498809 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.45281 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.753741 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.70952 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.435326 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.236535 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0500749 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.540148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.391841 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.588944 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.593161 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.408738 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.570604 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.381213 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.179446 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.304897 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0965604 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.501622 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.68982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.928116 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.982926 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.760476 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.25569 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.742395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.259644 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.362036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.256005 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.182187 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.274019 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.340708 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.571015 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.565083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.13004 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.34416 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.0981375 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.324049 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.330802 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.435214 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-1.45539 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.287442 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.462778 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.193684 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0130123 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0633969 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.21516 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.27421 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.179574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.308157 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-1.44376 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.15259 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.316723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0846457 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.27499 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.304762 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.523669 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.530248 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0282637 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.305024 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.00363863 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.465645 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.364789 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.131671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.154138 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.37487 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.135986 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.338373 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.555776 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.138702 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.494784 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-1.54359 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.630164 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.288871 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.00948237 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.283881 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.436725 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.183801 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.214337 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.215703 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.547688 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.430394 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.460092 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.319408 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.307597 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.460867 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.493242 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-1.4467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.113918 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),1.17898 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.100533 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.441912 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.339903 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.974182 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0444806 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.58033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.76119 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.24181 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.605973 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.535627 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.06222 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-2.44269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.45382 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.289694 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.386164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.189952 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.147956 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0581092 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.0814308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.00358565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.697401 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.49027 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.25601 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.091133 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.210755 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0557687 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0451771 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.242353 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.294338 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.0842083 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.29185 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.193408 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.272975 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0775672 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.22592 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.300792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.271785 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.308906 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0925873 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.231714 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.15558 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.214223 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.39308 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.01896 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.47309 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.311741 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.186268 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.272483 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.232842 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.00108587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.226901 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.246963 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.128916 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.248777 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.238115 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.559374 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),0.0224781 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.573256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.639716 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.36307 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.166267 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.43504 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.61157 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0911021 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.303348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.00781258 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.303697 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.101387 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.616261 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.405253 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.266473 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-0.615353 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.696841 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.3331 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.959006 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.49321 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.395694 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.345596 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.160818 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.343279 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.270017 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.312522 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.101166 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.431943 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.623475 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0798277 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.00554715 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.302689 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.103652 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.615253 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.260262 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.614345 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.695832 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.315765 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.957998 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-1.48866 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.347688 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.285076 # DEPENDENCYPART_GRANDPAR
