# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=11,3,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
(28,13),(28,29),-0.0100773 # DEPENDENCYPART_SIBL
(28,13),(28,30),0.00694248 # DEPENDENCYPART_SIBL
(28,13),(28,31),-0.0100773 # DEPENDENCYPART_SIBL
(28,13),(28,33),-0.00432352 # DEPENDENCYPART_SIBL
(28,13),(28,34),-0.0105634 # DEPENDENCYPART_SIBL
(28,13),(28,35),-0.0202423 # DEPENDENCYPART_SIBL
(28,13),(28,36),-0.00785477 # DEPENDENCYPART_SIBL
(28,13),(28,37),0.0267468 # DEPENDENCYPART_SIBL
(28,14),(28,15),-0.0870943 # DEPENDENCYPART_SIBL
(28,14),(28,16),-0.0141762 # DEPENDENCYPART_SIBL
(28,14),(28,17),-0.049936 # DEPENDENCYPART_SIBL
(28,14),(28,18),-0.0184264 # DEPENDENCYPART_SIBL
(28,14),(28,19),-0.129827 # DEPENDENCYPART_SIBL
(28,14),(28,21),0.0739257 # DEPENDENCYPART_SIBL
(28,14),(28,22),0.21737 # DEPENDENCYPART_SIBL
(28,14),(28,23),-0.0183609 # DEPENDENCYPART_SIBL
(28,14),(28,24),-0.0141762 # DEPENDENCYPART_SIBL
(28,14),(28,25),-0.14741 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.00540278 # DEPENDENCYPART_SIBL
(28,14),(28,27),0.00195272 # DEPENDENCYPART_SIBL
(28,14),(28,29),-0.0388775 # DEPENDENCYPART_SIBL
(28,14),(28,30),-0.0622092 # DEPENDENCYPART_SIBL
(28,14),(28,31),-0.0388775 # DEPENDENCYPART_SIBL
(28,14),(28,33),-0.110431 # DEPENDENCYPART_SIBL
(28,14),(28,34),-0.127313 # DEPENDENCYPART_SIBL
(28,14),(28,35),-0.0738653 # DEPENDENCYPART_SIBL
(28,14),(28,36),-0.0533569 # DEPENDENCYPART_SIBL
(28,14),(28,37),-0.0165947 # DEPENDENCYPART_SIBL
(28,15),(28,16),-0.0195792 # DEPENDENCYPART_SIBL
(28,15),(28,17),-0.0556386 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.0234045 # DEPENDENCYPART_SIBL
(28,15),(28,19),-0.135261 # DEPENDENCYPART_SIBL
(28,15),(28,21),0.0689476 # DEPENDENCYPART_SIBL
(28,15),(28,22),0.211944 # DEPENDENCYPART_SIBL
(28,15),(28,23),-0.023339 # DEPENDENCYPART_SIBL
(28,15),(28,24),-0.0195792 # DEPENDENCYPART_SIBL
(28,15),(28,25),-0.152629 # DEPENDENCYPART_SIBL
(28,15),(28,26),-0.0103845 # DEPENDENCYPART_SIBL
(28,15),(28,27),-0.00296366 # DEPENDENCYPART_SIBL
(28,15),(28,29),-0.0424636 # DEPENDENCYPART_SIBL
(28,15),(28,30),-0.0511712 # DEPENDENCYPART_SIBL
(28,15),(28,31),-0.0424636 # DEPENDENCYPART_SIBL
(28,15),(28,33),-0.0655397 # DEPENDENCYPART_SIBL
(28,15),(28,34),-0.0960588 # DEPENDENCYPART_SIBL
(28,15),(28,35),-0.028974 # DEPENDENCYPART_SIBL
(28,15),(28,36),-0.0434579 # DEPENDENCYPART_SIBL
(28,15),(28,37),-0.0223347 # DEPENDENCYPART_SIBL
(28,16),(28,17),-0.0843921 # DEPENDENCYPART_SIBL
(28,16),(28,18),0.0266542 # DEPENDENCYPART_SIBL
(28,16),(28,19),-0.0126097 # DEPENDENCYPART_SIBL
(28,16),(28,21),0.0954657 # DEPENDENCYPART_SIBL
(28,16),(28,22),0.0850088 # DEPENDENCYPART_SIBL
(28,16),(28,23),0.026724 # DEPENDENCYPART_SIBL
(28,16),(28,24),-0.22315 # DEPENDENCYPART_SIBL
(28,16),(28,25),-0.500448 # DEPENDENCYPART_SIBL
(28,16),(28,26),0.146999 # DEPENDENCYPART_SIBL
(28,16),(28,27),0.12487 # DEPENDENCYPART_SIBL
(28,16),(28,29),0.749898 # DEPENDENCYPART_SIBL
(28,16),(28,30),0.0423429 # DEPENDENCYPART_SIBL
(28,16),(28,31),0.749898 # DEPENDENCYPART_SIBL
(28,16),(28,33),-0.00295709 # DEPENDENCYPART_SIBL
(28,16),(28,34),-0.0276536 # DEPENDENCYPART_SIBL
(28,16),(28,35),0.0100726 # DEPENDENCYPART_SIBL
(28,16),(28,36),0.0120398 # DEPENDENCYPART_SIBL
(28,16),(28,37),-0.0428596 # DEPENDENCYPART_SIBL
(28,17),(28,18),-0.0664969 # DEPENDENCYPART_SIBL
(28,17),(28,19),-0.0727489 # DEPENDENCYPART_SIBL
(28,17),(28,21),-0.0129691 # DEPENDENCYPART_SIBL
(28,17),(28,22),0.0111484 # DEPENDENCYPART_SIBL
(28,17),(28,23),-0.0664314 # DEPENDENCYPART_SIBL
(28,17),(28,24),0.168288 # DEPENDENCYPART_SIBL
(28,17),(28,25),-0.180461 # DEPENDENCYPART_SIBL
(28,17),(28,26),-0.045805 # DEPENDENCYPART_SIBL
(28,17),(28,27),0.0599546 # DEPENDENCYPART_SIBL
(28,17),(28,29),-0.0658099 # DEPENDENCYPART_SIBL
(28,17),(28,30),-0.0872259 # DEPENDENCYPART_SIBL
(28,17),(28,31),-0.0658099 # DEPENDENCYPART_SIBL
(28,17),(28,33),-0.0740207 # DEPENDENCYPART_SIBL
(28,17),(28,34),0.0674823 # DEPENDENCYPART_SIBL
(28,17),(28,35),-0.0752105 # DEPENDENCYPART_SIBL
(28,17),(28,36),-0.0725956 # DEPENDENCYPART_SIBL
(28,17),(28,37),-0.0768808 # DEPENDENCYPART_SIBL
(28,18),(28,19),-0.149427 # DEPENDENCYPART_SIBL
(28,18),(28,21),-0.638887 # DEPENDENCYPART_SIBL
(28,18),(28,22),-0.00844363 # DEPENDENCYPART_SIBL
(28,18),(28,23),-0.730786 # DEPENDENCYPART_SIBL
(28,18),(28,24),-0.0131087 # DEPENDENCYPART_SIBL
(28,18),(28,25),-0.488471 # DEPENDENCYPART_SIBL
(28,18),(28,26),-0.0132833 # DEPENDENCYPART_SIBL
(28,18),(28,27),0.0995877 # DEPENDENCYPART_SIBL
(28,18),(28,29),-0.0102168 # DEPENDENCYPART_SIBL
(28,18),(28,30),0.00672948 # DEPENDENCYPART_SIBL
(28,18),(28,31),-0.0102168 # DEPENDENCYPART_SIBL
(28,18),(28,33),-0.00451488 # DEPENDENCYPART_SIBL
(28,18),(28,34),-0.0107454 # DEPENDENCYPART_SIBL
(28,18),(28,35),-0.0204336 # DEPENDENCYPART_SIBL
(28,18),(28,36),-0.00800323 # DEPENDENCYPART_SIBL
(28,18),(28,37),0.0266145 # DEPENDENCYPART_SIBL
(28,19),(28,21),-0.0452059 # DEPENDENCYPART_SIBL
(28,19),(28,22),-0.100263 # DEPENDENCYPART_SIBL
(28,19),(28,23),-0.0658154 # DEPENDENCYPART_SIBL
(28,19),(28,24),-0.0036668 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.346721 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.036867 # DEPENDENCYPART_SIBL
(28,19),(28,27),-0.041426 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.0393634 # DEPENDENCYPART_SIBL
(28,19),(28,30),-0.0486941 # DEPENDENCYPART_SIBL
(28,19),(28,31),-0.0393634 # DEPENDENCYPART_SIBL
(28,19),(28,33),-0.13808 # DEPENDENCYPART_SIBL
(28,19),(28,34),-0.0427114 # DEPENDENCYPART_SIBL
(28,19),(28,35),-0.12388 # DEPENDENCYPART_SIBL
(28,19),(28,36),-0.0669691 # DEPENDENCYPART_SIBL
(28,19),(28,37),-0.0542106 # DEPENDENCYPART_SIBL
(28,21),(28,22),0.0223374 # DEPENDENCYPART_SIBL
(28,21),(28,23),-0.705713 # DEPENDENCYPART_SIBL
(28,21),(28,24),0.0127911 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.462527 # DEPENDENCYPART_SIBL
(28,21),(28,26),0.0125129 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.123488 # DEPENDENCYPART_SIBL
(28,21),(28,29),0.0140178 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.11626 # DEPENDENCYPART_SIBL
(28,21),(28,31),0.0140178 # DEPENDENCYPART_SIBL
(28,21),(28,33),0.144095 # DEPENDENCYPART_SIBL
(28,21),(28,34),0.0819232 # DEPENDENCYPART_SIBL
(28,21),(28,35),0.128177 # DEPENDENCYPART_SIBL
(28,21),(28,36),0.0514264 # DEPENDENCYPART_SIBL
(28,21),(28,37),0.0436055 # DEPENDENCYPART_SIBL
(28,22),(28,23),-0.0199983 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.0286911 # DEPENDENCYPART_SIBL
(28,22),(28,25),-0.339585 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.19335 # DEPENDENCYPART_SIBL
(28,22),(28,27),-0.104523 # DEPENDENCYPART_SIBL
(28,22),(28,29),0.084887 # DEPENDENCYPART_SIBL
(28,22),(28,30),-0.0218977 # DEPENDENCYPART_SIBL
(28,22),(28,31),0.084887 # DEPENDENCYPART_SIBL
(28,22),(28,33),-0.0744326 # DEPENDENCYPART_SIBL
(28,22),(28,34),-0.0294476 # DEPENDENCYPART_SIBL
(28,22),(28,35),-0.0636681 # DEPENDENCYPART_SIBL
(28,22),(28,36),-0.0830194 # DEPENDENCYPART_SIBL
(28,22),(28,37),0.00459886 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.0130751 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.488437 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.0132497 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.0996214 # DEPENDENCYPART_SIBL
(28,23),(28,29),-0.0100927 # DEPENDENCYPART_SIBL
(28,23),(28,30),0.00687609 # DEPENDENCYPART_SIBL
(28,23),(28,31),-0.0100927 # DEPENDENCYPART_SIBL
(28,23),(28,33),-0.00438991 # DEPENDENCYPART_SIBL
(28,23),(28,34),-0.0106298 # DEPENDENCYPART_SIBL
(28,23),(28,35),-0.0203087 # DEPENDENCYPART_SIBL
(28,23),(28,36),-0.00792116 # DEPENDENCYPART_SIBL
(28,23),(28,37),0.0267825 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.500448 # DEPENDENCYPART_SIBL
(28,24),(28,26),0.146999 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.12487 # DEPENDENCYPART_SIBL
(28,24),(28,29),0.749898 # DEPENDENCYPART_SIBL
(28,24),(28,30),0.0423429 # DEPENDENCYPART_SIBL
(28,24),(28,31),0.749898 # DEPENDENCYPART_SIBL
(28,24),(28,33),-0.00295709 # DEPENDENCYPART_SIBL
(28,24),(28,34),-0.0276536 # DEPENDENCYPART_SIBL
(28,24),(28,35),0.0100726 # DEPENDENCYPART_SIBL
(28,24),(28,36),0.0120398 # DEPENDENCYPART_SIBL
(28,24),(28,37),-0.0428596 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.912838 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0133628 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.138851 # DEPENDENCYPART_SIBL
(28,25),(28,30),0.00474017 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.138851 # DEPENDENCYPART_SIBL
(28,25),(28,33),-0.00176347 # DEPENDENCYPART_SIBL
(28,25),(28,34),-0.0139523 # DEPENDENCYPART_SIBL
(28,25),(28,35),0.0254383 # DEPENDENCYPART_SIBL
(28,25),(28,36),-0.0285854 # DEPENDENCYPART_SIBL
(28,25),(28,37),-0.47236 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.15679 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0134374 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.00931774 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.0134374 # DEPENDENCYPART_SIBL
(28,26),(28,33),0.0474252 # DEPENDENCYPART_SIBL
(28,26),(28,34),0.0489194 # DEPENDENCYPART_SIBL
(28,26),(28,35),0.0540833 # DEPENDENCYPART_SIBL
(28,26),(28,36),-0.00392 # DEPENDENCYPART_SIBL
(28,26),(28,37),-0.106645 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0398158 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0076208 # DEPENDENCYPART_SIBL
(28,27),(28,31),0.0398158 # DEPENDENCYPART_SIBL
(28,27),(28,33),0.0737858 # DEPENDENCYPART_SIBL
(28,27),(28,34),0.0398482 # DEPENDENCYPART_SIBL
(28,27),(28,35),0.0746993 # DEPENDENCYPART_SIBL
(28,27),(28,36),0.039381 # DEPENDENCYPART_SIBL
(28,27),(28,37),0.0111721 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.00333728 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.0614345 # DEPENDENCYPART_SIBL
(28,29),(28,33),0.0534215 # DEPENDENCYPART_SIBL
(28,29),(28,34),0.106109 # DEPENDENCYPART_SIBL
(28,29),(28,35),0.0646746 # DEPENDENCYPART_SIBL
(28,29),(28,36),0.0325529 # DEPENDENCYPART_SIBL
(28,29),(28,37),-0.0359702 # DEPENDENCYPART_SIBL
(28,30),(28,31),-0.00172499 # DEPENDENCYPART_SIBL
(28,30),(28,33),0.0148994 # DEPENDENCYPART_SIBL
(28,30),(28,34),0.0528678 # DEPENDENCYPART_SIBL
(28,30),(28,35),0.0142033 # DEPENDENCYPART_SIBL
(28,30),(28,36),-0.0229506 # DEPENDENCYPART_SIBL
(28,30),(28,37),0.0296216 # DEPENDENCYPART_SIBL
(28,31),(28,33),0.0534215 # DEPENDENCYPART_SIBL
(28,31),(28,34),0.106109 # DEPENDENCYPART_SIBL
(28,31),(28,35),0.0646746 # DEPENDENCYPART_SIBL
(28,31),(28,36),0.0325529 # DEPENDENCYPART_SIBL
(28,31),(28,37),-0.0359702 # DEPENDENCYPART_SIBL
(28,33),(28,34),-0.0535323 # DEPENDENCYPART_SIBL
(28,33),(28,35),-0.236128 # DEPENDENCYPART_SIBL
(28,33),(28,36),-0.0512816 # DEPENDENCYPART_SIBL
(28,33),(28,37),-0.0111654 # DEPENDENCYPART_SIBL
(28,34),(28,35),-0.0433585 # DEPENDENCYPART_SIBL
(28,34),(28,36),-0.11035 # DEPENDENCYPART_SIBL
(28,34),(28,37),-0.0113478 # DEPENDENCYPART_SIBL
(28,35),(28,36),-0.0466059 # DEPENDENCYPART_SIBL
(28,35),(28,37),-0.00236182 # DEPENDENCYPART_SIBL
(28,36),(28,37),0.00274298 # DEPENDENCYPART_SIBL
(30,19),(30,22),0.032072 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.00605799 # DEPENDENCYPART_SIBL
(30,19),(30,29),0.0484146 # DEPENDENCYPART_SIBL
(30,19),(30,31),-0.00840841 # DEPENDENCYPART_SIBL
(30,19),(30,33),0.00461481 # DEPENDENCYPART_SIBL
(30,19),(30,34),0.142644 # DEPENDENCYPART_SIBL
(30,19),(30,37),0.00709776 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.0224929 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.0451997 # DEPENDENCYPART_SIBL
(30,22),(30,31),0.00158053 # DEPENDENCYPART_SIBL
(30,22),(30,33),0.00957367 # DEPENDENCYPART_SIBL
(30,22),(30,34),0.0833389 # DEPENDENCYPART_SIBL
(30,22),(30,37),-0.0131639 # DEPENDENCYPART_SIBL
(30,25),(30,29),0.141259 # DEPENDENCYPART_SIBL
(30,25),(30,31),0.0898389 # DEPENDENCYPART_SIBL
(30,25),(30,33),0.14607 # DEPENDENCYPART_SIBL
(30,25),(30,34),0.329034 # DEPENDENCYPART_SIBL
(30,25),(30,37),-0.0873965 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.616614 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.0335973 # DEPENDENCYPART_SIBL
(30,29),(30,34),0.0720123 # DEPENDENCYPART_SIBL
(30,29),(30,37),-0.0203309 # DEPENDENCYPART_SIBL
(30,31),(30,33),-0.0719917 # DEPENDENCYPART_SIBL
(30,31),(30,34),0.0567841 # DEPENDENCYPART_SIBL
(30,31),(30,37),-0.0317086 # DEPENDENCYPART_SIBL
(30,33),(30,34),0.0156706 # DEPENDENCYPART_SIBL
(30,33),(30,37),-0.011321 # DEPENDENCYPART_SIBL
(30,34),(30,37),0.0574961 # DEPENDENCYPART_SIBL
(32,30),(32,31),0.194465 # DEPENDENCYPART_SIBL
(32,30),(32,34),0.123349 # DEPENDENCYPART_SIBL
(32,31),(32,34),0.0458794 # DEPENDENCYPART_SIBL
(33,29),(33,30),0.258498 # DEPENDENCYPART_SIBL
(33,29),(33,31),-0.0952874 # DEPENDENCYPART_SIBL
(33,29),(33,32),0.0193979 # DEPENDENCYPART_SIBL
(33,29),(33,34),-0.0261813 # DEPENDENCYPART_SIBL
(33,29),(33,35),0.0945828 # DEPENDENCYPART_SIBL
(33,29),(33,36),0.0704077 # DEPENDENCYPART_SIBL
(33,29),(33,37),0.143355 # DEPENDENCYPART_SIBL
(33,30),(33,31),0.06094 # DEPENDENCYPART_SIBL
(33,30),(33,32),-0.0382887 # DEPENDENCYPART_SIBL
(33,30),(33,34),-0.0358297 # DEPENDENCYPART_SIBL
(33,30),(33,35),0.0263286 # DEPENDENCYPART_SIBL
(33,30),(33,36),-0.0242089 # DEPENDENCYPART_SIBL
(33,30),(33,37),0.0371886 # DEPENDENCYPART_SIBL
(33,31),(33,32),0.0193979 # DEPENDENCYPART_SIBL
(33,31),(33,34),-0.0261813 # DEPENDENCYPART_SIBL
(33,31),(33,35),0.0945828 # DEPENDENCYPART_SIBL
(33,31),(33,36),0.0704077 # DEPENDENCYPART_SIBL
(33,31),(33,37),0.143355 # DEPENDENCYPART_SIBL
(33,32),(33,34),0.409091 # DEPENDENCYPART_SIBL
(33,32),(33,35),0.31971 # DEPENDENCYPART_SIBL
(33,32),(33,36),0.0967321 # DEPENDENCYPART_SIBL
(33,32),(33,37),-0.00986622 # DEPENDENCYPART_SIBL
(33,34),(33,35),-0.0293808 # DEPENDENCYPART_SIBL
(33,34),(33,36),0.0247323 # DEPENDENCYPART_SIBL
(33,34),(33,37),-0.0471608 # DEPENDENCYPART_SIBL
(33,35),(33,36),0.0239017 # DEPENDENCYPART_SIBL
(33,35),(33,37),0.00591699 # DEPENDENCYPART_SIBL
(33,36),(33,37),-0.020511 # DEPENDENCYPART_SIBL
(34,30),(34,32),0.311863 # DEPENDENCYPART_SIBL
(34,30),(34,35),-0.00875186 # DEPENDENCYPART_SIBL
(34,30),(34,36),0.0936777 # DEPENDENCYPART_SIBL
(34,32),(34,35),0.16607 # DEPENDENCYPART_SIBL
(34,32),(34,36),0.0160576 # DEPENDENCYPART_SIBL
(34,35),(34,36),-0.433946 # DEPENDENCYPART_SIBL
(35,30),(35,31),0.0577136 # DEPENDENCYPART_SIBL
(35,30),(35,32),-0.0321064 # DEPENDENCYPART_SIBL
(35,30),(35,36),-0.0340473 # DEPENDENCYPART_SIBL
(35,31),(35,32),0.0363551 # DEPENDENCYPART_SIBL
(35,31),(35,36),0.0641901 # DEPENDENCYPART_SIBL
(35,32),(35,36),0.028372 # DEPENDENCYPART_SIBL
(36,30),(36,31),0.0378601 # DEPENDENCYPART_SIBL
(36,30),(36,32),0.117528 # DEPENDENCYPART_SIBL
(36,30),(36,34),0.164474 # DEPENDENCYPART_SIBL
(36,31),(36,32),0.227567 # DEPENDENCYPART_SIBL
(36,31),(36,34),0.332641 # DEPENDENCYPART_SIBL
(36,32),(36,34),0.155295 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.38285 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0169694 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.151549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.380086 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.07551 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.478195 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.216507 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.206996 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.089967 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.449569 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.182187 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.341378 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.0304522 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.380937 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.383403 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.248355 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),-0.284225 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),-0.384107 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),-0.412514 # DEPENDENCYPART_GRANDPAR
(0,1),(1,31),-0.551867 # DEPENDENCYPART_GRANDPAR
(0,1),(1,33),-0.246887 # DEPENDENCYPART_GRANDPAR
(0,1),(1,37),2.67573 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.09493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.095264 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.14021 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.405049 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0868493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.496298 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.205167 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.197402 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0804008 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.462177 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.193527 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.331812 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0208861 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.398859 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.394742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.266277 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.302328 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),-0.393673 # DEPENDENCYPART_GRANDPAR
(0,3),(3,29),-0.430436 # DEPENDENCYPART_GRANDPAR
(0,3),(3,33),-0.258226 # DEPENDENCYPART_GRANDPAR
(0,3),(3,37),2.6535 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.06003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0627151 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.206413 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0169895 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.838306 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0772066 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.310763 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0668847 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.246358 # DEPENDENCYPART_GRANDPAR
(0,10),(10,37),2.44679 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.0762 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0795757 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.190239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.923459 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.00971214 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.770567 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.294862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.885283 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0505049 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.898694 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.473826 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.191766 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.316417 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.00573863 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.408752 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.392982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.975982 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.581152 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.27617 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),-0.31239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-1.30031 # DEPENDENCYPART_GRANDPAR
(0,11),(11,28),-0.408821 # DEPENDENCYPART_GRANDPAR
(0,11),(11,29),-0.440328 # DEPENDENCYPART_GRANDPAR
(0,11),(11,30),-0.213952 # DEPENDENCYPART_GRANDPAR
(0,11),(11,31),-0.579681 # DEPENDENCYPART_GRANDPAR
(0,11),(11,36),-0.492166 # DEPENDENCYPART_GRANDPAR
(0,11),(11,37),2.64055 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.13457 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.139297 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.131868 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.114752 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.174969 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.963041 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0476469 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.844137 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.218872 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0883847 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.350261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.383816 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.92361 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.269354 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.526432 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.217679 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),-0.252348 # DEPENDENCYPART_GRANDPAR
(0,14),(14,26),-1.27372 # DEPENDENCYPART_GRANDPAR
(0,14),(14,28),-0.326175 # DEPENDENCYPART_GRANDPAR
(0,14),(14,29),-0.381838 # DEPENDENCYPART_GRANDPAR
(0,14),(14,30),-0.183087 # DEPENDENCYPART_GRANDPAR
(0,14),(14,31),-0.521191 # DEPENDENCYPART_GRANDPAR
(0,14),(14,33),-0.247301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,36),-0.458548 # DEPENDENCYPART_GRANDPAR
(0,14),(14,37),2.7318 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.05874 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.074941 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.207698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0396584 # DEPENDENCYPART_GRANDPAR
