# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(5,10),(10,19),-0.345512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.0221545 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.333777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.353552 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.268379 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.79332 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.791433 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.760862 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.649851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-0.233953 # DEPENDENCYPART_GRANDPAR
(5,10),(10,32),-0.655007 # DEPENDENCYPART_GRANDPAR
(5,10),(10,36),-1.67735 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.229815 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.574451 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.334977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0752889 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.54679 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.23311 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.287373 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.276943 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.265689 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.480815 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.429748 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.486678 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.0246102 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.46498 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),0.463243 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.346481 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.379746 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-0.918179 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.915609 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-0.00504707 # DEPENDENCYPART_GRANDPAR
(5,12),(12,30),-0.813407 # DEPENDENCYPART_GRANDPAR
(5,12),(12,31),-0.375573 # DEPENDENCYPART_GRANDPAR
(5,12),(12,32),-0.899016 # DEPENDENCYPART_GRANDPAR
(5,12),(12,36),-1.63341 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.685606 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.00880247 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.431807 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.472282 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.190657 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.24401 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.0189468 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.468509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.141285 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.115403 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.301776 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.564715 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.188359 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.575296 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0441683 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.386081 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.341228 # DEPENDENCYPART_GRANDPAR
(5,15),(15,33),-0.819495 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.407362 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.228324 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.414643 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.0392567 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),0.261818 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.494736 # DEPENDENCYPART_GRANDPAR
(5,16),(16,33),-0.98732 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.406344 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.532288 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.0177986 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.45506 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.460632 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.34587 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.383277 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.927709 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.925139 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.0114573 # DEPENDENCYPART_GRANDPAR
(5,19),(19,30),-0.822937 # DEPENDENCYPART_GRANDPAR
(5,19),(19,36),-1.64304 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.471031 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.456595 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.361876 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.38611 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.924048 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.921478 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-0.819277 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.0758332 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.312256 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.545602 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.579096 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.368047 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.423054 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.912099 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.90953 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.0047781 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),-0.807328 # DEPENDENCYPART_GRANDPAR
(5,23),(23,32),-0.887318 # DEPENDENCYPART_GRANDPAR
(5,23),(23,36),-1.62879 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.287402 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.315934 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.75788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-1.48663 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.67197 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.51573 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.983671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.00098 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.230593 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.849931 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.32227 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.01038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.38621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0443027 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0170148 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0457149 # DEPENDENCYPART_GRANDPAR
(6,9),(9,36),-1.88571 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.06005 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.852632 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.44573 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.32111 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.00511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.42798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.276734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0413517 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.350829 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.148814 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.023386 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.126701 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.221241 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.568364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0816667 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.320928 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.0447775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),0.0523547 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),0.153054 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.530032 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.941021 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.270886 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-0.354884 # DEPENDENCYPART_GRANDPAR
(6,10),(10,31),-0.194316 # DEPENDENCYPART_GRANDPAR
(6,10),(10,32),-0.698108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,36),-1.87537 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.668585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.945013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,9),-0.253155 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00747109 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.933304 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.219448 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.382305 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0240939 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.176911 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.449135 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.568215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.309913 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.296159 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.174668 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.496744 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.247688 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.0516468 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.791801 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.154655 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),0.013365 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-0.225451 # DEPENDENCYPART_GRANDPAR
(6,12),(12,31),-0.430396 # DEPENDENCYPART_GRANDPAR
(6,12),(12,32),-0.983814 # DEPENDENCYPART_GRANDPAR
(6,12),(12,36),-1.87624 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.429802 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.374453 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.336322 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.572186 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0663391 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.355683 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.117452 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0905451 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.01106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-1.30194 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.54569 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.467478 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.263913 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.593229 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.98729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.24608 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-1.28831 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.58964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.25293 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.93537 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.06958 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.09273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.522677 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.636722 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.610531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,36),-2.1336 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.423208 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.72053 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-1.28931 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.167028 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.178979 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.388148 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.831511 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.196883 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.275637 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.17833 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.00879703 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.138015 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.90738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.708587 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-1.02963 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.596761 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.84114 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-1.05744 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.12457 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-0.913842 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.997324 # DEPENDENCYPART_GRANDPAR
(9,5),(5,36),-2.68307 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.5597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.332884 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.02874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.829441 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.1971 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.199733 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.276674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-1.18162 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0505622 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.553218 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.91164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,2),-1.3221 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.07253 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.33899 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.19227 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.753584 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.39926 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.995227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.375821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.519436 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.526751 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.638279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.852774 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.673104 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.497912 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.465754 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.413363 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.245829 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.567605 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.57159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,26),-0.787749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.652651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,28),-0.666805 # DEPENDENCYPART_GRANDPAR
(9,10),(10,30),-0.223297 # DEPENDENCYPART_GRANDPAR
(9,10),(10,31),-0.66962 # DEPENDENCYPART_GRANDPAR
(9,10),(10,32),-0.498043 # DEPENDENCYPART_GRANDPAR
(9,10),(10,36),-1.81967 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.588857 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.279114 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.03074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.175349 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0995029 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.208704 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.3875 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.456656 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.798287 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.530048 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.603659 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.331798 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.162449 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.0950662 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.530913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.198895 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.385982 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.39838 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.409846 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.912189 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),0.0266567 # DEPENDENCYPART_GRANDPAR
(9,12),(12,31),-0.531039 # DEPENDENCYPART_GRANDPAR
(9,12),(12,32),-0.58727 # DEPENDENCYPART_GRANDPAR
(9,12),(12,36),-1.81385 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.356689 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.226602 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.712373 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.655238 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.675617 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.462861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.390614 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.550612 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.666473 # DEPENDENCYPART_GRANDPAR
(9,15),(15,33),-1.02666 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.478389 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.5453 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.135114 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.221186 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.00643185 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.15563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-0.213338 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.190035 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.5899 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.303973 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.88435 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.939084 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-0.91256 # DEPENDENCYPART_GRANDPAR
(10,2),(2,23),-0.527262 # DEPENDENCYPART_GRANDPAR
(10,2),(2,34),-1.7261 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.585812 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.104213 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.361912 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0883323 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.0908269 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.232892 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.35552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,3),0.207206 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.199422 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.16745 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.674115 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.319532 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.202891 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.143686 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0617065 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.139094 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.22835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.270083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.153589 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.308567 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.509133 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.785614 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-0.558703 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.584006 # DEPENDENCYPART_GRANDPAR
(10,5),(5,36),-2.37377 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.491221 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.179832 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.252555 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.35346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),-0.440676 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.672125 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.319513 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.205327 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0755564 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0258375 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.066494 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0528503 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0515262 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.162327 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.222654 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.64563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.597041 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.735549 # DEPENDENCYPART_GRANDPAR
(10,9),(9,36),-2.62186 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),0.0334879 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.182309 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.06874 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.309827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.40993 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.16164 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0520615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0310391 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.277071 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.22242 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.287943 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0920496 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.108034 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),0.160868 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.316153 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),0.115218 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.0396234 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),0.0285132 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),0.135012 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-0.658462 # DEPENDENCYPART_GRANDPAR
(10,12),(12,30),0.106057 # DEPENDENCYPART_GRANDPAR
(10,12),(12,31),-0.147006 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-0.467541 # DEPENDENCYPART_GRANDPAR
(10,12),(12,36),-1.64918 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.2159 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0214665 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0996987 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.19924 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.267261 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0996609 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.272016 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.392587 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.0325529 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.18319 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),1.42011 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.211311 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.00491006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.304902 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.237444 # DEPENDENCYPART_GRANDPAR
