# _root_ La iniciativa , que dependrà de les condicions meteorològiques , forma_part dels actes de celebració del cinquantè aniversari de l' entitat .
#goldHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
#predictedHeads=2,11,5,5,2,5,8,6,8,5,0,11,12,13,14,13,18,16,18,21,19,11,
(15,6),(15,18),-0.00389234 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0112721 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0220061 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0182257 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.395597 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.345843 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.186124 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0286099 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0208536 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0866764 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0344025 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.295485 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0733271 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.013222 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0173685 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00482881 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0667836 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0102504 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0184517 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0439047 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0850491 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00389234 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0112721 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0220061 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0182257 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0606297 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0205881 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0332696 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0274798 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00537314 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0180395 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0576068 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.010806 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0150501 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0435406 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0149286 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0138904 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0553374 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0123278 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0372134 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0229424 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0164748 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0516636 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00920986 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0179375 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.448936 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0070065 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.452952 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00292474 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.166904 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.909811 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0221676 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.060096 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.213123 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0402038 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.063772 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.172248 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0243347 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0346701 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.063772 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0541269 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0243347 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0451044 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0346701 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0401648 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0128805 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0486702 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.366383 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.299064 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.162606 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.00363974 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.348842 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.299064 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.420537 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.162666 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0296069 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0559208 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.317554 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.117684 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0868471 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.287434 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0403943 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.117684 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0486512 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0868471 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.034974 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0428517 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.022141 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.076146 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.132044 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0710792 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.123044 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0689495 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0761435 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0366833 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0215543 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0183986 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0135319 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.100931 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.139984 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0994393 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0792677 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0244814 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.015881 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00575632 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.348842 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.299064 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.420537 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.162666 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0296069 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0559208 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.317554 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0742022 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0167482 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0215316 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0917406 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00936697 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0186301 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0689495 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0761435 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0366833 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0215543 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0183986 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0817729 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0339989 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0328009 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00876362 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0244814 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.015881 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00583541 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0532253 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00699961 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0385279 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.117506 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.154519 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0252562 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0149324 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0129621 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0609237 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.378699 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.142186 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.57693 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0720123 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.043682 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.171034 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.381447 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.441287 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.157422 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.25694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.333192 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.307786 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.41371 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.257621 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.0213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.661383 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-1.41127 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0562434 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.169336 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.00275219 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.516601 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.637129 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0719857 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.272709 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.00646296 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.34684 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.112462 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.399572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),2.41567 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.252878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),1.02206 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.659362 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-1.42761 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.647071 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.109646 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.936787 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0638366 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.272819 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.898623 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0574756 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0302342 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.281559 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.0229067 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.360804 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.167603 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.129117 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.229121 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.416016 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.40736 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.3171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.627075 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.406518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.441138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.45334 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.953919 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.761282 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.628756 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.768127 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.475492 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.800848 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.78565 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.854538 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.59696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.832218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,1),-0.690797 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.720835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.569392 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),1.31052 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.118758 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.152719 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0513495 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.294781 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.107595 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.00371784 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0646103 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.418819 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.0337484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.25261 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.211223 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-1.23011 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.428766 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.309923 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.766207 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0245662 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.012334 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.191244 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.144867 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0158214 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0283808 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.14972 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.81335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.574069 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.293132 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0691856 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.533372 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0801794 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.227096 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.358255 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0299486 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.113002 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.116122 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.343137 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.457748 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.188163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-1.2536 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),0.569546 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.158217 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.504862 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.185252 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.283518 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.114615 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.142706 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.14679 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.690809 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.718719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.588266 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),1.29289 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.383515 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.11396 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.735363 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.229083 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0862229 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.40662 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.00348075 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.319522 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0607949 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.422682 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.0334536 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.211693 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.256684 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.135956 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.215087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-1.22779 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.327402 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.237081 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.137282 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.246249 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.00579536 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.320074 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.0447325 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.0809562 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-1.27893 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.24712 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.254864 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0283808 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0874075 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.14972 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.00783874 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.338218 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.122485 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.175916 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.0921585 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-1.2918 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.809672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.577985 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),0.297281 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),0.0723839 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.119313 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.396339 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0961877 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.110984 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.19139 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.382751 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.22457 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.390281 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-1.24248 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.878343 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.5591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.399302 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.434991 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.720226 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.732154 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.684251 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.559799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.413102 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.434851 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.391315 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.709705 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.69677 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.855676 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.571737 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.430145 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),0.00610527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.525965 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.135374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.26501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.203619 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.823933 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.453608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.664953 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.418516 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.583017 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.169415 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.306591 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.841769 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.391825 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.0499664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.880484 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.058143 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.117647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.313088 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.711054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.454605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.578517 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.895253 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.455838 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.219219 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.449742 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.3307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0480259 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.521398 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.553987 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.14797 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.779256 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.387268 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.502991 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.590124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.933989 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-1.91928 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.709451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.20523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0612134 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.38847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.568743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.294408 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.185282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.253311 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.275369 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.00558821 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.156154 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.333861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.394315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.37585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.28911 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.318956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.448587 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0616908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.190844 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.428809 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0273018 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0417429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.1299 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.222609 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.293341 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.250084 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.212475 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-1.1903 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.28678 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.381462 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.236323 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.313946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.135519 # DEPENDENCYPART_GRANDPAR
