# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,27,37,37,34,37,40,38,34,2,
(37,35),(37,38),0.0636944 # DEPENDENCYPART_SIBL
(37,35),(37,40),0.0536214 # DEPENDENCYPART_SIBL
(37,35),(37,41),0.0144351 # DEPENDENCYPART_SIBL
(37,35),(37,42),-0.220922 # DEPENDENCYPART_SIBL
(37,36),(37,38),0.175849 # DEPENDENCYPART_SIBL
(37,36),(37,40),-0.129483 # DEPENDENCYPART_SIBL
(37,36),(37,41),0.112124 # DEPENDENCYPART_SIBL
(37,36),(37,42),0.109265 # DEPENDENCYPART_SIBL
(37,38),(37,40),0.0082815 # DEPENDENCYPART_SIBL
(37,38),(37,41),-0.0276645 # DEPENDENCYPART_SIBL
(37,38),(37,42),0.0243607 # DEPENDENCYPART_SIBL
(37,40),(37,41),0.0170002 # DEPENDENCYPART_SIBL
(37,40),(37,42),-0.00366496 # DEPENDENCYPART_SIBL
(37,41),(37,42),-0.0340595 # DEPENDENCYPART_SIBL
(38,35),(38,39),0.0738845 # DEPENDENCYPART_SIBL
(38,35),(38,40),0.0144338 # DEPENDENCYPART_SIBL
(38,35),(38,41),0.0567877 # DEPENDENCYPART_SIBL
(38,39),(38,40),-0.110534 # DEPENDENCYPART_SIBL
(38,39),(38,41),-0.0118808 # DEPENDENCYPART_SIBL
(38,40),(38,41),-0.0520807 # DEPENDENCYPART_SIBL
(40,2),(40,28),0.202593 # DEPENDENCYPART_SIBL
(40,2),(40,35),0.358488 # DEPENDENCYPART_SIBL
(40,2),(40,38),0.122174 # DEPENDENCYPART_SIBL
(40,2),(40,39),0.112148 # DEPENDENCYPART_SIBL
(40,2),(40,41),0.00166391 # DEPENDENCYPART_SIBL
(40,28),(40,35),0.315716 # DEPENDENCYPART_SIBL
(40,28),(40,38),0.252796 # DEPENDENCYPART_SIBL
(40,28),(40,39),0.0347634 # DEPENDENCYPART_SIBL
(40,28),(40,41),0.382558 # DEPENDENCYPART_SIBL
(40,35),(40,38),0.0573759 # DEPENDENCYPART_SIBL
(40,35),(40,39),-0.0640311 # DEPENDENCYPART_SIBL
(40,35),(40,41),-0.0378877 # DEPENDENCYPART_SIBL
(40,38),(40,39),-0.124565 # DEPENDENCYPART_SIBL
(40,38),(40,41),-0.00218107 # DEPENDENCYPART_SIBL
(40,39),(40,41),0.134931 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.07747 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.472267 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0643899 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.199878 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.150178 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.519629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.183437 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0182686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0960194 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.114908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.117219 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0276287 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.286944 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0403323 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0723045 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.24275 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.00134329 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.669002 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.146374 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.34164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),0.350981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,29),-0.247639 # DEPENDENCYPART_GRANDPAR
(0,2),(2,32),0.793844 # DEPENDENCYPART_GRANDPAR
(0,2),(2,33),0.24129 # DEPENDENCYPART_GRANDPAR
(0,2),(2,34),-0.275761 # DEPENDENCYPART_GRANDPAR
(0,2),(2,37),0.127474 # DEPENDENCYPART_GRANDPAR
(0,2),(2,41),-0.535153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,42),3.14642 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.0884143 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),1.22907 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.248573 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.430852 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.103341 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0217358 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.809496 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.238829 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.10125 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.603415 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.129873 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.163126 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.570228 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.652596 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.199499 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.509503 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.0150355 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.734928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.30201 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.549942 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.364507 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.416614 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),-0.201443 # DEPENDENCYPART_GRANDPAR
(0,17),(17,28),-0.759209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,29),-0.204644 # DEPENDENCYPART_GRANDPAR
(0,17),(17,31),-0.533518 # DEPENDENCYPART_GRANDPAR
(0,17),(17,32),0.855557 # DEPENDENCYPART_GRANDPAR
(0,17),(17,33),0.294217 # DEPENDENCYPART_GRANDPAR
(0,17),(17,34),-0.214048 # DEPENDENCYPART_GRANDPAR
(0,17),(17,35),-2.33603 # DEPENDENCYPART_GRANDPAR
(0,17),(17,37),0.189187 # DEPENDENCYPART_GRANDPAR
(0,17),(17,38),-0.331757 # DEPENDENCYPART_GRANDPAR
(0,17),(17,41),-0.492158 # DEPENDENCYPART_GRANDPAR
(0,17),(17,42),3.19549 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),-0.0616852 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),0.405817 # DEPENDENCYPART_GRANDPAR
(0,25),(25,8),-0.783288 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.0982219 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.120432 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.470609 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.629696 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),0.747859 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),-0.0170219 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.0161618 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.569499 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),0.493031 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),0.669934 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.557086 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.121872 # DEPENDENCYPART_GRANDPAR
(0,25),(25,29),-0.172096 # DEPENDENCYPART_GRANDPAR
(0,25),(25,31),-0.453952 # DEPENDENCYPART_GRANDPAR
(0,25),(25,32),0.817556 # DEPENDENCYPART_GRANDPAR
(0,25),(25,33),0.284609 # DEPENDENCYPART_GRANDPAR
(0,25),(25,34),-0.252049 # DEPENDENCYPART_GRANDPAR
(0,25),(25,35),-2.32064 # DEPENDENCYPART_GRANDPAR
(0,25),(25,37),0.151186 # DEPENDENCYPART_GRANDPAR
(0,25),(25,38),-0.341365 # DEPENDENCYPART_GRANDPAR
(0,25),(25,41),-0.45961 # DEPENDENCYPART_GRANDPAR
(0,25),(25,42),3.2009 # DEPENDENCYPART_GRANDPAR
(0,32),(32,1),-0.113337 # DEPENDENCYPART_GRANDPAR
(0,32),(32,2),1.22979 # DEPENDENCYPART_GRANDPAR
(0,32),(32,4),-0.433976 # DEPENDENCYPART_GRANDPAR
(0,32),(32,11),-0.119567 # DEPENDENCYPART_GRANDPAR
(0,32),(32,17),0.654088 # DEPENDENCYPART_GRANDPAR
(0,32),(32,18),-0.161056 # DEPENDENCYPART_GRANDPAR
(0,32),(32,24),0.454177 # DEPENDENCYPART_GRANDPAR
(0,32),(32,25),0.785309 # DEPENDENCYPART_GRANDPAR
(0,32),(32,27),-0.324739 # DEPENDENCYPART_GRANDPAR
(0,32),(32,28),-0.931421 # DEPENDENCYPART_GRANDPAR
(0,32),(32,29),-0.543839 # DEPENDENCYPART_GRANDPAR
(0,32),(32,30),-0.131044 # DEPENDENCYPART_GRANDPAR
(0,32),(32,31),-0.655667 # DEPENDENCYPART_GRANDPAR
(0,32),(32,33),0.241037 # DEPENDENCYPART_GRANDPAR
(0,32),(32,34),-0.208011 # DEPENDENCYPART_GRANDPAR
(0,32),(32,35),-2.32376 # DEPENDENCYPART_GRANDPAR
(0,32),(32,37),0.195224 # DEPENDENCYPART_GRANDPAR
(0,32),(32,38),-0.384937 # DEPENDENCYPART_GRANDPAR
(0,32),(32,41),-0.492061 # DEPENDENCYPART_GRANDPAR
(0,32),(32,42),3.19203 # DEPENDENCYPART_GRANDPAR
(0,34),(34,1),-0.0725176 # DEPENDENCYPART_GRANDPAR
(0,34),(34,2),1.24568 # DEPENDENCYPART_GRANDPAR
(0,34),(34,3),0.28238 # DEPENDENCYPART_GRANDPAR
(0,34),(34,4),-0.407623 # DEPENDENCYPART_GRANDPAR
(0,34),(34,7),0.0334783 # DEPENDENCYPART_GRANDPAR
(0,34),(34,8),-0.7936 # DEPENDENCYPART_GRANDPAR
(0,34),(34,11),-0.0895074 # DEPENDENCYPART_GRANDPAR
(0,34),(34,14),-0.146558 # DEPENDENCYPART_GRANDPAR
(0,34),(34,17),0.669979 # DEPENDENCYPART_GRANDPAR
(0,34),(34,18),-0.106319 # DEPENDENCYPART_GRANDPAR
(0,34),(34,19),-0.583952 # DEPENDENCYPART_GRANDPAR
(0,34),(34,24),0.484875 # DEPENDENCYPART_GRANDPAR
(0,34),(34,25),0.801275 # DEPENDENCYPART_GRANDPAR
(0,34),(34,27),-0.294679 # DEPENDENCYPART_GRANDPAR
(0,34),(34,28),-0.902222 # DEPENDENCYPART_GRANDPAR
(0,34),(34,29),-0.517686 # DEPENDENCYPART_GRANDPAR
(0,34),(34,30),-0.109756 # DEPENDENCYPART_GRANDPAR
(0,34),(34,31),-0.625607 # DEPENDENCYPART_GRANDPAR
(0,34),(34,32),0.786123 # DEPENDENCYPART_GRANDPAR
(0,34),(34,33),0.00404053 # DEPENDENCYPART_GRANDPAR
(0,34),(34,35),-2.2494 # DEPENDENCYPART_GRANDPAR
(0,34),(34,37),0.248072 # DEPENDENCYPART_GRANDPAR
(0,34),(34,38),-0.299479 # DEPENDENCYPART_GRANDPAR
(0,34),(34,41),-0.421473 # DEPENDENCYPART_GRANDPAR
(0,34),(34,42),3.27589 # DEPENDENCYPART_GRANDPAR
(0,37),(37,1),-0.100911 # DEPENDENCYPART_GRANDPAR
(0,37),(37,2),1.24071 # DEPENDENCYPART_GRANDPAR
(0,37),(37,4),-0.421716 # DEPENDENCYPART_GRANDPAR
(0,37),(37,24),0.464458 # DEPENDENCYPART_GRANDPAR
(0,37),(37,25),0.796307 # DEPENDENCYPART_GRANDPAR
(0,37),(37,27),-0.292324 # DEPENDENCYPART_GRANDPAR
(0,37),(37,28),-0.912222 # DEPENDENCYPART_GRANDPAR
(0,37),(37,29),-0.527687 # DEPENDENCYPART_GRANDPAR
(0,37),(37,31),-0.623251 # DEPENDENCYPART_GRANDPAR
(0,37),(37,32),0.781153 # DEPENDENCYPART_GRANDPAR
(0,37),(37,33),-0.0199348 # DEPENDENCYPART_GRANDPAR
(0,37),(37,34),-0.334973 # DEPENDENCYPART_GRANDPAR
(0,37),(37,35),-3.2138 # DEPENDENCYPART_GRANDPAR
(0,37),(37,36),-0.115419 # DEPENDENCYPART_GRANDPAR
(0,37),(37,38),-0.323937 # DEPENDENCYPART_GRANDPAR
(0,37),(37,40),-0.487642 # DEPENDENCYPART_GRANDPAR
(0,37),(37,41),-0.460554 # DEPENDENCYPART_GRANDPAR
(0,37),(37,42),3.23345 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.85156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.175505 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.368744 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.322442 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.56781 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.160119 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.413372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.48511 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.602054 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.507959 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.406362 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.727897 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.630221 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.163712 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.519631 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.983363 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.315994 # DEPENDENCYPART_GRANDPAR
(1,2),(2,29),-0.834712 # DEPENDENCYPART_GRANDPAR
(1,2),(2,32),-0.344337 # DEPENDENCYPART_GRANDPAR
(1,2),(2,33),-1.10508 # DEPENDENCYPART_GRANDPAR
(1,2),(2,34),-0.408049 # DEPENDENCYPART_GRANDPAR
(1,2),(2,37),-0.395292 # DEPENDENCYPART_GRANDPAR
(1,2),(2,41),-1.06996 # DEPENDENCYPART_GRANDPAR
(1,2),(2,42),-1.4699 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.852035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.185828 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.353578 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.371958 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.636806 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.234743 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.462888 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.611408 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.874506 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.806025 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.599867 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-1.12997 # DEPENDENCYPART_GRANDPAR
(1,3),(3,33),-1.17515 # DEPENDENCYPART_GRANDPAR
(1,3),(3,38),-1.10362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.871551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.179054 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.200181 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.323069 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.707231 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.625472 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.25235 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.387234 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.627079 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.881926 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.835648 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.6686 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.686149 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.259837 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.755324 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.544357 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.627079 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.569946 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.406793 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.881926 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.835648 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.686149 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.52146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.307531 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.512395 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.512638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.12602 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.668567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0923901 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.12377 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.273937 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.12831 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.124013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.0142271 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.149245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.425501 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0119351 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.415052 # DEPENDENCYPART_GRANDPAR
(2,3),(3,33),-0.0651674 # DEPENDENCYPART_GRANDPAR
(2,3),(3,38),-0.304139 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.202346 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.132438 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0807974 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0331511 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.132195 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.124638 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0968134 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.0903087 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.11848 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.73225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0574844 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.357048 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.652128 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0223595 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0347353 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.106977 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.116511 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.153079 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.51522 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.177378 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.453731 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.01297 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.319855 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.170981 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.113776 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.384489 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0350148 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0207552 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0872137 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0650205 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.260109 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.0873132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-0.655876 # DEPENDENCYPART_GRANDPAR
(2,7),(7,31),-0.628172 # DEPENDENCYPART_GRANDPAR
(2,7),(7,42),-2.19538 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.114501 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.669402 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0764873 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.116511 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.245579 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.0312277 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.153079 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.51522 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.453731 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.170905 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.113852 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.384499 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.401772 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0588629 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.256252 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0866294 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.283086 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.395659 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.122849 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.332156 # DEPENDENCYPART_GRANDPAR
(2,11),(11,42),-2.19466 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.621982 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.333936 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.14801 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.233602 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.552493 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.172901 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.395856 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0734623 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.383227 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.1335 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.286892 # DEPENDENCYPART_GRANDPAR
(2,13),(13,42),-2.18489 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.02277 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.599393 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0176258 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.435171 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.00202771 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.153584 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.281672 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.00842259 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),0.184574 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.135865 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.177299 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.141949 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.245017 # DEPENDENCYPART_GRANDPAR
(2,16),(16,35),-1.26282 # DEPENDENCYPART_GRANDPAR
(2,16),(16,42),-1.99905 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-1.26745 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.719151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.135971 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.212154 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.10352 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.00890461 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.0795953 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.103763 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.0610406 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.269757 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.231061 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.222459 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.151223 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.240353 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.0143943 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.544428 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.448492 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.837135 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.283521 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.419561 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),0.417837 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.041517 # DEPENDENCYPART_GRANDPAR
(2,17),(17,27),-0.640926 # DEPENDENCYPART_GRANDPAR
(2,17),(17,28),-0.423125 # DEPENDENCYPART_GRANDPAR
(2,17),(17,29),-0.345929 # DEPENDENCYPART_GRANDPAR
(2,17),(17,31),-0.597779 # DEPENDENCYPART_GRANDPAR
(2,17),(17,32),-0.318636 # DEPENDENCYPART_GRANDPAR
(2,17),(17,33),-0.232162 # DEPENDENCYPART_GRANDPAR
(2,17),(17,34),-0.0806359 # DEPENDENCYPART_GRANDPAR
(2,17),(17,35),-1.19853 # DEPENDENCYPART_GRANDPAR
(2,17),(17,37),-0.594734 # DEPENDENCYPART_GRANDPAR
(2,17),(17,38),-0.471134 # DEPENDENCYPART_GRANDPAR
(2,17),(17,41),-0.303757 # DEPENDENCYPART_GRANDPAR
(2,17),(17,42),-2.06977 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.382492 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.566585 # DEPENDENCYPART_GRANDPAR
