# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,13,15,18,6,18,19,20,21,22,22,18,20,26,27,28,28,28,31,32,33,6,
(2,9),(9,26),-0.546168 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-0.565924 # DEPENDENCYPART_GRANDPAR
(2,9),(9,30),-0.227548 # DEPENDENCYPART_GRANDPAR
(2,9),(9,31),-0.163572 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.499274 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.229874 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.875732 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.0709548 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.289871 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.299501 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.0974876 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.265466 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.395926 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),0.306459 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.296458 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.250325 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.771553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,27),0.24779 # DEPENDENCYPART_GRANDPAR
(2,11),(11,32),0.330697 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.5706 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.621565 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.00922508 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.469501 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),0.227755 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.199523 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.0799257 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),0.145238 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.11604 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.220613 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.153878 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.251594 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),0.187774 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),0.0114542 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.44785 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),0.264815 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.278333 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.727069 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.242085 # DEPENDENCYPART_GRANDPAR
(2,15),(15,24),-0.738257 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.0754446 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),0.195644 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-1.0552 # DEPENDENCYPART_GRANDPAR
(2,15),(15,30),-0.300667 # DEPENDENCYPART_GRANDPAR
(2,15),(15,32),0.278403 # DEPENDENCYPART_GRANDPAR
(2,15),(15,34),-1.37467 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0567151 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0973759 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.0996403 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),0.0410996 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.237679 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.549829 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),0.227117 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.380923 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.708142 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.191525 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.71933 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.0927094 # DEPENDENCYPART_GRANDPAR
(2,18),(18,26),-0.7287 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-0.827908 # DEPENDENCYPART_GRANDPAR
(2,18),(18,33),-0.859301 # DEPENDENCYPART_GRANDPAR
(2,20),(20,3),0.134069 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.121882 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.226456 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.451539 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.330871 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.731657 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.249577 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.742846 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.0806419 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.662026 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),0.1723 # DEPENDENCYPART_GRANDPAR
(2,20),(20,28),-0.73008 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-1.05979 # DEPENDENCYPART_GRANDPAR
(2,20),(20,30),-0.308158 # DEPENDENCYPART_GRANDPAR
(2,20),(20,32),0.255059 # DEPENDENCYPART_GRANDPAR
(2,20),(20,34),-1.37925 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.215525 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.54829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),0.284829 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.43329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.285929 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.41627 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.661212 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.864955 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.984374 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.981167 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.06264 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.3106 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.19726 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.45881 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.42462 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.30957 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.970368 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.505501 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.320918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.116553 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.00286606 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.362617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.523182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.49391 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.828467 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.706254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),0.167766 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.138785 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.837853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.406134 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.20758 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.349422 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.00399672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.375017 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.561722 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.827387 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.558381 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-1.06174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,31),-2.09868 # DEPENDENCYPART_GRANDPAR
(3,7),(7,33),-0.556438 # DEPENDENCYPART_GRANDPAR
(3,31),(31,32),-0.689634 # DEPENDENCYPART_GRANDPAR
(3,31),(31,33),-0.556438 # DEPENDENCYPART_GRANDPAR
(3,31),(31,34),-0.507422 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),1.23939 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.930438 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.874514 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.477199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.304906 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0224795 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.921717 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.353987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.553741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.974556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0819656 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0593914 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.364404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.244593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.133797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.354751 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.679673 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.223333 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.282024 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0703112 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.221638 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.256065 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.847741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.290182 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.641671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.38184 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.675497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),0.136195 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.565968 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-0.407598 # DEPENDENCYPART_GRANDPAR
(4,6),(6,35),-1.74388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.877794 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.0259 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.202402 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.20989 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0397158 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.294727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.256714 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.0991572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.289745 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.274592 # DEPENDENCYPART_GRANDPAR
(4,7),(7,31),-0.34902 # DEPENDENCYPART_GRANDPAR
(4,7),(7,33),-0.67631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.916285 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0397158 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.294727 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.557387 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.256714 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.267021 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.0991572 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.289745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.952469 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-0.606561 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-0.414454 # DEPENDENCYPART_GRANDPAR
(4,9),(9,31),-0.34902 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.377685 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.0867339 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.390719 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.32513 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0513065 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.0237057 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.068394 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.881248 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.421473 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.32878 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.788753 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.446016 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.822579 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.0170486 # DEPENDENCYPART_GRANDPAR
(4,15),(15,27),-0.683299 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-0.873284 # DEPENDENCYPART_GRANDPAR
(4,15),(15,30),-0.471774 # DEPENDENCYPART_GRANDPAR
(4,15),(15,32),-0.818862 # DEPENDENCYPART_GRANDPAR
(4,15),(15,34),-1.27686 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.199928 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.2413 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.154966 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.113912 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.364128 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.936953 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.428278 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.380472 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.73838 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.363783 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.772207 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),0.0127381 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-1.07842 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.810238 # DEPENDENCYPART_GRANDPAR
(4,18),(18,33),-0.879987 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.377685 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),-0.0925762 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),-0.396561 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.91489 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.381318 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.793341 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.453507 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.827167 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.022246 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-1.05802 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.706643 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.759869 # DEPENDENCYPART_GRANDPAR
(4,20),(20,29),-0.877873 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-0.479266 # DEPENDENCYPART_GRANDPAR
(4,20),(20,32),-0.842206 # DEPENDENCYPART_GRANDPAR
(4,20),(20,34),-1.28145 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.546979 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.161055 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0769687 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.16196 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.12598 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.62336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-1.03009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-1.14064 # DEPENDENCYPART_GRANDPAR
(5,3),(3,31),-1.41731 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.583793 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.45565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.15117 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.812168 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.959651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.346228 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0749712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.477357 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.459974 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.604595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.472834 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.383184 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.563167 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.416295 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.656353 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.503573 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.684446 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.583739 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.754197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.513363 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.851015 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.630449 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.642229 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-0.446268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,35),-1.31187 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.575267 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.97854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.12142 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.458411 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.513221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.630648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.469002 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.77595 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.491056 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.667805 # DEPENDENCYPART_GRANDPAR
(5,7),(7,31),-0.714505 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-1.09273 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.312264 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.556627 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),1.14903 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.610107 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.334109 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.18021 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.21317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0138491 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.210794 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.515112 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.154421 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.939682 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.52402 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.966766 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.316837 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.745659 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.415999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.177219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.0346223 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.104079 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.267996 # DEPENDENCYPART_GRANDPAR
(6,3),(3,30),-0.79445 # DEPENDENCYPART_GRANDPAR
(6,3),(3,31),-0.788387 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.985101 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.191988 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.23009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0294627 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.19518 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.527622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.312924 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.749262 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.844397 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.406682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.26313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.117509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.258194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.696413 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.211231 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.107447 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0913685 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0886858 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.303254 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.166765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.405321 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.194888 # DEPENDENCYPART_GRANDPAR
(6,7),(7,31),-0.403194 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-0.4867 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.636402 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),0.0965142 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.580118 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.4668 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.198871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.220436 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.188589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0342003 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.171615 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.124322 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.140463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.113964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.452689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.126582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.11672 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.11143 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),0.0864813 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),0.321555 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.313526 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.476225 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0913685 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0886858 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.15045 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.303254 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.00106468 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.166765 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.405321 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.326097 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.274186 # DEPENDENCYPART_GRANDPAR
(6,9),(9,30),-0.0134857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,31),-0.403194 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.141857 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.166609 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0388499 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.166594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.129995 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.134553 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.109368 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.449853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.121632 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.111048 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.0761167 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),0.0769656 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),0.325377 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.307854 # DEPENDENCYPART_GRANDPAR
(6,11),(11,32),-0.523264 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.359082 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.204724 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.278203 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.000633177 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.2506 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),0.348647 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.137455 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.16452 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.121818 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.126285 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.10521 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.442429 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.0986141 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.119224 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),0.0633669 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.160314 # DEPENDENCYPART_GRANDPAR
