# _root_ Paul_L._Ravelo , doctor en ciències filosòfiques per la Universitat_de_l'_Havana , impartirà a la Casa_de_Cultura de Girona el curs ' Els_mites_de_la_globalització_neoliberal ' .
#goldHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
#predictedHeads=11,3,1,3,4,5,3,9,7,3,0,11,14,12,14,15,18,11,20,18,20,11,
(18,13),(18,15),-0.15029 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.781091 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.121106 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0653068 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.121106 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0123971 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.110773 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00677257 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0105759 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00677257 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00380802 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.105987 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.311707 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.105987 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0388318 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0607896 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.14502 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0162671 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0242027 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0114406 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0162671 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.110962 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.155425 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0338675 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0561313 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0101894 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.055582 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.107436 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0175012 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0354967 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0227066 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0147696 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0413708 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.269702 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0609165 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0115263 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.213639 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0354724 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0576263 # DEPENDENCYPART_SIBL
(20,19),(20,21),1.16662 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.146004 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0302899 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.112925 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.157127 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.408417 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0866937 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.127256 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0803941 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0718049 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.173698 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),1.13493 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.338494 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.208139 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.223448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.0984157 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),2.73556 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.35966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.416416 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.235447 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0202566 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.00596783 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.239156 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.411593 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.554115 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0155773 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.703039 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.105846 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.017448 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.106697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.31205 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0155047 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.42222 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0922687 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.267036 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.73744 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.348639 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.200787 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0766478 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.181738 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0999082 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.100038 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.441944 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.126946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0829533 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.211275 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.276017 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.510797 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.43319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.288924 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-1.53789 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.147293 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.347681 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0120497 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0772748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0788576 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.00870868 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.281604 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.152309 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.313448 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.125245 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.406213 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.165379 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0569382 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.125461 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),0.407966 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.140316 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.243597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.30144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.534787 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.458613 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.312914 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-1.56188 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.300896 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.220111 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.484587 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.214321 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0378403 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.338284 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0805529 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0578895 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.415394 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.459346 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0507466 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.384643 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.126549 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.235818 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0816727 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0740375 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.412 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.406394 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.133223 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0716493 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.00593273 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.411515 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.138676 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.113932 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.242253 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.299588 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.45676 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-1.55956 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.664665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.281392 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.193587 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.625945 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.0198863 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.152173 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.16628 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.215986 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0436416 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),0.527731 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.00896446 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.224474 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.225104 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.408278 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.136613 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.623803 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.302706 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.40193 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.58534 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.502803 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.311496 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.232953 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.347178 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.364192 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.163032 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.59413 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.372258 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-1.64815 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.0716313 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.560358 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),0.0656967 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.237451 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.561277 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.299645 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.456817 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-1.55966 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),0.0673243 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.207367 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.0681741 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.208492 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),0.294345 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.525947 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.462292 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.304074 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.5504 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.203039 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.204059 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),0.289565 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.281704 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.498935 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.310592 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-1.55956 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.675539 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.720521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0311456 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.318587 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.117111 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0638187 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.330447 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.248816 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.649656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.944928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.502461 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.242202 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.00586598 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0758182 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.215807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.248541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.263488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.191172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.662751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.527814 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.518716 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-1.60694 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.67021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.847969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.584316 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.159205 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0104572 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.286832 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.190124 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0470515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.622541 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.558836 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.356871 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-1.20855 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0482644 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.373354 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.175301 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0453577 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.603204 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.502643 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.276015 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0236573 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.834107 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.212258 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.246901 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.100402 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.262143 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.18932 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.525961 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.60462 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.955417 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.756062 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.881843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.718329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0393095 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.262312 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.11373 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-1.06127 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.00963318 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.104694 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.00541435 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.234406 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.244135 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.421165 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.0260431 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.751678 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.371605 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.607643 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-1.63031 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.121949 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-1.25316 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.224965 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.357125 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.359159 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0345421 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.712706 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.568672 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.68382 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.888603 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.172473 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),0.16058 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.522392 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0193323 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.193744 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.884422 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.228284 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.594641 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.653911 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.531492 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.509877 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-1.59546 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.189415 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.223851 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.599421 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.181815 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.629855 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.516395 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-1.60462 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.295006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.83159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.236064 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.449477 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.05667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.946074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.47224 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.3051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.16984 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.50645 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.12541 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.36047 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.28218 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.80879 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-2.41379 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.1759 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.25703 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.06006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.432878 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.35889 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.278647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.602725 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.338167 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.627741 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.46253 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.363078 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.614751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.811398 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-1.56332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.05541 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.17045 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.400852 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.117158 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.611445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.451004 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.516422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.88902 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.00617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.475747 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.655997 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.176754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.683446 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.557561 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.54998 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.8982 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.06 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.522404 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.247015 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.494731 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.598797 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.334343 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.445513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.624533 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.459405 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.611626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-1.56 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.37405 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-1.15255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.28646 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.0875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.57725 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.344813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.313182 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.547667 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.132665 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.354122 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.479609 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.298687 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.899006 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.436415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.1541 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.373208 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.313668 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.821528 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-1.51428 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.335864 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.328532 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.7011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.536957 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.965077 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.889193 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.01892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.10955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.758212 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.841084 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.04012 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.30092 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-1.34262 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.15487 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-2.0221 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.496454 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.767032 # DEPENDENCYPART_GRANDPAR
