# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,20,20,24,22,24,20,20,6,
(12,23),(12,25),-0.068004 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.174995 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.0412303 # DEPENDENCYPART_SIBL
(12,23),(12,28),-0.123609 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.194739 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.00598317 # DEPENDENCYPART_SIBL
(12,24),(12,27),0.0292884 # DEPENDENCYPART_SIBL
(12,24),(12,28),0.0300456 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.378176 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.150876 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.3379 # DEPENDENCYPART_SIBL
(12,26),(12,27),0.609125 # DEPENDENCYPART_SIBL
(12,26),(12,28),0.0080316 # DEPENDENCYPART_SIBL
(12,27),(12,28),0.0120384 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.108734 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0500476 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.107618 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0564121 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.92981 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.246293 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.241633 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.108314 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0466907 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.348934 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.559313 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.365618 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.095441 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.324445 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.114102 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.426166 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.139899 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.39696 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00399386 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0293499 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00175121 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.021863 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.00140333 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0101678 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0245251 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0101678 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0743725 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.00399386 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.00529972 # DEPENDENCYPART_SIBL
(15,2),(15,28),0.0160986 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0529904 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0734043 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0676664 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.122241 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0347772 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0422011 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0680433 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0570564 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.002411 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0360348 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0395661 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0211863 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0395661 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.00233418 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.0422011 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.0344062 # DEPENDENCYPART_SIBL
(15,7),(15,28),0.0323958 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0855654 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.786032 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.149342 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.757512 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0629296 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.059598 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0603266 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0101524 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0337431 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0334637 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0448806 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.0334637 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0474399 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0629296 # DEPENDENCYPART_SIBL
(15,8),(15,27),0.0204721 # DEPENDENCYPART_SIBL
(15,8),(15,28),0.0630219 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.108462 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.111049 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0703121 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0596598 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0565214 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.012347 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0120924 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0356126 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0280786 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0299048 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.0280786 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.00705617 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0596598 # DEPENDENCYPART_SIBL
(15,10),(15,27),0.0229187 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0546655 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.115737 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.764263 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0366655 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.200108 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.127284 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.123363 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00968503 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.173985 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0208938 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.173985 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.00323069 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0366655 # DEPENDENCYPART_SIBL
(15,11),(15,27),0.157631 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.0472618 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0197193 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.021348 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0263605 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.110691 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0397279 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.048287 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.00210653 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0635576 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.00210653 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0640627 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.021348 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.00754724 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.0157667 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0153579 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.110762 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0446147 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0502405 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0602137 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0798297 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0213413 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0798297 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0257684 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0153579 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0645051 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.0256307 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.727963 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.053532 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.681949 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0497941 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.70396 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.159992 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.70396 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.231957 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.239432 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.685497 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.0681965 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0236492 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.10305 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.160843 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.133106 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.144932 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.133106 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.259642 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.15884 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.124321 # DEPENDENCYPART_SIBL
(15,18),(15,28),0.0962342 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0310077 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0389744 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0925095 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0918684 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0925095 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.135891 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0332119 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.0712991 # DEPENDENCYPART_SIBL
(15,19),(15,28),0.224629 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.114177 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0752301 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.103763 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0752301 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.23019 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.131347 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0664453 # DEPENDENCYPART_SIBL
(15,20),(15,28),0.0642755 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.461096 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0663529 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.461096 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.162145 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.327175 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.469419 # DEPENDENCYPART_SIBL
(15,21),(15,28),0.0618698 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.107743 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0947821 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.223502 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.106895 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0859972 # DEPENDENCYPART_SIBL
(15,22),(15,28),0.0588374 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.00817195 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0660542 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.0881666 # DEPENDENCYPART_SIBL
(15,23),(15,27),-0.00860023 # DEPENDENCYPART_SIBL
(15,23),(15,28),-0.121638 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.223502 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.106895 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.0859972 # DEPENDENCYPART_SIBL
(15,24),(15,28),0.0588374 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.291348 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.118246 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.335929 # DEPENDENCYPART_SIBL
(15,26),(15,27),0.685497 # DEPENDENCYPART_SIBL
(15,26),(15,28),0.0681965 # DEPENDENCYPART_SIBL
(15,27),(15,28),0.0408302 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0251062 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0879798 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.495131 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.139878 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.398426 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.237403 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.398426 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0094691 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0221492 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.00704565 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.00988164 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0283461 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.00988164 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0836085 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.00513744 # DEPENDENCYPART_SIBL
(18,2),(18,27),0.00501357 # DEPENDENCYPART_SIBL
(18,2),(18,28),0.0196399 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0214306 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.754512 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0214306 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.123493 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0383264 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0411018 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.000704965 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0581871 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.000704965 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0532772 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.018525 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.00614567 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0107304 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0379508 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.789999 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0965796 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.06798 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0344442 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0975692 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.000887218 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0975692 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0017036 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.00206921 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0822447 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.00390727 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0368735 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.048425 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.108161 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0039878 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0826477 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0321694 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0826477 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.067686 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0566498 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.087503 # DEPENDENCYPART_SIBL
(18,16),(18,28),0.105188 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0965796 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.06798 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0344442 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0975692 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.000887218 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0975692 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0017036 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.00206921 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0822447 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.00390727 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00346722 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0170893 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.064969 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0825084 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.064969 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.129279 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0243814 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0437586 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.21512 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0209958 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0219295 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0331389 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0219295 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.162313 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0474892 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0307144 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.00642308 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.334128 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0112468 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.334128 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0872926 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.234488 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.342451 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.0158041 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0371188 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.00237755 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.155625 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.023038 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0111624 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0118612 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0909847 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.112264 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.148627 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.091413 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.17067 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.155625 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.023038 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.0111624 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0118612 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.351808 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.201059 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.384962 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.579346 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.00670233 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0298683 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.254405 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00697262 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.221212 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00677766 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.00677766 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0916315 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0753338 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0932219 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0932219 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.118225 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.929553 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.929553 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0815662 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0815662 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.948713 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0166438 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0622575 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0740608 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0200053 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0740608 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0214082 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0180551 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0587363 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0257535 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0177683 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0092382 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0293976 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0092382 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0290945 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0161205 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0103602 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0630549 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.523754 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.128623 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.523754 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.240991 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.369379 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.53637 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.111414 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0867973 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0846291 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.213779 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0905558 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0798431 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0241827 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0268662 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0211359 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0676332 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0307304 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.106022 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.213779 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0905558 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0798431 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0241827 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.269971 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0773497 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.319432 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.60458 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0327074 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.00984082 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00659107 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0288372 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0270714 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00797272 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0590123 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0219115 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.055582 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.109708 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0500098 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0342164 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0297329 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0699523 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.316267 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0658761 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.103409 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.123363 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0663043 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.158992 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.160481 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.044182 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.00525425 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.00418311 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.326544 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.17595 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.373284 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.586244 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.00689045 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0221903 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0481407 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.114072 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0135319 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.0481213 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.043381 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0753008 # DEPENDENCYPART_SIBL
(24,2),(24,26),0.00332835 # DEPENDENCYPART_SIBL
(24,2),(24,27),0.00426785 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.0170269 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0724628 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0612324 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.18893 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.103079 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0375971 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0107319 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.00053059 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0506089 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.00659107 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0355992 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.050934 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00797272 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0590123 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0219115 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.055582 # DEPENDENCYPART_SIBL
