# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(10,13),(10,26),0.00655322 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.037429 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.00463533 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0503241 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0288723 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.036541 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.389304 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0372449 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.0564314 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.0447042 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.418923 # DEPENDENCYPART_SIBL
(10,14),(10,30),0.00668166 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0139295 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0413217 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0615345 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.00284068 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.00970135 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.00764585 # DEPENDENCYPART_SIBL
(10,15),(10,29),0.0733021 # DEPENDENCYPART_SIBL
(10,15),(10,30),0.0268289 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0400653 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.00103208 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.0147373 # DEPENDENCYPART_SIBL
(10,18),(10,24),-0.0666383 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.048808 # DEPENDENCYPART_SIBL
(10,18),(10,29),0.000936056 # DEPENDENCYPART_SIBL
(10,18),(10,30),0.0779565 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0434883 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0663039 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.072457 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0570481 # DEPENDENCYPART_SIBL
(10,20),(10,29),0.0491519 # DEPENDENCYPART_SIBL
(10,20),(10,30),0.041894 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0293861 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.0176458 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.00631133 # DEPENDENCYPART_SIBL
(10,22),(10,29),0.0334085 # DEPENDENCYPART_SIBL
(10,22),(10,30),-0.00682676 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0564314 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.0447042 # DEPENDENCYPART_SIBL
(10,23),(10,29),0.418923 # DEPENDENCYPART_SIBL
(10,23),(10,30),0.00668166 # DEPENDENCYPART_SIBL
(10,24),(10,26),-0.0612311 # DEPENDENCYPART_SIBL
(10,24),(10,29),0.0455276 # DEPENDENCYPART_SIBL
(10,24),(10,30),0.0201507 # DEPENDENCYPART_SIBL
(10,26),(10,29),0.0510778 # DEPENDENCYPART_SIBL
(10,26),(10,30),0.0375204 # DEPENDENCYPART_SIBL
(10,29),(10,30),-0.00701395 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0579715 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0909924 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0219261 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00302136 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0452653 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0356901 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0114425 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.011834 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00386841 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0452653 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0117268 # DEPENDENCYPART_SIBL
(11,6),(11,27),0.0298126 # DEPENDENCYPART_SIBL
(11,6),(11,29),-0.00592695 # DEPENDENCYPART_SIBL
(11,6),(11,30),-0.0147696 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.121057 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0590123 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0270714 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0326714 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0957354 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0251523 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0187551 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0262693 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0326714 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0181248 # DEPENDENCYPART_SIBL
(11,8),(11,27),0.0440969 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.0247725 # DEPENDENCYPART_SIBL
(11,8),(11,30),0.055582 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.010783 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0667318 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0258966 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.156641 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0916243 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0183988 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0669961 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0258966 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.0146755 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0140382 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.0666611 # DEPENDENCYPART_SIBL
(11,9),(11,30),-0.00868291 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.604699 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0418014 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.246932 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.115913 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.107457 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.604613 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0418014 # DEPENDENCYPART_SIBL
(11,12),(11,26),0.099493 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.126817 # DEPENDENCYPART_SIBL
(11,12),(11,29),0.606718 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.00689045 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0321286 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.050758 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0326225 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0153687 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0139005 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0321286 # DEPENDENCYPART_SIBL
(11,13),(11,26),0.00778261 # DEPENDENCYPART_SIBL
(11,13),(11,27),0.0251092 # DEPENDENCYPART_SIBL
(11,13),(11,29),0.0237558 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.00420018 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0372633 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.029007 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0358334 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.375271 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0373288 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0439966 # DEPENDENCYPART_SIBL
(11,14),(11,27),0.0102956 # DEPENDENCYPART_SIBL
(11,14),(11,29),0.404891 # DEPENDENCYPART_SIBL
(11,14),(11,30),0.006744 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0339202 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.022284 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0131511 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.0172311 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0113919 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.0196242 # DEPENDENCYPART_SIBL
(11,15),(11,29),0.0249187 # DEPENDENCYPART_SIBL
(11,15),(11,30),0.00671668 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0393984 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0130669 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0147801 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.048141 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0289364 # DEPENDENCYPART_SIBL
(11,18),(11,29),-0.013163 # DEPENDENCYPART_SIBL
(11,18),(11,30),0.0779779 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.0299023 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0667549 # DEPENDENCYPART_SIBL
(11,20),(11,26),-0.0559733 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.0479569 # DEPENDENCYPART_SIBL
(11,20),(11,29),0.0355659 # DEPENDENCYPART_SIBL
(11,20),(11,30),0.0423235 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0298448 # DEPENDENCYPART_SIBL
(11,22),(11,26),0.00754072 # DEPENDENCYPART_SIBL
(11,22),(11,27),0.0242237 # DEPENDENCYPART_SIBL
(11,22),(11,29),0.0197353 # DEPENDENCYPART_SIBL
(11,22),(11,30),-0.00639162 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0439966 # DEPENDENCYPART_SIBL
(11,23),(11,27),0.0102956 # DEPENDENCYPART_SIBL
(11,23),(11,29),0.404891 # DEPENDENCYPART_SIBL
(11,23),(11,30),0.006744 # DEPENDENCYPART_SIBL
(11,26),(11,27),0.0486744 # DEPENDENCYPART_SIBL
(11,26),(11,29),0.0374918 # DEPENDENCYPART_SIBL
(11,26),(11,30),0.0379499 # DEPENDENCYPART_SIBL
(11,27),(11,29),0.017968 # DEPENDENCYPART_SIBL
(11,27),(11,30),0.0900612 # DEPENDENCYPART_SIBL
(11,29),(11,30),-0.0065788 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0340932 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.050054 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0258966 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.156641 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0183988 # DEPENDENCYPART_SIBL
(13,9),(13,30),-0.00868291 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.401454 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00066998 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0346716 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0112022 # DEPENDENCYPART_SIBL
(13,11),(13,30),-0.0521881 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.000390257 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.106627 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.000210227 # DEPENDENCYPART_SIBL
(13,12),(13,30),0.100879 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0372633 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0358334 # DEPENDENCYPART_SIBL
(13,14),(13,30),0.006744 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.022284 # DEPENDENCYPART_SIBL
(13,15),(13,30),0.00671668 # DEPENDENCYPART_SIBL
(13,20),(13,30),0.0423235 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0450833 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.585898 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0219321 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0487876 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.112067 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.602533 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0476881 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0505004 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0416174 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.220317 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00946941 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0845667 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.128582 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00508228 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0865728 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0863692 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0330129 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.186147 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.345177 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.610928 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.183492 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0755873 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.347486 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.197233 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.185997 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.346954 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0300391 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0743419 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.189263 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.112325 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.2806 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.131815 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.120876 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.271487 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.00219753 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0329892 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0415376 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.451304 # DEPENDENCYPART_SIBL
(15,22),(15,27),-0.331169 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.738547 # DEPENDENCYPART_SIBL
(15,23),(15,26),0.0171051 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.0531817 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.0238829 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.0569138 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.0221969 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0279301 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0413805 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00766276 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.000460007 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.724436 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.00812164 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.726035 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.726559 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.0300502 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.726559 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.487981 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.00860866 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.169008 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.127611 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0183091 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.196889 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0238611 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.0501606 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0452918 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.0228795 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.0276757 # DEPENDENCYPART_SIBL
(20,2),(20,27),-0.00346274 # DEPENDENCYPART_SIBL
(20,2),(20,29),-0.0621364 # DEPENDENCYPART_SIBL
(20,2),(20,30),0.00202116 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.00704733 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0235355 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.00890416 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.00941008 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.133436 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.00941008 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.37873 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.035022 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.142251 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.127074 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.114384 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.108902 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.00231294 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0223947 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.00547893 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0350789 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0103209 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0271009 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.0265763 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.00473554 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.00492203 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.722201 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.722726 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0272822 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.722726 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.485148 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.00476009 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.166269 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.116999 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0201107 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.207864 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0204444 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0604005 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0317484 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0321515 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.0141323 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.00188381 # DEPENDENCYPART_SIBL
(20,5),(20,29),-0.0587197 # DEPENDENCYPART_SIBL
(20,5),(20,30),0.00186594 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0318222 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0313288 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.129843 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0313288 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.274324 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0352004 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0986218 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0171022 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0270699 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.235842 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.023345 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0398623 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0127712 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0059646 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.00213278 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.0673258 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.047606 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.00474761 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.72859 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0331467 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.72859 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.491009 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0100381 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.172113 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.13116 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0291968 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.193705 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0135996 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0495103 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0165725 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0098773 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.00104359 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.00284216 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.0518748 # DEPENDENCYPART_SIBL
(20,10),(20,30),0.0101521 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0305759 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.72602 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.488438 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.00746734 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.169542 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.125693 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0233075 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.199172 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0157652 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0400752 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0209655 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0105907 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.00334937 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.00175802 # DEPENDENCYPART_SIBL
(20,11),(20,29),-0.0540404 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.0131162 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0154101 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.318731 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0349732 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0644669 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0690138 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.00215321 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.281233 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.156973 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0386491 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0545549 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0386826 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0656985 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0310338 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.180617 # DEPENDENCYPART_SIBL
(20,12),(20,30),0.00053179 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.48854 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00756911 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.169644 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.125794 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0234092 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.199071 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0161121 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0406257 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0213124 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0111416 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.00369629 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.00120757 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0543874 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0123622 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0159403 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0027597 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0326365 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0064169 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0819974 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.034654 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.191194 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.00753029 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.00936108 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0279597 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.000171248 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.0210907 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.482429 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.128773 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.135515 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0993502 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.115355 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0814147 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0313191 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0140862 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0239124 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.013984 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0218357 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.105891 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.00126256 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.157738 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0585821 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.331936 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0731503 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0693682 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0854416 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0415116 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0641723 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0182543 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0961165 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0870591 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.04654 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.115282 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.134353 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0123623 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0706182 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.118915 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0652072 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.00744413 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.16185 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.0981553 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.216916 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0088595 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0145449 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0206599 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0156907 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.00443723 # DEPENDENCYPART_SIBL
