# _root_ A_més_a_més_de presó , reclama la clausura de l' empresa durant dos anys , la inhabilitació durant cinc anys per exercir com_a industrial i una multa .
#goldHeads=4,1,1,0,6,4,6,9,7,6,12,10,6,15,6,15,18,16,15,19,20,21,6,25,6,4,
#predictedHeads=4,1,1,0,6,4,6,9,7,4,12,10,6,15,6,15,18,16,4,19,20,21,6,25,6,4,
(15,16),(15,21),0.0897406 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.018891 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.117809 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.14082 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.000894053 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00463515 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0124348 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0326362 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0598514 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0423589 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0121586 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.037099 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.058215 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.122933 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.140706 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0605388 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0730178 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.049072 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0453148 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.00340496 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0524127 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.0543939 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.616597 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.00803489 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.00973755 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.374351 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.409035 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.021081 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.311344 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0606785 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0826005 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0683623 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.259984 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0483556 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.178021 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0453224 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0618222 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0855408 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0634044 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0400347 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0360887 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.013159 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0237491 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00844372 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0206096 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.079941 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0243466 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0253073 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.372185 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0638412 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.114304 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0832694 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.00501703 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.274152 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.181111 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.106671 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0664225 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.015714 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0164275 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.106671 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.052992 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0527131 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.00572188 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0451087 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.0285414 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.128188 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.143927 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0309001 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0151843 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.128188 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0763357 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0531981 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0312945 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0607947 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0341496 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0730051 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0393142 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0115032 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.122289 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0756043 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0423168 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0247084 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0606738 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.0063129 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00265825 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.245913 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.333946 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.201019 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0213636 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.10633 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0770672 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0713024 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0337983 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.128709 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.640932 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.121145 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0905462 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0657022 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0911175 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.024286 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0119461 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0673545 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0192255 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0953501 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0204325 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0756043 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0423168 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0247084 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0606738 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0063129 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.134855 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0321306 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.163702 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.012241 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0459215 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0740449 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.199985 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0768034 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0784938 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.122025 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0322676 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0162051 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0497057 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0288243 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0939042 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.180795 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.411076 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.036055 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0375252 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.236389 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00126476 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0977399 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0751393 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.029675 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.113204 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.041927 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.024359 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0416977 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.024359 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0227567 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0389386 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.067927 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0511469 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.0455178 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0639544 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0534054 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0572525 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.725231 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0572525 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.716801 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.04956 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.048194 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0250883 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0186524 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0236378 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0155774 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0587036 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0275606 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0386222 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0392747 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.097827 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0512835 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0724353 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.064091 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.0531572 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0570726 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.716162 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0493801 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0488685 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0247977 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0188909 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0233472 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0166485 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0386222 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0392747 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.097827 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0512835 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0724353 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.064091 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0531572 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00321388 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0125483 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0855553 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0397961 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0855051 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.023855 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0255908 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0419933 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0105192 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0577516 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0214627 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0385971 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0129867 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0636546 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.00345284 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0240265 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.25629 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0206826 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.182343 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.00612756 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0399583 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.130895 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.822627 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.291494 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.038034 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0309327 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0444333 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0683917 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.154133 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.605217 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.022351 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.00482797 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0719147 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.00964659 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0724652 # DEPENDENCYPART_SIBL
(25,16),(25,23),0.437775 # DEPENDENCYPART_SIBL
(25,16),(25,24),0.0112115 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0315871 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.470601 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0800556 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0675423 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0586692 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0982686 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.125756 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.675091 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0561616 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),1.3741 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.218101 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),2.47097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.19725 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.862154 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.443296 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.284536 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.370267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.354324 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.068078 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0336396 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.248073 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.224409 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.052989 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.22307 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.123924 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.141105 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.144073 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.0308088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.630626 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.73592 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.21602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.558812 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.436853 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.616873 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.338002 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.510167 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.693124 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.388043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-1.77425 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.1849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.332335 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.328006 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.415026 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.588524 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.482585 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.40585 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.575266 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.623009 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.494362 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.48736 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.657885 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.903279 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.219136 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.326106 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.322366 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-0.185946 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-1.77836 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.9203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.938889 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.26841 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.25603 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-2.51599 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.09481 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.03368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0539319 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.355801 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.515816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.533057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.406016 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.377836 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.386536 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.522526 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.55954 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.412641 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.56188 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.239352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.310749 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.91902 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.06826 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-1.75087 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.872935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.0751479 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.872024 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.530674 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.688436 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.604836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.548751 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.380569 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.683677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.75836 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.583556 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.640119 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.462357 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.543948 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.99015 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-1.23322 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.71735 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.01716 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.0556639 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.863722 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.303322 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.616779 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.169049 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.439543 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.929247 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.00267 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.498963 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.600836 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.633764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.836865 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.802306 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.87294 # DEPENDENCYPART_GRANDPAR
(2,15),(15,3),0.0751667 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.479396 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.463503 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.665275 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.241972 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.121614 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.749619 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.583676 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.622533 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.461318 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.535465 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.991225 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-1.2338 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-1.71734 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.615307 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.446064 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.953508 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),0.776351 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-1.71059 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.174154 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.807069 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.56367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,13),-0.799063 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-1.98611 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0893535 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.282904 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.45266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.2842 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.249261 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.488492 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.588665 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.28535 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.90434 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.161083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.546919 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.52388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0455144 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.176536 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.336613 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0262771 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0022228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.114581 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.488184 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0250017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.377874 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),0.0690321 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.3394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),0.270379 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),0.426426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-1.17894 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.394889 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.64583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),1.30754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.183952 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.334302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0212939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.139903 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.162059 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.548863 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.50271 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.116911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.423842 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.415525 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0397852 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0401865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.128114 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.567096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0114936 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.459844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.0571043 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.416889 # DEPENDENCYPART_GRANDPAR
