# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(8,18),(8,21),-0.0798059 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00134177 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.0508054 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0876674 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0807912 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.0489672 # DEPENDENCYPART_SIBL
(8,18),(8,28),-0.0458748 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0213374 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0993601 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0309794 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0128211 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0437327 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0386973 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.00803694 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0654885 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0645367 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.00766308 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0711351 # DEPENDENCYPART_SIBL
(8,20),(8,24),-0.0552904 # DEPENDENCYPART_SIBL
(8,20),(8,25),-0.0501967 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.0015174 # DEPENDENCYPART_SIBL
(8,20),(8,28),-0.0427205 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0153567 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0287106 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.012242 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.0623291 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.014215 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.121737 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0031003 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0144862 # DEPENDENCYPART_SIBL
(8,22),(8,25),-0.0239583 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.03955 # DEPENDENCYPART_SIBL
(8,22),(8,28),-0.0487143 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.0567044 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0543261 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0196137 # DEPENDENCYPART_SIBL
(8,23),(8,28),-0.049689 # DEPENDENCYPART_SIBL
(8,24),(8,25),-0.0540379 # DEPENDENCYPART_SIBL
(8,24),(8,27),0.0167315 # DEPENDENCYPART_SIBL
(8,24),(8,28),-0.0569928 # DEPENDENCYPART_SIBL
(8,25),(8,27),-0.0699294 # DEPENDENCYPART_SIBL
(8,25),(8,28),-0.0173862 # DEPENDENCYPART_SIBL
(8,27),(8,28),0.0266714 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00775579 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0727456 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00189449 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.096578 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.246849 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00775579 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.246849 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0773051 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0795649 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.07806 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.905117 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00053765 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.343668 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.633701 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.240653 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.633701 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.89783 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.446569 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.891158 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0705184 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0148523 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0232141 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.140368 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0232141 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0914629 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.15979 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.096915 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0730469 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0436896 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.331727 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0436896 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.649252 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0345167 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.674985 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0472505 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.105175 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0472505 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0979332 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0867077 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0933319 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0935845 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.181962 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.111523 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0465053 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.107291 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.633701 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.89783 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.446569 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.891158 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.111523 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0465053 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.107291 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.151968 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0969112 # DEPENDENCYPART_SIBL
(9,21),(9,23),0.193866 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0961445 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0145573 # DEPENDENCYPART_SIBL
(11,5),(11,10),1.02227 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00314826 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00397531 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0466483 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0071218 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0490303 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0475619 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0416951 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.544012 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0074916 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0212244 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0795252 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0178359 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0257094 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0283499 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.674347 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0220953 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0589822 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0622032 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0309044 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0195095 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.020093 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0199582 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0235925 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.189421 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0146398 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.00116737 # DEPENDENCYPART_SIBL
(11,10),(11,23),-1.60329e-05 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0728314 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0436024 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.331636 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.64837 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.674103 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0472417 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.105162 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0971307 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0925294 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0935698 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.110725 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.106493 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.893886 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.887214 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0961113 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.649635 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.649635 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0526284 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0179049 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0406529 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.020758 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.076658 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.751963 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0766582 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.131293 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0406529 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0130285 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00321613 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0221775 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0130285 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0118642 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0851834 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0162127 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.00245978 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0919172 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0298657 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0540883 # DEPENDENCYPART_SIBL
(14,5),(14,27),-0.0302571 # DEPENDENCYPART_SIBL
(14,5),(14,28),-0.0225767 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.331854 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.168676 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0789763 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.662858 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0789209 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.28219 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.331854 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0283023 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0545702 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00505883 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0283023 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0610532 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.13336 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00622216 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0492868 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.143032 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0140062 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0668965 # DEPENDENCYPART_SIBL
(14,6),(14,27),-0.120929 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.0206101 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0298831 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.157933 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.146731 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.157933 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.00977046 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.584826 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.173562 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0182366 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0245388 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.173562 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.000336389 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.128952 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0286985 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.020969 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.122902 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0310315 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.00889652 # DEPENDENCYPART_SIBL
(14,7),(14,27),0.089584 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.145223 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.033841 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.399573 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.033841 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0618437 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0288325 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0166449 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00293691 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0228795 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0166449 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00570624 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0334707 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0456116 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.00190072 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0405181 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0130514 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0261029 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.0222183 # DEPENDENCYPART_SIBL
(14,8),(14,28),-0.0657732 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.237071 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0793341 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0122571 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.292249 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0178482 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00919893 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00148326 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0178482 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00422329 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00534633 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0908491 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0122104 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.00105371 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.137179 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0076944 # DEPENDENCYPART_SIBL
(14,9),(14,27),-0.0129586 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.00594381 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.00228913 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0204104 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0744018 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.145805 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0755315 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0523704 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.145805 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0785982 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0555536 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0724629 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0725032 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0614336 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0860157 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.00179609 # DEPENDENCYPART_SIBL
(14,10),(14,27),-0.00297639 # DEPENDENCYPART_SIBL
(14,10),(14,28),0.100448 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0122572 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.292249 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0178481 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00882955 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.000876861 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0178481 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00385391 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00534624 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0908492 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.011841 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0010538 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.137179 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.00769502 # DEPENDENCYPART_SIBL
(14,11),(14,27),-0.0129586 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.00594319 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.490955 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0813488 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0360409 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0171152 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0813488 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0430556 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.019129 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0424217 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0212145 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.000598475 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.168048 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.336679 # DEPENDENCYPART_SIBL
(14,12),(14,27),0.111898 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.312999 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.173562 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0182366 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0245388 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.173562 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.000336389 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.128952 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0286985 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.020969 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.122902 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0310315 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.00889652 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.089584 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.145223 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0262265 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.00924334 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0601506 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0136013 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0600349 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.05609 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0208876 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0297712 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0759225 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0588176 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0708578 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0334018 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0399299 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0178533 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0130387 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0380701 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0807469 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0103683 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00391155 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.00599669 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0343661 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.0267443 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.011748 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.229023 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.622515 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.257272 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0760067 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.64544 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.224268 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.000176234 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0408585 # DEPENDENCYPART_SIBL
(14,17),(14,27),0.0796324 # DEPENDENCYPART_SIBL
(14,17),(14,28),-0.00496412 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0136013 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0600349 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.05609 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0208876 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0297712 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0759225 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0588176 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.0708578 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.0334018 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0204989 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0740165 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00856555 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0136596 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0172326 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.00169911 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.00748381 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.0375189 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0340995 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0497183 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0532811 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0285977 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0157243 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.0098785 # DEPENDENCYPART_SIBL
(14,20),(14,28),-0.013686 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0343236 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.011402 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.023297 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0836127 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.0463615 # DEPENDENCYPART_SIBL
(14,21),(14,28),0.13352 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00393876 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0120139 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.01304 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.0389969 # DEPENDENCYPART_SIBL
(14,22),(14,28),-0.0207447 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0258868 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0157288 # DEPENDENCYPART_SIBL
(14,23),(14,27),8.94524e-06 # DEPENDENCYPART_SIBL
(14,23),(14,28),-0.0165297 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0306118 # DEPENDENCYPART_SIBL
(14,24),(14,27),0.01545 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.0376311 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.0707573 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.00115004 # DEPENDENCYPART_SIBL
(14,27),(14,28),0.0479741 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.60694 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0630536 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0687177 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0476881 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0636147 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00846609 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.107266 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0353979 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0948296 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.101812 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.10416 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0258098 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0379819 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.934196 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.162964 # DEPENDENCYPART_SIBL
(15,17),(15,18),1.23827 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.241102 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.861039 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0402026 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.067913 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.156376 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0195651 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0748037 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.130848 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0578483 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0175825 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.121867 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0235226 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0351402 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0102326 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0805253 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00049339 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0872591 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0800286 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.281894 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.314427 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.16758 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0859839 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.007401 # DEPENDENCYPART_SIBL
