# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(16,2),(16,23),0.0202475 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.036503 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.0521895 # DEPENDENCYPART_SIBL
(16,2),(16,28),0.0147561 # DEPENDENCYPART_SIBL
(16,2),(16,29),0.0649356 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00761603 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.275472 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0758413 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0540089 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.275472 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0137538 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.121738 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0658956 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.277984 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.00507895 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.045121 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.028596 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.102837 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0495659 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0673242 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0661224 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.00932752 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.0374878 # DEPENDENCYPART_SIBL
(16,3),(16,28),0.00215265 # DEPENDENCYPART_SIBL
(16,3),(16,29),0.331442 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0989448 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0583434 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0129092 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0989448 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0192717 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.142401 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.156791 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.299001 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0823304 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0027826 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0253698 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.00867773 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.142788 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.104801 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0850511 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0426608 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0243279 # DEPENDENCYPART_SIBL
(16,4),(16,28),-0.00652601 # DEPENDENCYPART_SIBL
(16,4),(16,29),0.0509767 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.114344 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.027963 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0221954 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00145993 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.289823 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0925999 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.484261 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.00634294 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.101684 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0442291 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0123713 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0742104 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.134486 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.125983 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.0013272 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.00798114 # DEPENDENCYPART_SIBL
(16,5),(16,28),-0.0298633 # DEPENDENCYPART_SIBL
(16,5),(16,29),0.00831097 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.10808 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0792114 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.00296673 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.318731 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0228673 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.206305 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0572553 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.000752137 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.168845 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.000658483 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0949736 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0850664 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0288838 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0503085 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0540509 # DEPENDENCYPART_SIBL
(16,7),(16,28),-0.156491 # DEPENDENCYPART_SIBL
(16,7),(16,29),0.0246498 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.00435912 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0646095 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.326525 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.057732 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.533747 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0950217 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.064421 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.099889 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0997574 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0868172 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0652352 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0500951 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0645209 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0265265 # DEPENDENCYPART_SIBL
(16,9),(16,28),-0.0878837 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.00624228 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00145993 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.289823 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0925999 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.484261 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00634294 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.101684 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0442291 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0123713 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0742104 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.134486 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.125983 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0013272 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.00798114 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.0298633 # DEPENDENCYPART_SIBL
(16,10),(16,29),0.00831097 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.496588 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.134693 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.677155 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0197678 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.000376875 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.041929 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0112838 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0630641 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0603742 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.021089 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0149561 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.000699995 # DEPENDENCYPART_SIBL
(16,11),(16,28),-0.0223888 # DEPENDENCYPART_SIBL
(16,11),(16,29),0.0240504 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0282214 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.52322 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.163145 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0161623 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0142077 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.264782 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.10854 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0623542 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0111774 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.0279806 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.00459079 # DEPENDENCYPART_SIBL
(16,12),(16,28),0.0415797 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.429405 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.472303 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0461577 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.145312 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.112878 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0528767 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.129784 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.104392 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0991534 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0523941 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0479584 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.098607 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0126488 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.299138 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.161897 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0474133 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0341817 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00585474 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0696569 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0124362 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0309785 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0144667 # DEPENDENCYPART_SIBL
(16,14),(16,28),0.0598205 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.499795 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.158691 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0575314 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0141025 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0934112 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0162143 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00342196 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00212752 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0162079 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.0765715 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.0454371 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.033029 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0365419 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.112392 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0434967 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0102249 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0608688 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.00197905 # DEPENDENCYPART_SIBL
(16,17),(16,28),0.031603 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.00971326 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0180191 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.127985 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.00995268 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.00420639 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0366897 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0188752 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.245887 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.00191534 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0162095 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0910933 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0172486 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0133765 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0473276 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.0507708 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0581143 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0749312 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0112594 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.133702 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.00977524 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0591722 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.138253 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0140983 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0743831 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.0318036 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.0317035 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0193259 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0788278 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0353293 # DEPENDENCYPART_SIBL
(16,23),(16,28),0.00924423 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0306721 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0460239 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0112415 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.00110727 # DEPENDENCYPART_SIBL
(16,26),(16,28),0.0188838 # DEPENDENCYPART_SIBL
(16,26),(16,29),0.0181546 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0512457 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0214881 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.147254 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.308349 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.301655 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.459562 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0310061 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0933358 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0114671 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.0916147 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0936591 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.123669 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0310393 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.119957 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.229039 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.244432 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.399235 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.201588 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.203248 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0770139 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.022752 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0150196 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0803785 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.0118126 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.0094049 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0351065 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.214861 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0648967 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.138942 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0688308 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.166119 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.112147 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0130032 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0375379 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0270913 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0881865 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0235665 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0283582 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.00766739 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.00821288 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00327122 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.21832 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0607305 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.158267 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0182744 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.00846148 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0554897 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0035824 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0109133 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.0369444 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.359541 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00176972 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.144151 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.114659 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.115756 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0196056 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0296493 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.000108055 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.077144 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.0132134 # DEPENDENCYPART_SIBL
(19,26),(19,28),0.0219685 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.214045 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.23003 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0303366 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0163891 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.295663 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0368858 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0457056 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.486286 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00740259 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0851373 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0198587 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.02694 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0537311 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.228691 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.449061 # DEPENDENCYPART_SIBL
(25,14),(25,21),-0.495434 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.250526 # DEPENDENCYPART_SIBL
(25,14),(25,23),0.367662 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.434435 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.00261687 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.205982 # DEPENDENCYPART_SIBL
(25,14),(25,29),-0.520748 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.315118 # DEPENDENCYPART_SIBL
(25,17),(25,21),-0.0581458 # DEPENDENCYPART_SIBL
(25,17),(25,22),0.041642 # DEPENDENCYPART_SIBL
(25,17),(25,23),0.107179 # DEPENDENCYPART_SIBL
(25,17),(25,24),0.479178 # DEPENDENCYPART_SIBL
(25,17),(25,26),0.0277131 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.142061 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.0881967 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.792903 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.199536 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.143555 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0107585 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0405521 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0635817 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.466158 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.277304 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.37742 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.479172 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0217199 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.232983 # DEPENDENCYPART_SIBL
(25,21),(25,29),-0.109633 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.25276 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.413151 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0581847 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.068079 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.126868 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.507438 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.166286 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.230066 # DEPENDENCYPART_SIBL
(25,23),(25,29),0.147585 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.140286 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.122363 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.292238 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0149414 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.0149697 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.138485 # DEPENDENCYPART_SIBL
(26,2),(26,3),0.150058 # DEPENDENCYPART_SIBL
(26,2),(26,4),-0.00874953 # DEPENDENCYPART_SIBL
(26,2),(26,7),-0.0298109 # DEPENDENCYPART_SIBL
(26,2),(26,9),-0.088355 # DEPENDENCYPART_SIBL
(26,2),(26,10),-0.0160147 # DEPENDENCYPART_SIBL
(26,2),(26,12),-0.487593 # DEPENDENCYPART_SIBL
(26,2),(26,13),-0.129946 # DEPENDENCYPART_SIBL
(26,2),(26,14),-0.668383 # DEPENDENCYPART_SIBL
(26,2),(26,15),0.0443172 # DEPENDENCYPART_SIBL
(26,2),(26,16),0.00355784 # DEPENDENCYPART_SIBL
(26,2),(26,17),-0.0866544 # DEPENDENCYPART_SIBL
(26,2),(26,19),-0.73006 # DEPENDENCYPART_SIBL
(26,2),(26,20),-0.487593 # DEPENDENCYPART_SIBL
(26,2),(26,21),-0.0623684 # DEPENDENCYPART_SIBL
(26,2),(26,22),0.0288218 # DEPENDENCYPART_SIBL
(26,2),(26,23),0.105081 # DEPENDENCYPART_SIBL
(26,2),(26,24),0.0973119 # DEPENDENCYPART_SIBL
(26,2),(26,25),0.127155 # DEPENDENCYPART_SIBL
(26,2),(26,28),0.0230265 # DEPENDENCYPART_SIBL
(26,2),(26,29),0.0460707 # DEPENDENCYPART_SIBL
(26,3),(26,4),5.99214e-05 # DEPENDENCYPART_SIBL
(26,3),(26,7),0.0769685 # DEPENDENCYPART_SIBL
(26,3),(26,9),0.0557482 # DEPENDENCYPART_SIBL
(26,3),(26,10),0.281193 # DEPENDENCYPART_SIBL
(26,3),(26,12),-0.12061 # DEPENDENCYPART_SIBL
(26,3),(26,13),-0.0606142 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.276514 # DEPENDENCYPART_SIBL
(26,3),(26,15),0.0127549 # DEPENDENCYPART_SIBL
(26,3),(26,16),0.0146486 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.0842918 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.00609002 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.12061 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.00885829 # DEPENDENCYPART_SIBL
(26,3),(26,22),0.0753481 # DEPENDENCYPART_SIBL
(26,3),(26,23),0.0398851 # DEPENDENCYPART_SIBL
(26,3),(26,24),0.0468703 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.240339 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.000942157 # DEPENDENCYPART_SIBL
(26,3),(26,29),0.29959 # DEPENDENCYPART_SIBL
(26,4),(26,7),0.0594563 # DEPENDENCYPART_SIBL
(26,4),(26,9),0.0146343 # DEPENDENCYPART_SIBL
(26,4),(26,10),0.104643 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.141288 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.151532 # DEPENDENCYPART_SIBL
(26,4),(26,14),-0.297545 # DEPENDENCYPART_SIBL
(26,4),(26,15),-0.0746691 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.0727759 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.170784 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0116222 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.141288 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0303988 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.0195316 # DEPENDENCYPART_SIBL
(26,4),(26,23),0.0082832 # DEPENDENCYPART_SIBL
(26,4),(26,24),0.0233597 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.296075 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.00964335 # DEPENDENCYPART_SIBL
(26,4),(26,29),0.0190979 # DEPENDENCYPART_SIBL
(26,7),(26,9),0.108625 # DEPENDENCYPART_SIBL
(26,7),(26,10),0.0834439 # DEPENDENCYPART_SIBL
(26,7),(26,12),-0.318731 # DEPENDENCYPART_SIBL
(26,7),(26,13),-0.0190656 # DEPENDENCYPART_SIBL
(26,7),(26,14),-0.205963 # DEPENDENCYPART_SIBL
(26,7),(26,15),0.0635968 # DEPENDENCYPART_SIBL
(26,7),(26,16),-0.0265549 # DEPENDENCYPART_SIBL
(26,7),(26,17),0.049662 # DEPENDENCYPART_SIBL
(26,7),(26,19),0.0106388 # DEPENDENCYPART_SIBL
(26,7),(26,20),-0.318731 # DEPENDENCYPART_SIBL
(26,7),(26,21),0.189179 # DEPENDENCYPART_SIBL
(26,7),(26,22),0.0496629 # DEPENDENCYPART_SIBL
(26,7),(26,23),0.0835752 # DEPENDENCYPART_SIBL
(26,7),(26,24),0.241161 # DEPENDENCYPART_SIBL
(26,7),(26,25),0.0789651 # DEPENDENCYPART_SIBL
(26,7),(26,28),-0.153747 # DEPENDENCYPART_SIBL
(26,7),(26,29),0.00635233 # DEPENDENCYPART_SIBL
(26,9),(26,10),0.0135846 # DEPENDENCYPART_SIBL
(26,9),(26,12),-0.323019 # DEPENDENCYPART_SIBL
(26,9),(26,13),0.0663155 # DEPENDENCYPART_SIBL
(26,9),(26,14),-0.529898 # DEPENDENCYPART_SIBL
(26,9),(26,15),0.105983 # DEPENDENCYPART_SIBL
(26,9),(26,16),0.0815736 # DEPENDENCYPART_SIBL
(26,9),(26,17),0.0912304 # DEPENDENCYPART_SIBL
(26,9),(26,19),-0.054748 # DEPENDENCYPART_SIBL
