# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(14,3),(14,7),-0.0740287 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.204428 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.726077 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.481692 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0922605 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00611887 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.00453986 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.100679 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.00729288 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0765733 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0357408 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00662633 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0256167 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0763461 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0063234 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0277468 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0741994 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0339561 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0274956 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.188142 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00041491 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0100984 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0177786 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0418182 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0553403 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0176586 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.107767 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0212628 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0612033 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0183778 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0364892 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0855493 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0184758 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.00897833 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.121398 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.00972425 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.243418 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.115288 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.141639 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0525326 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.033975 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0718414 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.00627998 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0493362 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.285483 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.157338 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0525309 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0116424 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.142838 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0410469 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.153201 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0242883 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0820312 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0605744 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0149961 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.135916 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0436394 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0681386 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0136172 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0231417 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00744352 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.341603 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0602321 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.046039 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0328643 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0302417 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0137758 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0329285 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.102069 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0331906 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00850181 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.000523401 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.12158 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.271196 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0562504 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0059095 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0632077 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0479577 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0524193 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0798747 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0417844 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.105714 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0458041 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0280959 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.500958 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.113525 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0123388 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0429727 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0511081 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0400025 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0358414 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0138304 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0351072 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0313909 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0202807 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0517237 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0229382 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0310703 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0862399 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0177529 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00894281 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0207138 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00185033 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0162706 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.475473 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0505297 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0164221 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0562557 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0336513 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0170763 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00415102 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0335038 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0547103 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0275644 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0831882 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.000102585 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0176384 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0280986 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.12921 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0190792 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0145983 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00447424 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.285975 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.171616 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.13488 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0623176 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0687219 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.16392 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0447978 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0253666 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0572442 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.120921 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0314223 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.000725917 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0217081 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0346807 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.144829 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0628909 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.280111 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0333755 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0450078 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.000410997 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.044919 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0149283 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.115561 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0844695 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0928916 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0352499 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.016144 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0136492 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.114685 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0180348 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0581818 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.101172 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.119198 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.253641 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0121279 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.385528 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.8487 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0733513 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.158007 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.344315 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.112887 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0940129 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.418534 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0366466 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0597706 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0166672 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00293463 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0680709 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.033247 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0603902 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.203795 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00396322 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0845211 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0247077 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0101979 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0239797 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00350692 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0914076 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.011761 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00542972 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0212977 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00588229 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0160864 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00802516 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.111481 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.158529 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.073644 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0341552 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0564676 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0107798 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.119785 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.132921 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0212691 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.053978 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0374885 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0585474 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.025881 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0494852 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0166605 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0399271 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.050449 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0671171 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0205539 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0266116 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00822217 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.184747 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.387988 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.33212 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.301332 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0966112 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0552908 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.149323 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.154643 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.233851 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.080788 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0454291 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0245706 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0101321 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.252983 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.136172 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.178442 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.123078 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0884859 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.209743 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0331774 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0667343 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0128047 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.115235 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0852782 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.113915 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.455556 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0313216 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0504489 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00472946 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0251198 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0262763 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.183445 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0350143 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0374578 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.168263 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0686787 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0397061 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.0522723 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0121879 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.191776 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.135741 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0486709 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0135507 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0596962 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0131193 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.102401 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0534399 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.235793 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.163507 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.154963 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0352464 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0640605 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.00705318 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0542636 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0199295 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.134753 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0771414 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0672306 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0220479 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0195827 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.047955 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0550515 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0140705 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0259556 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0370372 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0599058 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.04804 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0400932 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0331252 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0344909 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.018259 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0770609 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0353722 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.00988737 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0190119 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.039592 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0931083 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.057023 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0480308 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.134444 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0498387 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0122244 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.063617 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0100334 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0169053 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0243089 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00666586 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00157524 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00401924 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.254889 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.418854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0917771 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.755211 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0767747 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.329182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.636652 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.251917 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.169682 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.31891 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.158389 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.194431 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.806386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),2.19801 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.328135 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.202606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0357169 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.396458 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.182803 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.415486 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),2.0198 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0231496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.390626 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.345073 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.197444 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),1.57754 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.461544 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.438892 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0705284 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.2523 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.519032 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.215624 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.343514 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.411696 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.45857 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0746783 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0938969 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.264351 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.608626 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.00827089 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),2.24446 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.370071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.242172 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.099884 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.577835 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.166487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0487553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.545749 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.503594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.235514 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.219327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.169069 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),2.34241 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.408253 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.363753 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.179817 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),1.59662 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.169912 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.00519738 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.715156 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.16302 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.6615 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0448612 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0760409 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.303665 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.431978 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0911861 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.093137 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.290943 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.602425 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0247787 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),2.24928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.28513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.975548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.797113 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.499231 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.465342 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.71769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.626909 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.58051 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.572559 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.55382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.963007 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.819511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.00686111 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0926224 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.114613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.483744 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.457317 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.250652 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.459644 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.512835 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.500132 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.276048 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.589613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.933649 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.898753 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.854625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.211141 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.00153634 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.22284 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0902295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.141114 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.219158 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.191002 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.380998 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.926129 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.158505 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.33945 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.154418 # DEPENDENCYPART_GRANDPAR
