# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(2,13),(13,30),-0.376675 # DEPENDENCYPART_GRANDPAR
(2,13),(13,33),-0.0942727 # DEPENDENCYPART_GRANDPAR
(2,13),(13,34),-0.321591 # DEPENDENCYPART_GRANDPAR
(2,13),(13,36),-0.254644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,37),-0.154741 # DEPENDENCYPART_GRANDPAR
(2,13),(13,39),-0.27229 # DEPENDENCYPART_GRANDPAR
(2,13),(13,40),-1.63836 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),0.152975 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),0.362486 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.575193 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.547185 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.0814233 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.493417 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-0.56973 # DEPENDENCYPART_GRANDPAR
(2,21),(21,30),-0.564721 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.53187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,3),1.47591 # DEPENDENCYPART_GRANDPAR
(2,24),(24,4),0.424902 # DEPENDENCYPART_GRANDPAR
(2,24),(24,5),0.0198966 # DEPENDENCYPART_GRANDPAR
(2,24),(24,13),0.650592 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.243196 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.414132 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),0.0994304 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),0.0184971 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.253575 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-0.466353 # DEPENDENCYPART_GRANDPAR
(2,24),(24,40),-1.71338 # DEPENDENCYPART_GRANDPAR
(2,25),(25,1),-1.28032 # DEPENDENCYPART_GRANDPAR
(2,25),(25,2),-0.562476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,25),(25,3),1.45931 # DEPENDENCYPART_GRANDPAR
(2,25),(25,4),0.299393 # DEPENDENCYPART_GRANDPAR
(2,25),(25,5),-0.0323981 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),0.367453 # DEPENDENCYPART_GRANDPAR
(2,25),(25,11),-0.0140559 # DEPENDENCYPART_GRANDPAR
(2,25),(25,12),0.704576 # DEPENDENCYPART_GRANDPAR
(2,25),(25,13),0.624 # DEPENDENCYPART_GRANDPAR
(2,25),(25,14),-0.209437 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.235286 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.200436 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),0.125461 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.0101177 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.368704 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),0.336809 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.454696 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),0.0336464 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),0.917559 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.299041 # DEPENDENCYPART_GRANDPAR
(2,25),(25,28),-0.397518 # DEPENDENCYPART_GRANDPAR
(2,25),(25,30),-0.378416 # DEPENDENCYPART_GRANDPAR
(2,25),(25,31),-0.18167 # DEPENDENCYPART_GRANDPAR
(2,25),(25,33),-0.0960141 # DEPENDENCYPART_GRANDPAR
(2,25),(25,34),-0.314923 # DEPENDENCYPART_GRANDPAR
(2,25),(25,36),-0.256385 # DEPENDENCYPART_GRANDPAR
(2,25),(25,37),-0.16978 # DEPENDENCYPART_GRANDPAR
(2,25),(25,39),-0.274032 # DEPENDENCYPART_GRANDPAR
(2,25),(25,40),-1.6446 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.190762 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0475199 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0490171 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.153428 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.533457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.897837 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.73123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.477428 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.530156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.415798 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.169861 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.123041 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.929819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.724868 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.808043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.505758 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.574496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.373576 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.270967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0900387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.22745 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.273001 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.208738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.503069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.476407 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.355049 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.325805 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.560465 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.225916 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.152103 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.260564 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.390714 # DEPENDENCYPART_GRANDPAR
(5,8),(8,34),-0.229269 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.797674 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.545164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),-0.0553521 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.413714 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.305648 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.193671 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.173433 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.56188 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.552886 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.407269 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.543129 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.550186 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.403708 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.817117 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.434995 # DEPENDENCYPART_GRANDPAR
(5,14),(14,31),-0.654137 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.4407 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.50539 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.3136 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.24682 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.13256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.822632 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0654476 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.385731 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.624757 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0399963 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0627073 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.52322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.497465 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.984268 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.925578 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.09524 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.15223 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.05568 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.21304 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-1.60816 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-1.30794 # DEPENDENCYPART_GRANDPAR
(7,2),(2,40),-2.01668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.264625 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.51035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.436644 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.932792 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.40694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.51826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),-1.06354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.11774 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.06058 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.967304 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.944354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.865212 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.783467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.246819 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.184608 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.252171 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.372022 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.734115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.491158 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.248324 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.429963 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.642437 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.279058 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.581072 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.692172 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.379814 # DEPENDENCYPART_GRANDPAR
(7,8),(8,34),-0.155297 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.04722 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.929807 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.480985 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0701807 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.121024 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0416471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.204601 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.790132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.391758 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.241878 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.354715 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.499011 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0501436 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.402279 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.332837 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.42778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.495769 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.813905 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.706586 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.707938 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.829012 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.846129 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-1.1353 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-1.17691 # DEPENDENCYPART_GRANDPAR
(8,2),(2,40),-2.2936 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.378289 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.296058 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.510056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.35337 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.316967 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.26568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.357799 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.673442 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.541739 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.313932 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.664965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.343307 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.428964 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.489567 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.29855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.409098 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.46512 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.23158 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.365456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.305501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.75017 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0916361 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.230653 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.213622 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.166101 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0576606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.150822 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.15043 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0373218 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.126593 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.21636 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.49686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.54103 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.25068 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.29685 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.454076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,11),0.414288 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.223341 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.280373 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.212797 # DEPENDENCYPART_GRANDPAR
(8,12),(12,40),-1.42244 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.21635 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.49629 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.54102 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.25067 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.29685 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.30484 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.540925 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.415949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.438785 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.429533 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.452415 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.460546 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.172529 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.234833 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.175809 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.0277943 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.290566 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.187686 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.111425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0451854 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.195703 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.273815 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.210776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,27),0.419333 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.373138 # DEPENDENCYPART_GRANDPAR
(8,13),(13,30),0.388787 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),0.32915 # DEPENDENCYPART_GRANDPAR
(8,13),(13,34),-0.459418 # DEPENDENCYPART_GRANDPAR
(8,13),(13,36),0.221304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,37),-0.364621 # DEPENDENCYPART_GRANDPAR
(8,13),(13,39),0.303403 # DEPENDENCYPART_GRANDPAR
(8,13),(13,40),-1.39319 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.400329 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.195882 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.0420502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.0037848 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.0540153 # DEPENDENCYPART_GRANDPAR
(8,14),(14,31),-0.365765 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.159759 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.416799 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.491453 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.102466 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.00458802 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.0753396 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.230126 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-1.12768 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-1.31802 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.499153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,13),0.258526 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.0546477 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.150736 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.0287519 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.129999 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.170671 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.152241 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.0765382 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.308672 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.457809 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.422275 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),0.257098 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.553306 # DEPENDENCYPART_GRANDPAR
(8,19),(19,37),-0.439787 # DEPENDENCYPART_GRANDPAR
(8,19),(19,39),0.140216 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.0788765 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.000407683 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.279953 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.0826803 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.381637 # DEPENDENCYPART_GRANDPAR
(8,21),(21,27),0.284466 # DEPENDENCYPART_GRANDPAR
(8,21),(21,28),-0.516593 # DEPENDENCYPART_GRANDPAR
(8,21),(21,30),0.258973 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),0.131242 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),0.0455873 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.351482 # DEPENDENCYPART_GRANDPAR
(8,25),(25,1),-1.21636 # DEPENDENCYPART_GRANDPAR
(8,25),(25,2),-1.49631 # DEPENDENCYPART_GRANDPAR
(8,25),(25,3),-1.54103 # DEPENDENCYPART_GRANDPAR
(8,25),(25,4),-1.25068 # DEPENDENCYPART_GRANDPAR
(8,25),(25,5),-1.29686 # DEPENDENCYPART_GRANDPAR
(8,25),(25,8),-0.413063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,25),(25,11),0.455301 # DEPENDENCYPART_GRANDPAR
(8,25),(25,12),0.458706 # DEPENDENCYPART_GRANDPAR
(8,25),(25,13),0.320181 # DEPENDENCYPART_GRANDPAR
(8,25),(25,14),0.0757863 # DEPENDENCYPART_GRANDPAR
(8,25),(25,15),0.139984 # DEPENDENCYPART_GRANDPAR
(8,25),(25,16),0.121432 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),0.0501602 # DEPENDENCYPART_GRANDPAR
(8,25),(25,19),0.191294 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),0.271089 # DEPENDENCYPART_GRANDPAR
(8,25),(25,21),0.0896894 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),0.106206 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.243182 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),0.0951606 # DEPENDENCYPART_GRANDPAR
(8,25),(25,27),0.426545 # DEPENDENCYPART_GRANDPAR
(8,25),(25,28),-0.362693 # DEPENDENCYPART_GRANDPAR
(8,25),(25,30),0.395999 # DEPENDENCYPART_GRANDPAR
(8,25),(25,31),-0.370634 # DEPENDENCYPART_GRANDPAR
(8,25),(25,33),0.336361 # DEPENDENCYPART_GRANDPAR
(8,25),(25,34),-0.448973 # DEPENDENCYPART_GRANDPAR
(8,25),(25,36),0.228515 # DEPENDENCYPART_GRANDPAR
(8,25),(25,37),-0.369425 # DEPENDENCYPART_GRANDPAR
(8,25),(25,39),0.310614 # DEPENDENCYPART_GRANDPAR
(8,25),(25,40),-1.3961 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),0.0258391 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),0.0995244 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.132705 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.179083 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),0.260718 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.568588 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),0.228047 # DEPENDENCYPART_GRANDPAR
(8,27),(27,31),-0.440647 # DEPENDENCYPART_GRANDPAR
(8,27),(27,33),0.163529 # DEPENDENCYPART_GRANDPAR
(8,27),(27,34),-0.615094 # DEPENDENCYPART_GRANDPAR
(8,27),(27,36),0.0528492 # DEPENDENCYPART_GRANDPAR
(8,27),(27,37),-0.440633 # DEPENDENCYPART_GRANDPAR
(8,27),(27,39),0.1375 # DEPENDENCYPART_GRANDPAR
(8,28),(28,26),0.14799 # DEPENDENCYPART_GRANDPAR
(8,28),(28,27),0.395072 # DEPENDENCYPART_GRANDPAR
(8,28),(28,29),-0.459493 # DEPENDENCYPART_GRANDPAR
(8,28),(28,30),0.383172 # DEPENDENCYPART_GRANDPAR
(8,28),(28,31),-0.40914 # DEPENDENCYPART_GRANDPAR
(8,28),(28,33),0.316461 # DEPENDENCYPART_GRANDPAR
(8,28),(28,34),-0.609637 # DEPENDENCYPART_GRANDPAR
(8,34),(34,32),0.270697 # DEPENDENCYPART_GRANDPAR
(8,34),(34,35),-0.564943 # DEPENDENCYPART_GRANDPAR
(8,34),(34,36),0.302619 # DEPENDENCYPART_GRANDPAR
(8,34),(34,37),-0.221951 # DEPENDENCYPART_GRANDPAR
(8,34),(34,39),0.388693 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.592178 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.195144 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.533341 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.205563 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.314106 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.332323 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.66966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,14),-1.04963 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.551813 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.349513 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.01061 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.14016 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.734345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.532344 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.395264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.60741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.633744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.16802 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.04271 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.02284 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.44224 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.24009 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.676778 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-1.1527 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.07739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,25),-1.11361 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.11387 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-1.00062 # DEPENDENCYPART_GRANDPAR
