# _root_ Com_a factor normalitzador hi ha el fet que el gruix d' atestats penals , que fan els Mossos_d'_Esquadra , entra als jutjats en llengua catalana .
#goldHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,20,23,24,5,
#predictedHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,22,23,24,5,
(12,8),(12,18),-0.00310442 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0730614 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0231651 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.0030301 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.259054 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0413679 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0447796 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.014932 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00721831 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.334895 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.014932 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00415724 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.06916 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.0115536 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0427009 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00217868 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0203382 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00461319 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00217868 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0113614 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0380001 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0494245 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00212995 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0169328 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0250265 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00212995 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0199637 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0483791 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.00644034 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00547323 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.41285 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0373288 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0479995 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.00272952 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.006744 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.017867 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0350746 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0646494 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.00689152 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.00625366 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0698603 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0450482 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0437612 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.020606 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0479995 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00272952 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.006744 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.00673905 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0413472 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.0225834 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.124283 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0430361 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.096934 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.159578 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.10188 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.129933 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00671406 # DEPENDENCYPART_SIBL
(13,11),(13,16),4.97291e-05 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.019455 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00206746 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0680427 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.011218 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0849047 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0119108 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0096666 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0288227 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0943731 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0641412 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0236102 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.126732 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0662542 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.262137 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.139851 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0205688 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.455158 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.113577 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.00207105 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0477409 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.00724213 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.034175 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.285797 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.443005 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0702091 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0103781 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0210515 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0401217 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.081999 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.029239 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.023171 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.11261 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0870384 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.575167 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.128081 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0722371 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.351215 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0773443 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0198152 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.335154 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.516364 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0322418 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.154424 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.00699112 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0220666 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0837818 # DEPENDENCYPART_SIBL
(16,4),(16,25),-0.0380269 # DEPENDENCYPART_SIBL
(16,4),(16,26),0.1093 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.00469024 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.315384 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.073824 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0289704 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.371413 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0340721 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0361013 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.145628 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.318539 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0407333 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0690913 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0356417 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0258007 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0487567 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0527418 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.230056 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.731775 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.194063 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.756757 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0359931 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.761864 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.1923 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.481403 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.769127 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0167335 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0149956 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0696186 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00092201 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0319189 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.010434 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.0596633 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.126144 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.17526 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0784345 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.160688 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0410465 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.544947 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.709093 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0386167 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0289154 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.00230306 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.156394 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.213876 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.0524034 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.545443 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0269189 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0523868 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0320261 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00829275 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0969737 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.608205 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0464093 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0250879 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0611055 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0645674 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0327496 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.00949557 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.146714 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0170111 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.747918 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.181245 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.49413 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.724213 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0288608 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0115351 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0271296 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.00838504 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0570756 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.00454863 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0130231 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0154999 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0677418 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.362274 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.493385 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0521224 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0252467 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0120375 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0429597 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.099083 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0691683 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0697367 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.180322 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.493207 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.72329 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0358452 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00115917 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.020145 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0086351 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0348257 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0103575 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.000486385 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.188698 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.262613 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0389676 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0209225 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00988519 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0269567 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00628724 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0441205 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0145542 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.208964 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0165955 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.240749 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00478627 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00274256 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0142734 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0229399 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.484278 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0173227 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0277426 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0139378 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.145303 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.228364 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0120331 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.475465 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.055567 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00212024 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.190637 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0820494 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0374378 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0464301 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0773503 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0653527 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.120171 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0170164 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0236956 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00234916 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0177109 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.00266625 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0775683 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.139054 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0684404 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.00524402 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0445558 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.0452622 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0812852 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0286034 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.440871 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00230342 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0112946 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0732253 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.01569 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.00510722 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0453308 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0386379 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.111272 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0997934 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0925414 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.125998 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00911915 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0623644 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.172731 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.195512 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0698613 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0667453 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.046435 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0370072 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0111866 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0461552 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0385167 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0066189 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.00541797 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.00880919 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0593726 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.0176379 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0563687 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.225539 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0924227 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.010162 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.456049 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.13452 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0116485 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0655766 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.0176701 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0573945 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.326621 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.467872 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0137774 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.073679 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.01713 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.326621 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0135842 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0275441 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0478282 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0365595 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.00659945 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0284051 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.174206 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0204171 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.123158 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.6944 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.675975 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.173485 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.723504 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.00140833 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.729248 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.175231 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.492341 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.704212 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0418343 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.134819 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.737437 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.492341 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0113857 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0147729 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0513205 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0286682 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.00268994 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0139387 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.162919 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0749019 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.00626018 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.279119 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.195969 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0182833 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.00849733 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0240266 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.01946 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.192514 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.254263 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0199643 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.167511 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0283602 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.192514 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0354029 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0381412 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.00274883 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0503712 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0547153 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0257721 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0757683 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0936528 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.574895 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.14824 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0782323 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.339691 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0839756 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.00407935 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.358844 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.532716 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0893831 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.133999 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0883225 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.358844 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0364153 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.00252118 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0253078 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0144311 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0762834 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0705073 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0174168 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.29543 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0716567 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0156246 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.377918 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0213625 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0362351 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.141989 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.316659 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.00911129 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0744651 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0258784 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.141989 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0309228 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0599928 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0557606 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0462585 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0462146 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.249797 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.704737 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.186122 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.73783 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0217075 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.743573 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.186665 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.479994 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.749506 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0276468 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.148121 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.751763 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.479994 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0191926 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0357153 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.0485083 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.0218207 # DEPENDENCYPART_SIBL
(20,7),(20,25),0.0119735 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.0672649 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.134069 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.18417 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0758708 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.168274 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0246333 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.558823 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.715653 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.190007 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0672658 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.161627 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.558823 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.133284 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0456222 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.190631 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0252362 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0384733 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.568544 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.00140261 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0720551 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0071459 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0215638 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0890099 # DEPENDENCYPART_SIBL
