# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(13,5),(13,20),0.0268928 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0139533 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0454628 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0699012 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.0383185 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.447631 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0342802 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.179321 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.714028 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.178671 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0840464 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0073659 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0265526 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0758299 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00982075 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00213195 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0130993 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0073659 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.00793297 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0822207 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.0381389 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.262261 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0347066 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.121531 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.068263 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0485227 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0196205 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0951485 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0648322 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00294875 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0133963 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00392726 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0196205 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.00157215 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.00559175 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.487602 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.288513 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0202083 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0563864 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0738964 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.122535 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0839554 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.010624 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.113906 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.123752 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.107847 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.122535 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.100485 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.00961442 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0834952 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0166249 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0251288 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.167622 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.135206 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0531499 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0561309 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0247905 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0954647 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.022499 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.135206 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.024655 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.106228 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.0967327 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.182153 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0805601 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00077074 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0364776 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0962842 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.016704 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0102777 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0199826 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00077074 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0148163 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0751496 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.00735535 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.111437 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0347127 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0530863 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0659463 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0151236 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0329326 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0171587 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0347127 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.000168151 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.02298 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.0163084 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.153679 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00709172 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.217772 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.123487 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.143554 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.120379 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.153679 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.139723 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.15824 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0910822 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.147975 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.222231 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0732169 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.277857 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0688757 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.238228 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.106254 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.158283 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0169233 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.100676 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.129486 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.140618 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.123788 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.163883 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.128736 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.152314 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0803569 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0178889 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.150303 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0258273 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.176609 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.00032359 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.080654 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.0160029 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.147734 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.28236 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.167011 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.283096 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.111096 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0614713 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0451016 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.294865 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0745593 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.13408 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.017098 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.125807 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.267475 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0950746 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.036015 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.106254 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.158283 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.0169233 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.0825023 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.00373837 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.133414 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.207184 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.506603 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.335374 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.201537 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0116358 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0946685 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0955234 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0485654 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0940987 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0205433 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0175597 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.15536 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.402571 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.108517 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0736686 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0500413 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.048926 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0166416 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0446297 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0173178 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0497649 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0229295 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0136306 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.218797 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.149519 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0474025 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.16776 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0808002 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.113506 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0846289 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0325931 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0602701 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.281875 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.225813 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0852768 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.22878 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.273079 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.229322 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.272395 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.14921 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.194019 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.273306 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0502621 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0658479 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0639435 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0173481 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0630125 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0543846 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.012733 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.143309 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.184824 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.366612 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00445883 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.366051 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0238723 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.198603 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.055219 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.060549 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.130815 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0585319 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0565022 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0106766 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.234607 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0388202 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.936018 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0239289 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.43829 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0107963 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.022781 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0172347 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0196887 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.160998 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0408084 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.438652 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0113588 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0231586 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.165943 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0269593 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0394138 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0150851 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0412469 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0441278 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0981785 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0317863 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.000645229 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0344212 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0657416 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0334747 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0222065 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0331151 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0444379 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00702465 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0631409 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.174655 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.16193 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.301001 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.360476 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0233116 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0528318 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0218949 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0075298 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.132861 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0496014 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.047502 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0547124 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0157862 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0824965 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0164544 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.00412145 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.027243 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.335926 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.358848 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0356806 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00788661 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0366036 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.055099 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.107077 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0178242 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0454793 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0843633 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0461444 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0201439 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0124426 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0601202 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.308926 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0615003 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.281978 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.184924 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.104448 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.987951 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.152324 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0134887 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.137121 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.165904 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.123883 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.135232 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0123743 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0981675 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.117361 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.132057 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0177057 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.207282 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0783895 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0362153 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0376832 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0470243 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.12574 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.0179682 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.120285 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0388578 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0373614 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0654121 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0048259 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0334874 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0166038 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.082932 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0172707 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.121786 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0873387 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.110362 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.026165 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.135538 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0222458 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0842781 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0713818 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0497227 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0158116 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00218928 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0777258 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0120918 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0214111 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0689602 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0169125 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.133266 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00707121 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.156167 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0404869 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0384708 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0113477 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0286286 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0404061 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.021322 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.00370681 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0328865 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0301271 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0279552 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0105165 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0829421 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.026401 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0378295 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0192314 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0140409 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0212657 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0578068 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.21967 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0471798 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0718887 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.838823 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0735933 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.118358 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.133054 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.018702 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.209025 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.108208 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0380177 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0444628 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.121709 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0214201 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.120277 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0388489 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0375969 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0969661 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0356901 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0147993 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0796605 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0147696 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.121792 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0875758 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.132479 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.133331 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0240444 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0875454 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0738777 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0494875 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0450342 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0799264 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0102848 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0181375 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0714649 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.108959 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00166059 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.144487 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0252591 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0515826 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0381461 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00756731 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0101795 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0636812 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0280808 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.100336 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.049755 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.044191 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0198646 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.00976824 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.481197 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.413559 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.00417718 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.00633653 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0514114 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0201987 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0630868 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0155942 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0485531 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.210014 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.216407 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.455176 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.252361 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.299114 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.204823 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.580239 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.109614 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.212122 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.357018 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.0288996 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.599299 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.0743263 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.2276 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.11855 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),-0.361296 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),2.62201 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.329833 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.587742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0427669 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.08845 # DEPENDENCYPART_GRANDPAR
