# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(3,2),(2,21),-1.52279 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.65495 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-1.32277 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-1.79593 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.1899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.27381 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.14939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0553097 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.428085 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.742932 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.651784 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.267115 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.46051 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.861814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.351558 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.738841 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.582408 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.09527 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.75531 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.06385 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.669099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-1.33405 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.783192 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-1.11481 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.13702 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.21964 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.262985 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.436585 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.694127 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.626354 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.249036 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.484543 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.841558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.346547 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.688259 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.556849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.710519 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.18465 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.27328 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.04683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.388026 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.131481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.414083 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.634701 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.279529 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.470202 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.849867 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.363292 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.729901 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.565325 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-1.08159 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.885022 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.74332 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.879057 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-1.10292 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.681513 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-1.31513 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.773051 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-1.16942 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.273013 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.708114 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.69298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.206887 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.80544 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.276081 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.973279 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.99621 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.0837752 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.741582 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.63515 # DEPENDENCYPART_GRANDPAR
(4,2),(2,29),-2.21892 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.2433 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.47719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0556934 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.0755468 # DEPENDENCYPART_GRANDPAR
(4,3),(3,29),-2.03834 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.673165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.00667208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.629425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.131053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.508919 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.167911 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0310637 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.124937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.170362 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.104483 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.191442 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.108892 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.258761 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.534753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0707949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.939186 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.335242 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.674548 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.748817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.47096 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.673246 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.291776 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.228325 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.162869 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0504859 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0495631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.013586 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.0130632 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),0.320135 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.329861 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),0.332757 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),0.00921055 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),0.268732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.433548 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),0.180654 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.126704 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-1.22836 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.110067 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.578856 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0478055 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.833579 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.064923 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.372673 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.153756 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.133637 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.27997 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0967605 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0681696 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.209809 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),0.337329 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.169722 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.123548 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.123855 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.105598 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.04248 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),0.587903 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.577393 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-1.27588 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.108735 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.6447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),-0.0655772 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0745841 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.382379 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.372785 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0788593 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0464902 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-1.01941 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0791889 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0585343 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.190005 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.367635 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.592975 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.377644 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.140497 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),0.338483 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),-0.0651365 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-1.35254 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.36268 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.157849 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-1.15165 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.171986 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.112041 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.289425 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),0.54006 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),0.258264 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.0301418 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),0.110066 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.631301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,7),0.833155 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.029048 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-1.00009 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0802241 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.251583 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.00537503 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-1.29653 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-2.41651 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.348949 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),0.537065 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),0.358958 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.177496 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),0.31397 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.806684 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),0.205137 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.0838221 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-1.3782 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.59676 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),0.0219877 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.0692325 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-1.48033 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),0.280684 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.298061 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.0302124 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),0.249342 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.461109 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.161415 # DEPENDENCYPART_GRANDPAR
(4,22),(22,1),-0.939232 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.33538 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.674594 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.738245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),0.481384 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.692317 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.659782 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.510916 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),0.363887 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),0.328424 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),0.0244334 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-1.18502 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),0.0493837 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.344589 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.230907 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-1.45001 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),0.0966286 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-1.34985 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.627708 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.387115 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),0.0582399 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.7783 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),0.318775 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.385386 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),0.220311 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-0.0870469 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-1.18288 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-0.702213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,18),0.107885 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),-1.38219 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),0.447036 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),0.0200347 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-1.27749 # DEPENDENCYPART_GRANDPAR
(4,28),(28,1),-0.939274 # DEPENDENCYPART_GRANDPAR
(4,28),(28,2),-0.335317 # DEPENDENCYPART_GRANDPAR
(4,28),(28,4),-0.760781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,28),(28,5),0.501195 # DEPENDENCYPART_GRANDPAR
(4,28),(28,6),0.690825 # DEPENDENCYPART_GRANDPAR
(4,28),(28,7),0.636144 # DEPENDENCYPART_GRANDPAR
(4,28),(28,10),0.401534 # DEPENDENCYPART_GRANDPAR
(4,28),(28,11),0.40077 # DEPENDENCYPART_GRANDPAR
(4,28),(28,12),0.0492495 # DEPENDENCYPART_GRANDPAR
(4,28),(28,14),0.0870199 # DEPENDENCYPART_GRANDPAR
(4,28),(28,15),-0.324779 # DEPENDENCYPART_GRANDPAR
(4,28),(28,18),0.134276 # DEPENDENCYPART_GRANDPAR
(4,28),(28,19),-1.3667 # DEPENDENCYPART_GRANDPAR
(4,28),(28,20),0.607947 # DEPENDENCYPART_GRANDPAR
(4,28),(28,21),0.418951 # DEPENDENCYPART_GRANDPAR
(4,28),(28,22),0.399381 # DEPENDENCYPART_GRANDPAR
(4,28),(28,23),0.0111314 # DEPENDENCYPART_GRANDPAR
(4,28),(28,24),-0.656571 # DEPENDENCYPART_GRANDPAR
(4,28),(28,25),0.299196 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),-0.261103 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),0.584098 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-1.08879 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.39196 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0128463 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.484284 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.3179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.0881127 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.629078 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.00521 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.894628 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.791798 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-1.09034 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.38256 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-1.65913 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.426209 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.590284 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.33181 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.32801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0406407 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.718482 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.647974 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.03882 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.922206 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.0599 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.88944 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.10754 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.07287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.40527 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.967632 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.127 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.41616 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.76319 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.05799 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.68565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.041171 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.222563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.21844 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.28446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.08689 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.43316 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.667786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.62954 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.18157 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.242465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.161383 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.233729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0958472 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.389932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.241601 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.67915 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.108685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.203092 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),0.111178 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.376637 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.619808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-1.07789 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.305623 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.919516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.18041 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.592229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),1.28032 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.267692 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.00661549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0721724 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.315622 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.321529 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.343333 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.160056 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.435905 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.350402 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.710318 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.131447 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.122381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.192899 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.129524 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.371595 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.0300135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.656539 # DEPENDENCYPART_GRANDPAR
(5,12),(12,29),-0.959878 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.18071 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-1.33993 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),1.27863 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0101509 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.075731 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.247769 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.119974 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.139467 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.164594 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.163476 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.435047 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.342395 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.709078 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.0801477 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.240891 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.075895 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.350227 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-0.339641 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-0.953938 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.146126 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.21583 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.273186 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.331269 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.268569 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.624833 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.0226098 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.186833 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),0.085095 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.18041 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.33993 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.267682 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.141196 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.15569 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.156857 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.153667 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.209574 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.019886 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.607413 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.709738 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.0925862 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.24155 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.0808832 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.351501 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.693466 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-1.08696 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.340301 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.956341 # DEPENDENCYPART_GRANDPAR
(5,22),(22,1),-1.21844 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-1.28451 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-1.08689 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-1.43316 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.674589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,6),1.62334 # DEPENDENCYPART_GRANDPAR
(5,22),(22,7),0.109584 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),-0.271556 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.139677 # DEPENDENCYPART_GRANDPAR
