# _root_ La velocitat màxima calculada és d' entre 30 i 60 quilòmetres per hora , de_forma_que el trajecte entre la frontera i Escaldes-Engordany podria fer -se entre 22 i 29 minuts , incloent -hi la durada de les parades .
#goldHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,24,24,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
#predictedHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,5,5,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
(4,5),(5,6),-0.537318 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.48124 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.496876 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.490851 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.4847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.323053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.451919 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.436716 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.574522 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.442279 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.579079 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.455212 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.617027 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.664033 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.944749 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.816421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.690374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),-0.65569 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-0.666874 # DEPENDENCYPART_GRANDPAR
(4,5),(5,31),-1.15341 # DEPENDENCYPART_GRANDPAR
(4,5),(5,32),-0.809812 # DEPENDENCYPART_GRANDPAR
(4,5),(5,39),-1.53228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.915084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.137677 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.567317 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.461455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.438455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.46643 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.291929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.533855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.701741 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.559164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.54129 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.143811 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.402852 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.507867 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.420848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.512109 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.403691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.565754 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.686972 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.670131 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.830839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.199271 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.358614 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.260524 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.446382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.290432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.442101 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.492353 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.532193 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.673018 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.617734 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.682436 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.538759 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.718871 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.686859 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.884124 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.96382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.838382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.741601 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.719478 # DEPENDENCYPART_GRANDPAR
(4,11),(11,30),-0.651362 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.341928 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),1.39965 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.276114 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.382654 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.38305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.354729 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.0805278 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.616207 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.71361 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.830814 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.480457 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),0.0222774 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.629792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.515362 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),0.17402 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),1.31684 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.379801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),0.175205 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.191841 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.695709 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.0944542 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),1.32073 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0578157 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.409934 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.43553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.175207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.19184 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.695709 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.508614 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.405843 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.622292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0311546 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0407799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.00438263 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.209184 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.107183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.10395 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.298396 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.0389426 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.285702 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.532426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.574832 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0130535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.086858 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.262275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.106019 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0881027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.29098 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.61009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.406355 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0587416 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.248319 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.184082 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.351813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.137997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.29362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),0.166524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.0779902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),0.0241379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),0.0588408 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.534687 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.0573826 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),-0.717836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,31),-0.0873826 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.613015 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.40908 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0886449 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.189776 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.330007 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),0.172218 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.582726 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.293802 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.474796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.691032 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.538736 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0147222 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.17511 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.218056 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.284895 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0328202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0748385 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.00937865 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0198159 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.281595 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.263061 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.0741173 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.126175 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),0.0717983 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.115883 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.530973 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.711315 # DEPENDENCYPART_GRANDPAR
(5,11),(11,30),-0.402797 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.035533 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.327123 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.44204 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0922506 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.289146 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.0174997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0227667 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.180568 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0902206 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0689347 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.0351569 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.337227 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.208088 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.162521 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.0712025 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.102071 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.175454 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.527571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),0.0325594 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.459456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.70826 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.558815 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),0.527054 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.178489 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.187347 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.0171719 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.349859 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.207072 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),0.100701 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.0701862 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),0.0988553 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.0889218 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),0.299906 # DEPENDENCYPART_GRANDPAR
(5,17),(17,30),-0.347023 # DEPENDENCYPART_GRANDPAR
(5,17),(17,35),-0.251649 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.219789 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.516591 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.153139 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),0.0522542 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.0250132 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),0.0170918 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.25439 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),0.273837 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.0292662 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),0.0161873 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.37132 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.113843 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.0673989 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.100773 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.0869092 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),0.297132 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.493967 # DEPENDENCYPART_GRANDPAR
(5,20),(20,29),-0.674309 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),-0.34402 # DEPENDENCYPART_GRANDPAR
(5,20),(20,32),-0.0669798 # DEPENDENCYPART_GRANDPAR
(5,20),(20,35),-0.248862 # DEPENDENCYPART_GRANDPAR
(5,20),(20,36),-0.159264 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.0752086 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.924797 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.569316 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.590431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,11),0.329093 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.288393 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.298593 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.504638 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),0.0553598 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.0844159 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.199374 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.0790396 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),0.415698 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.372394 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),0.0879723 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.552352 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),-0.133244 # DEPENDENCYPART_GRANDPAR
(5,23),(23,31),0.107244 # DEPENDENCYPART_GRANDPAR
(5,23),(23,32),-0.0778728 # DEPENDENCYPART_GRANDPAR
(5,23),(23,35),-0.0435328 # DEPENDENCYPART_GRANDPAR
(5,23),(23,39),-1.14543 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-0.92724 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-0.570257 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.536838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,9),-0.0269013 # DEPENDENCYPART_GRANDPAR
(5,24),(24,11),0.29705 # DEPENDENCYPART_GRANDPAR
(5,24),(24,12),0.489352 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.596424 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),0.302781 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),-0.1485 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),0.265648 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),0.576561 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),-0.52864 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),0.0233163 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.061505 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.16733 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),0.292476 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.294753 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),0.488133 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.336853 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),0.0766983 # DEPENDENCYPART_GRANDPAR
(5,24),(24,29),-0.516811 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-0.0251867 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),0.17465 # DEPENDENCYPART_GRANDPAR
(5,24),(24,32),-0.129568 # DEPENDENCYPART_GRANDPAR
(5,24),(24,33),0.0731702 # DEPENDENCYPART_GRANDPAR
(5,24),(24,35),0.064524 # DEPENDENCYPART_GRANDPAR
(5,24),(24,36),-0.227718 # DEPENDENCYPART_GRANDPAR
(5,24),(24,39),-1.07402 # DEPENDENCYPART_GRANDPAR
(5,27),(27,6),0.608408 # DEPENDENCYPART_GRANDPAR
(5,27),(27,7),0.405471 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),0.610065 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.0554854 # DEPENDENCYPART_GRANDPAR
(5,27),(27,29),-0.72751 # DEPENDENCYPART_GRANDPAR
(5,27),(27,30),-0.216723 # DEPENDENCYPART_GRANDPAR
(5,27),(27,31),-0.0889366 # DEPENDENCYPART_GRANDPAR
(5,27),(27,32),-0.0807407 # DEPENDENCYPART_GRANDPAR
(5,27),(27,35),-0.12067 # DEPENDENCYPART_GRANDPAR
(5,27),(27,36),-0.164482 # DEPENDENCYPART_GRANDPAR
(5,27),(27,38),-0.267141 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),0.61184 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.403857 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-0.207556 # DEPENDENCYPART_GRANDPAR
(5,29),(29,31),-0.0764535 # DEPENDENCYPART_GRANDPAR
(5,29),(29,32),-0.0732266 # DEPENDENCYPART_GRANDPAR
(5,29),(29,35),-0.111503 # DEPENDENCYPART_GRANDPAR
(5,31),(31,30),-0.263827 # DEPENDENCYPART_GRANDPAR
(5,32),(32,2),-0.924037 # DEPENDENCYPART_GRANDPAR
(5,32),(32,5),-0.563004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,32),(32,15),0.304559 # DEPENDENCYPART_GRANDPAR
(5,32),(32,17),0.313109 # DEPENDENCYPART_GRANDPAR
(5,32),(32,20),0.0698761 # DEPENDENCYPART_GRANDPAR
(5,32),(32,22),0.21389 # DEPENDENCYPART_GRANDPAR
(5,32),(32,23),0.269766 # DEPENDENCYPART_GRANDPAR
(5,32),(32,24),0.171533 # DEPENDENCYPART_GRANDPAR
(5,32),(32,26),0.471323 # DEPENDENCYPART_GRANDPAR
(5,32),(32,27),-0.538172 # DEPENDENCYPART_GRANDPAR
(5,32),(32,28),-0.149769 # DEPENDENCYPART_GRANDPAR
(5,32),(32,29),-0.718767 # DEPENDENCYPART_GRANDPAR
(5,32),(32,30),-0.0817435 # DEPENDENCYPART_GRANDPAR
(5,32),(32,31),0.23305 # DEPENDENCYPART_GRANDPAR
(5,32),(32,33),0.0688267 # DEPENDENCYPART_GRANDPAR
(5,32),(32,35),-0.00822293 # DEPENDENCYPART_GRANDPAR
(5,32),(32,36),-0.317701 # DEPENDENCYPART_GRANDPAR
(5,32),(32,38),-0.158269 # DEPENDENCYPART_GRANDPAR
(5,32),(32,39),-1.11208 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.856619 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.762646 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.632527 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.734229 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.43102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.359325 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.604032 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.494582 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.897264 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.6681 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.492523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.475463 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.53724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.46336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.304796 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.71098 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.992593 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.622044 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.592524 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.766486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.21199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.744787 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.707983 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.646981 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.737491 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.804504 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.14322 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-1.06766 # DEPENDENCYPART_GRANDPAR
(6,5),(5,27),-0.875998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,28),-1.24778 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-1.0626 # DEPENDENCYPART_GRANDPAR
(6,5),(5,31),-1.65859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,32),-1.37483 # DEPENDENCYPART_GRANDPAR
(6,5),(5,39),-2.45937 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.56227 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.584583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.369915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.147655 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.32804 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.194883 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0908401 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.340213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.702187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.493635 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.161522 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.206592 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.30166 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.169862 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.160585 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.279918 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.208251 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.182 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.0679974 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.269008 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.0889174 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.37528 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-0.274409 # DEPENDENCYPART_GRANDPAR
(6,8),(8,31),-0.726524 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.706439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.488953 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.660987 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.3075 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.152287 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.214091 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.61242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.42123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.60743 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.666351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.497603 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.53711 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.15511 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.154581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.321195 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0221731 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.266261 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.00332752 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.019351 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.124899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.00507147 # DEPENDENCYPART_GRANDPAR
