# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(10,11),(11,13),(11,19),-0.0232092 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,23),-0.0201032 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,31),-0.0528211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0202396 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0202396 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,23),-0.0199287 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,31),-0.0473841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,23),-0.0194592 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,31),-0.0254492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0202396 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0202396 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,23),-0.0199287 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,31),-0.0474576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,19),-0.0201253 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0199431 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,23),-0.00504425 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,31),-0.0291244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0199431 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,23),-0.00504425 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,31),-0.0291244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,23),0.0819676 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,31),-0.0102265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,23),(11,31),-0.0129448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.16413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,9),-0.145883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.144861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.145481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.144865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.271585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.145025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.0933882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.145025 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.0764015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.144914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.121724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,-1),-0.152003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.145368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,2),(11,-1),-0.140352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,1),(11,-1),-0.144991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.0290693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.00781801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.00781862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.022943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.00781801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),-0.0180173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,24),-0.0198674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,26),-0.00781801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,30),-0.0199301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,31),-0.00278908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0197855 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0197855 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,31),-0.0321636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0209986 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0209986 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,24),-0.0194654 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,30),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,31),-0.00701936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0203379 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,26),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,31),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0209986 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,24),-0.0194654 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,30),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,31),-0.0070201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.0203379 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,26),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,31),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),0.159541 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),0.0807487 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,24),0.174411 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,26),0.23275 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,30),0.176144 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,31),-0.0155911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,23),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,24),-0.0194654 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,30),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,31),-0.00701936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,23),(14,24),-0.0195292 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,26),-0.0191088 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,30),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,31),-0.0372058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,24),(14,26),-0.0194837 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,31),-0.019818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,26),(14,30),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,26),(14,31),-0.00701936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,30),(14,31),-0.0230449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.107105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.105351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,6),-0.144843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.200453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,11),0.109529 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.155625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.148804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,6),(14,-1),-0.155488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,1),(1,1),(1,31),-0.0907573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,1),(1,1),(1,-1),0.0244131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,2),(2,3),0.108365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.0927025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.102353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,8),0.093172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,12),-0.146911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,31),-0.0077411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.109537 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.109539 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,31),-0.150362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.121014 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,12),-0.144753 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,31),-0.196953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,8),0.109527 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,31),-0.129603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,8),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,31),-0.15265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,12),(2,31),-0.122299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,1),-0.0177715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.135921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.000788904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.104231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,7),0.0973738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,8),0.109255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,9),0.155641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,10),0.152094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,11),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,13),-0.144836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,31),-0.254447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,7),0.109024 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,9),0.107106 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,10),0.107658 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,13),-0.144714 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,31),-0.134667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,9),0.107397 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,10),0.107397 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,31),-0.144534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,9),0.109533 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,10),0.109533 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,31),-0.144996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,10),0.127589 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,13),-0.14554 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,31),-0.116969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,10),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,12),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,13),-0.14554 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,31),-0.103607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,11),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,13),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,31),-0.167554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,12),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,31),-0.121188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,13),(5,31),-0.134714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.0195631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,2),0.0210337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),0.00328005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,2),-0.0194991 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,-1),0.00077055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,2),(5,-1),-0.0648248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.119728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.105998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.0381279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,10),0.0288365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.161202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,13),-0.144918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,14),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,15),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,31),-0.123524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.131673 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,10),0.138976 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,14),-0.144786 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,31),-0.165622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,9),0.109158 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,10),0.109158 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,31),-0.148792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,10),0.121694 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,31),-0.0801601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,10),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,31),-0.0747797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,11),(6,12),-0.144871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,13),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,31),-0.192228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,12),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,12),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,12),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,12),(6,31),-0.152851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,13),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,13),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,13),(6,31),-0.143546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,14),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,14),(6,31),-0.154776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,15),(6,31),-0.158976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,5),-0.0397589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,2),0.10033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
