# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,3,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(12,4),(12,26),0.0201278 # DEPENDENCYPART_SIBL
(12,4),(12,27),-0.045348 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.091779 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.314207 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0143537 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.128639 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0189057 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0466398 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0281294 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.014862 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.014862 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0385465 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0273027 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0358971 # DEPENDENCYPART_SIBL
(12,5),(12,26),0.0201507 # DEPENDENCYPART_SIBL
(12,5),(12,27),0.0216571 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.200873 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0656833 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.133797 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0317843 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00114012 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.038941 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0131614 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0131601 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.042852 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0195629 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.00282707 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.0325147 # DEPENDENCYPART_SIBL
(12,6),(12,27),0.00230471 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.138505 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0386227 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.11777 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00909498 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0213647 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0325256 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0323007 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00665423 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0391023 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.00336619 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.0535496 # DEPENDENCYPART_SIBL
(12,7),(12,27),0.144185 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.113314 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0490803 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0258424 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0701406 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0286676 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0286676 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0234435 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.003319 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0896733 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0334847 # DEPENDENCYPART_SIBL
(12,8),(12,27),0.0203699 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.291941 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.107093 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0150721 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0214202 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0214186 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.220968 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0278366 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.217867 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0583676 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0136932 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0670249 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0900753 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0246687 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0220502 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0374848 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.018519 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.122384 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0983476 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.177884 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.591751 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.445534 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.45689 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.481976 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.49175 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.133026 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.588221 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.0553686 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0344294 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0344225 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0485794 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0378703 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0203484 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.011105 # DEPENDENCYPART_SIBL
(12,14),(12,27),0.0754213 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0953201 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0518434 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0570821 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0421372 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0262879 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.0374088 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0518418 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0570709 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0451049 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0262863 # DEPENDENCYPART_SIBL
(12,16),(12,27),0.0362235 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0312038 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0325931 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.00874909 # DEPENDENCYPART_SIBL
(12,17),(12,27),0.0534614 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0673573 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.11302 # DEPENDENCYPART_SIBL
(12,21),(12,27),0.0318633 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0579324 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.00305502 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.010225 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0373142 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0413569 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0412861 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.161974 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.113683 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.133224 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.102122 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0213405 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0309399 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0312343 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00460019 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0251896 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.12834 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0312836 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.140345 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.634315 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.735047 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.444366 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.721303 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.237342 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.199283 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.735038 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.444356 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.721285 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.240303 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.20045 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.228108 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.397425 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0185008 # DEPENDENCYPART_SIBL
(14,17),(14,27),0.172675 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.556063 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.181065 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.218605 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.203136 # DEPENDENCYPART_SIBL
(14,21),(14,27),-0.171567 # DEPENDENCYPART_SIBL
(14,22),(14,27),-0.100594 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.107432 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0216909 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0318012 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0196305 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0586869 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.220463 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0663818 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.114767 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0128443 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0783867 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00803816 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0152792 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.47048 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.159468 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.146476 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.188234 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.113735 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.248955 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0636745 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.000431687 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.155193 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.247794 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.16656 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.153627 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0426541 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0553641 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0136921 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.051477 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.107397 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00961744 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.10698 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0103124 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0110004 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0189216 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.042882 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0392307 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.02649 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.148268 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0387545 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0429879 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.216348 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.100958 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.019636 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.024761 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0242003 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0318012 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.134223 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0515488 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.590532 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.160709 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.360959 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0440343 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.36131 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.028222 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0517078 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0134616 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.283737 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.22865 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.359483 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.028222 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0274481 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.586243 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.590532 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.137771 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0799581 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.203755 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.135367 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.161061 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.139543 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.11146 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.0748577 # DEPENDENCYPART_SIBL
(17,1),(17,27),-0.133755 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.152116 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.352568 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0373859 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.354299 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.00664242 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0450594 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.00345099 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.276017 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.203736 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.352472 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.00664242 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0376519 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.463796 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.468085 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0746069 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0270127 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.109984 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0435203 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0365279 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0827891 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0616085 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.00103454 # DEPENDENCYPART_SIBL
(17,2),(17,27),0.0355339 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.068431 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0609614 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0267739 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.257826 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0749934 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.107593 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0590687 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0640531 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.02416 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.257826 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.109685 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0244553 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0243986 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0857568 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0727034 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0501121 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0480713 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.069688 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0648069 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.053561 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.00813162 # DEPENDENCYPART_SIBL
(17,3),(17,27),0.0669562 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.164995 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.246693 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0790753 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.164335 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.101956 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.57441 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0134263 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.256175 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0790753 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0847852 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.191124 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.207321 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.148124 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.188478 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.232952 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.17941 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0701722 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.160056 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.160093 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0490179 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.13789 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.0921761 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.313695 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0249038 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0804901 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.138957 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0393606 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0899859 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.313695 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0919468 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0249905 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0249781 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0759511 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0162086 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0646473 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0846714 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0012872 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0412605 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0708432 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.0666397 # DEPENDENCYPART_SIBL
(17,5),(17,27),0.0806482 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0365534 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.147224 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0194051 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.339861 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.246925 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.796346 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0365534 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0150206 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.514811 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.5148 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0556382 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0495454 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0106828 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0150882 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.00675156 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0616103 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0457685 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.0372234 # DEPENDENCYPART_SIBL
(17,6),(17,27),0.0693961 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.144013 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.102384 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0810375 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0447858 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0614934 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0449303 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.154288 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.028252 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0295305 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0581438 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.113305 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0591841 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.120037 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0334517 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.058409 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.101966 # DEPENDENCYPART_SIBL
(17,7),(17,26),0.0167629 # DEPENDENCYPART_SIBL
(17,7),(17,27),0.125224 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0926552 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.15053 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0407933 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.102825 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.276297 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.104112 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0551312 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0551188 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0850039 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0374026 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0573124 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0821885 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0320658 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0503113 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0799262 # DEPENDENCYPART_SIBL
(17,8),(17,26),0.0544488 # DEPENDENCYPART_SIBL
(17,8),(17,27),0.0475138 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.00746621 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.00735002 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0123133 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.353945 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0434225 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0255597 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0255708 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0203931 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0324625 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0321301 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.00506696 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0566996 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.00211445 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.00530823 # DEPENDENCYPART_SIBL
(17,9),(17,26),0.1381 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.146627 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0310022 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.228853 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00265735 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0177036 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.195671 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.20399 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0555618 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.033546 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.158416 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0993721 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.103844 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0534167 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0156538 # DEPENDENCYPART_SIBL
(17,10),(17,26),0.0698093 # DEPENDENCYPART_SIBL
(17,10),(17,27),0.0543664 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.162959 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.158703 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0713237 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0608753 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0524417 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.00469834 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0447994 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0224462 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0730622 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0771233 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0235798 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00539896 # DEPENDENCYPART_SIBL
(17,11),(17,26),0.0454627 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.0655885 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0336704 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00950532 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.506313 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.506302 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.127617 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.122814 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.115119 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.118629 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.112003 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.133587 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.120082 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0485923 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0551775 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.154288 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.028252 # DEPENDENCYPART_SIBL
