# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(11,16),(11,29),-0.0644357 # DEPENDENCYPART_SIBL
(11,16),(11,30),0.00134153 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0211343 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.222523 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0861898 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.00183365 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0504086 # DEPENDENCYPART_SIBL
(11,17),(11,28),-0.0900347 # DEPENDENCYPART_SIBL
(11,17),(11,29),-0.0217043 # DEPENDENCYPART_SIBL
(11,17),(11,30),-0.00305969 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.165501 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0193641 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0582178 # DEPENDENCYPART_SIBL
(11,18),(11,25),0.175895 # DEPENDENCYPART_SIBL
(11,18),(11,28),0.154427 # DEPENDENCYPART_SIBL
(11,18),(11,29),0.0243724 # DEPENDENCYPART_SIBL
(11,18),(11,30),0.0717408 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0734466 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.00630652 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0387022 # DEPENDENCYPART_SIBL
(11,19),(11,28),-0.092863 # DEPENDENCYPART_SIBL
(11,19),(11,29),-0.0164722 # DEPENDENCYPART_SIBL
(11,19),(11,30),-0.00630523 # DEPENDENCYPART_SIBL
(11,20),(11,24),0.0022155 # DEPENDENCYPART_SIBL
(11,20),(11,25),0.0855713 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.0331662 # DEPENDENCYPART_SIBL
(11,20),(11,29),-0.066965 # DEPENDENCYPART_SIBL
(11,20),(11,30),-0.157396 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.0640112 # DEPENDENCYPART_SIBL
(11,24),(11,28),-0.0611436 # DEPENDENCYPART_SIBL
(11,24),(11,29),-0.0558248 # DEPENDENCYPART_SIBL
(11,24),(11,30),0.012416 # DEPENDENCYPART_SIBL
(11,25),(11,28),0.0299192 # DEPENDENCYPART_SIBL
(11,25),(11,29),0.104848 # DEPENDENCYPART_SIBL
(11,25),(11,30),0.0637629 # DEPENDENCYPART_SIBL
(11,28),(11,29),0.0175347 # DEPENDENCYPART_SIBL
(11,28),(11,30),0.0154044 # DEPENDENCYPART_SIBL
(11,29),(11,30),0.779558 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0819539 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0850226 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.22813 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.929664 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0243197 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.274461 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0543283 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.22813 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.316038 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.311248 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.72743 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0418052 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0580972 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0794274 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0719755 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0582773 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0686986 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0816725 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0752565 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.127847 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.0106455 # DEPENDENCYPART_SIBL
(13,2),(13,28),-0.0550157 # DEPENDENCYPART_SIBL
(13,2),(13,29),-0.109525 # DEPENDENCYPART_SIBL
(13,2),(13,30),-0.0274601 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0211325 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0447116 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.182211 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0770802 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.058498 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0211325 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0473543 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.00417656 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0431532 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.118644 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0805298 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0266734 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0169572 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0170177 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0180481 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0576496 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0210401 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0138274 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0143104 # DEPENDENCYPART_SIBL
(13,3),(13,28),0.0377597 # DEPENDENCYPART_SIBL
(13,3),(13,29),-0.00552587 # DEPENDENCYPART_SIBL
(13,3),(13,30),-0.0363027 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.38189 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.219709 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.315362 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.212299 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.658596 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.147529 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.34504 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.452796 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.213804 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.241912 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.16971 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.131187 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.10407 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.130898 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0974362 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.148389 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.117999 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.209099 # DEPENDENCYPART_SIBL
(13,4),(13,28),-0.0868078 # DEPENDENCYPART_SIBL
(13,4),(13,29),-0.256837 # DEPENDENCYPART_SIBL
(13,4),(13,30),-0.0390905 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0856907 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.290648 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0705215 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.244317 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.332225 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.328358 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.743617 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0601763 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0749275 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0957622 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0860672 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.085878 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0827902 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.107646 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0893481 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.134483 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0366475 # DEPENDENCYPART_SIBL
(13,5),(13,28),-0.0674444 # DEPENDENCYPART_SIBL
(13,5),(13,29),-0.129016 # DEPENDENCYPART_SIBL
(13,5),(13,30),-0.0437998 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0949212 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.021267 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0661799 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0118186 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0110713 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0420975 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.043201 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.124341 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0508489 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0517829 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0686146 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0287201 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.106022 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0384986 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0257931 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.084066 # DEPENDENCYPART_SIBL
(13,6),(13,28),-0.0151307 # DEPENDENCYPART_SIBL
(13,6),(13,29),0.0389616 # DEPENDENCYPART_SIBL
(13,6),(13,30),-0.0262448 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.123365 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0607061 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0317644 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.00856775 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0334287 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0592531 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0762508 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0495004 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0973447 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0955328 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0968462 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0576129 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.112623 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0941021 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0247551 # DEPENDENCYPART_SIBL
(13,7),(13,28),-0.0555338 # DEPENDENCYPART_SIBL
(13,7),(13,29),0.20815 # DEPENDENCYPART_SIBL
(13,7),(13,30),-0.0503906 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0289928 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0144233 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0151134 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0323683 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.104145 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.122886 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0155457 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.010597 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0484321 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0128339 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0304995 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.00561285 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0596574 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.0328118 # DEPENDENCYPART_SIBL
(13,8),(13,28),0.0141366 # DEPENDENCYPART_SIBL
(13,8),(13,29),0.0184364 # DEPENDENCYPART_SIBL
(13,8),(13,30),0.0301185 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.147529 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.34504 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.452796 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.213804 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.241912 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.16971 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.131187 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.10407 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.130898 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0974362 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.148389 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.117999 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.209099 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.0868078 # DEPENDENCYPART_SIBL
(13,9),(13,29),-0.256837 # DEPENDENCYPART_SIBL
(13,9),(13,30),-0.0390905 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.108944 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.21835 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0143135 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.106113 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0746896 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0728549 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0292204 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0722302 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0244403 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0926391 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.175616 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.189505 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.0248543 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.048088 # DEPENDENCYPART_SIBL
(13,10),(13,30),-0.0352454 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.261061 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00262642 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0159528 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0283989 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0145545 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0249171 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00835238 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00563357 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0103396 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0101995 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.0494241 # DEPENDENCYPART_SIBL
(13,11),(13,28),0.0326227 # DEPENDENCYPART_SIBL
(13,11),(13,29),0.0355283 # DEPENDENCYPART_SIBL
(13,11),(13,30),0.0620292 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0322669 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0809669 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0405059 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0537012 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0418014 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0556526 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.052268 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0211208 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0327854 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0164672 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.0809875 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.110612 # DEPENDENCYPART_SIBL
(13,12),(13,30),0.145249 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.199033 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.182141 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.248917 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.174908 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.256556 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.310232 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.260732 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.101101 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.128794 # DEPENDENCYPART_SIBL
(13,14),(13,28),-0.155265 # DEPENDENCYPART_SIBL
(13,14),(13,29),-0.0894741 # DEPENDENCYPART_SIBL
(13,14),(13,30),-0.0075521 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.213916 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.204851 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.168176 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.202975 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.190106 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.211888 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0484536 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.130564 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.265328 # DEPENDENCYPART_SIBL
(13,15),(13,29),-0.037498 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.0404675 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.208096 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0466506 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.206329 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.105487 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.21769 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0426192 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.00479962 # DEPENDENCYPART_SIBL
(13,16),(13,28),-0.141409 # DEPENDENCYPART_SIBL
(13,16),(13,29),-0.0704104 # DEPENDENCYPART_SIBL
(13,16),(13,30),-0.0372597 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.10049 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.381524 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0471821 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.392288 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0138155 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.0112928 # DEPENDENCYPART_SIBL
(13,17),(13,28),-0.0989049 # DEPENDENCYPART_SIBL
(13,17),(13,29),-0.0359433 # DEPENDENCYPART_SIBL
(13,17),(13,30),-0.0359776 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.114964 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.243466 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0997773 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0117386 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0473516 # DEPENDENCYPART_SIBL
(13,18),(13,28),-0.0500346 # DEPENDENCYPART_SIBL
(13,18),(13,29),-0.096061 # DEPENDENCYPART_SIBL
(13,18),(13,30),-0.0462721 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.036128 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.39366 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0090255 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.0212477 # DEPENDENCYPART_SIBL
(13,19),(13,28),-0.10304 # DEPENDENCYPART_SIBL
(13,19),(13,29),-0.0327668 # DEPENDENCYPART_SIBL
(13,19),(13,30),-0.0407798 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.066302 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0351753 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.0317434 # DEPENDENCYPART_SIBL
(13,20),(13,28),-0.046257 # DEPENDENCYPART_SIBL
(13,20),(13,29),-0.109315 # DEPENDENCYPART_SIBL
(13,20),(13,30),-0.189829 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0185175 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.00760212 # DEPENDENCYPART_SIBL
(13,22),(13,28),-0.113878 # DEPENDENCYPART_SIBL
(13,22),(13,29),-0.0480672 # DEPENDENCYPART_SIBL
(13,22),(13,30),-0.0512595 # DEPENDENCYPART_SIBL
(13,23),(13,25),0.296998 # DEPENDENCYPART_SIBL
(13,23),(13,28),0.0694671 # DEPENDENCYPART_SIBL
(13,23),(13,29),-0.139548 # DEPENDENCYPART_SIBL
(13,23),(13,30),0.00902668 # DEPENDENCYPART_SIBL
(13,25),(13,28),-0.148172 # DEPENDENCYPART_SIBL
(13,25),(13,29),-0.030408 # DEPENDENCYPART_SIBL
(13,25),(13,30),-0.0335644 # DEPENDENCYPART_SIBL
(13,28),(13,29),-0.0671623 # DEPENDENCYPART_SIBL
(13,28),(13,30),-0.0422753 # DEPENDENCYPART_SIBL
(13,29),(13,30),0.98704 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.149338 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.193088 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.315143 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.00803618 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.324613 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.049611 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0607424 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0470125 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0582857 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0274641 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0909526 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0102775 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.128503 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0385707 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0348774 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.03087 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0367734 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.141515 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0445631 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.273397 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0412384 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0457168 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0195409 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0525372 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0162027 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.100003 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0304644 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00321702 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0343227 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00214881 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.101206 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0271348 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00224386 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0160185 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00203993 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.430595 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.689535 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0520732 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.689541 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.454966 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.088256 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.45508 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.111691 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.702551 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.376419 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0334078 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0645165 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.150799 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0124557 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.022906 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.089034 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0825204 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.126545 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0833947 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.10153 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0682981 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0717939 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0948521 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0944603 # DEPENDENCYPART_SIBL
(15,3),(15,29),-0.0159957 # DEPENDENCYPART_SIBL
(15,3),(15,30),-0.0858676 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0571754 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0162336 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.12331 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.292027 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0619693 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0544851 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.150177 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0531079 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0728038 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0272738 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0353159 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0711041 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0699211 # DEPENDENCYPART_SIBL
(15,5),(15,29),0.122842 # DEPENDENCYPART_SIBL
(15,5),(15,30),-0.0358123 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0227605 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0999354 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.105109 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0954361 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.108385 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.137814 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0884038 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.113055 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0717731 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0191285 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.107943 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.116162 # DEPENDENCYPART_SIBL
(15,6),(15,29),0.180897 # DEPENDENCYPART_SIBL
(15,6),(15,30),-0.0591476 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0233669 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0187877 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0555527 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.101951 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.133236 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.101409 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0671551 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0949227 # DEPENDENCYPART_SIBL
