# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(21,26),(26,22),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,22),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,22),(26,-1),-0.125599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,21),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,21),(26,-1),-0.118914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,20),(26,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,20),(26,-1),-0.129599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,19),(26,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,19),(26,-1),-0.112951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,18),(26,17),0.036112 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,16),0.0934964 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,15),0.0344559 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,14),0.0508026 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,13),0.0941721 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,11),0.0652222 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,10),0.0304363 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,9),0.013779 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,8),0.0061946 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,7),0.00050985 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,5),-5.41203e-06 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,3),-0.042165 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,1),0.0282318 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,18),(26,-1),-0.128979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,17),(26,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,17),(26,-1),-0.12573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,16),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,16),(26,-1),-0.125599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,15),(26,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,15),(26,-1),-0.118914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,14),(26,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,14),(26,-1),-0.123108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,13),(26,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,13),(26,-1),-0.127496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,11),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,11),(26,-1),-0.124166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,10),(26,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,10),(26,-1),-0.124911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,9),(26,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,9),(26,-1),-0.127508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,8),(26,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,8),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,8),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,8),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,8),(26,-1),-0.127496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,7),(26,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,7),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,7),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,7),(26,-1),-0.129599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,5),(26,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,5),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,5),(26,-1),-0.127496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,3),(26,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,3),(26,-1),-0.128719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,1),(26,-1),-0.12306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,28),-0.075013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,27),(27,-1),-0.155156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,20),0.11892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,21),0.11892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,22),-0.124887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,23),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,28),-0.163034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,20),(19,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,20),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,28),-0.125129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,21),(19,28),-0.125075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,22),(19,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,22),(19,28),-0.125121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,23),(19,28),-0.125121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,18),-0.0332581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,15),-0.0476906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,13),-0.0455559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,9),-0.0455559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,-1),-0.0947094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,18),(19,15),0.15706 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,13),0.164794 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,9),0.0999751 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,-1),-0.0332598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,15),(19,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,15),(19,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,15),(19,-1),-0.0503871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,13),(19,9),-0.0420924 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,13),(19,-1),-0.0509203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,9),(19,-1),-0.0509203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.119685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.124963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,23),-0.124963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,26),-0.125421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,28),-0.0971523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,21),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,28),-0.124473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,28),-0.127305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,23),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,23),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,23),(20,28),-0.127307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,24),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,24),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,26),(20,28),-0.125615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,19),-0.0261015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,18),-0.0423199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,14),-0.0377287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,8),-0.0481048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,5),-0.0481048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),-0.0213704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,19),(20,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,14),-0.0421927 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,8),-0.0420015 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,5),-0.0420015 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,-1),-0.0260959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,18),(20,14),0.162643 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,8),0.0832559 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,5),0.0955329 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,-1),-0.04226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,14),(20,8),-0.042012 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,14),(20,5),-0.042012 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,14),(20,-1),-0.0422882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,8),(20,5),-0.042 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,8),(20,-1),-0.0478188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,5),(20,-1),-0.0478188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,22),-0.127016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,23),-0.127083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,24),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,26),-0.124976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,28),-0.00631579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.132225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,28),-0.141089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,23),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,28),-0.144086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,24),(21,26),-0.124991 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,26),(21,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,26),(21,28),-0.125093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,27),(21,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,20),-0.0431604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,19),-0.0677997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),0.122633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,19),-0.0421981 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),-0.0496104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,19),(21,-1),-0.0683597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.0279396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.0275427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,28),-0.0128283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,26),-0.0421849 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,28),-0.0445645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,26),(23,28),-0.0275973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.115059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.187005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.128701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,-1),-0.0900247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,20),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,20),(23,-1),-0.125085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,11),(23,-1),-0.129871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,28),-0.00778988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,-1),-0.0914366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,27),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,28),-0.0299741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,27),(26,28),-0.0442068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,25),0.124773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,24),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.116057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,22),0.116065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,19),-0.124903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,18),-0.125256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,17),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,16),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,14),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,13),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,11),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
