# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(8,10),(10,10),(10,17),-0.00512769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,18),-0.0416614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,20),-0.023824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,25),-0.0240588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,27),0.0512685 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.0349296 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),0.0094114 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,15),-0.00105777 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,16),-0.0346351 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,18),-0.0350005 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,20),-0.00105777 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,25),-0.00169773 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,27),-0.0284527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,12),(10,13),-0.0170969 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,15),-0.0218691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,16),-0.0186666 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.0102148 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,18),-0.0224871 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,20),-0.0218691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,25),-0.0218695 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,26),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,27),-0.0200675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,15),-0.0125441 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,16),-0.0160858 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,17),-0.00544797 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,18),-0.00953939 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,20),-0.0125441 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,25),-0.0127256 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,26),-0.033254 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,27),0.0281706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,15),(10,16),-0.0347452 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,17),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,18),-0.0350005 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,20),-0.0010081 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,25),-0.00164806 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,27),-0.0316742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,16),(10,17),-0.0189219 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,18),-0.0165179 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,20),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,25),-0.0362935 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,27),-0.0247204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,18),-0.0167803 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,20),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,25),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,27),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,18),(10,20),-0.0218695 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,25),-0.0218698 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,26),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,27),-0.0216587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,20),(10,25),-0.00164806 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,20),(10,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,20),(10,27),-0.0287751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,25),(10,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,25),(10,27),-0.0329725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,26),(10,27),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.192264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.132709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,7),-0.173201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,6),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,3),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.0252047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.117752 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,7),-0.145713 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,3),-0.144903 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.0843632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,7),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,6),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,-1),-0.0816453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,7),(10,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,-1),-0.228445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,6),(10,3),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,-1),-0.201494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,3),(10,-1),-0.15786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,12),0.0468591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),-0.0111764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,15),-0.133493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),0.133247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,20),-0.133491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,21),0.133247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,25),-0.132816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,27),0.138376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.0247049 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.027237 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,20),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,21),-0.027237 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,25),-0.0233341 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,27),0.000650578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,15),-0.0221575 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0453454 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,20),-0.0221575 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,21),-0.0453454 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,25),-0.022352 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,27),-0.0531774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),0.00444292 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,20),-0.00159282 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,21),0.00444292 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,25),-0.00417294 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,27),0.0242564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,20),0.134979 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,21),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,25),0.131729 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,27),-0.0202835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,21),0.00444292 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,25),-0.00417294 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,27),0.0242579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,21),(11,25),0.131729 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,27),-0.0202835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,25),(11,27),0.0217227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.0918758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.161034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.160434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,7),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,6),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,5),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.021647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.107515 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,8),0.113735 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.197828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,8),0.11938 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,7),-0.145904 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.108935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,7),-0.144791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,5),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,-1),-0.174135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,7),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,5),-0.144823 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,-1),-0.121057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,6),(11,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,6),(11,-1),-0.128617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,5),(11,-1),-0.197816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,13),0.00206775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.020828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.0213986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0408513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.00512769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,18),-0.0446046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,20),-0.0211051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0408513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,26),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,27),0.0455863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0197202 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,15),-0.0125363 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0154327 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.00544797 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,18),-0.0093439 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,20),-0.0125363 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0154327 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,26),-0.033254 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,27),0.0322372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,15),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,16),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,18),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,20),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0201321 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,27),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,16),-0.0347865 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,17),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,18),-0.0342762 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,20),-0.00100803 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,21),-0.0347865 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,27),-0.0334599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,16),(12,17),-0.0189219 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,18),-0.015839 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,20),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,21),-0.019595 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,27),-0.0247203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,18),-0.0167803 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,20),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,21),-0.020945 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,27),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,18),(12,20),-0.021832 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,21),-0.0186785 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,26),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,27),-0.0235203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,20),(12,21),-0.0346764 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,27),-0.0305609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,21),(12,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,27),-0.0247203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,26),(12,27),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,11),0.131971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,8),0.133001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,7),-0.173201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,3),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,-1),-0.031018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,11),(12,8),0.0940978 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,7),-0.145537 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,-1),-0.0816985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,8),(12,7),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,-1),-0.0812051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,7),(12,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,-1),-0.228876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,3),(12,-1),-0.15786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,14),-0.0240126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,15),0.138721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,16),-0.0458129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,17),-0.0233696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,18),0.0018186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,20),0.131609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,25),0.128862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,27),-0.341751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,14),(13,15),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,16),-0.0198365 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,17),-0.0204313 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,18),-0.0201302 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,20),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,25),-0.0230086 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,27),-0.00551664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,15),(13,16),-0.00236466 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,17),-0.000282626 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,18),-0.0242688 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,20),-0.0588859 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,25),-0.0589398 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,27),0.0708781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,16),(13,17),-0.0267719 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,18),-0.0186504 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,20),-0.0422402 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,25),-0.0422402 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,27),-0.00495898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,17),(13,18),-0.0194506 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,20),-0.0236644 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,25),-0.0239107 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,27),0.0215065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,18),(13,20),-0.0212902 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,25),-0.0212995 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,18),(13,27),0.00251657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,20),(13,25),-0.0589398 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,20),(13,27),0.0637798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,25),(13,27),0.0607239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,12),0.100748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,11),0.0426369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,9),0.161575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.137707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,12),(13,11),0.109351 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,9),0.109509 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,-1),-0.156228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,9),0.108896 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.193234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,-1),-0.159119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),0.133868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,17),0.000546334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),0.0473653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,20),-0.132957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,21),0.133868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,25),-0.132282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,26),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,27),0.131338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,17),-0.0258934 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,18),-0.0676724 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,20),0.135136 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,21),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,25),0.131886 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,26),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,27),-0.0201595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,17),(15,18),-0.0229292 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,20),-0.0116949 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,21),-0.0220222 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,25),-0.0116975 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,26),-0.0205289 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,27),-0.0177461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,20),-0.0233203 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,21),-0.0273117 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,25),-0.0233399 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,26),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,27),0.00230198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,20),(15,21),0.00445263 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,25),-0.00397329 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,20),(15,27),0.0252988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,21),(15,25),0.131886 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,26),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,21),(15,27),-0.0201595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,25),(15,26),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,25),(15,27),0.0227636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,26),(15,27),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
