# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,21,22,13,
(12,10),(12,15),-0.0337869 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0312326 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0121003 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0175 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.168971 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0890851 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0534697 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.119999 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.019297 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00335187 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00409296 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.00250922 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0462838 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.169483 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0600718 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0895982 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0492085 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0137155 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0240237 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0275742 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0118154 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.256221 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0235544 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0698289 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.030548 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.00822427 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0394406 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0304054 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0548052 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.212403 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.050888 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0412432 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0682389 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0884642 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0348813 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0149078 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.105673 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.127362 # DEPENDENCYPART_SIBL
(13,1),(13,24),0.0565708 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.231012 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.577364 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0610643 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.564914 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0621314 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.460048 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.42744 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.443412 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.600518 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0937047 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0914789 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0182363 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0255542 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0776007 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0600311 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.00442112 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0651479 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.106901 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0535134 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.00953895 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0427112 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0924181 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0248078 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0157424 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0442634 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0552627 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0849726 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0590547 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.121778 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.138561 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0820251 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0958638 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0851514 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0785916 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0656388 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0281499 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.019355 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0791649 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0398124 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.138839 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.555253 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0585425 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.439914 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.427972 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.444972 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.590196 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.149568 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.145117 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0375643 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0506341 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0316257 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.12274 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0607736 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0156798 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.00357716 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0917743 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0165152 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0679204 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.149612 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0975619 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0440235 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0110856 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.00786944 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.132612 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.155373 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0825246 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0905853 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0427224 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0549277 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0801261 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0765153 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0355954 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.124495 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0794262 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0837018 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.473513 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.439366 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.456456 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.589047 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0270205 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0436532 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0574043 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0479983 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.172985 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0164886 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.00963797 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.114459 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.191727 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0325492 # DEPENDENCYPART_SIBL
(13,7),(13,24),0.139891 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0456474 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00654141 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0410701 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.041958 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0199516 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0629291 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00235124 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.012503 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.000141561 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0357443 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.03318 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.050503 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0264672 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0913647 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.118522 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.157213 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.235611 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.202175 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.266183 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.362759 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.177893 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.180386 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.161362 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.201804 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.153663 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0493939 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0428041 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.226013 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.182976 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.345144 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.209585 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.174517 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.150105 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00523222 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0101895 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0270639 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0855028 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0695345 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0168617 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0875517 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.13812 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0156566 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.206267 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.212034 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.197 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.032711 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0269885 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0621289 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.116442 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0960776 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0516139 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0128345 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.134454 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0927716 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.121157 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.105988 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0395512 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0468741 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0594784 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.106373 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0374677 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0387929 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0553455 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0777701 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.00162932 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.181585 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00485692 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0115702 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.033898 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.101446 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0644771 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.103547 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0314026 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.294196 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0704289 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0873245 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0747151 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0549823 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.155004 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.10943 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.107436 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.302222 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.169789 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.188999 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0084051 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.068577 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0250007 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.112158 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0436197 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00190821 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.147127 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.0435926 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0820655 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0262313 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.105023 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0381592 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0287808 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.161043 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0316385 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0923055 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.143062 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0284407 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.051735 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0231393 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0104952 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0728027 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.106536 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.112998 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.228262 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.21815 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.10031 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.112803 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.139868 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0222882 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0108176 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.19842 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.0105515 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0657789 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0231257 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.124396 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0361289 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.238083 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0263736 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0795506 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0304231 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0368173 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0173457 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0697195 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0449531 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0626934 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0391529 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0255502 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0381093 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.029473 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.101561 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.00688252 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0217531 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.138258 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.198248 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.121785 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0874387 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.19603 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0624387 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.101077 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0693813 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0843061 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00240156 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0842461 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0070597 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0069032 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.100934 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0444747 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.112618 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0970834 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.16439 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0823885 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.101749 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0557136 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0282349 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0502266 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0542632 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.062719 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0794894 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0518015 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0116036 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0952697 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0949307 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0437987 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.119037 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0737937 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.181476 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0639462 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.165076 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0157648 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0223359 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0644093 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0751966 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0160462 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00244812 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0408417 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0254013 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.100353 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0375226 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0366171 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0162798 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.125809 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0650127 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0883825 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0178113 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0126863 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0303055 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.03083 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0557799 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0105914 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.00488717 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0194069 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0137341 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0287066 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00271479 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.012486 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0208813 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0606642 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0399981 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0468995 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0723139 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0485277 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0894936 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0639594 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.118238 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0229962 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0285272 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0495406 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0791663 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00327531 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.00101677 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0814074 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.046933 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0985715 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0752591 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.000711033 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00793331 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0174306 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0444536 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0162041 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0345864 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0460625 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0112987 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0259094 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.255535 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.26881 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.287033 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.134519 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.472224 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.186483 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.036947 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.283953 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0549388 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0507257 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00345535 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0456491 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00288054 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0411309 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0353919 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0299862 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0820117 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0149733 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0526717 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00422215 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0414644 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.024182 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0496882 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0785578 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0189697 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.404386 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.161971 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.120773 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.384343 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0193855 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0894798 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0560029 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0740447 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0578318 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.155375 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0118475 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0350656 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0143504 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0102249 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0160703 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0699812 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0466855 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.160123 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0529292 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0540845 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.160029 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.211009 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.132324 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0387308 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0865738 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0814684 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.126844 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0644612 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.261245 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0584021 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.262522 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.317159 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.224571 # DEPENDENCYPART_SIBL
