# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(4,8),(8,21),(8,22),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),-0.0120105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.174337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,5),0.174459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.0192349 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,5),0.0192349 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.152817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,5),0.131695 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.120708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,-1),-0.120337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,22),-0.0233206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,-1),-0.149212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,11),(11,12),-0.0086056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,13),-0.0166828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,15),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,16),-0.157519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,17),-0.157594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,18),-0.0995876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,20),-0.15752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,21),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,22),0.19641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,12),(11,13),-0.0206326 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,16),-0.0200904 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,17),-0.0200904 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,18),-0.019565 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,20),-0.0200904 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,22),-0.00666842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,13),(11,15),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,16),-0.0212881 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,17),-0.0212881 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,18),-0.0184401 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,20),-0.0212881 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,21),-0.0204149 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,22),-0.0341589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,15),(11,16),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,17),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,18),-0.0226746 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,20),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,22),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,16),(11,17),-0.0326279 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,18),0.00527246 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,20),-0.0326281 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,21),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,22),-0.0944517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,17),(11,18),0.00527246 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,20),-0.0326281 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,21),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,17),(11,22),-0.0949377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,18),(11,20),-0.0406163 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,21),-0.0228073 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,18),(11,22),-0.0726264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,20),(11,21),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,20),(11,22),-0.0944472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,21),(11,22),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,11),(11,10),0.0703643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,9),-0.0119085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,8),0.180636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,7),-0.0119085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,6),0.178179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,5),0.178301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,-1),-0.138095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,10),(11,9),0.115499 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,8),0.0828712 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,7),0.115499 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,6),0.0828712 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,5),0.0828712 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,10),(11,-1),-0.142254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,9),(11,8),0.0186912 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,9),(11,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,9),(11,6),0.0188681 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,9),(11,5),0.0188681 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,9),(11,-1),-0.152817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,8),(11,7),0.0666001 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,8),(11,6),0.134871 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,8),(11,5),0.134871 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,8),(11,-1),-0.109889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,7),(11,6),0.0188681 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,7),(11,5),0.0188681 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,7),(11,-1),-0.152817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,6),(11,5),0.135421 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,6),(11,-1),-0.11345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,5),(11,-1),-0.113079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,14),-0.0292146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,15),-0.0170262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,16),0.0614521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,17),0.0712719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,18),-0.0381466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,20),0.0614521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,21),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,22),-0.0181394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,14),(13,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,16),-0.0185793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,17),-0.0185793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,18),-0.0143098 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,20),-0.0185793 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,14),(13,22),-0.0278576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,15),(13,16),-0.0170662 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,17),-0.0170662 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,18),-0.0200718 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,20),-0.0170662 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,15),(13,22),-0.0176246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,16),(13,17),-0.0258162 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,18),0.0157045 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,20),-0.0258162 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,21),-0.0232754 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,16),(13,22),-0.0510176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,17),(13,18),0.0149308 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,20),-0.0258807 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,21),-0.0232754 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,17),(13,22),-0.0403501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,18),(13,20),-0.0257192 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,21),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,18),(13,22),0.00655702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,20),(13,21),-0.0232754 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,20),(13,22),-0.0510136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,21),(13,22),-0.0256441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,12),0.0918987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,11),0.110015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,10),0.0859877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,9),0.0940836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,8),0.110015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,7),0.0940836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,6),0.110015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,5),0.109879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,4),0.128861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,2),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,1),-0.153481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,13),(13,-1),-0.139171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,12),(13,11),0.108964 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,9),0.109537 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,8),0.108964 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,7),0.109537 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,6),0.108964 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,5),0.108964 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,4),0.10945 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,12),(13,-1),-0.174208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,11),(13,10),0.103155 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,9),0.100335 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,8),0.100314 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,7),0.100335 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,6),0.100314 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,5),0.100314 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,4),0.103248 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,11),(13,-1),-0.142615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,10),(13,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,4),0.108541 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,10),(13,-1),-0.178033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,9),(13,8),0.087639 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,7),0.107186 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,6),0.087639 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,5),0.087639 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,4),0.101033 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,2),-0.145065 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,9),(13,-1),-0.153755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,8),(13,7),0.100335 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,6),0.100317 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,5),0.100317 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,4),0.103248 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,8),(13,-1),-0.142613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,7),(13,6),0.087639 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,5),0.087639 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,4),0.101033 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,2),-0.145065 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,7),(13,-1),-0.153755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,6),(13,5),0.100317 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,4),0.103248 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,6),(13,-1),-0.142613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,5),(13,4),0.103248 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,5),(13,-1),-0.14275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,4),(13,2),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,13),(13,4),(13,-1),-0.157688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,2),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,13),(13,2),(13,-1),-0.135084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,1),(13,-1),-0.142613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,7),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,8),-0.12744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,9),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,11),-0.133973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,13),0.0478755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,17),-0.131858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,18),0.00760904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,20),-0.131773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,21),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,22),0.134457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,7),(6,8),0.14418 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,9),-0.0232074 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,11),0.14001 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,13),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,17),0.135171 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,18),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,20),0.135116 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,21),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,7),(6,22),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,8),(6,9),0.00675319 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,11),-0.00210857 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,13),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,17),-0.00313859 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,18),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,20),-0.00259742 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,8),(6,22),0.030578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,9),(6,11),0.14001 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,13),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,17),0.135171 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,18),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,20),0.135116 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,21),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,9),(6,22),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,11),(6,13),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,17),0.00230611 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,18),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,20),0.00284727 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,11),(6,22),0.0228106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,13),(6,17),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,18),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,20),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,21),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,13),(6,22),0.00246787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,17),(6,18),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,17),(6,20),-0.00305044 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,17),(6,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,17),(6,22),0.0252209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,18),(6,20),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,21),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,18),(6,22),-0.00940097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,20),(6,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,20),(6,22),0.0248188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,21),(6,22),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,4),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,1),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.0180128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,1),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,1),-0.144983 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.102837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,1),(6,-1),-0.174125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,22),-0.0465934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,-1),-0.187031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,9),0.14384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.13424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,13),0.0478748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,17),-0.132125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,18),0.00760736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,20),-0.132041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,21),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,22),0.134082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,11),0.150529 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,13),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,17),0.14569 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,18),0.00606279 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,20),0.145635 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,21),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,22),-0.0210691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,13),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,17),0.0074124 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,18),-0.0237025 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,20),0.00795356 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,22),0.0334641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,13),(8,17),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,18),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,20),-0.0233256 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,21),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,13),(8,22),0.00246726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,17),(8,18),-0.0237025 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,17),(8,20),0.00205586 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,17),(8,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,17),(8,22),0.0358744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,18),(8,20),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,21),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,18),(8,22),-0.00942861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,20),(8,21),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,20),(8,22),0.0354723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
