# _root_ The next day , Mr. Schaeffer presented the couple with a check for $ 151,000 to help them build a new home in the same neighborhood .
#goldHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,7,19,17,22,22,19,19,26,26,23,7,
#predictedHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,12,19,17,22,22,19,22,26,26,23,7,
(8,10),(10,14),(10,17),-0.0426159 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,28),-0.0328659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,15),(10,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,28),-0.0288335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,16),(10,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,28),-0.0431849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,28),-0.0764615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.118889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.118817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,10),(10,-1),-0.128784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,9),(10,-1),-0.128709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,-1),-0.12609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,1),(1,2),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,3),0.115247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,4),0.119309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,28),0.15067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,2),(1,3),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,28),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,3),(1,4),0.118865 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,28),-0.131135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,4),(1,28),-0.129666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,1),(1,-1),0.214806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,2),(2,3),0.123569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,4),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,6),0.123569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,7),0.113117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,28),0.0497595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,3),(2,4),0.117974 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,6),0.117557 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,28),-0.121369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,4),(2,6),0.115248 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,7),0.119033 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,28),-0.111991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,6),(2,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,28),-0.121369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,7),(2,28),-0.148944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,2),(2,1),-0.0617915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,-1),0.0995807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,1),(2,-1),-0.114057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,4),0.167923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,5),0.150116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,6),0.151563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,7),0.125862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,9),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,3),(3,10),-0.14394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,15),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,16),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,17),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,27),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,28),0.00873223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,4),(3,5),0.107733 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,6),0.107735 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,7),0.119828 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,9),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,4),(3,10),-0.125395 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,16),-0.12491 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,17),-0.127045 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,28),0.00179624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,6),0.111458 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,7),0.114072 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,10),-0.125035 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,17),-0.125904 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,28),-0.146921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,7),0.114155 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,10),-0.125035 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,17),-0.125545 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,28),-0.146639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,9),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,15),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,16),-0.124906 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,28),-0.173864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,9),(3,10),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,15),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,17),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,28),-0.146639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,10),(3,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,16),-0.126149 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,17),-0.125119 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,10),(3,28),-0.080367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,12),(3,15),-0.125238 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,17),-0.125545 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,27),-0.125194 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,28),-0.146639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,15),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,15),(3,28),-0.123747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,16),(3,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,28),-0.0912289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,17),(3,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,28),-0.173868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,27),(3,28),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,2),-0.0627486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,1),-0.0387443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,-1),0.0939036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,2),(3,1),-0.0641349 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,2),(3,-1),-0.0456631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,1),(3,-1),-0.0157465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,4),(4,28),-0.091754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,4),(4,-1),-0.0068844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,6),0.151919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,7),0.12569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,9),-0.141317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,28),0.0867655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,7),0.114155 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,9),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,6),(5,28),-0.146106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,9),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,28),-0.174148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,9),(5,28),-0.146106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,4),0.145563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,3),-0.18876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,2),-0.0627444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,1),-0.0413514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.158753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,3),0.140471 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,2),-0.05132 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,1),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,-1),-0.0437623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,3),(5,2),-0.0479566 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,1),-0.0143626 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,-1),0.00346102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,2),(5,1),-0.0641122 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,2),(5,-1),-0.0456613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,1),(5,-1),-0.0126437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,7),0.125881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,10),-0.14394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,14),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,28),0.0221485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,9),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,7),(6,10),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,28),-0.173816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,28),-0.147498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,28),-0.0801411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,28),-0.147498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,28),-0.126714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.147494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),0.145563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.183966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.0627444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0409455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0928139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0521964 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0135146 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.047574 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0138587 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),0.0424931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),0.140471 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),-0.05132 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),-0.0479566 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,1),-0.0143626 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),0.00825563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,1),-0.0641122 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,2),(6,-1),-0.0456613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),-0.0109719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.109251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.155676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,13),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,17),-0.169969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,19),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,22),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,23),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,28),0.0442993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,28),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.126379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,13),-0.126335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.125468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,16),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,17),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,19),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,22),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,23),-0.1268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,27),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,28),-0.0263072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.125063 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,16),-0.125243 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,17),-0.124994 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,19),-0.124994 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,22),-0.125063 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,23),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,27),-0.124968 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,28),-0.174227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,28),-0.133995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,13),-0.126335 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,14),-0.125468 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,16),-0.126828 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,17),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,19),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,22),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,23),-0.1268 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,28),-0.026194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,13),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,16),-0.125243 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,17),-0.125007 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,19),-0.125007 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,22),-0.125064 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,23),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,27),-0.124968 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,28),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,14),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,14),(7,28),-0.131572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,16),(7,17),-0.124914 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,19),-0.124914 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,22),-0.1262 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,16),(7,28),-0.0800956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,17),(7,19),-0.124903 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,22),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,17),(7,28),-0.146245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,19),(7,22),-0.124893 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,19),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,19),(7,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,19),(7,28),-0.146245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,22),(7,23),-0.126802 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,22),(7,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
