# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(5,14),(14,10),(14,9),0.107188 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,8),0.107361 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,6),0.107188 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,1),-0.144774 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,-1),-0.141963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,9),(14,8),0.136046 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,6),0.113096 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,1),-0.171216 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,9),(14,-1),-0.118074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,8),(14,6),0.19235 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,1),-0.151944 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,8),(14,-1),-0.148815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,6),(14,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,1),-0.171216 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,6),(14,-1),-0.118074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,3),(14,1),-0.197033 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,3),(14,-1),-0.161141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,1),(14,-1),-0.102031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,16),-0.0462959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,17),-0.046283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,19),0.0741738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,20),0.0741552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,22),-0.10671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,16),(15,17),-0.0194421 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,19),-0.0260565 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,20),-0.0260565 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,22),-0.0389062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,17),(15,19),-0.0260565 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,20),-0.0260565 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,22),-0.0388933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,19),(15,20),-0.038997 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,22),0.0612957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,20),(15,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,22),0.0612771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,21),(15,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,-1),0.129783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,16),(16,17),-0.0705364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,19),0.0396481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,20),0.0416369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,21),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,22),0.0807394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,17),(16,19),-0.0291389 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,20),-0.0291396 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,21),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,22),-0.0356594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,19),(16,20),-0.00289078 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,21),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,22),-0.023989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,20),(16,21),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,22),-0.0223419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,21),(16,22),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,16),(16,15),0.192612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,12),0.107419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,11),0.164511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,9),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,6),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,4),-0.135429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,3),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,1),-0.0204851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,-1),-0.241295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,15),(16,12),0.109491 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,11),0.190218 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,9),0.073503 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,6),0.073503 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,4),-0.135682 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,3),-0.121778 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,1),-0.109554 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,-1),-0.221377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,12),(16,11),0.106996 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,9),0.107235 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,6),0.107235 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,4),-0.144713 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,1),-0.144762 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,-1),-0.131791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,11),(16,9),0.0998561 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,6),0.0998561 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,4),-0.143842 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,1),-0.197033 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,-1),-0.154426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,9),(16,6),0.113096 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,4),-0.160325 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,1),-0.171216 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,-1),-0.118074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,6),(16,4),-0.160325 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,1),-0.171216 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,-1),-0.118074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,4),(16,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,4),(16,1),-0.152147 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,4),(16,-1),-0.139036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,3),(16,1),-0.197033 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,3),(16,-1),-0.161847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,1),(16,-1),-0.103153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,19),0.0418156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,20),0.0438044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,21),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,22),0.0809276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,19),(17,20),-0.00289078 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,21),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,19),(17,22),-0.0198833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,20),(17,21),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,20),(17,22),-0.0182362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,21),(17,22),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,17),(17,8),0.130791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,4),-0.135429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,3),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,17),(17,17),(17,-1),-0.246202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,17),(17,8),(17,4),-0.145075 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,8),(17,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,8),(17,-1),-0.150123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,4),(17,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(5,17),(17,4),(17,-1),-0.139036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,17),(17,3),(17,-1),-0.161141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,21),(21,21),(21,22),-0.0118943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,21),(21,21),(21,-1),0.0144766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,22),-0.118124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,-1),0.0131091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,9),-0.0221438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,10),-0.0216286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,11),-0.027288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,12),-0.0144206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,13),-0.022925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,14),-0.0228993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,15),-0.0208508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,16),-0.0228993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,17),-0.0228993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,21),-0.0194409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,22),-0.0212489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,9),(8,10),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,13),-0.0195671 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,14),-0.0195671 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,15),-0.0194457 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,16),-0.0195671 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,17),-0.0195671 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,22),-0.0220826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,10),(8,11),-0.0198112 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,13),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,14),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,16),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,17),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,22),-0.0204784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,11),(8,12),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,13),-0.0199871 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,14),-0.0199871 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,15),-0.0214587 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,16),-0.0199871 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,17),-0.0199871 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,22),-0.0251551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,12),(8,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,22),-0.0137393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,13),(8,14),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,15),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,16),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,17),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,21),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,22),-0.0210182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,14),(8,15),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,16),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,17),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,21),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,22),-0.0209925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,15),(8,16),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,17),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,22),-0.0243926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,16),(8,17),-0.0199069 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,21),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,22),-0.0209925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,17),(8,21),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,22),-0.0209925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,21),(8,22),-0.0195154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.11134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,3),-0.145431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,2),-0.145281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),-0.200771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.144794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,2),-0.144862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.146683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,1),-0.144787 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,-1),-0.144955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,5),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,-1),-0.145566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,4),(8,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,-1),-0.145566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,3),(8,2),-0.144834 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,3),(8,1),-0.144901 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,3),(8,-1),-0.144775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,2),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,2),(8,-1),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,1),(8,-1),-0.138415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,22),0.0131091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,-1),-0.118124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,13),-0.0194562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0194562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,16),-0.0194562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,20),-0.0194504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,22),-0.0377488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,12),(11,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,13),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,20),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,22),-0.0194469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,20),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,22),-0.0194469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,16),(11,20),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,22),-0.0194469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,20),(11,22),-0.0194413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.106628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,8),0.109537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.161608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.147363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,-1),-0.144719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,2),0.115303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.0800111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.128031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,6),0.0980117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,8),-0.138591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,12),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,22),0.0158194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,2),(1,3),0.116386 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,4),0.109522 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,6),0.118382 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,22),-0.174174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,4),0.108065 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,6),0.111455 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,22),-0.193265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,6),0.101727 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,22),-0.108189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,6),(1,8),-0.145599 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,22),-0.154411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,8),(1,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,22),-0.109947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,12),(1,22),-0.155235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,-1),-0.0436376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,2),(2,4),0.116123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,5),0.110539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,22),-0.282375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,4),(2,5),0.109538 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,22),-0.143695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,5),(2,22),-0.149278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,2),(2,1),-0.0154953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,-1),-0.0230751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,1),(2,-1),-0.0225221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
