# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(9,8),(8,6),(8,1),-0.0203754 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.0233277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,4),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,1),-0.0193988 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0309841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,1),-0.0198586 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,-1),0.00458299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,1),(8,-1),-0.0283036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,20),-0.046784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,-1),-0.187215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,20),-0.0352239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,-1),-0.159133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,13),-0.0379369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),-0.0379369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.0452823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0392782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),-0.00142005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,20),0.0510879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.00140236 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,15),-0.0356358 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.00157553 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.00966362 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,20),-0.0361423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,15),-0.0356358 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.00157553 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,17),-0.00966362 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,20),-0.0361423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0369607 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.0415747 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,20),-0.0290102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.010319 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,20),-0.038537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,19),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,20),-0.00912129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,20),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.106229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.112386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.122558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,8),-0.194634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.172745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,5),-0.1507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.190242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.194634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,1),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.031553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.130953 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.103443 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.145919 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,1),-0.14484 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.170282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.119545 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,8),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.145269 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,5),-0.144776 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.14511 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.211203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,6),-0.146011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,5),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.0839801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.145141 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,6),-0.14595 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,4),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.145141 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.0875192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,6),-0.144723 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,4),-0.144811 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.163244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,5),-0.144734 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,4),-0.144847 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,2),-0.145129 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.209171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,5),(12,4),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,3),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,5),(12,-1),-0.227005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.158975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.145141 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.0915753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,2),(12,-1),-0.156931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,1),(12,-1),-0.120376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.135394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.13425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),0.00483893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,20),0.132169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),0.00445263 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0018002 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0237053 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,20),0.022208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),0.130436 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),0.00606279 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,20),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0237893 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,20),0.0194855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,20),-0.00925376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.0918696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.0903868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.0173446 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.108409 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.19789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.13425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.00483893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.135394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),0.07569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),0.132169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),0.130436 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),0.00606279 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),0.135171 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0237893 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.00172132 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),0.0194855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.00925376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),0.022208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),0.0743554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.162146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.0918696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.0903868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,10),0.182056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,9),0.151472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,8),-0.156076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,7),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,5),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.0173446 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.110266 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,11),0.105873 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,10),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,9),0.0870509 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,8),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,7),-0.145039 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.177788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,11),0.108409 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,10),0.106072 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,9),0.113481 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,8),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,5),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,-1),-0.19789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,10),0.1074 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,9),0.107045 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,10),(14,9),0.118235 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,5),-0.145104 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,10),(14,-1),-0.0334287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,9),(14,8),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,7),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,5),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,-1),-0.181982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,8),(14,7),-0.145039 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,8),(14,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,8),(14,-1),-0.177788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,7),(14,-1),-0.159627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,5),(14,-1),-0.193909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,20),-0.046784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,-1),-0.187215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,17),0.00428385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.137105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),0.07569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,20),0.138526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0185962 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0210899 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,20),-0.00997983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,20),0.0175939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,20),0.0743189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.180288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.163495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.163495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,12),0.0904019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,10),0.180288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,9),0.152822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,8),-0.156076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,7),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,6),-0.156447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,5),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.0100703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.117422 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.117422 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,12),0.10608 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,10),0.108616 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,9),0.11742 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,6),-0.14486 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,5),-0.145104 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,2),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.0344689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.0865225 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,12),0.110264 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,10),0.116051 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,9),0.0865209 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,8),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,7),-0.145039 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,2),-0.144975 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.175153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,12),0.110264 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,10),0.116051 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,9),0.0865209 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,8),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,7),-0.145039 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,2),-0.144975 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,-1),-0.175153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,12),(16,10),0.106072 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,9),0.112056 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,8),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,6),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,5),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,-1),-0.198063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,10),(16,9),0.11742 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,6),-0.14486 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,5),-0.145104 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,2),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,-1),-0.0344689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,9),(16,8),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,7),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,6),-0.144878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,5),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,2),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,-1),-0.179347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,8),(16,7),-0.145039 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,8),(16,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,8),(16,5),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,8),(16,2),-0.144975 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,8),(16,-1),-0.175153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,7),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,7),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,7),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,7),(16,-1),-0.163394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,6),(16,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,6),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,6),(16,-1),-0.122433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,5),(16,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,5),(16,-1),-0.19453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,2),(16,-1),-0.158732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),0.122933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,20),-0.380373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,20),0.0385668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
