# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,19,19,19,15,19,20,21,21,25,23,25,29,29,26,19,21,34,34,31,3,
(4,8),(8,12),-0.161324 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.483371 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.273195 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.174764 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.00536212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.0350752 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.310346 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.0083834 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.43876 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.424198 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0797767 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0348899 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.434459 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.17709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.388627 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.438321 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.450218 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.322451 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.313379 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.257912 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.433013 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.483831 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.184863 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.448995 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.205194 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.236189 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.554792 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.230241 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.508958 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0578375 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.391779 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.116021 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.328694 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.259177 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.326051 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.178917 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.4235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.351259 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.585592 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.162997 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.340137 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.176564 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.42353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.350663 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.585649 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.730284 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.242666 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.262542 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.235768 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.40044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.532526 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.708367 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.576481 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.765023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.821935 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.58569 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.826921 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.883836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.895126 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.9667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,35),-1.69106 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.178979 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.210909 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.461075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.34742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.420129 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.658856 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.464683 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.682665 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.14455 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.837435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.611481 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.0126885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.00969004 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.274993 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.127861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.483659 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.234373 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.452826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,35),-1.20708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.826165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.0782085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.292709 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.148816 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.622667 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.369438 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.311844 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.292704 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.376019 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.396222 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.669976 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.701357 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.818871 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.93601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0813639 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.13079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0378468 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.107155 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.506334 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.309992 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.213252 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.599207 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.312755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.300892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.376351 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.349822 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.821871 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.312039 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.188062 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0368831 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.510843 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.35912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.121451 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.594139 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.495235 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.667843 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.117109 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.27815 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.771801 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.658841 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.467869 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.285623 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.745431 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.391427 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.847999 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.378386 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.473141 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.489111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.650561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.612634 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.92515 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.878533 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-1.35059 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.485802 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-0.479792 # DEPENDENCYPART_GRANDPAR
(5,10),(10,35),-1.19387 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.235318 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.552682 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.343128 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.258293 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.726706 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.332218 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.372376 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.398114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.487893 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.819143 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.40279 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.720413 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.153209 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.32746 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.328324 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.485091 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.864046 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.699299 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.366642 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.777491 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.573113 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-1.49328 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.700529 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.978864 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.936513 # DEPENDENCYPART_GRANDPAR
(5,23),(23,29),-0.995255 # DEPENDENCYPART_GRANDPAR
(5,23),(23,30),-0.441444 # DEPENDENCYPART_GRANDPAR
(5,23),(23,31),-0.40758 # DEPENDENCYPART_GRANDPAR
(5,23),(23,34),-1.18678 # DEPENDENCYPART_GRANDPAR
(5,35),(35,34),-1.474 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.09712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.595214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0692497 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.50993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.360407 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.361303 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.284806 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0308932 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.190322 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.361145 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.31153 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.25152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.854986 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.907654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.83136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.11028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.228387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.555047 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.261016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.257564 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0617168 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.882654 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0953118 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.465964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.219038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.331073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.908378 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),2.10973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),1.1036 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),1.30621 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.33977 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.293251 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.151295 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.951895 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),0.220147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.2305 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.933399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.878596 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-1.05733 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.482432 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.380145 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.115465 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-1.09753 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.167098 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.55012 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.593258 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.361244 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.516746 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.594475 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.736716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-1.10689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-1.15492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-1.32167 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-0.401784 # DEPENDENCYPART_GRANDPAR
(6,10),(10,31),-1.06919 # DEPENDENCYPART_GRANDPAR
(6,10),(10,35),-2.16336 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.893955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.82395 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.305148 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.212028 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.999471 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.102404 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.176427 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.358996 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.66172 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-1.403 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.421461 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.6598 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.612055 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.521376 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.590072 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.798699 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.25158 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.889309 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-1.02251 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-0.960391 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-1.07249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),0.636026 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),0.273671 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.184334 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-1.20239 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.606367 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.574133 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-1.26584 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.399848 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-1.41807 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.749625 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.445637 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.680607 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.877461 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-1.03148 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-1.18213 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-1.2244 # DEPENDENCYPART_GRANDPAR
(6,19),(19,29),-1.37255 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-0.450338 # DEPENDENCYPART_GRANDPAR
(6,19),(19,35),-2.31023 # DEPENDENCYPART_GRANDPAR
(6,35),(35,34),-1.43832 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-1.04875 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.726437 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.560232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.565419 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.6491 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.468437 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.76307 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.801247 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.693755 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.730363 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.01432 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.902852 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.883321 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.24538 # DEPENDENCYPART_GRANDPAR
(7,5),(5,35),-1.53339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.50875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.16991 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.943084 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.09655 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.25773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.770458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.00851461 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.311683 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0250898 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.148156 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.496179 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0934457 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.350765 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.388541 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.368146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.389941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.453138 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.873049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.123379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.169902 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.146342 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.221287 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.505354 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.247462 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.230722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.03241 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.17055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.661112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,11),-0.528051 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0168004 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.158921 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.458384 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.123022 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.329944 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.495165 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.394896 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.392216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.463843 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.349626 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.311879 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.45312 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.626311 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.548701 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-0.569777 # DEPENDENCYPART_GRANDPAR
(7,10),(10,31),-0.746613 # DEPENDENCYPART_GRANDPAR
(7,10),(10,35),-1.02734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.716263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,11),-0.266811 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0709356 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.093108 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0122907 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.211049 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.229893 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.323358 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.0820222 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.19484 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.566712 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.589942 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.375474 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.522253 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.564498 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.576233 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.397938 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.44215 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.481999 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-1.06785 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.876423 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.977328 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-1.04526 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-1.19793 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.620076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.105688 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.177833 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.382033 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.103446 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.148732 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.221309 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.289705 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.598595 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.120867 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.315607 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.373947 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.293229 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.334573 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.617082 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.402583 # DEPENDENCYPART_GRANDPAR
(7,19),(19,29),-0.516589 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.560156 # DEPENDENCYPART_GRANDPAR
(7,19),(19,35),-1.08372 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.29491 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.956061 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.863552 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.937626 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-1.00567 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-1.15523 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.660184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.0490938 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.2705 # DEPENDENCYPART_GRANDPAR
