# _root_ Ten minutes later , the Dow hit bottom - down 63.52 points , another 2.5 % .
#goldHeads=2,3,7,7,6,7,0,7,7,7,12,10,12,16,14,12,7,
#predictedHeads=2,3,7,7,6,7,0,7,8,7,12,10,12,16,16,10,7,
(14,15),(14,16),0.00558668 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0574158 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0312702 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.127774 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.381794 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.032298 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.421287 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00407511 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.134746 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0728984 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.111171 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0411857 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.186501 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0159991 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0131532 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.02075 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0963858 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.06008 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.150499 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.040968 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0408838 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0388667 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.105854 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0645787 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0519951 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0136497 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0493574 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0750584 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0222042 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.104229 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0518766 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0361608 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0498144 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.016609 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.715359 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0582394 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.163968 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0876996 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0951296 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.265288 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0392263 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.102722 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.457438 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.208885 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0851477 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0776022 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.109306 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0519915 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0447841 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0645463 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0528091 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.147975 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.249372 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0493856 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.109945 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0864825 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.192917 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0218602 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.146192 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.069439 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.157337 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0645059 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0135581 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.042515 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.202546 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.129617 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0488394 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00192311 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0257278 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0835784 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.146983 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.127535 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0560486 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.583829 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.43363 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.537932 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00442676 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.108571 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.459255 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0705154 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.15716 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.124453 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.160185 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.38272 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.125836 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.170426 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),1.65323 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.650418 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.788415 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.731022 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0219653 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.134739 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.58046 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.022753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0543985 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0885161 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.143446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.18963 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.0340782 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),1.64576 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.587078 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.558338 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.391851 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.859081 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.381271 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.262782 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.178042 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0596693 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.00793688 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.118339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0697027 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.163714 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.233319 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.190071 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),1.72952 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.631601 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.666502 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.444092 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),1.09265 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.116231 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.266008 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.394502 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0612376 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.214168 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.311885 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.20659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.363067 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.083508 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.445328 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0856972 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),1.79395 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.16853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.448484 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.389301 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.364406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.362467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.401674 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.431639 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.430691 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.522495 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.567622 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.563648 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.224853 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.529496 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.797109 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.347334 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.16393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0357078 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.369134 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.393949 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.182576 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.391554 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.397302 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.376563 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.531839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.682943 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.1251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.00606966 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.315641 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.578521 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.409377 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.303807 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.298815 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.507459 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.401681 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.457024 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.518528 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.571203 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.215192 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.413703 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.963697 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),-0.0232936 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.445636 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.351276 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.46857 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.47095 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.482539 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.589392 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.352102 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.413682 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.514128 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.38526 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.479052 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.215423 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.748959 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.338837 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.785268 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.1816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.854016 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.468082 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.652675 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.697436 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.629262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.290478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.631193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.310367 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0626518 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.00137893 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.20505 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0298371 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.203471 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.156516 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.072457 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.153853 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.0673836 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.456552 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.000849636 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.739653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0380703 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.341802 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0177117 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0325061 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.321764 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.708079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.00661354 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.20857 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.32782 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.181069 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0115679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.102909 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.202083 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.316296 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.298326 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.77822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0349498 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.458077 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0684232 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0636117 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0296406 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.249493 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0440336 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0162423 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0101266 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.182268 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.150256 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0260961 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.618924 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.405803 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.686089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.166699 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.295517 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.152605 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.151394 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0659768 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0911688 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.230268 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.116611 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0331143 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.0278953 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.1094 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.193306 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.0584879 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.362185 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.802258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.339437 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0293969 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0951566 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.228184 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.141509 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.153379 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0237687 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.195859 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.104619 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.236656 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.132353 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.123437 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.186462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),0.193246 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.432167 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.388973 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.731769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.0415144 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.314196 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.27728 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.0859135 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0790091 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0138567 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.133779 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.214282 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.00813861 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.0592408 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.136843 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.0184171 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.0445228 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.376209 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.152055 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.105229 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.149754 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.00171287 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.373334 # DEPENDENCYPART_GRANDPAR
(2,16),(16,3),0.158376 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.0838031 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.0247068 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.200012 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.18364 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.0532415 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.263956 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.19886 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.132223 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.125414 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.257147 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.120073 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0344952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.297606 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.487047 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.439964 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.296951 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.373655 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.815254 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.04076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.395152 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.388466 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.520134 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.457632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.510779 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.311945 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.389153 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.632417 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.398858 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.615209 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.665044 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.605647 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.575105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,2),-0.498027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.573068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.163232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.102312 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0603389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.00923565 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.513536 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.573588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.25702 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.490769 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0198868 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0036966 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.200088 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0116533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0713937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),0.00532073 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.479069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.607799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0207523 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.120158 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0400365 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.119203 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.121509 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.197028 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0502258 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.054797 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.20294 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.0771903 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0587425 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.29998 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.0217455 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.503028 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.500628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.201066 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.328511 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0304318 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.120214 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.168458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0155171 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0371037 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.139476 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.180454 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.069651 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.167772 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.220314 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.0975426 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.497221 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.177681 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0293034 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0317681 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.062414 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0493315 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.183275 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0753461 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.20409 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0930932 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.0166778 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.179439 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0398117 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.223513 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0356675 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.186754 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.0452174 # DEPENDENCYPART_GRANDPAR
