# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(12,11),(11,8),(11,5),-0.0376997 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,4),-0.043839 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,3),-0.043086 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,2),-0.043839 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,1),-0.0420497 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,-1),-0.0483845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,7),(11,6),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,5),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,3),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,-1),-0.0443217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,6),(11,5),-0.0376997 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,4),-0.043839 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,3),-0.043086 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,2),-0.043839 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,1),-0.0420497 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,-1),-0.0483919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,5),(11,4),-0.0440252 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,3),-0.0430947 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,2),-0.0440252 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,1),-0.0420497 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,-1),-0.048799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,4),(11,3),-0.0409088 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,2),-0.0354744 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,-1),-0.0500776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,2),-0.0421575 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,-1),-0.0320573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,2),(11,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,2),(11,-1),-0.0500814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,1),(11,-1),-0.042079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0290347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),-0.0253634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.0672086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),-0.0227943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),-0.0598661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,22),-0.0306934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,23),-0.0672086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,27),-0.0419989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,31),0.00163175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.0426232 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0439442 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),-0.0426232 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0439442 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,22),-0.0426232 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,23),-0.0439442 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,31),-0.0238513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.00587346 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),0.0177533 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.00833752 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,22),0.0177533 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,23),-0.00587346 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,27),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,31),-0.0905162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,18),-0.0458303 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.048388 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,22),-0.0458363 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,23),-0.0484051 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,31),0.0120857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.00833752 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,22),0.0177533 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,23),-0.00587346 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,27),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,31),-0.0879471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,22),-0.0454352 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,23),-0.0483569 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,31),0.0162848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,22),(13,23),-0.00587346 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,27),-0.0420035 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,22),(13,31),-0.0958527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,23),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,31),0.0120857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,27),(13,31),-0.0420088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.0923238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,-1),0.0449183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,-1),-0.163344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.0473125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0714982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,31),0.00229817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420484 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,31),-0.0482133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,31),-0.0717618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.134927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.0848289 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.13756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.118642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.108824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.148192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,9),(14,-1),-0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0361666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0580086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0238949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0580263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0361666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,25),-0.0601243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.0377565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,27),-0.0472429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,29),-0.0212389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,30),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,31),-0.066639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,18),-0.0424651 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0374593 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0424651 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0374636 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,25),-0.0424653 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0384137 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,27),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,29),-0.0437604 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,30),-0.042072 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,31),-0.0304536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0433302 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.0326319 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),-0.0433985 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,25),-0.0326368 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,26),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,27),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,29),-0.0430842 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,31),-0.0797248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,22),-0.0424459 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0419047 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,25),-0.0424461 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0383049 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,27),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,29),-0.0430591 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,30),-0.042072 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,31),-0.0143808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),-0.0433985 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,25),-0.0326367 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,26),-0.0379198 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,27),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,29),-0.0430842 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,31),-0.0794767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,25),-0.0424653 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,26),-0.0384137 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,27),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,29),-0.0437604 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,30),-0.042072 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,31),-0.0304536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,25),(15,26),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,27),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,29),-0.0430842 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,31),-0.0835201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,26),(15,27),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,29),-0.0265429 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,31),-0.0460474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,27),(15,29),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,27),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,27),(15,31),-0.0433693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,29),(15,30),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,29),(15,31),0.00876805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,30),(15,31),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.127425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.142301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.114727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,11),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.137765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.114408 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.118012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.118038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.117285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.0988813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.150867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),0.125719 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),0.0739323 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.128828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.125025 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.128058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,-1),-0.11529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0545711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0475291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0523323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0363542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.0554282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0380342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,31),0.0138522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0432101 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.041999 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0432101 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0442538 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,31),-0.052227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.029105 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.042056 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0121632 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),0.00220035 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,31),-0.0915746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,21),-0.0420033 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0450978 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0452298 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,31),-0.00439271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,22),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,25),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,31),-0.031097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,25),0.00220035 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,31),-0.0994802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,25),(16,31),-0.0651269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.0949318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.115738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),0.0181954 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.119157 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.15213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,-1),-0.125575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0238674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,22),-0.0580263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.036139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,25),-0.0601243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,26),-0.0377565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,27),-0.0472429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,29),-0.0212393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,31),-0.0668647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,22),-0.0424459 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),-0.0419047 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,25),-0.0424461 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,26),-0.0382715 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,27),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,29),-0.0430591 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,31),-0.0143859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,22),(18,23),-0.0433985 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,25),-0.0326367 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,26),-0.0379198 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,27),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,29),-0.0430842 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,31),-0.0794769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,23),(18,25),-0.0424653 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,26),-0.0383803 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,27),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,29),-0.0437604 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,31),-0.0304587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,25),(18,26),-0.0379094 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,25),(18,27),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,25),(18,29),-0.0430842 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,25),(18,31),-0.0835203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,26),(18,27),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,26),(18,29),-0.0265353 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,26),(18,31),-0.0460474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,27),(18,29),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,27),(18,31),-0.0433693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,29),(18,31),0.00880076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.0997738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.127425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.136072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,14),0.118091 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.108667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,-1),-0.118038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.053622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.0324934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.0608575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.0587716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),-0.0312798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.0434635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,29),-0.0381032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,31),0.00902252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.041999 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.0432101 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,24),-0.041999 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,25),-0.0442538 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,29),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,31),-0.0512779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0438725 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,24),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,25),-0.0426127 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,31),-0.0272358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.026568 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,24),-0.0426812 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,25),0.00220211 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,29),-0.042004 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,31),-0.105349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,24),-0.0420033 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,25),-0.0456288 # DEPENDENCYPART_GRANDSIBL
