# _root_ Asked what he would do differently on the morrow , Craig allowed that he might play his outfielders deeper , `` maybe on the other side of the fence . ''
#goldHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,16,16,26,26,23,26,29,27,12,12,
#predictedHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,23,16,26,26,23,26,29,27,12,12,
(6,12),(12,1),(12,-1),-0.136713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0453368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0424511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,20),-0.0433797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,22),-0.056766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,23),-0.0420145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,31),-0.0433848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,32),0.00371117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,23),-0.0424047 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,30),-0.0421231 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,32),-0.0576516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,23),-0.042004 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,18),(15,32),-0.0421036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,20),(15,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,20),(15,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,20),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,20),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,20),(15,32),-0.0434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,22),(15,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,22),(15,32),-0.0426845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,23),(15,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,23),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,23),(15,32),-0.0428366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,30),(15,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,30),(15,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,31),(15,32),-0.0433848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.132153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,13),0.120339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,12),0.119139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,11),0.135056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,10),0.117803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,9),0.135056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,8),0.119158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,7),0.119107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,6),0.113862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,5),-0.124907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,3),-0.127064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,1),-0.124907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,-1),-0.131445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,14),(15,13),0.137192 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,11),0.119163 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,10),0.119091 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,7),0.134429 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,6),0.118646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,14),(15,5),-0.124911 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,1),-0.124911 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,-1),-0.143215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,11),0.11853 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,9),0.11853 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,7),0.118515 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,6),0.118832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,13),(15,-1),-0.0593656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,12),(15,11),0.119161 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,9),0.119161 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,12),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,12),(15,-1),-0.125085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,11),(15,10),0.117099 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,9),0.118861 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,8),0.119162 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,7),0.133671 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,11),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,11),(15,-1),-0.13678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,10),(15,9),0.118739 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,7),0.118869 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,6),0.119162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,10),(15,5),-0.124988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,4),-0.124914 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,1),-0.124988 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,10),(15,-1),-0.125527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,9),(15,8),0.119162 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,7),0.133671 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,9),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,9),(15,-1),-0.13678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,8),(15,7),0.118408 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,8),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,8),(15,-1),-0.12489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,7),(15,6),0.11861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,7),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,7),(15,-1),-0.0700477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,6),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,6),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,6),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,6),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,6),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,6),(15,-1),-0.131201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,5),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,5),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,5),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,5),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,5),(15,-1),-0.125085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,4),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,4),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,4),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,4),(15,-1),-0.124914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,3),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,3),(15,1),-0.124911 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,3),(15,-1),-0.143215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,2),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,2),(15,-1),-0.127366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,1),(15,-1),-0.125085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,2),(2,2),(2,5),0.118821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,32),-0.143002 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,5),(2,32),-0.125229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,2),(2,2),(2,-1),-0.0114581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,7),-0.127049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.132309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.132309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,12),-0.130935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,15),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,32),-0.191827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,12),-0.125029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,32),-0.133469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,32),-0.141758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.124895 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,11),-0.125216 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,12),-0.12499 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,32),-0.0531406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,10),(6,11),-0.125218 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,12),-0.124905 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,32),-0.150366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,12),-0.12499 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,32),-0.0531406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,12),(6,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,32),-0.101421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,15),(6,32),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.0810991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),-0.0464406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,-1),-0.0316954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,32),-0.0795499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,7),0.11615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,-1),-0.166314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,-1),-0.12792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,10),-0.0665397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),-0.187789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),-0.0444612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,13),-0.120172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,15),0.0233734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),-0.0390686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,18),-0.187789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,19),0.00450739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,20),-0.0665397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,23),-0.127333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,32),0.139802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.097947 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),0.0302831 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,13),-0.0214263 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,15),-0.0795547 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),0.0304641 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,18),-0.097947 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,19),-0.00938506 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,20),-0.0775331 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,23),-0.0219515 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,32),-0.0771391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.0572744 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,13),-0.0359622 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,15),-0.0414398 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0570268 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,18),-0.0503858 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,19),-0.037064 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,20),-0.0872917 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,23),-0.0265911 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,32),-0.134159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,12),(9,13),-0.0454402 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,15),-0.0417825 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,16),-0.0274871 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,18),-0.0446509 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,19),-0.0350732 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,20),0.0200261 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,23),-0.041114 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,32),-0.083879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,13),(9,15),-0.0436091 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,16),-0.0222576 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,18),-0.0587347 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,19),-0.0430018 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,20),-0.0391736 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,23),-0.0247767 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,32),-0.0158524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,15),(9,16),-0.0426528 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,18),-0.0422688 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,19),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,20),-0.0419868 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,23),-0.0435997 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,32),-0.000438775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,18),-0.0446509 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,19),-0.0350732 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,20),0.0202143 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,23),-0.041114 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,32),-0.0782441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,18),(9,19),-0.037064 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,18),(9,20),-0.0872917 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,18),(9,23),-0.0265911 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,18),(9,32),-0.134159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,19),(9,20),-0.0393709 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,23),-0.057492 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,19),(9,32),0.0778358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,20),(9,23),-0.0219515 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,20),(9,32),-0.0771391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,23),(9,32),-0.049762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.0828088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.161008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,6),-0.125147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),-0.129781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.0877071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,8),(9,6),-0.126367 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,-1),-0.024202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,-1),-0.108901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,6),(9,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,-1),-0.174161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,2),(9,-1),-0.176688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,32),-0.0884764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,-1),-0.162407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,12),-0.0444601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,13),-0.120172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0764347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,15),0.0233734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,16),-0.0390674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,18),-0.187789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,21),-0.0308745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,32),0.139977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,12),(11,13),-0.0454402 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,14),-0.0381256 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,15),-0.0417825 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,16),-0.0274871 # DEPENDENCYPART_GRANDSIBL
