# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(16,18),(16,20),0.0132251 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0410946 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0673646 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.101973 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0991488 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.197155 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0681556 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.12056 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0460557 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.04438 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0287003 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0428948 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.174304 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0714705 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0167023 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00278452 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.171955 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0244666 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0761552 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.197386 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.109197 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0723229 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.104978 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0364722 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.082455 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.144519 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.125165 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0337413 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.160085 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.109987 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0305967 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.209483 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0179196 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.102231 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0606115 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.2548 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.113946 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0752822 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.255631 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.392112 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.140467 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.072638 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0399057 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.086951 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0669886 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.000822133 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.172236 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0800738 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0480761 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0187364 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0775499 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.027494 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.382889 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.142049 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.114245 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00395553 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0333497 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.379118 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.125437 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.118828 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0221017 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.176701 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.087487 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0283888 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0184698 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.149279 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.140607 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0418708 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0857753 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.100443 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0245482 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.415455 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.215294 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.130801 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.408253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.216937 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.463711 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.172185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.320437 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0746373 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.4899 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.0103529 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.20478 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.760164 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.562953 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.36659 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.549974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0170078 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.665303 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.309627 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.384575 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0754037 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.129213 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.261556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.335218 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0422006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),1.41732 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.450973 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.253725 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0767776 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.464673 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.490624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.47313 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.951934 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.495295 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.65971 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.334405 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0134343 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.196658 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.262462 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.159959 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.319692 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.836651 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.175373 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.60976 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.995475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.0864664 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.100609 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.145428 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.326043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.303452 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.348513 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.199932 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.09503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.00375959 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0965669 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.331278 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0717502 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.50898 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.350542 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.426461 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.30735 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.54652 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.41166 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.289078 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.34715 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-1.26605 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0158225 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.214536 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.389025 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.314076 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.295398 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.199829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.459114 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.436496 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.247774 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.418554 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.480159 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.24921 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.75237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-1.28111 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.638345 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.01714 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.17165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.12343 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.07757 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.05073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0290596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.639487 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.212433 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.638865 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.422751 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.454639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.195844 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.48181 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.391082 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.39648 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.430057 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-1.24071 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),-0.051382 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.522443 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.519817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.387192 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.324529 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0892757 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.395312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.416826 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.356084 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.502369 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.709074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-1.22479 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.018625 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.662892 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.569904 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.346198 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.127657 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.414273 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.421019 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.366934 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.374746 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.84308 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.0801536 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.572431 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0612913 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.165192 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.107899 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.332187 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.414735 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.307352 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.379158 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.38195 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.455643 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.897746 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-1.16797 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.108537 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.905799 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.757506 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.768698 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.800063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.382702 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.905799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.75671 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.768698 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.562338 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.741583 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.800063 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.306069 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.962574 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.717749 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.519368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.375914 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0313728 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.489248 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0846799 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.340247 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.147811 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.193057 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.426915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.276768 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.33389 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.709786 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.552519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.224319 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.359003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0793351 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.147492 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0105812 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.172399 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.485416 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.266634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.457492 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.0873958 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.662929 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.556503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.317019 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.372836 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.165982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.00866001 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0718991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.386079 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.141854 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.335033 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.224581 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.450778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.164538 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0619901 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0345173 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.201768 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0531012 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.216193 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0123863 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.335239 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.214302 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.45491 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.237106 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.553927 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.943373 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.698547 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.408014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.314261 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.21609 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0289034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.176803 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.0144664 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.347559 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.13949 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.208524 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0580814 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.414697 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.566674 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.248341 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.176334 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.235584 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.686801 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.554844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,5),-0.292999 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.223336 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.144165 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.168801 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.364929 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.325552 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.534458 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.271119 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.409572 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.79912 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.227501 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.691184 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.466032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.1914 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.01211 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.173701 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.0665469 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.225899 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.039905 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.130908 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.111551 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.109009 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.809245 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.536361 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.523787 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.507954 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.558919 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.551928 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.36053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.43175 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.492997 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.361566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.437719 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.440488 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.367522 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0601556 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.458652 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0869288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.589267 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.200615 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.204026 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.0793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.105203 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.607859 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.168181 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.202067 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.0785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.105203 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.555641 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.737822 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.607859 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.180375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.224584 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.161196 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.07911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0397672 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.482592 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.69089 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.592586 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.53639 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.500341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.0586 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.871897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.02873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,3),-0.514061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.247869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.472282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0415088 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.192846 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0946183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.0724116 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.102234 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.024869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.301055 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.281895 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.354205 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0382389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0239502 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.542028 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.306155 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.537949 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.312311 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0522264 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0719118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.113468 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0315904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0648673 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.385846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.100628 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0194579 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0508631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0884699 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.588225 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.467972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.493733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.324584 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.110255 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0446377 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.427363 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.000438198 # DEPENDENCYPART_GRANDPAR
