# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(3,1),(1,4),-0.468471 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.727339 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.743164 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.794606 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.87835 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.797298 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.802989 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.934055 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.996787 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.08814 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.012021 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.7897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.452813 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.718525 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.687891 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.774448 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.85237 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.817608 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.747716 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.907923 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.309851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.67612 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.19884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.3172 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.193415 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.396604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.433376 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.423887 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.253241 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.304477 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.238432 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.07004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.252242 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.603531 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.439978 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.530317 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.489032 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.521295 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.571904 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.788799 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.482953 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.137642 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.254516 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.05466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.243705 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.548536 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.420098 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.504615 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.509618 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.4663 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.54605 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.122023 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.328678 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.06279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.543251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.710746 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.653257 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.626191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.105833 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.519071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.678081 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.577854 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.501262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.115596 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.187192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.00208065 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.00538905 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0817215 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.113071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0389894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.217804 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0388004 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.106306 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0164345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.0651456 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.402635 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.317494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.13587 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.346783 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.183232 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.510516 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.654009 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.620719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.152813 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0310467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.00567128 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0329585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.113008 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.545769 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.728422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.667249 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.570836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.177739 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0797559 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0428263 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0528806 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0604163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0326906 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0808664 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.142784 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.134822 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0826679 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.181103 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.314469 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.21886 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),0.0861996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.283032 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.164953 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0778058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0340313 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0884217 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0434316 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0489667 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0330747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.0379187 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.190871 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.519071 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.678081 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.577854 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.501262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.115596 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.122847 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.100431 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.01569 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0792375 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.113071 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0389894 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.217804 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0388004 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.106306 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.0164345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.0651456 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.402635 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.317494 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),0.13587 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.346783 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.183232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.512335 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.510968 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.455214 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.5831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.615387 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.860354 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.748073 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.51965 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.882363 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.850144 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.788091 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.05251 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.153295 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.522588 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.473902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.57477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.560556 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.840638 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.722535 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.540423 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.827532 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.824454 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.181449 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.514599 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.407634 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.213723 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.517696 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.44293 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.57423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.539878 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.853584 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.734967 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.519708 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.806854 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.633017 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.925433 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.904658 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.842175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.19016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.243645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.211814 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0351507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.447436 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.313774 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.313368 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.537204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.234564 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.51034 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.383882 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.283614 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.357944 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.413819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.662929 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.621428 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.687314 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0962009 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.402194 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0828699 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.130615 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.29433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.367647 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.304934 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.537493 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.328224 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.767766 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.972292 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-1.23078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0584121 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.266132 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0842818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.161601 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.13561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.281956 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.191977 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.476178 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.169495 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.654659 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.071431 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0461219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.116231 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.269273 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.119585 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.43967 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.150641 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.04781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.225604 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.152319 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.419268 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.0817031 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.143881 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.016783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.414714 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0436194 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.15228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-0.311853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.863383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.44288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.33057 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0462131 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.160257 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.249828 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.53176 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.273075 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.315954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.808785 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.36106 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.285941 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.614568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0688949 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0966034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.403206 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.14463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.118712 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.201918 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.267261 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.126569 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.416917 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.10156 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.139001 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.0689349 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.0397737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.938611 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.454521 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.119239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),1.32083 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.335103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.389698 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.655476 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0344516 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),0.125743 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.458936 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.412551 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.865653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.476091 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.347665 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.787154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.262374 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.155561 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.227268 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0532644 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.19172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.361832 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.223286 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.475782 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.0985903 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.424343 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.292553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.30325 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.050344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.201961 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-1.08272 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.395807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.389223 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.604664 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.283581 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.31978 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.364874 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.592391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.0530093 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.162968 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0378778 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.37372 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.549219 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.305778 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.457836 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.145377 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.316499 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.165138 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.360375 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.172668 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.182635 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.0991131 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0775378 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.979782 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.584698 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.495487 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.460294 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.319465 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.393483 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.988626 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.366641 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),-0.139118 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.404294 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.635328 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.160557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.0859126 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.441409 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.49323 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.303028 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.507491 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.340492 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.287334 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.25881 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.0749403 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.926524 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.19892 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.307732 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.546612 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.46112 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.279887 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.231023 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.236462 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.334132 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.407725 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.366971 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.137143 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.0663932 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.0536969 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.0310657 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.857325 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.366674 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.618978 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.152883 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.048471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.421009 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.172034 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.300505 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.167567 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.387509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.305498 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.276496 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.080841 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.629801 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.338922 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.714368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,18),-0.471266 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.274975 # DEPENDENCYPART_GRANDPAR
(6,22),(22,1),-0.309045 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.253632 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.630609 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.350563 # DEPENDENCYPART_GRANDPAR
(6,22),(22,5),-0.107299 # DEPENDENCYPART_GRANDPAR
(6,22),(22,6),-0.605937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,22),(22,7),-0.0923162 # DEPENDENCYPART_GRANDPAR
(6,22),(22,8),0.056105 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),-0.196089 # DEPENDENCYPART_GRANDPAR
(6,22),(22,10),0.360174 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),-0.588526 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.399567 # DEPENDENCYPART_GRANDPAR
