# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(8,11),(11,15),(11,18),-0.0428551 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,19),-0.052904 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,20),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,21),-0.0396062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,17),-0.0382466 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,18),-0.042246 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,19),-0.0450511 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,20),-0.0429697 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,21),-0.0719431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,17),(11,18),-0.0428551 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,19),-0.052904 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,20),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,21),-0.0396062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,18),(11,19),-0.0460097 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,20),-0.0427869 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,21),-0.0414149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,19),(11,20),-0.0443732 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,19),(11,21),-0.0779057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,21),-0.0447629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.104426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.128355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.109324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,11),(11,3),-0.130301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.204772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.118221 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,8),0.118472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,10),(11,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.124769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,8),0.111679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.118251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,-1),-0.14042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,3),(11,-1),-0.0969801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,13),-0.0423123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.0555476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.042216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.042216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,19),-0.0555484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.032053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,15),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.042312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,15),-0.0457283 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.0457283 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,19),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0393139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,19),-0.0428166 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,21),-0.0456551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,19),-0.0428166 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,21),-0.0456551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,19),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,21),-0.0393148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,20),(12,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,8),0.117897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,-1),-0.117631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,8),(12,-1),-0.126163 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,15),-0.0723284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),-0.0753626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),-0.0723284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,18),-0.0234262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,19),-0.172694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.0688293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,21),0.0633645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),0.0337669 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.0770585 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,18),-0.0514112 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,19),-0.0774191 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,21),-0.0623554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,16),(14,17),0.0166127 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,18),-0.0403277 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,19),-0.044295 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,20),-0.0426243 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,21),-0.100209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,18),-0.0514112 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,19),-0.0774191 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,21),-0.0623554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,18),(14,19),-0.0423832 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,18),(14,21),-0.0516017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,19),(14,20),-0.0457371 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,21),-0.113636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,21),-0.0634498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,13),0.0529714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,12),0.0597044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,11),0.111887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,9),0.0909521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,8),0.165195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,-1),-0.168404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,13),(14,12),0.117934 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,11),0.114462 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,9),0.115546 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,8),0.103488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,13),(14,-1),-0.125946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,11),0.118116 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,9),0.117846 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,8),0.115892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,-1),-0.143664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,9),0.130772 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,8),0.117689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,-1),-0.0718175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,8),0.119851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,9),(14,-1),-0.130698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,-1),-0.10484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,14),(14,15),-0.0423909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0448074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),-0.0423909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),-0.0420057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.044721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.0424931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.0916782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0431357 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0431151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0427264 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0456797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.0431151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0420086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0424823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0421956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,13),0.1385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,12),0.119163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,11),0.117981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,9),0.119139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,14),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,-1),-0.149027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,13),(14,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,11),0.119151 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,9),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,13),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,13),(14,-1),-0.13118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,9),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,12),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,12),(14,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,9),0.119133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,11),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,11),(14,-1),-0.126516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,9),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,9),(14,-1),-0.126322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,8),(14,-1),-0.124941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,1),(1,2),0.145201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,3),0.113968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,4),0.10909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,5),0.111351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,8),0.169804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,10),-0.103119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,1),(1,21),-0.0537253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,2),(1,3),0.116297 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,4),0.118989 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,5),0.124685 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,8),0.127383 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,10),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,2),(1,21),-0.135374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,5),0.117583 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,8),0.102043 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,10),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,21),-0.103454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,4),(1,5),0.119149 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,4),(1,21),-0.130651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,5),(1,8),0.116824 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,10),-0.124902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,5),(1,21),-0.15991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,8),(1,10),-0.121904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,8),(1,21),-0.102689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,10),(1,21),-0.159289 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,1),(1,-1),0.0750834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,4),0.126473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,5),0.180228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,6),0.168038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,7),0.129648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,10),-0.0934978 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,12),-0.132324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,16),-0.0934932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,21),-0.159826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,4),(3,5),0.120196 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,6),0.120211 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,7),0.119142 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,10),-0.124917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,4),(3,12),-0.124903 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,16),-0.124917 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,21),-0.158004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,6),0.12852 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,7),0.128181 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,10),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,12),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,16),-0.122561 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,21),-0.0743282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,7),0.128181 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,10),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,12),-0.124893 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,16),-0.122561 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,21),-0.0897794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,10),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,12),-0.124899 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,16),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,21),-0.0594558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,10),(3,12),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,16),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,21),-0.0813796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,12),(3,16),-0.126536 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,21),-0.0534529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,16),(3,21),-0.0813103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,2),-0.135751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,1),-0.0612722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,-1),0.0583196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,2),(3,1),-0.0402027 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,2),(3,-1),0.0621617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,1),(3,-1),-0.0725516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,5),0.108887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.108533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.0266577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,10),-0.135728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,11),-0.135728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,15),-0.125145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,17),-0.125145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,21),-0.342855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.111851 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.116741 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,5),(4,11),-0.124915 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,15),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,21),-0.196308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,8),0.117002 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,11),-0.124915 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,15),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,21),-0.193215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,10),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,21),-0.0328809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,11),-0.124915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,15),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,17),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,21),-0.192869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,11),(4,15),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,21),-0.192848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,15),(4,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,21),-0.128892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,17),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,17),(4,21),-0.128892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,20),(4,21),-0.124522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),0.0104562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),-0.0593682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),-0.024683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),-0.115853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),-0.0434044 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,1),-0.039629 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.104382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,1),-0.0401126 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),-0.0547113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),-0.0539855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.114913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),-0.0369405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.0938942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
