# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(6,4),(4,5),(4,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,18),-0.144807 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,20),-0.14269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,8),-0.144807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,14),-0.144807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,15),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,18),-0.144807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,20),-0.14269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,7),(4,8),-0.146216 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,9),-0.14758 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,10),-0.147574 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,11),-0.144749 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,14),-0.146216 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,15),-0.14475 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,18),-0.146216 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,20),-0.141755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,8),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,18),-0.144703 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,20),-0.140413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,11),-0.144719 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,14),-0.144721 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,18),-0.144721 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,20),-0.167873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,10),(4,11),-0.144719 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,14),-0.144721 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,18),-0.144721 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,10),(4,20),-0.167848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,11),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,20),-0.140752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,13),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,20),-0.143689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,14),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,18),-0.144703 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,14),(4,20),-0.140408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,15),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,15),(4,20),-0.142722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,18),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,18),(4,20),-0.140408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,19),(4,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,3),-0.0267728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,2),0.0234499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,1),-0.0162686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,-1),0.0134036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,3),(4,2),-0.00468064 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,1),-0.0199867 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,3),(4,-1),0.00424581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,2),(4,1),-0.0161474 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,2),(4,-1),-0.0165018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,1),(4,-1),-0.0141622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,6),-0.14737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,7),-0.144933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,8),-0.144943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.145077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.144749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,15),-0.144749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,20),-0.102683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,8),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,20),-0.166653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,7),(5,8),-0.144876 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,20),-0.133466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,20),-0.156948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,9),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,20),-0.145146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,20),-0.163459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,15),(5,20),-0.165555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),-0.0230597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,2),-0.0336736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,1),-0.045433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),0.0519781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,2),0.160573 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,1),0.171186 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),-0.0232418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,2),(5,1),-0.0226885 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,2),(5,-1),-0.0312367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,1),(5,-1),-0.0515868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,20),-0.0511293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,6),0.109255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.177419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,6),(7,-1),-0.144986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,9),-0.00978638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.00945682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.0387364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,14),-0.0405697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,15),-0.0368236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,18),-0.0405654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,19),-0.0285727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,20),-0.0484691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0194992 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,11),-0.0194514 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,14),-0.0129188 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,15),-0.0194514 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,18),-0.0129188 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,20),-0.00373788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,11),-0.0194514 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,14),-0.0129132 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,15),-0.0194514 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,18),-0.0129132 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,20),-0.00277626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,14),-0.0195691 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,15),-0.0199692 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,18),-0.0195682 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,19),-0.020458 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,20),-0.0217287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,15),-0.0202381 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,18),-0.0166723 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,20),-0.0426454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,18),-0.0195682 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,19),-0.020458 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,20),-0.0206411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,18),(8,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,18),(8,20),-0.0422217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,19),(8,20),-0.0300947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.0818375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.108238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,5),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,4),-0.144995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,2),-0.145553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.19987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.107599 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,5),-0.145895 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,4),-0.144713 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,2),-0.144943 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.154496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.154497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,4),(8,2),0.0353122 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,-1),-0.14711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,-1),-0.127405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0329697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0369383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.056003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0372057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,18),-0.056003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,20),0.0695818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0196985 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0196985 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,18),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,20),-0.0216726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,14),-0.0203996 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0230882 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,18),-0.0203996 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,20),-0.0360155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0202223 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,18),-0.0202598 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,19),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,20),-0.0438927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,18),-0.0203458 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,20),-0.0373567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,18),(9,19),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,18),(9,20),-0.0438927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,19),(9,20),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.1464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.117506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.097855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,5),-0.145152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,4),-0.145486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,2),-0.148366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,1),-0.147441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.252169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.103769 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.114045 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,1),-0.14522 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.164927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.108335 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,5),-0.144714 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,4),-0.144703 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,2),-0.144988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,1),-0.145675 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.139125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,3),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,2),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,1),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.167628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,5),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,3),-0.144707 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,2),-0.144723 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,1),-0.144703 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,-1),-0.167628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,4),(9,3),0.0708319 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,2),0.0353122 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,1),0.0459675 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,4),(9,-1),-0.146669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,3),(9,2),-0.144988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,3),(9,1),-0.145675 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,3),(9,-1),-0.139125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,2),(9,1),-0.14522 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,2),(9,-1),-0.164927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,1),(9,-1),-0.0471144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,12),-0.0306663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.012335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.0280923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.0288459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.012335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.0284701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),-0.0194975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,20),0.0371422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0198087 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0197961 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0198087 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,20),-0.0287641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.019491 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0195577 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.019491 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,20),-0.0129751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.00786841 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.019757 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),0.000370849 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,20),-0.0619473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,17),-0.019442 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0208245 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0194466 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,20),-0.00522731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.019491 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,20),-0.0129751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,20),-0.0623252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,20),-0.0195066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,-1),-0.0488342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,8),-0.147064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,20),-0.234365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
