# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(7,8),(8,6),-1.20943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.33674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.29773 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.5693 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.322803 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.516074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.730656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.54134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.684651 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.54927 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.730041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.591587 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.839682 # DEPENDENCYPART_GRANDPAR
(7,8),(8,26),-0.845122 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.0128724 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.487547 # DEPENDENCYPART_GRANDPAR
(7,8),(8,30),-1.61782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.463643 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.119483 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.239236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.141362 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.00378934 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.463939 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.25945 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.068007 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.0532395 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.287337 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),1.16135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,30),-1.54864 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0744663 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.121605 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.100471 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),1.17334 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.391514 # DEPENDENCYPART_GRANDPAR
(8,3),(3,30),-1.54864 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0526677 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0975189 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.308652 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),1.17099 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.387507 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.505947 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.28243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.682633 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.739504 # DEPENDENCYPART_GRANDPAR
(8,4),(4,30),-1.54864 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.253884 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.045186 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.35627 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),1.02252 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.626732 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.117834 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.113197 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.868012 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.38759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.755697 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.758702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.122564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.161261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.130094 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.103546 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.202608 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.393643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.126088 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.41127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0644535 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0867133 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.388369 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.516843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.53328 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.345321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.544031 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.0103628 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.120647 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.0948037 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.628214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0445501 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.211934 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.100025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0415197 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0591409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.372326 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0521936 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.383775 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.171024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.231482 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.594006 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.210191 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.190183 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.367476 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.00668108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.437265 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.0326914 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-1.21441 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.642918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0473433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.217952 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0241796 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0371785 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.349155 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0371518 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.338959 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.140528 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.385054 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.229433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.502657 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.179695 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.147754 # DEPENDENCYPART_GRANDPAR
(8,12),(12,27),0.177876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.126095 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.235974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.113221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.121235 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0565013 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.00766065 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.24545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.0896 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.499185 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.102577 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.307325 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.799577 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.141744 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.302453 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.371168 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.356209 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0618522 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.686143 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.272622 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.462305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.755593 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.311789 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.562676 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.175684 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.201243 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.684018 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.711063 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.214071 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.611854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.157499 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.227034 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.231298 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.157693 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.192667 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.603555 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.230311 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0545208 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.317719 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.470497 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.708219 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.0936879 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.389135 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.387158 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.706863 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.462385 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),0.030694 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.639898 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.269606 # DEPENDENCYPART_GRANDPAR
(8,17),(17,30),-1.04626 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.739881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,15),-0.663581 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.374934 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.589963 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.352274 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.36103 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.485809 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.216072 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.270256 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.279351 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.669409 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.368418 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),0.00998439 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.58218 # DEPENDENCYPART_GRANDPAR
(8,19),(19,29),-0.17558 # DEPENDENCYPART_GRANDPAR
(8,19),(19,30),-1.21024 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.264419 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.588526 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),-0.209312 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),0.301458 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.541993 # DEPENDENCYPART_GRANDPAR
(8,23),(23,29),-0.141311 # DEPENDENCYPART_GRANDPAR
(8,23),(23,30),-1.1246 # DEPENDENCYPART_GRANDPAR
(8,26),(26,10),-0.203716 # DEPENDENCYPART_GRANDPAR
(8,26),(26,12),-0.272848 # DEPENDENCYPART_GRANDPAR
(8,26),(26,13),-0.134298 # DEPENDENCYPART_GRANDPAR
(8,26),(26,15),-0.555977 # DEPENDENCYPART_GRANDPAR
(8,26),(26,16),-0.238979 # DEPENDENCYPART_GRANDPAR
(8,26),(26,19),-0.344198 # DEPENDENCYPART_GRANDPAR
(8,26),(26,20),-0.415835 # DEPENDENCYPART_GRANDPAR
(8,26),(26,21),-0.50366 # DEPENDENCYPART_GRANDPAR
(8,26),(26,22),-0.382744 # DEPENDENCYPART_GRANDPAR
(8,26),(26,23),-0.398037 # DEPENDENCYPART_GRANDPAR
(8,26),(26,24),-0.333857 # DEPENDENCYPART_GRANDPAR
(8,26),(26,25),-0.832186 # DEPENDENCYPART_GRANDPAR
(8,26),(26,27),0.0384491 # DEPENDENCYPART_GRANDPAR
(8,26),(26,28),-0.591669 # DEPENDENCYPART_GRANDPAR
(8,26),(26,29),-0.249231 # DEPENDENCYPART_GRANDPAR
(8,26),(26,30),-0.989662 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.558858 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.637819 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.189989 # DEPENDENCYPART_GRANDPAR
(8,28),(28,26),-0.426822 # DEPENDENCYPART_GRANDPAR
(8,28),(28,29),-0.125308 # DEPENDENCYPART_GRANDPAR
(8,30),(30,29),-0.374293 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.637161 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.615413 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.600432 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.633652 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.10601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.613721 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.553709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.9393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.573951 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.752364 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.822332 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.04479 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.54655 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.0514 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.14001 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.07635 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-1.13655 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-1.45629 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.57473 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-1.73237 # DEPENDENCYPART_GRANDPAR
(9,8),(8,28),-1.80701 # DEPENDENCYPART_GRANDPAR
(9,8),(8,30),-2.52003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.23189 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.05785 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.11271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.215934 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0459755 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.29263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.285 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.27144 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-1.31156 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.21242 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.25479 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.12414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.04326 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.62513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0855934 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.145645 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.299257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.920438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.673381 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.409683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0459268 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.517434 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.387482 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.610505 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.51398 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.733648 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.652886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-1.16427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.953056 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.807102 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),-2.27969 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.12051 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.20551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.165193 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.221582 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.807524 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.598998 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.344188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.169528 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.316419 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.332702 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.870532 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.356519 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.312965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.04936 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.946082 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.23192 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.05789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.15901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.328109 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.243431 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.903859 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.620256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.347956 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.190484 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.400018 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.400133 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.924182 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.396564 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.208727 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.541959 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.5856 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.368289 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0568765 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.427908 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.477071 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.541533 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.424454 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.851286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.0592 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-1.21309 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-1.47317 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.49181 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-1.35769 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-1.27312 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.25135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.0255022 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0743451 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.359705 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.854223 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.873283 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.407171 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.455486 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.339422 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.850551 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.628371 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.452032 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.67992 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-1.02855 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.593019 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.634897 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-1.13654 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-1.10775 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.787421 # DEPENDENCYPART_GRANDPAR
(9,17),(17,30),-1.92496 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.519327 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.556872 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.472333 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.42329 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.550051 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.565906 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.585506 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.572887 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.831996 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.729273 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.614533 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.408224 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.50625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.81042 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.890304 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.645894 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.824476 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.756673 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.05762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.904043 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-1.19708 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-1.01999 # DEPENDENCYPART_GRANDPAR
(10,8),(8,26),-0.934266 # DEPENDENCYPART_GRANDPAR
(10,8),(8,27),-0.667367 # DEPENDENCYPART_GRANDPAR
(10,8),(8,28),-1.30266 # DEPENDENCYPART_GRANDPAR
(10,8),(8,30),-1.30778 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.495376 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.52528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.876864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.887841 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.664922 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.82492 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.797768 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.07987 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.0652 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.07547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.07141 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.12147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.30843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.10264 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.01946 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.942145 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.03757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.265342 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.00151222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.346898 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.235323 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.490968 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.133119 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.536753 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.400238 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.270902 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.676211 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.496943 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),-0.297857 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),-0.268546 # DEPENDENCYPART_GRANDPAR
(10,11),(11,28),-0.739463 # DEPENDENCYPART_GRANDPAR
