# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(3,14),(14,16),-0.176784 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.252776 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.479251 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.538427 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-1.03697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),0.0463268 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.479576 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.203331 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.15711 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.148855 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.673408 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.66765 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0625499 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0736388 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.367244 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0507618 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.32689 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.238887 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0128069 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.339845 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-1.02194 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.808973 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),0.0594428 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.457428 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.41002 # DEPENDENCYPART_GRANDPAR
(3,15),(15,27),-0.472211 # DEPENDENCYPART_GRANDPAR
(3,15),(15,28),-0.362911 # DEPENDENCYPART_GRANDPAR
(3,15),(15,29),-0.897057 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.233951 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.258369 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),0.443044 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-1.16514 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.0925066 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),0.0338159 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.056706 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.282391 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.0072028 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.350066 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-1.02203 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.809065 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),0.0519896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.42172 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-0.483458 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.374157 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.924472 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),0.00946636 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.616158 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.357931 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-1.12787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),-0.393511 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.00485397 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.494333 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.171591 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.424098 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),0.0907385 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.740091 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.622422 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.0859551 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.15604 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.401829 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.183151 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.167681 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.0305352 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.754956 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.291232 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.696699 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-1.16713 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.950334 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.108124 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.671053 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.622122 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.707931 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),-0.558751 # DEPENDENCYPART_GRANDPAR
(3,20),(20,29),-1.09138 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.756804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,10),-0.498227 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),0.0924845 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.0328468 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.372896 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.422595 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-1.19527 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.132591 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.528883 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.473605 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),-0.590712 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-0.425909 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.779501 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.444584 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.234625 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.74983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.869581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.858625 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.843672 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.748841 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.65304 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.37243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.436966 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.36723 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.414578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.709034 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.755043 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.781751 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.669361 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.63797 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.565988 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.785829 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.552072 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.785397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.561542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.84365 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.801345 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-1.11908 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.754262 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-1.35984 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.850793 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.682692 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.46523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.378726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.474576 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.416679 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.809011 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.843178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.653718 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.620428 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.893286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.772201 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.704257 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.36187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.427017 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.500038 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.494302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.801566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.710371 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.824339 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.827181 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.628791 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.656758 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.582589 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.832427 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.607016 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.343341 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.566245 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.358937 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.291052 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.949557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.383754 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.507188 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.474631 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.414561 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.962816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.386574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.13412 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.375274 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.120873 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.12204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.749532 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.560201 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.355729 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.766928 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.37442 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.421825 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.0936641 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.965344 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.622578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.733119 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.39881 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.55521 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.495102 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.954806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.379044 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.179145 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.88392 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.766915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.669534 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.470336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.387029 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.119915 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.23227 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.264201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.157581 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.160062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.961857 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.00526 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.822611 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.778005 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.640734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.894271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.18378 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.126388 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.62757 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.311274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.224137 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.156559 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.379456 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.0755651 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.194706 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.460059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.754326 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.194393 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0154057 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.595666 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0192332 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.119977 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.341182 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.29137 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.243305 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0222381 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.553226 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.347235 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0672045 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.0568213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.737758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.311382 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.304783 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.971152 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.326899 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.12015 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.28576 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.653151 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.271781 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.109979 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.442663 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.109277 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.468269 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.273117 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.275598 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.839958 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.416681 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.702451 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.395746 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.163816 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.297492 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.74007 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-1.01879 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.799427 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.6721 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.439688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),1.07208 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.466752 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0622391 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.359742 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.564677 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0770074 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.019649 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.362128 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.101931 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.00781629 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.400386 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.642465 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.309806 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.363702 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.844981 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.722309 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-0.392077 # DEPENDENCYPART_GRANDPAR
(5,13),(13,28),-0.522349 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-1.30585 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.334501 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.313518 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.220593 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.0859295 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.569864 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.403392 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.953374 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.814804 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.623697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.768793 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.164511 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.120506 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.201548 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.725868 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.449165 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.22546 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.084529 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.434639 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.10752 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.540715 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.421654 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.214827 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.276261 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.801203 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.832441 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.707441 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.384322 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.472752 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.344969 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-0.492954 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-1.13625 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),1.18048 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.521277 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.324603 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.916783 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.57896 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.233126 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.100096 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.427632 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.202629 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.273494 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.791235 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.822474 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.713088 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.471819 # DEPENDENCYPART_GRANDPAR
(5,17),(17,27),-0.343583 # DEPENDENCYPART_GRANDPAR
(5,17),(17,28),-0.491567 # DEPENDENCYPART_GRANDPAR
(5,17),(17,29),-1.14307 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.305053 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.892923 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-1.0114 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.805449 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.69824 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.628466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.789477 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.224857 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.180435 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.168378 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),-0.746367 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.378441 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.350266 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.00134614 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.446833 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.0536407 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.00141363 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),0.223034 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.770505 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.347309 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.479511 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.945865 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.977266 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.741188 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.563549 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.64829 # DEPENDENCYPART_GRANDPAR
(5,20),(20,27),-0.546429 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.654397 # DEPENDENCYPART_GRANDPAR
(5,20),(20,29),-1.32046 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.822604 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.61015 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.240914 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.199736 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.226456 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.242841 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.915462 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.769925 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.417162 # DEPENDENCYPART_GRANDPAR
(5,23),(23,26),-0.50175 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.402363 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-0.521762 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.852244 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),-0.219314 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),-0.298654 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.211526 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-0.401964 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.686407 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.340985 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.260813 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.291802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.219783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.335243 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.275538 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.59415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.367136 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.951582 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.717532 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.839177 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.773215 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.964069 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.12711 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-1.01913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.892605 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.877992 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.14582 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.20466 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.993526 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.0101 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-1.15276 # DEPENDENCYPART_GRANDPAR
(6,3),(3,29),-0.90739 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.290534 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.226764 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.62764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.440599 # DEPENDENCYPART_GRANDPAR
