# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(4,2),(2,3),-0.302955 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.730322 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.863734 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.832301 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.771726 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.28544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.191163 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0318041 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.862974 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.00122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.800731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.26209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.333897 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.20987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.483856 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.587644 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.280105 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.439251 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.402196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.538388 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.538417 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.609225 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.40616 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.747092 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.540468 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.32855 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.370042 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.570344 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.441367 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.365262 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.558024 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.44893 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.710576 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.435476 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.306553 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.70655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.689637 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.01802 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-1.00723 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.12666 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.02938 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.05957 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.1424 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.15972 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.38829 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.347482 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.306281 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.995604 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.266623 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.290336 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.105547 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.70293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.595707 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.997403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.997853 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.07691 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.07214 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.924418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.06048 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.14595 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.12905 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.28836 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.37477 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.16316 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.226652 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.25958 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.71535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.644795 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.99491 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.802097 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.00093 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.803729 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.842142 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.34767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.487455 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.523609 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.673606 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.573076 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.5091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.448076 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.603086 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.621471 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.644006 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.480573 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.850293 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.584699 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.232479 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.442914 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.688212 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.563004 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.445563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.655845 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.556467 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.756076 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.262353 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.174581 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.289659 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.55481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.42964 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.748304 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.796634 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.618438 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.59249 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.725988 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.96943 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-1.04057 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.134686 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.158583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.372536 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0841146 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.196561 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.753459 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.993959 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.45893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.41481 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.742225 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.730756 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.98137 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.682541 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.597475 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.74622 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.811795 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.28069 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.11349 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-0.995485 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.107028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.224887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.389741 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.44424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.339502 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0725371 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.192441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.204969 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.503132 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.340163 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.10813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.299204 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.134429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.254739 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0320392 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.353217 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.692199 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.792532 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.308819 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.953658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.222095 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0102852 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.492065 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.181739 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0422548 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.021281 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0660829 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.069094 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.286915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.328965 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.433356 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.223663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.382577 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.284221 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0899941 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.117512 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0173067 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.145514 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.371797 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.173503 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.365902 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0535629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0355488 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0688964 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0319685 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.182186 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.242673 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.336829 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.59976 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.34024 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.382201 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.643119 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.266973 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.943925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.189172 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0448482 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.174395 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.00726871 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0803207 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.560202 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.622351 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.251104 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.129114 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.850256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.31869 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.123625 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0840565 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.411456 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0310497 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0401312 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.112039 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0123011 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.342845 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.293251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.146966 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.369304 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.61961 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.479312 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.245192 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.56544 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-1.05218 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.399862 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0457614 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.173278 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.131614 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.234764 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.176495 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.241317 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.138353 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.372124 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.632979 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.332663 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.389687 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.551404 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.622388 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.251351 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.129077 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.923705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.336037 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.15863 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0539355 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.423078 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0793978 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.121766 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0148848 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.132264 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.0219094 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.297085 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.143385 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.363715 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.642663 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.501425 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.250426 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.575027 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.942393 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.438549 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.231229 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.763712 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.435976 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.307071 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.278494 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.357002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.256055 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.537588 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.511236 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.41926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.219165 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.318671 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.32379 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.670802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.955023 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.6367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.614629 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.07143 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.771653 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.934449 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-1.41911 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.729647 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.650194 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.92193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.22981 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.574509 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0408428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.14867 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.157908 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0480639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.468343 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.35339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.57512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.271756 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.747968 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.637572 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0840679 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0885215 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.340886 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.226663 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.525836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.539963 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.981619 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.598969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.242164 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.280442 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0524745 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.541193 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.470044 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.485674 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.515733 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.813363 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.692604 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.563461 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.838515 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.7743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.701262 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),1.0397 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.397448 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.345703 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.257548 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.552248 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.675887 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.824922 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.76818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.977149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.61737 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.970461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.895738 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.35238 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.775814 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0658148 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.161355 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0841848 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.306798 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.256604 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.360545 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.321403 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.253939 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.504782 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.235635 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.452138 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.393663 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-1.6681 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.673082 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.830951 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.774416 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.983097 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.617542 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.00013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.822475 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.295518 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.831148 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0150192 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.311638 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0433322 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0422829 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.380428 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.370246 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.325359 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.254375 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.589078 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.204201 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.460236 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.409052 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-1.56528 # DEPENDENCYPART_GRANDPAR
(7,25),(25,1),-0.680565 # DEPENDENCYPART_GRANDPAR
(7,25),(25,3),-0.771568 # DEPENDENCYPART_GRANDPAR
(7,25),(25,6),-0.621745 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-1.00965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,8),0.815384 # DEPENDENCYPART_GRANDPAR
(7,25),(25,9),0.323936 # DEPENDENCYPART_GRANDPAR
(7,25),(25,11),-0.0765424 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),-0.204168 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),0.0712424 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.0657002 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.457366 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.0265303 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),-0.741209 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.67303 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.430436 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.763752 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.38552 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.9228 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),-0.683206 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-1.45065 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.44226 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.473678 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.617948 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.545115 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.707457 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.464381 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.93661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.132208 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.824463 # DEPENDENCYPART_GRANDPAR
