# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(11,8),(8,12),(8,25),-0.135654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,14),(8,17),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,25),-0.108981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,17),(8,25),-0.133861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0303931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),0.0245362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.030219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),-0.000255207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0194829 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0195361 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.0148782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0195506 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.067541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,-1),-0.0147488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.0986876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,14),-0.153177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,17),-0.150127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,19),-0.146365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,25),-0.0167781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.144725 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,25),-0.177838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,25),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,25),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,25),-0.150796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,14),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,25),-0.146542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,25),-0.18714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,19),(9,24),0.119539 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,19),(9,25),-0.130994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,24),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.0269443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,6),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,4),-0.0251134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),0.0341986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,6),-0.0200144 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,4),-0.0169839 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.0220034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,6),(9,4),-0.0126916 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,4),(9,-1),-0.0197399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,11),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,16),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,17),-0.145024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,19),-0.154603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,21),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,23),-0.161203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,25),-0.104025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,17),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,25),-0.196679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,25),-0.147743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,13),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,25),-0.14619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,16),-0.144786 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,21),-0.144786 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,23),-0.144786 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,25),-0.155888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,17),-0.144725 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,25),-0.196677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,17),(10,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,21),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,25),-0.145835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,19),(10,21),-0.151805 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,19),(10,23),-0.117929 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,19),(10,25),-0.157646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,21),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,21),(10,25),-0.196678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,23),(10,25),-0.196693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),-0.0141765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0416949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,6),0.107287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),-0.353525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.00722515 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,6),-0.0210438 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.00947831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,6),-0.0244577 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),0.0173067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,6),(10,-1),0.0382449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,25),-0.0471183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,-1),-0.187555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,25),-0.0294256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,-1),-0.153337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,15),-0.0375256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0374309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0038295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0374309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.0115617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0382147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0452823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,23),-0.0374309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,24),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,25),0.0402847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.00137794 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.00522593 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.00137794 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0299758 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,21),-0.00137864 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.035353 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,23),-0.00137794 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,24),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,25),-0.0404038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.00522593 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.00135795 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0299758 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,21),-0.00135865 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),-0.035353 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,23),-0.00135795 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,24),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,25),-0.0403291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.0147386 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0196654 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,21),-0.0147663 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,22),-0.0236611 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,23),-0.0147386 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,24),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,25),-0.00556255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0299758 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,21),-0.00135865 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,22),-0.035353 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,23),-0.00135795 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,24),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,25),-0.0403291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,21),-0.021425 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,22),0.238729 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,23),0.0124723 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,24),0.244193 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,25),-0.0358509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,21),(14,22),-0.035353 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,23),-0.00135834 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,24),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,25),-0.0414911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,22),(14,23),-0.0368061 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,25),-0.0287428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,23),(14,24),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,23),(14,25),-0.0403291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,24),(14,25),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.106229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.112421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.123573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.172655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.1507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.149165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,7),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,4),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,3),-0.190206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.14477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.0408982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.130953 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.103443 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.145919 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.14484 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.170282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.119586 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.145222 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.144776 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,7),-0.145165 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.14511 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,4),-0.144793 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,3),-0.14511 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.211171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,7),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,4),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.0931723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.144734 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,4),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,3),-0.144851 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.219804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,7),-0.144708 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,4),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.226593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,6),-0.144872 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,4),-0.144713 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,3),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.144724 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,1),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.195731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,4),-0.144719 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.158917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,4),-0.144728 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,2),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,-1),-0.0928375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,4),-0.144719 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.158053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,4),(14,3),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,2),-0.144724 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,1),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,-1),-0.199479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.158326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,2),(14,-1),-0.0108512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.120376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.132108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
