# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(11,19),(19,15),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,-1),-0.126929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,14),(19,13),0.113113 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,12),0.133524 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,11),0.116869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,14),(19,10),-0.126103 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,3),-0.125169 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,-1),-0.0960429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,13),(19,12),0.119162 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,11),0.118365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,13),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,-1),-0.165368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,12),(19,11),0.11807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,12),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,8),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,7),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,5),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,-1),-0.0810379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,11),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,-1),-0.134315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,10),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,8),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,7),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,5),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,-1),-0.0806591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,9),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,9),(19,-1),-0.125628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,8),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,3),-0.125169 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,8),(19,-1),-0.0960429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,7),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,3),-0.125169 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,7),(19,-1),-0.0960429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,6),(19,5),-0.124978 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,6),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,6),(19,3),-0.125854 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,6),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,6),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,6),(19,-1),-0.132771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,5),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,5),(19,3),-0.125169 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,5),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,5),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,5),(19,-1),-0.0960506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,4),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,4),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,4),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,4),(19,-1),-0.165368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,3),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,3),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,3),(19,-1),-0.110639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,2),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,2),(19,-1),-0.132771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,1),(19,-1),-0.135577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,3),0.121562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,22),-0.0747249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,3),(2,22),-0.122887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,1),-0.0779496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,-1),0.0131543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,1),(2,-1),-0.0663874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,4),0.0992811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,5),0.109115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,6),0.118586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,7),0.110249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,8),0.107546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,9),0.11483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,19),-0.149082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,22),0.0406973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,4),(3,5),0.121881 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,6),0.122094 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,7),0.121881 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,8),0.121881 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,4),(3,22),-0.180656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,5),(3,6),0.131531 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,7),0.115387 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,8),0.115387 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,9),0.122657 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,5),(3,22),-0.177442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,6),(3,7),0.109885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,8),0.109885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,9),0.119148 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,19),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,6),(3,22),-0.145255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,7),(3,8),0.115387 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,7),(3,9),0.122657 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,7),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,7),(3,22),-0.176298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,8),(3,9),0.122657 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,8),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,8),(3,22),-0.179006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,9),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,9),(3,22),-0.129165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,19),(3,22),-0.173433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,2),-0.0555129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,1),-0.0332499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,3),(3,3),(3,-1),-0.125213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,2),(3,1),-0.0251802 # DEPENDENCYPART_GRANDSIBL
(12,3),(3,2),(3,-1),0.0246213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,1),(3,-1),-0.0375702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.0369331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.0652157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,8),0.0423488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,9),0.126414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,10),0.185701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,12),-0.0959016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,5),(5,14),-0.00688069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,16),-0.0959013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,19),-0.105154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,22),-0.151533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.202972 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,8),0.201265 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,9),0.140595 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,10),0.131407 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,12),-0.141137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,6),(5,14),-0.14225 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,16),-0.141137 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,19),-0.157686 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,21),-0.125335 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,22),-0.125156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,8),0.122339 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,9),0.118377 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,10),0.126262 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,12),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,14),-0.10657 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,19),-0.125988 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,22),-0.116829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,9),0.118377 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,10),0.126392 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,12),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,14),-0.10657 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,19),-0.125988 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,22),-0.110619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,10),0.120211 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,12),-0.124917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,14),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,16),-0.124917 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,19),-0.125876 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,22),-0.158121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,12),-0.122577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,14),-0.12541 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,16),-0.122577 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,19),-0.126764 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,22),-0.0794648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,12),(5,14),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,16),-0.122577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,19),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,21),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,22),-0.0801807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,14),(5,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,19),-0.125988 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,22),-0.110139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,16),(5,19),-0.126764 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,16),(5,22),-0.0793476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,19),(5,21),0.200643 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,19),(5,22),-0.0934875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,21),(5,22),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),-0.134623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),-0.101174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),0.0369001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.068994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),0.0566641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.0317353 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),-0.0178897 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,1),-0.0376226 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),0.0650551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),0.0118108 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),-0.0599376 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0626503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.11505 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),-0.0313664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),-0.0822406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,22),-0.0747249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,6),(6,3),-0.0505346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.0131543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,3),(6,-1),-0.056649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.0375172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.126419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.18176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.093484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,22),-0.139407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.118377 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.126389 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,8),(7,22),-0.114482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.120211 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.124917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,22),-0.158058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,22),-0.0821686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,22),-0.0828845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,6),0.0344516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),0.0104715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,4),-0.128431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.0519067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,5),-0.0918782 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,4),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.0318842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,5),(7,4),-0.0122147 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,-1),-0.0206422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,4),(7,-1),0.0701247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.126419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,10),0.18387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.093484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,14),-0.00686982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,16),-0.0934837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,19),-0.104853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,22),-0.155236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,10),0.120211 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,12),-0.124917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,9),(8,14),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,16),-0.124917 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,19),-0.125876 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,22),-0.158058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,14),-0.12541 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,16),-0.122561 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,19),-0.126764 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,22),-0.0802442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,14),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,16),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,19),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,21),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,22),-0.0809601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,14),(8,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,19),-0.125988 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,22),-0.109592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
