# _root_ In New York Stock Exchange composite trading , Boeing closed yesterday at $ 54.50 a share , off a scant 12.5 cents .
#goldHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
#predictedHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
(16,11),(11,21),(11,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,21),(11,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,21),(11,24),-0.124457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,22),(11,23),-0.125194 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,22),(11,24),-0.14829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,23),(11,24),-0.144996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,9),-0.188006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,7),-0.187407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,6),-0.065986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),0.0720626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,9),(11,7),-0.0135162 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,6),-0.0481592 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,9),(11,-1),-0.00449845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,7),(11,6),-0.0481592 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,7),(11,-1),-0.00420565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,6),(11,-1),-0.0519911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.110767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,14),-0.0111448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,16),-0.1444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,17),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,18),-0.126622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,20),-0.126463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,22),-0.144333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,24),-0.0644096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,14),0.118643 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,13),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,24),-0.132766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,18),-0.12537 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,20),-0.126534 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,24),-0.0770309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,16),(12,17),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,22),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,24),-0.143793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,17),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,22),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,24),-0.119729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,18),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,24),-0.159389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,20),(12,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,20),(12,24),-0.169437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,22),(12,24),-0.138781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,11),0.0892751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,7),0.111747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,-1),-0.334586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,11),(12,7),-0.0805393 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,-1),0.0523714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,7),(12,-1),0.0778139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,14),0.196225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.117758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.125257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,18),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,20),-0.125303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,21),-0.125146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,22),-0.125257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,24),-0.258257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.11273 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.125499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,17),-0.125095 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,20),-0.125267 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,22),-0.125499 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,24),0.00926425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,24),-0.140343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,21),-0.12501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,24),-0.115737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,17),(13,18),-0.125042 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,21),-0.124919 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,24),-0.1249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,18),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,24),-0.111064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,20),(13,22),-0.124909 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,20),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,20),(13,24),-0.0381291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,21),(13,22),-0.125499 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,21),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,21),(13,24),0.00923648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,22),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,22),(13,24),-0.120879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,23),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),-0.03793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,11),-0.0433209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),0.0863123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,11),-0.0490614 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.0897696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,11),(13,-1),-0.0450211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.108052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,18),-0.125557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,24),-0.0722901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,24),-0.148136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,24),-0.0549177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,18),-0.124906 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,24),-0.150512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,18),(14,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,24),-0.132382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,21),(14,22),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,24),-0.153114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,24),-0.0598573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,23),(14,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.128782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0324708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0504766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,1),-0.0336004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.123021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.118429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.0415738 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,1),-0.0341955 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.0480534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,1),-0.0428817 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0611712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,1),(14,-1),-0.0441713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,24),0.158401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,-1),0.207624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,24),-0.00951354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,-1),-0.0944912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.0537638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0243389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0465424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),0.00771298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0370376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0423032 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0424024 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0426528 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,24),-0.0578731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0423672 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.0109808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0452722 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0552554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.0953638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.155935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.105991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,11),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,9),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,7),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.218299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.102546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.126364 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,11),-0.124966 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,9),-0.124966 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,7),-0.124966 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.11502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.13815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,12),-0.12507 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.127556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.126058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,12),(18,-1),-0.108846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,11),(18,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,-1),-0.137487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,9),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,9),(18,-1),-0.137334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,7),(18,-1),-0.137764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.0424209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),0.207624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0451055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,24),-0.0424209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.101866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),0.158401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,-1),-0.137489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0383957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),-0.0434548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.042021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),0.0406972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.0426377 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.0467489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),0.00335122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.115923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.12012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,16),0.122965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,20),(20,7),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),0.0104622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.112998 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,16),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,19),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.127794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,16),0.11724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,7),-0.124894 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.118491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,16),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,16),(20,-1),-0.122494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,7),(20,-1),-0.122311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),-0.0522144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),0.127196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,24),-0.0612769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.106321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.108052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.114392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,16),0.197157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,-1),-0.0681146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.120595 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,18),0.119163 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,16),0.125564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,20),(21,-1),-0.140927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,18),0.117198 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,16),0.118828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,-1),-0.148136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,16),0.118312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
