# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(13,2),(13,15),0.0309318 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0125847 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00814967 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0367645 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00458611 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0235221 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0734675 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0781431 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.000685243 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0336547 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.017288 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.217641 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0943043 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0191173 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.150873 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0186564 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00934108 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0244764 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0353812 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0157451 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0404986 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.144899 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0115546 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0182731 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.203008 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0327935 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0337707 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0100056 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0838544 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.174532 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.196729 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.144124 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.12476 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.113388 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0255529 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00339363 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00879578 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0371391 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0348474 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00862458 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0636223 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.068162 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.112268 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.028088 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.40023 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.241482 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0140365 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.263856 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0922646 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.126478 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0338447 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0363981 # DEPENDENCYPART_SIBL
(13,6),(13,16),-4.37172e-05 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0279805 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.114577 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.036935 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00570483 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0930693 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.506867 # DEPENDENCYPART_SIBL
(13,6),(13,25),0.0220883 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.323631 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.29115 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.203441 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.049058 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.204647 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00905033 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0654808 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0431393 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0135545 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00359734 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0471839 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.064848 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0233511 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.014201 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.022284 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0888688 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.190247 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0643701 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.142485 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0401952 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.052249 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00219647 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0188381 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0484279 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0793027 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0219097 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00127431 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0867344 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0110017 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.323198 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0827852 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0484678 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00138496 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0522015 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.145952 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.116358 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0504385 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0850957 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.134181 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0622602 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.564891 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.119261 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.076687 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0306536 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0365458 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0351454 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0239705 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00297486 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0358429 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0396472 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00859371 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.0589126 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.167239 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.00259846 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0778173 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0302386 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0194376 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0253618 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00298029 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00735043 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0314826 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.031746 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0254956 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.143319 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.00606955 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0732572 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00869377 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0120849 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0880247 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0233993 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0385035 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0180593 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0849261 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.044641 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.0480755 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.151041 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.64939 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.784791 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.106031 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0512349 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.724281 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.226792 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0116417 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.640813 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.057551 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0127115 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00730603 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0738876 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0227528 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0184917 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.00638884 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0443647 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.254101 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0269379 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0334431 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.00448211 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0406507 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.0256366 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.282371 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00447639 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0245089 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00276385 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0332715 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0171586 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.291567 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00220372 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.152944 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.372599 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.230786 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.205536 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0162361 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0284582 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0144728 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0552787 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0790018 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.131022 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.0768607 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.119379 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.0464736 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.230271 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0502152 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.068677 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.00912083 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0777486 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0309806 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00287208 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.166196 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0700088 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0996321 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0553481 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0366031 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.121273 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0245927 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.258875 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.130822 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.152125 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.121409 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.118585 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.138481 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.048354 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.133784 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0284852 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.151874 # DEPENDENCYPART_SIBL
(17,1),(17,10),1.28095 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.121838 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.122162 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0682308 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0230747 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.133047 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0636493 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0596348 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0632737 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.00395052 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0674665 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0878278 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0440932 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.248423 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0564903 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.294058 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.122225 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.237999 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0285709 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0288922 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.18962 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.195175 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0157733 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0282336 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.022768 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.00846978 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0161453 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.020947 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0625132 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.0228201 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0583983 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.16514 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0249715 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.265435 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0444007 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0447146 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.141591 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.227859 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.123435 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0262419 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.101529 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0194063 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0155024 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.00258699 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.08683 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0351751 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.122 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0329404 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.290331 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.110671 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.110993 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.37043 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0441122 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0563742 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0707882 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0441409 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0553678 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00363938 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.062288 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0098145 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0110947 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.141312 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.349361 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.159238 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.159545 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.173 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.672172 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.277105 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00768857 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0816914 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0438682 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0467636 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0605581 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.46812 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.00920448 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.225038 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.096915 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0972372 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.274173 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.214226 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.129252 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0750626 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.000107826 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.101535 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0242022 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0741297 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.124 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0483733 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.00986113 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00953978 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0362403 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.191074 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0482165 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0197315 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0680474 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00803077 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00919698 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.00551594 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0405913 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.00659965 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.010109 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0627456 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.386373 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0532611 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0777104 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0791427 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0193655 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.108691 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0124125 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.134158 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0135293 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0629274 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.386193 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.053442 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0740838 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0791427 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0193655 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.105064 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0124125 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.134158 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0135293 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0755695 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0426829 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0654194 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0826003 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0868325 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0407051 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.051455 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.24142 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0272772 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.234763 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.000455046 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00318293 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0827328 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.117113 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.105594 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.137527 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0199629 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.072369 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0934978 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0336852 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.00197811 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0763371 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.147213 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0272835 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0338829 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.104996 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.400484 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.105643 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0595661 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.203242 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0881696 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.104725 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0922965 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.12266 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0938185 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0415834 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.123534 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.129623 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0945872 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.137734 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0377845 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.172348 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.122131 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0771518 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.148267 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.134058 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.111511 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0896913 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0765078 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00678993 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0769573 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.128328 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.383821 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.147271 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.399642 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.158891 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.399669 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.605534 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.235377 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.701999 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.349361 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.702105 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.85849 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.213648 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0536078 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.214643 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.262856 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.352357 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.699711 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.849498 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.26262 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.5462 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.850627 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.202906 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.203978 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.247573 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.214426 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0863023 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0186461 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0840802 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0195014 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.03965 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.220811 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.17829 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.172807 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0302924 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0287436 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0843009 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0299667 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0302766 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.180933 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.171393 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0473522 # DEPENDENCYPART_SIBL
