# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(12,13),(13,15),(13,17),-0.0133296 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.0196252 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.0202465 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,20),-0.0188185 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,21),-0.0216295 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,23),-0.0219598 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,24),-0.000669914 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,28),-0.0100466 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,29),-0.0195449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,18),-0.0132115 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.0230175 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,20),-0.0195551 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,21),-0.0390763 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,23),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,24),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,28),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,29),0.0224798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,18),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,19),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,20),-0.0187521 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,21),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,23),-0.0115369 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,24),-0.0342113 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,29),-0.0278355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.0189219 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,20),-0.0201752 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,21),-0.0316639 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,23),-0.0330759 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,24),-0.0158626 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,29),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,20),-0.0196106 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,21),-0.010216 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,23),-0.0126172 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,24),-0.0167803 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,29),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,20),(13,21),-0.0390763 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,23),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,24),-0.0245113 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,28),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,20),(13,29),0.0224101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,23),-0.0234152 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,21),(13,24),-0.026997 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,21),(13,28),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,21),(13,29),-0.0458188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,23),(13,24),-0.0133913 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,28),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,23),(13,29),0.0249397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,24),(13,28),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,24),(13,29),-0.0161845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,28),(13,29),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.130176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,11),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,9),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,8),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,5),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,3),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-2.42063e-06 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,8),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,5),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.083657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,5),-0.144961 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,3),-0.144961 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,9),-0.144776 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.20903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,5),-0.144961 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,3),-0.144961 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,5),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,8),(13,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,5),(13,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,5),(13,-1),-0.0836702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,3),(13,-1),-0.0836747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.00166969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.00710062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),0.0872485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0463983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0235241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.00798915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0332336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.0524191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,29),-0.36498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0189251 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.00755754 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0205864 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0222309 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0189251 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),-0.026712 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,29),-0.0252079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0207122 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0274051 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0197895 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0219668 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0196731 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),0.00559428 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,29),-0.00115278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.00287547 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0011958 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0211356 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0208896 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0253088 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,29),0.0134262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0270657 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0201048 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0234801 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0148144 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,29),-0.00753284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0194458 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,29),0.0206596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0196731 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),0.00559428 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,29),-0.00204131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,23),-0.0208148 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,29),-0.0512045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,29),0.02523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.104248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.0376359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.175157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.109251 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.151968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,-1),-0.200699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,29),-0.0602178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,-1),-0.181854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0184936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.0328246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),0.0401313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,19),-0.0209203 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,29),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0207983 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,29),-0.0249231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,29),-0.0164543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.103803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0114857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,12),0.108858 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.147416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,-1),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),0.000546334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0418388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.0381679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),-0.0476416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),-0.0259545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,24),0.047203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,25),-0.00420483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,27),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,29),0.134108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0258932 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0310298 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0219515 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0232844 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.027591 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,24),-0.0676548 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,25),0.000203626 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,27),0.135171 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,29),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0221008 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0194885 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.0197785 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.019984 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,24),-0.0229276 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,25),-0.0223951 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,27),-0.0116949 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,29),-0.0177461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0207451 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,22),-0.03 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0213569 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,24),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,25),-0.023966 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,27),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,29),-0.0294601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,21),(17,22),-0.0194418 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,23),-0.0194996 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,24),-0.0233402 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,25),-0.0198142 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,27),-0.0233004 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,21),(17,29),-0.0375641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0248821 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,24),-0.0194663 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,25),-0.0216297 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,27),-0.0160695 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,29),-0.056758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,24),-0.0222296 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,25),-0.0197602 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,27),-0.0205875 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,29),-0.0320186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,24),(17,25),-0.0247044 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,27),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,29),0.00179214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,25),(17,27),-0.0221573 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,25),(17,29),-0.0465011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,27),(17,29),0.0259137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.0806227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.10069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.149623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.0931754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,12),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,11),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,10),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,9),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,8),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0183774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.10513 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.11398 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.113931 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,12),0.123256 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,11),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,10),-0.144778 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,9),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.10917 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.109007 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,12),0.0970472 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,11),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,9),-0.144712 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,8),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.125565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.109386 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,12),0.104707 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.117663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,12),0.113743 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,11),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,10),-0.145956 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,9),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,-1),-0.196511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,12),(17,11),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,10),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,9),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,8),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,11),(17,10),-0.144778 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,9),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,10),(17,9),-0.145104 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,9),(17,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,8),(17,-1),-0.159238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,29),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,18),(18,-1),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,29),-0.0294256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,-1),-0.153337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,20),(20,21),0.0293737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.0269436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),-0.0219821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,25),0.0678888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,26),-0.0326731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,27),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,28),-0.0227206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,29),0.039057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,23),-0.0194483 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0223487 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,25),-0.0249222 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,26),0.00115496 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,27),-0.0218284 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,29),0.0434033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0171712 # DEPENDENCYPART_GRANDSIBL
