# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(12,13),(13,13),(13,12),0.118121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.172652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.12658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,10),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.134047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,1),(13,-1),-0.125158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.103312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.113249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.112474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.112474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.12698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,7),0.112474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.112474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.106218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,11),0.119094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,14),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,15),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,19),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,20),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,24),-0.131847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,29),-0.0601475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.118911 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.113407 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.113409 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.118854 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,7),0.113409 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.113409 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,9),0.117956 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,11),0.118922 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,14),-0.125994 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,19),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,20),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,24),-0.12604 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,28),-0.125117 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,29),-0.130236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.118708 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,5),0.118708 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.115487 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,7),0.118708 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.118708 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,9),0.122617 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,11),0.115678 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,15),-0.125219 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,24),-0.124912 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,29),-0.136124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,5),0.115791 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,6),0.117413 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,7),0.115791 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,8),0.115789 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,9),0.118405 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,11),0.117663 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,24),-0.125161 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,28),-0.124966 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,29),-0.154442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.117413 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,7),0.115791 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,8),0.115789 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,9),0.118405 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,11),0.117663 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,24),-0.125161 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,28),-0.124966 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,29),-0.154435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,7),0.118697 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,8),0.118697 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,9),0.122592 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,11),0.115158 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,15),-0.125219 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,24),-0.124912 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,29),-0.123964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,8),0.115789 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,9),0.118405 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,11),0.117663 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,24),-0.125161 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,28),-0.124966 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,29),-0.154435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,9),0.118405 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,11),0.117663 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,24),-0.125161 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,28),-0.124966 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,29),-0.154443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,11),0.118972 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,15),-0.124953 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,24),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,29),-0.1399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,11),(1,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,15),-0.125219 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,24),-0.124912 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,11),(1,29),-0.131267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,14),(1,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,24),-0.125161 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,28),-0.124966 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,29),-0.154435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,15),(1,19),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,20),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,24),-0.12604 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,28),-0.125117 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,29),-0.130236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,19),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,19),(1,24),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,19),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,19),(1,29),-0.139902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,20),(1,24),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,20),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,20),(1,29),-0.1399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,24),(1,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,24),(1,29),-0.130387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,28),(1,29),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.0756656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,11),0.11318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.115278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,14),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,17),-0.1276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,19),-0.125267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,21),-0.12611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,29),-0.0371831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.119069 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,11),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,21),-0.125084 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,29),-0.138921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,19),-0.125367 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,29),-0.127175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,13),(10,14),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,17),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,29),-0.127697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,14),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,29),-0.12847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,15),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,19),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,29),-0.0950097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,17),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,17),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,17),(10,29),-0.128469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,19),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,19),(10,29),-0.13066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,21),(10,29),-0.139325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),-0.0581022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,7),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,6),-0.0518033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,3),-0.0509915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,2),-0.0203115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,1),-0.0534176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.0048453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,7),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,6),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,5),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,3),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,2),-0.0421271 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,1),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),-0.060804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,7),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,6),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,5),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,3),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,2),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,1),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),-0.054331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,7),(10,6),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,5),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,3),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,2),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,1),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,7),(10,-1),-0.054331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,6),(10,5),-0.0425485 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,3),-0.0420569 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,2),-0.0425894 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,1),-0.0425485 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,-1),-0.0477939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,3),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,2),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,1),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,-1),-0.054331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,3),(10,2),-0.0424398 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,3),(10,1),-0.0425466 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,3),(10,-1),-0.0472866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,2),(10,1),-0.0421491 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,2),(10,-1),-0.0141106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,1),(10,-1),-0.0543318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,29),-0.0859041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,13),(12,29),-0.12529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,-1),-0.00315286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,18),-0.0357294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0588112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0588112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.0462447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0271102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.0394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,26),-0.0409782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,28),-0.0431687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,29),-0.0805464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0426322 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0426322 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0420319 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0420319 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,26),-0.0420741 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,29),-0.0205784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.042244 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0422317 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,26),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,28),-0.0420906 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,29),-0.0418012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.042244 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.0422317 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,26),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,28),-0.0420906 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,29),-0.0418012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,23),-0.0425338 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0416725 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,26),-0.0420401 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,28),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,29),-0.0506284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0394494 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,26),-0.0434144 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,29),-0.0482768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,26),-0.0420362 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,28),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,29),-0.0459724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,26),(17,28),0.112702 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,29),-0.0409748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,28),(17,29),-0.0432854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.0811484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,13),0.0997202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.0647882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,14),0.118907 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,13),0.119141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.140577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,13),0.122395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,-1),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,13),(17,12),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,-1),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,12),(17,-1),-0.132065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,8),0.16146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,9),0.12548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
