# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(4,10),(10,11),-0.104916 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.440277 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.366839 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.131146 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0736036 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.698716 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.850875 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.349448 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.239726 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.494078 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.456918 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.153602 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.287643 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.0877016 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.366839 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.698716 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.360727 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.408616 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.494078 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.456918 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.303761 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.153602 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.257146 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.364441 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.287643 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.0877016 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.492708 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),0.0951293 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-0.605249 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.351802 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.479814 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.416143 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-1.04556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.0985848 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.217625 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.197536 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.699691 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.868309 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.311266 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.521164 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.395366 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.506048 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.373585 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.0930142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.358533 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.417728 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.438461 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-1.29618 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.235988 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.584979 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),0.0347955 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.222293 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-1.07341 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.827431 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.829621 # DEPENDENCYPART_GRANDPAR
(4,17),(17,31),-0.351943 # DEPENDENCYPART_GRANDPAR
(4,17),(17,33),-1.26426 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.509923 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.435771 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.882218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,7),-0.129425 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.618416 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.185308 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.269408 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.425606 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.558555 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.376519 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.0596028 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.233652 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.259662 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-1.16177 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.1166 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.490013 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.149788 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.149486 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-1.08955 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.791967 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),-0.798358 # DEPENDENCYPART_GRANDPAR
(4,19),(19,30),-0.863276 # DEPENDENCYPART_GRANDPAR
(4,19),(19,33),-1.06537 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.485913 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.42851 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.579014 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.538248 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.420239 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.0634622 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.34443 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.419061 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.517209 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.773528 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.457835 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.0514432 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.289506 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-1.16106 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.861488 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-0.942683 # DEPENDENCYPART_GRANDPAR
(4,22),(22,31),-0.422047 # DEPENDENCYPART_GRANDPAR
(4,22),(22,33),-1.28442 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),-0.296976 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.509621 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.989009 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),0.329746 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.0333359 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.811389 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.701187 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),-0.780655 # DEPENDENCYPART_GRANDPAR
(4,23),(23,30),-0.816404 # DEPENDENCYPART_GRANDPAR
(4,23),(23,31),0.026233 # DEPENDENCYPART_GRANDPAR
(4,23),(23,32),-0.728445 # DEPENDENCYPART_GRANDPAR
(4,23),(23,33),-0.974198 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-0.300871 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.451847 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.907365 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.528146 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),0.138701 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-0.757493 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.516432 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-0.519269 # DEPENDENCYPART_GRANDPAR
(4,24),(24,29),-0.63413 # DEPENDENCYPART_GRANDPAR
(4,24),(24,30),-0.533289 # DEPENDENCYPART_GRANDPAR
(4,24),(24,31),0.0616525 # DEPENDENCYPART_GRANDPAR
(4,24),(24,32),-0.675235 # DEPENDENCYPART_GRANDPAR
(4,24),(24,33),-0.960211 # DEPENDENCYPART_GRANDPAR
(4,33),(33,32),-0.947431 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.139171 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.150981 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.155327 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.0285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.40016 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.559115 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.51165 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.310569 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.434995 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.983814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0180781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.312601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.633466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.694134 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.4495 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.825332 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.33681 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.893107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.504346 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.53626 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.607203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.783311 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.638376 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.554114 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.06388 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.89631 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-1.69714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.37986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.476407 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.113736 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.184751 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.920931 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.229425 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.272816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.16165 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.32893 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.260242 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),0.0447432 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),0.115008 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.197539 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),0.197681 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.0287498 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.378723 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),0.0727341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.408218 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.305707 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.424584 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.779276 # DEPENDENCYPART_GRANDPAR
(5,6),(6,33),-1.13307 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.436691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.882909 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0756575 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.203516 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-1.20958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.463418 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.158976 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.531192 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.09345 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.547565 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.119375 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.106591 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.382473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.14259 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.114121 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.619021 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.485033 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0663109 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.240313 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-1.26472 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.373015 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.44079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.262706 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.161676 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.380551 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.644757 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.317691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.182834 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-1.34379 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.435695 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.196689 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.50347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0779915 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.809722 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.855301 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.900193 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.188256 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.204628 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.208362 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.276137 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.104954 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.4712 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.314792 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),0.0415403 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.163002 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.205487 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.533843 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.0548757 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.644643 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.489475 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.485304 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-1.18415 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.748795 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.582187 # DEPENDENCYPART_GRANDPAR
(5,19),(19,30),-0.88994 # DEPENDENCYPART_GRANDPAR
(5,19),(19,33),-1.33053 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.297826 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.116615 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0576775 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.321473 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),0.131629 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.0368833 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.32548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.712 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.915129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.536307 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0237613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.895673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.126031 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.306674 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.196581 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0695145 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.235213 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.0651771 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),0.13623 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.0482617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),0.0601915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),0.0462258 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.304551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),0.114452 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.609151 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0507573 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-1.01144 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.185906 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.136705 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.106488 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.0901638 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.00386115 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.743022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.827243 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.598429 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-1.11273 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0627507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.291681 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.259861 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),0.0294061 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.320286 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.197962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.738169 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.670199 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.792207 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.414797 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.117373 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.832898 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.342259 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0468461 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0433481 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0520363 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.202072 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.0957761 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.222618 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.670199 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.117373 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.103325 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.137003 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0433481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0520363 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.157563 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.202072 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),0.157806 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.176144 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.0957761 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),0.222618 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.290638 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),0.0797799 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.130461 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.234807 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.143739 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.136292 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0380143 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.0699909 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0085547 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.04974 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.00503596 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.179044 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.77228 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.714325 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.768967 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.751154 # DEPENDENCYPART_GRANDPAR
(6,17),(17,7),0.675992 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.243975 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.173643 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.897789 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0496381 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.038707 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.272973 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.0552353 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.0751179 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.164786 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.00169628 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.0841335 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.133208 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.710962 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.0246152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),-0.417124 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.00490209 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.155412 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.17637 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.521922 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),-0.442738 # DEPENDENCYPART_GRANDPAR
(6,17),(17,31),-0.490918 # DEPENDENCYPART_GRANDPAR
(6,17),(17,33),-1.20393 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.81063 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-0.74232 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.800486 # DEPENDENCYPART_GRANDPAR
(6,19),(19,7),0.806485 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),-0.0325516 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.222515 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.100097 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.147045 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.292652 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0405915 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.081798 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.170964 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.0432099 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.622243 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),0.00219744 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.395103 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.00165901 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.253891 # DEPENDENCYPART_GRANDPAR
(6,19),(19,26),-0.298657 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.592516 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.509119 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-0.392715 # DEPENDENCYPART_GRANDPAR
(6,19),(19,33),-1.09903 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.390588 # DEPENDENCYPART_GRANDPAR
(6,22),(22,2),-0.766417 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.715202 # DEPENDENCYPART_GRANDPAR
(6,22),(22,12),-0.0108955 # DEPENDENCYPART_GRANDPAR
(6,22),(22,14),0.0259496 # DEPENDENCYPART_GRANDPAR
(6,22),(22,15),-0.0954205 # DEPENDENCYPART_GRANDPAR
(6,22),(22,16),0.206813 # DEPENDENCYPART_GRANDPAR
(6,22),(22,18),0.0511869 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.00795312 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.257378 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.285067 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.240029 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.0217276 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.160634 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.188448 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.462538 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.466578 # DEPENDENCYPART_GRANDPAR
(6,22),(22,31),-0.486345 # DEPENDENCYPART_GRANDPAR
(6,22),(22,33),-1.16349 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.614671 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.213046 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.491237 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),0.0879336 # DEPENDENCYPART_GRANDPAR
