# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(19,21),(21,21),(21,-1),-0.162588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,-1),-0.144986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,26),-0.0561929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,-1),-0.181414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,24),(24,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,26),0.0771888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,25),(24,26),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,23),0.139439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,22),0.105826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,21),0.122853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,20),0.0971481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,19),0.0968786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,18),-0.147445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,17),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,16),-0.145244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,15),-0.145741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,13),-0.148321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,11),-0.145783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,8),-0.145741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,7),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,6),-0.145244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,3),-0.145741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,-1),-0.254122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,23),(24,22),0.109503 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,21),0.106185 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,20),0.108516 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,19),0.108516 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,18),-0.145184 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,15),-0.14481 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,14),-0.144742 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,13),-0.144705 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,8),-0.14481 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,3),-0.14481 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,23),(24,-1),-0.151932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,22),(24,21),0.102986 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,22),(24,-1),-0.147317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,21),(24,20),0.108056 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,19),0.107967 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,18),-0.14572 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,17),-0.144714 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,16),-0.144714 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,15),-0.145777 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,13),-0.145001 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,8),-0.145777 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,-1),-0.1338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,20),(24,19),0.10775 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,18),-0.144703 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,-1),-0.168643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,19),(24,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,-1),-0.169078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,18),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,18),(24,-1),-0.0574608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,17),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,17),(24,-1),-0.168639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,16),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,-1),-0.168802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,15),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,15),(24,-1),-0.152886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,14),(24,13),-0.145001 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,8),-0.145777 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,14),(24,-1),-0.1338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,13),(24,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,13),(24,-1),-0.165192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,11),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,11),(24,-1),-0.151474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,8),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,8),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,8),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,8),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,8),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,8),(24,-1),-0.152886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,7),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,7),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,7),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,7),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,7),(24,-1),-0.169502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,6),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,6),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,6),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,6),(24,-1),-0.168802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,5),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,5),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,5),(24,-1),-0.14503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,3),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,3),(24,-1),-0.152886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,1),(24,-1),-0.146964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,13),(13,14),0.0818375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,15),0.13618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,16),0.108226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,17),0.108238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,19),0.107725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,20),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,26),-0.199554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,14),(13,15),0.110758 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,16),0.107599 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,17),0.107599 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,19),0.107599 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,20),-0.145895 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,14),(13,26),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,15),(13,16),0.109481 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,17),0.109481 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,19),0.109481 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,15),(13,26),-0.129079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,16),(13,17),0.109384 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,19),0.109384 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,16),(13,26),-0.154508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,17),(13,19),0.109384 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,17),(13,26),-0.154496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,19),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,19),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,19),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,19),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,19),(13,26),-0.15485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,20),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,20),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,20),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,20),(13,26),-0.154496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,21),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,21),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,21),(13,26),-0.155298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,22),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,22),(13,26),-0.146415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,25),(13,26),-0.144702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,13),(13,12),-0.0256493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,11),-0.0124349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,10),0.0219965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,9),-0.019442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,7),-0.0168278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,3),-0.00985322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,13),(13,13),(13,-1),-0.0498077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,13),(13,12),(13,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,12),(13,-1),-0.0246578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,11),(13,10),-0.0360655 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,11),(13,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,11),(13,7),-0.0198116 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,11),(13,3),-0.0196663 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,11),(13,-1),0.0098885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,10),(13,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,10),(13,7),-0.00891049 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,10),(13,3),-0.0194653 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,10),(13,-1),-0.0308858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,9),(13,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,9),(13,-1),-0.0207834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,7),(13,3),-0.0196643 # DEPENDENCYPART_GRANDSIBL
(20,13),(13,7),(13,-1),-0.00120241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,13),(13,3),(13,-1),-0.00317265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.0980738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.0981435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,18),0.107102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,19),0.0978634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,24),-0.14574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,26),-0.24558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.10775 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,18),0.108148 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,19),0.10775 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,21),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,26),-0.167499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,18),0.108148 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,19),0.10775 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,21),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,26),-0.167337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
