# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(7,18),(18,15),(18,7),0.108434 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,15),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,15),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,15),(18,3),-0.144865 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,15),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,15),(18,-1),-0.17038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,14),(18,13),0.106822 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,12),0.109509 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,11),0.114811 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,10),0.109168 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,9),0.110628 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,8),0.10869 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,7),0.10869 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,14),(18,-1),-0.161469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,13),(18,12),0.107773 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,11),0.10904 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,9),0.0888809 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,8),0.102613 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,7),0.102568 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,5),-0.147192 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,3),-0.144943 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,13),(18,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,12),(18,11),0.108621 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,10),0.109341 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,9),0.111919 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,8),0.109268 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,7),0.109278 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,12),(18,-1),-0.135385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,11),(18,10),0.111392 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,9),0.112542 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,8),0.108187 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,7),0.108434 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,3),-0.144865 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,11),(18,-1),-0.17038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,10),(18,9),0.109463 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,10),(18,-1),-0.114512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,9),(18,8),0.103807 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,7),0.105262 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,6),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,5),-0.146678 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,9),(18,-1),-0.133275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,8),(18,7),0.10869 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,8),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,8),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,8),(18,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,8),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,8),(18,-1),-0.160616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,7),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,7),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,7),(18,3),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,7),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,7),(18,-1),-0.159117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,18),(18,6),(18,5),-0.146678 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,6),(18,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,6),(18,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,6),(18,-1),-0.13327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,5),(18,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,5),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,5),(18,-1),-0.160616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,3),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,18),(18,3),(18,-1),-0.135385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,2),(18,-1),-0.133268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,21),(21,22),-0.0206283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,24),-0.0202036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,25),-0.0138387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,28),-0.0138387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,30),0.0169149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,22),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,22),(21,25),-0.0195806 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,22),(21,28),-0.0195806 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,22),(21,30),-0.0220242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,24),(21,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,24),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,24),(21,30),-0.0239999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,25),(21,28),-0.0195802 # DEPENDENCYPART_GRANDSIBL
(7,21),(21,25),(21,30),-0.00797662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,28),(21,30),-0.00797662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,21),(21,20),0.108248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,21),(21,21),(21,-1),-0.11839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,20),(21,-1),-0.14549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.143173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.152087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,9),-0.150312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,12),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,18),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,19),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,22),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,30),-0.175656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.145166 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,9),-0.144708 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,12),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,13),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,19),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,20),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,30),-0.126755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,9),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,12),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,13),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,19),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,20),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,22),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,30),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,9),(6,12),-0.144715 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,13),-0.144852 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,18),-0.144715 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,20),-0.144852 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,22),-0.144715 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,30),-0.135079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,12),(6,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,30),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,13),(6,18),-0.145091 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,19),-0.145091 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,22),-0.145091 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,13),(6,30),-0.152896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,18),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,18),(6,30),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,19),(6,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,19),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,19),(6,30),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,20),(6,22),-0.145091 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,20),(6,30),-0.152896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,22),(6,30),-0.0744513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),-0.0491062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,4),0.0508798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,2),-0.12904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,1),-0.129083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),0.132783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,4),-0.0188381 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,2),-0.0226503 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,1),-0.0226503 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),-0.0466276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,4),(6,2),-0.0151613 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,1),-0.0151613 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,-1),0.0935309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,2),(6,1),-0.031993 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,2),(6,-1),-0.0852357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,1),(6,-1),-0.0852365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.146099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,9),-0.165013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,12),-0.144784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,14),-0.146009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,18),-0.144784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,30),-0.0734167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,30),-0.15218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,30),-0.136027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,12),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,30),-0.146547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,30),-0.148111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,30),-0.154264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,17),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,17),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,17),(7,30),-0.154264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,18),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,18),(7,30),-0.146547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,21),(7,30),-0.145684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.085575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),-0.0113311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0335615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0279984 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0495299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,-1),-0.0131061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,12),-0.0464807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.038818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0659527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,16),0.0562254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,17),0.0490727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,18),-0.0447219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),-0.0428802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,20),-0.038818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,22),-0.0430824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,28),-0.125217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,29),-0.0449046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,30),0.128803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,12),(9,13),0.039458 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,14),-0.0286553 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,16),-0.0146914 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,17),-0.0146897 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,18),-0.0217123 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,19),-0.0217123 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,20),0.039458 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,22),-0.0217123 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,28),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,29),-0.0203657 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,30),-0.0231305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,14),0.0329126 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,16),0.0040372 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,17),0.00406001 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,18),0.0454059 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,19),0.0432515 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,20),-0.045185 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,22),0.0432586 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,28),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,29),-0.021676 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,30),-0.0100898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,16),-0.0193193 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,17),-0.0193193 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,18),0.016308 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,19),0.0140968 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,20),0.0168747 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,22),0.0140968 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,28),-0.0270463 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,29),-0.0221348 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,30),-0.0488945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,16),(9,17),-0.0203559 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,18),-0.0240244 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,19),-0.0240287 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,20),-0.0261448 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,22),-0.0240244 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,28),-0.0151613 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,30),0.0984948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,17),(9,18),-0.0240259 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,19),-0.0240302 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,20),-0.0261448 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,22),-0.0240259 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,28),-0.0157485 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,17),(9,30),0.0923235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,18),(9,19),-0.0217149 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,20),0.0360366 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,22),-0.0217149 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,28),-0.0210444 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,29),-0.0203657 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,30),-0.0140639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,19),(9,20),0.0394297 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,22),-0.0217123 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,28),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,29),-0.0203657 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,30),-0.0172685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,20),(9,22),0.0432586 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,28),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,29),-0.021676 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,20),(9,30),-0.0100898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,22),(9,28),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,22),(9,29),-0.0203657 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,22),(9,30),-0.0174782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,28),(9,29),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,28),(9,30),-0.0814125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,29),(9,30),-0.0416307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.135982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
