# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(0,3),(3,16),-0.399715 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.482645 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.275324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.40057 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.932585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.727532 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.596685 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.340602 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.638165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.319815 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.167891 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.811254 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.20922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.074475 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.449416 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.364116 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.365446 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.130959 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.606744 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.35814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.332791 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.501143 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.849579 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.515208 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.463097 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.710086 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-1.47688 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.09974 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0620718 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.078194 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.287181 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.775729 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.544653 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.503263 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.505422 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-1.38846 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-1.03609 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.554174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.611311 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.764964 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.31343 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.329739 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.481352 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.370551 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.160436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.590602 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.15053 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.643863 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.614355 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-1.50252 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.438501 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.145706 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.323051 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.404209 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.272725 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-1.0811 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.81449 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.781942 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.748327 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.399847 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.952015 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.955134 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-1.24971 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.550077 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.932585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.135869 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.43578 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.147407 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.519213 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.478896 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.167891 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-1.0899 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.811254 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.771903 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.738288 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.332573 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.945095 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-1.24153 # DEPENDENCYPART_GRANDPAR
(1,11),(11,2),-0.217335 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.582815 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.671636 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-1.11602 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.692093 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.673691 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.52713 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.527759 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.362095 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.68713 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.661069 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-1.50595 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.412196 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-1.2577 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.906941 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.300528 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.31192 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.57175 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.787329 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.805439 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-1.32338 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.67862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.969293 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.04817 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.907694 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.39662 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.21494 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.04984 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.33909 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.71204 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.22545 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.912982 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.07904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.671578 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.353752 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.309457 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.206387 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.604019 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.451702 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.250359 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.716942 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.948804 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.493834 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.798729 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.678665 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-1.45196 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.05817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.891124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.264429 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.053688 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.309307 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.744412 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.608106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.392238 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.69243 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-1.07413 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-1.10521 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.500213 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.918041 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.700955 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-1.25988 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.249329 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.511068 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.506001 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.110443 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.835045 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.897231 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.63454 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.989307 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-1.49793 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.354868 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.192919 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.387402 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.293025 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.503109 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.758023 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.884504 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.763036 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.705007 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.727179 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.994659 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.901767 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-1.20703 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.458857 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.21312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,9),-0.639644 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.584334 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.789862 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.832139 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.826103 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.532069 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.508284 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.737432 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.75362 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.631547 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.49005 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.44631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.78714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.397083 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.143132 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.684918 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.93949 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.836118 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.74341 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.903031 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.835308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.590195 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.78714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.397063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.143021 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.685155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.939489 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.743404 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.903031 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.257425 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.406726 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.122216 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.125345 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.51264 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.267307 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.393691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.126947 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0591837 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0274692 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.235671 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0956419 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.153372 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-1.12046 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.0412 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.310491 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.897885 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.479103 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.149375 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0358149 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.126314 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.119056 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.161289 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.326597 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0898562 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.0902581 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.14955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.079813 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.994361 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.327095 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.154164 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.194433 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.0415706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.398631 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.258556 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.148964 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.0837698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-1.22714 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.4555 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.319442 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0319522 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.171089 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.218033 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.15134 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.004506 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0813772 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.155337 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.0817292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.247847 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.147473 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-1.03957 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.311443 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.128019 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.397538 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.454451 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.313014 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.26359 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.119041 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.196467 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.138403 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0165741 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.0780125 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.151972 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.0930452 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.144108 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-1.03949 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.216288 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.421887 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.477599 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.392093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0872293 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.878147 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.20194 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.357484 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.256695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.404965 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.274405 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-1.10293 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.0432541 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.134344 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.161421 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.829305 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.00792018 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.163125 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.209018 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.128817 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-1.01207 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.490529 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.334939 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-1.01916 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0380846 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.12994 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.871496 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.0142204 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.100294 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.174434 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-1.04076 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.41141 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.274406 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.424305 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.67061 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.829444 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.925732 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.725004 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.10179 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.96951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.22468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0836227 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0364142 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.208632 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.210131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.368152 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.195445 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.386191 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0950488 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-1.29347 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0965735 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.23333 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.349349 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.350448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.260101 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.538952 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.518145 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.128081 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-1.32346 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.290371 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.485353 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.552003 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.858763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-1.00701 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.15447 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.880969 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.19018 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.516759 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.44421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.868729 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.17741 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.21655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.30752 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.942629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.529971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.392154 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.675206 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.634513 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.516029 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.726087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.710916 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.719693 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.67964 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.576861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.955981 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.0581281 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.259313 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.510387 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.458814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.498386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.653157 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.441586 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.591531 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.987825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0173121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.269715 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.415047 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.517103 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.26151 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.39253 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.450757 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.456421 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.578693 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.397379 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.834155 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.427699 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.857837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.644048 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.06112 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.10049 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.0148702 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.277421 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.20126 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.437501 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.246609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.388342 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.447343 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.458473 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.580745 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.393095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.42975 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.863149 # DEPENDENCYPART_GRANDPAR
