# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(6,14),(14,12),(14,6),0.119222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.11147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,10),0.136538 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,9),0.136578 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,8),0.129462 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,7),0.113546 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,6),0.117684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,11),(14,5),-0.12511 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,2),-0.125031 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,1),-0.124892 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,11),(14,-1),-0.0990093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,9),0.136176 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,8),0.0670335 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,7),0.132894 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,6),0.115283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,10),(14,5),-0.127185 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,2),-0.125445 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,1),-0.126041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,10),(14,-1),-0.114313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,8),0.0666689 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,7),0.132885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,6),0.114138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,9),(14,5),-0.127185 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,2),-0.125445 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,1),-0.126041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,9),(14,-1),-0.126698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,7),0.1161 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,6),0.131001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,8),(14,5),-0.124955 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,1),-0.125422 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,8),(14,-1),-0.14086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,6),0.118864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,7),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,2),-0.12536 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,7),(14,-1),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,6),(14,5),-0.124943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,1),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,6),(14,-1),-0.105329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,5),(14,2),-0.125445 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,1),-0.126041 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,5),(14,-1),-0.116498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,2),(14,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,2),(14,-1),-0.11147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,1),(14,-1),-0.105329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,2),0.119154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,3),0.131646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,4),0.131646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,5),0.131636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,6),0.118304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,7),-0.125077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,1),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,1),(1,25),-0.181256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,2),(1,3),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,6),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,2),(1,25),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,3),(1,4),0.119158 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,5),0.119158 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,6),0.119161 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,3),(1,25),-0.113777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,4),(1,5),0.119158 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,6),0.119161 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,25),-0.113777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,5),(1,6),0.119161 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,5),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,25),-0.113787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,6),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,6),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,25),-0.125756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,7),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,25),-0.138386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,8),(1,25),-0.129463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,-1),-0.137288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,4),(4,5),0.0898891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,6),0.112594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,7),-0.129096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,4),(4,8),-0.12498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,10),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,11),-0.126122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,24),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,25),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,5),(4,6),0.119162 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,5),(4,8),-0.125234 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,10),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,5),(4,25),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,6),(4,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,6),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,6),(4,25),-0.132804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,7),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,11),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,7),(4,25),-0.0790042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,8),(4,10),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,11),-0.124923 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,8),(4,25),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,10),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,10),(4,25),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,11),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,11),(4,25),-0.127569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,24),(4,25),-0.124892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,3),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,2),-0.0460197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,4),(4,4),(4,-1),0.00858195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,3),(4,2),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(7,4),(4,3),(4,-1),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,2),(4,-1),-0.046068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,5),(5,6),0.112594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,7),-0.129096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,8),-0.12498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,9),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,10),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,11),-0.126122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,14),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,16),-0.126122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,18),-0.125744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,21),-0.12498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,24),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,25),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,6),(5,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,6),(5,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,9),-0.12489 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,14),-0.12489 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,25),-0.132804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,7),(5,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,11),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,16),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,25),-0.0790042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,8),(5,9),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,10),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,11),-0.124923 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,14),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,16),-0.124923 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,8),(5,25),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,9),(5,10),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,14),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,21),-0.125234 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,25),-0.119277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,10),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,14),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,21),-0.125234 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,25),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,11),(5,14),-0.124914 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,21),-0.125079 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,11),(5,25),-0.127569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,14),(5,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,21),-0.125234 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,14),(5,25),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,15),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,15),(5,25),-0.125755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,16),(5,18),-0.124887 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,21),-0.125079 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,16),(5,25),-0.127569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,18),(5,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,18),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,18),(5,25),-0.132583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,21),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,21),(5,25),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,24),(5,25),-0.124892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,5),(5,4),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,3),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,2),-0.0460197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,1),-0.0764203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,-1),0.00858195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,4),(5,3),-0.0389449 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,2),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,1),-0.042009 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,-1),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,3),(5,2),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,1),-0.042009 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,-1),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,2),(5,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,2),(5,-1),-0.046068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,1),(5,-1),-0.0765633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.125077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.125898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.125898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.126058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,14),-0.125898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,25),-0.181256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,25),-0.138386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,25),-0.129463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,25),-0.113777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,10),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,25),-0.113777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,25),-0.128167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,14),(6,25),-0.113777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),0.0262557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,1),-0.0452387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),-0.137288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,1),-0.0367673 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),0.00836703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,1),(6,-1),-0.0325355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,25),-0.00617897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),-0.0898253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,1),(8,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,10),-0.032965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,14),-0.032965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,18),-0.0774333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,25),0.00858048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,14),-0.0389449 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,18),-0.042009 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,25),-0.0341129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,14),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0421461 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,25),-0.0728281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,14),(9,16),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,18),-0.042009 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,25),-0.0341129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,25),-0.0728281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
