# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(16,20),(20,21),(20,23),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,26),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),0.00226945 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),0.00226945 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,26),-0.0309995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.00276988 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,23),(20,26),0.0137774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,24),(20,26),0.0138918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.0228049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.171995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,17),0.146567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.226858 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.0924885 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,17),0.13178 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.110185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,17),0.116544 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.0393145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,17),(20,-1),-0.111209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.0227605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,26),-0.0565209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,26),-0.0778188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,20),0.161057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,19),0.160789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.229294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,20),(22,19),0.107518 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,-1),-0.0410602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,19),(22,-1),-0.0413284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,24),(24,25),0.00600435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,26),0.00503745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,25),(24,26),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,24),(24,23),0.0230952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,22),0.122249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,20),0.0229551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,19),0.0228049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,18),0.171995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,16),0.138961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,14),-0.144904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,-1),-0.224688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,23),(24,22),0.115427 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,20),0.112399 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,19),0.111326 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,18),0.0923649 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,16),0.131446 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,14),-0.160051 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,-1),-0.112118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,22),(24,20),0.0716172 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,19),0.0709941 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,18),0.111487 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,16),0.103781 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,14),-0.14489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,-1),-0.0960484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,20),(24,19),0.111326 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,18),0.0924885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,16),0.131447 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,14),-0.160051 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,-1),-0.109614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,19),(24,18),0.0924885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,16),0.131447 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,14),-0.160051 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,-1),-0.110185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,18),(24,16),0.114907 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,14),-0.149829 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,-1),-0.0393145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,16),(24,14),-0.161831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,-1),-0.117167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,14),(24,-1),-0.147536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,26),0.0122626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,25),(25,24),0.0732918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,-1),0.0392962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,24),(25,-1),-0.177568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,9),(9,10),0.0469309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,11),0.131344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,12),0.181497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,13),0.0214169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,14),0.0469309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,16),0.124472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,17),-0.125788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,18),-0.0756965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,22),-0.155976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,24),-0.0538676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,26),-0.180529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,9),(9,10),(9,11),0.119361 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,12),0.0725091 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,13),0.186912 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,14),0.0803817 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,16),0.127439 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,18),-0.15006 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,22),-0.146718 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,24),-0.161188 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,25),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,10),(9,26),-0.139744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,11),(9,12),0.0929526 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,13),0.112756 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,14),0.158803 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,16),0.112996 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,18),-0.146642 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,22),-0.144892 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,24),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,25),-0.144708 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,11),(9,26),-0.139165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,12),(9,13),0.12278 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,14),0.0850137 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,16),0.120509 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,17),-0.144828 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,18),-0.145994 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,22),-0.146357 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,24),-0.146059 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,25),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,12),(9,26),-0.0503767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,13),(9,14),0.139955 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,16),0.12973 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,17),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,18),-0.141977 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,22),-0.145686 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,24),-0.139044 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,25),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,13),(9,26),-0.115481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,14),(9,16),0.127439 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,17),-0.159637 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,18),-0.15006 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,22),-0.146718 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,24),-0.161188 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,25),-0.144938 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,14),(9,26),-0.139744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,16),(9,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,16),(9,18),-0.146882 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,16),(9,22),-0.144892 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,16),(9,24),-0.142192 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,16),(9,25),-0.144708 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,16),(9,26),-0.144387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,17),(9,18),-0.146642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,17),(9,22),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,17),(9,24),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,17),(9,25),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,17),(9,26),-0.13843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,9),(9,18),(9,22),-0.146327 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,18),(9,24),-0.145621 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,18),(9,25),-0.144742 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,18),(9,26),-0.0484178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,22),(9,24),-0.14492 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,22),(9,26),-0.0900585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,24),(9,25),-0.144958 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,24),(9,26),-0.115479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,25),(9,26),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,9),(9,8),-0.00674264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,7),-0.00520411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,6),-0.0827048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,5),-0.118021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,3),-0.0339254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,1),-0.0859552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,9),(9,9),(9,-1),0.0779662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,9),(9,8),(9,7),-0.0251258 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,6),-0.0206434 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,5),-0.00242663 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,3),-0.0179071 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,1),0.00649315 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,8),(9,-1),-0.00053844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,7),(9,6),-0.0204994 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,5),-0.00418896 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,3),-0.017874 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,1),0.00473082 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,7),(9,-1),0.00432506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,6),(9,5),-0.0339911 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,3),-0.0206824 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,1),-0.033875 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,6),(9,-1),-0.0549479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,5),(9,3),-0.0203808 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,1),-0.0157027 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,5),(9,-1),-0.00856519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,3),(9,1),-0.000544924 # DEPENDENCYPART_GRANDSIBL
(17,9),(9,3),(9,-1),-0.0302257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,9),(9,1),(9,-1),0.0439789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.115357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.103127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,16),0.132578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,24),-0.184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,26),0.0443944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.116723 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,16),0.107998 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,24),-0.144713 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,26),-0.162696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,16),0.108261 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,24),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,26),-0.154153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,16),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,16),(12,26),-0.108256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,24),(12,26),-0.168603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,11),0.015885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,10),-0.0367452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,9),0.0399544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,-1),-0.065228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,11),(12,10),0.00676649 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,9),-0.0236227 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,11),(12,-1),-0.0586243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,10),(12,9),-0.0248487 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,10),(12,-1),0.0391957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,9),(12,-1),0.087602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,26),-0.112768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,-1),0.0296337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,26),-0.0795297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,-1),0.106739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,17),-0.135792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,18),-0.0165593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,20),-0.192098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,22),-0.160747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,24),-0.192098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,26),-0.273478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,17),(16,18),-0.152079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,20),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,22),-0.145245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,24),-0.145205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,25),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,17),(16,26),-0.133938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,18),(16,20),-0.145338 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,22),-0.144857 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,24),-0.145338 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,18),(16,26),-0.145378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,20),(16,22),-0.145005 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,20),(16,24),-0.149532 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,20),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,20),(16,26),-0.17452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,22),(16,24),-0.145006 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,22),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,22),(16,26),-0.126507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,24),(16,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,24),(16,26),-0.17452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,25),(16,26),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,15),-0.0508459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,14),-0.106708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,13),0.0346186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,12),-0.0624239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,11),-0.0630543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,9),0.0371908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,6),0.00124145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,5),-0.0416694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,4),0.0881229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,3),-0.0630164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,2),0.0376925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),0.0708284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,15),(16,14),-0.0279349 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,13),-0.0210476 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,12),-0.0236695 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,11),-0.021696 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,9),-0.0210476 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,5),-0.0194859 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,4),-0.0194869 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,3),-0.021696 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,2),-0.0210476 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,15),(16,-1),-0.0577215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,14),(16,13),-0.0543607 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,12),-0.00237425 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,11),0.0436628 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,9),-0.0543607 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,6),-0.0211902 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,5),-0.0196342 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,4),-0.000326346 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,3),0.0438888 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,2),-0.0543607 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,14),(16,-1),0.101681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,13),(16,12),-0.0348288 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,11),-0.0567945 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,9),-0.00545997 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,6),-0.0287035 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,5),-0.0217481 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,4),-0.0230809 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,3),-0.0567945 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,2),-0.00545997 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,13),(16,-1),-0.0327814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,12),(16,11),-0.0339623 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,9),-0.0017468 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,6),-0.0127116 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,5),-0.0159262 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,4),-0.0525096 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,3),-0.0340454 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,2),-0.0017468 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,12),(16,-1),0.0273354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,11),(16,9),-0.030422 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,6),-0.0204956 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,5),-0.0202857 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,4),-0.022185 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,3),0.00439859 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,2),-0.030422 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,11),(16,-1),-0.0428673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,9),(16,6),-0.0288292 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,5),-0.0217481 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,4),-0.0242353 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,3),-0.0573882 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,2),-0.00546375 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,9),(16,-1),-0.0297309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,6),(16,5),-0.0194478 # DEPENDENCYPART_GRANDSIBL
