# _root_ The approval also ends any hope that Banque Nationale de Paris , another state-sector bank , might have had about taking Credit Lyonnais 's place in the accord .
#goldHeads=2,4,4,0,6,4,19,11,11,11,17,11,15,15,11,11,6,17,18,19,20,23,25,23,21,25,28,26,4,
#predictedHeads=2,4,4,0,6,4,17,9,17,9,10,9,15,15,9,9,6,17,18,19,20,23,25,23,21,21,28,26,4,
(18,9),(9,11),(9,15),0.103659 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,16),0.133041 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,17),0.108836 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,19),-0.145068 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,30),-0.110641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,15),0.177767 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,16),0.0803817 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,17),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,19),-0.160772 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,30),-0.144035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,15),(9,16),0.132577 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,17),0.108836 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,19),-0.145069 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,30),-0.0983143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,16),(9,17),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,16),(9,19),-0.160772 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,16),(9,30),-0.144035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,17),(9,19),-0.144763 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,17),(9,30),-0.177038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,19),(9,30),-0.14978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,9),(9,8),0.0128993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,7),-0.0470443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,6),0.0108542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,5),-0.092816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,2),0.0128984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,1),-0.0995898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,-1),0.0539319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,8),(9,7),-0.0337633 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,6),-0.0187125 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,5),-0.000920955 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,2),-0.0187125 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,1),0.0233177 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,-1),-0.0275726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,7),(9,6),-0.0298324 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,5),-0.0239315 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,2),-0.0298307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,1),-0.0262022 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,-1),-0.0254187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,6),(9,5),-0.000920955 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,2),-0.0187125 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,1),0.0233177 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,-1),-0.0296242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,5),(9,2),-0.0357508 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,1),-0.0139115 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,-1),0.00505049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,2),(9,1),0.0233177 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,2),(9,-1),-0.0275781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,1),(9,-1),0.0403723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,10),(10,11),0.0917085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,12),0.100668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,15),0.0903378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,17),0.101392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,18),-0.138565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,30),0.0149489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,10),(10,11),(10,12),0.111622 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,11),(10,15),0.105194 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,11),(10,17),0.112921 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,11),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,11),(10,30),-0.181439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,12),(10,15),0.10171 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,12),(10,17),0.109537 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,12),(10,18),-0.145599 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,12),(10,30),-0.154894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,15),(10,17),0.112921 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,15),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,15),(10,30),-0.183213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,17),(10,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,17),(10,30),-0.152691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,18),(10,30),-0.106889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,10),(10,10),(10,7),-0.0115353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,6),0.027824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,10),(10,10),(10,-1),-0.0811098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,10),(10,7),(10,6),0.00925341 # DEPENDENCYPART_GRANDSIBL
(18,10),(10,7),(10,-1),-0.0471519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,6),(10,-1),0.0948979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,11),(11,12),0.0475723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,14),0.139956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,15),0.00701152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,16),0.0475723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,17),0.098521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,19),-0.120299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,20),-0.0611137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,25),-0.0475982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,30),-0.211053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,12),(11,14),0.131891 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,15),0.177767 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,16),0.0803817 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,17),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,19),-0.160772 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,20),-0.151353 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,25),-0.161054 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,30),-0.144035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,14),(11,15),0.0708976 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,16),0.14277 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,19),-0.144769 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,20),-0.145446 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,25),-0.14492 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,30),-0.0787832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,15),(11,16),0.132577 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,17),0.108836 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,19),-0.145069 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,20),-0.14228 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,25),-0.139454 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,30),-0.0983143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,16),(11,17),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,19),-0.160772 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,20),-0.151353 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,25),-0.161054 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,30),-0.144035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,17),(11,19),-0.144763 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,20),-0.144727 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,25),-0.144712 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,30),-0.177038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,19),(11,20),-0.147057 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,25),-0.142476 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,30),-0.149781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,20),(11,25),-0.145621 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,20),(11,30),-0.00750339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,25),(11,30),-0.112327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,11),(11,10),-0.0708242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,9),0.0128982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,8),0.0128982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,6),0.0108531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,-1),0.0539294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,10),(11,9),-0.0356826 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,8),-0.0356826 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,6),-0.0356891 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,-1),-0.0337528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,9),(11,8),-0.0187129 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,6),-0.0187129 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,-1),-0.0275737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,8),(11,6),-0.0187129 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,-1),-0.0275737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,6),(11,-1),-0.0296253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,30),-0.123537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,12),(12,-1),0.0189607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,16),0.0468231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,17),0.098521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,18),-0.123207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,19),-0.1203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,20),-0.06112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,21),-0.123206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),-0.0399778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,30),-0.214476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,17),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,18),-0.16051 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,19),-0.160772 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,20),-0.151353 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,21),-0.160163 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.161054 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,30),-0.141646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,18),-0.144742 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,19),-0.144763 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,20),-0.144727 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,21),-0.144742 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,25),-0.144712 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,30),-0.17704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,18),(15,19),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,20),-0.147066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,21),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,25),-0.142479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,30),-0.153249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,19),(15,20),-0.147057 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,21),-0.142049 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,25),-0.142476 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,30),-0.151672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,20),(15,21),-0.143818 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,25),-0.145621 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,30),-0.00875838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,25),-0.142476 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,30),-0.152559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,25),(15,30),-0.106939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),0.00927444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.0939542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),0.0581441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,11),0.0199673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,10),-0.0798237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,9),0.0199695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,8),0.0199695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),0.0436008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.00224488 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0267245 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,11),0.00255806 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,10),-0.0209556 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,9),0.00255806 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,8),0.00255806 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),-0.0131606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.0150905 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,11),-0.0359935 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,10),-0.0209976 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,9),-0.0359935 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,8),-0.0359935 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),0.0116653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,11),-0.052685 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,10),-0.0213943 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,9),-0.052685 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,8),-0.052685 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0671118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,11),(15,10),-0.0321876 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,9),-0.0165621 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,8),-0.0165621 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,11),(15,-1),-0.0255768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,10),(15,9),-0.0360265 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,8),-0.0360265 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,10),(15,-1),-0.0343668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,9),(15,8),-0.0165621 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,9),(15,-1),-0.0255767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,8),(15,-1),-0.0255767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,30),-0.123537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,-1),0.0189607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0607551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),-0.0569058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,23),0.0499122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),0.0491557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,26),-0.0697896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,29),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,30),0.0635725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.0307763 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,23),-0.0172109 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,25),-0.0176751 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,26),-0.0444091 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,29),-0.0303536 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,30),0.0421503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,21),(19,23),-0.0301943 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,25),-0.0302033 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,26),-0.0324623 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,29),0.000299525 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,30),-0.0303336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,23),(19,25),-0.00284184 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,23),(19,26),-0.00573986 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,23),(19,29),-0.0145907 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,23),(19,30),-0.0266915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,25),(19,26),-0.000736834 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,25),(19,29),-0.0145907 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,25),(19,30),-0.0363622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,26),(19,29),-0.0339938 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,26),(19,30),0.0225237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,29),(19,30),-0.0300974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,16),-0.144726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,15),-0.192145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,13),-0.138602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,11),-0.192145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,10),-0.0272366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,9),-0.192145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,7),0.0205081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,6),-0.192145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,2),-0.192145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.209274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,16),(19,15),-0.146784 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,13),-0.14471 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,11),-0.146784 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,10),-0.171213 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,9),-0.146784 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,7),-0.172173 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,6),-0.146784 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,2),-0.146784 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,-1),-0.106665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,15),(19,13),-0.144712 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,11),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,10),-0.193019 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,9),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,7),-0.203209 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,6),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,2),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,-1),-0.157242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,13),(19,11),-0.144767 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,10),-0.144771 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,9),-0.144767 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,7),-0.145035 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,6),-0.144767 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,2),-0.144767 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,-1),-0.123899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,11),(19,10),-0.192804 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,9),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,7),-0.202995 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,6),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,2),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,-1),-0.161825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,10),(19,9),-0.145418 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,7),-0.148291 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,6),-0.145418 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,2),-0.145418 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,-1),-0.134777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,9),(19,7),-0.202995 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,6),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,2),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,-1),-0.161825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,7),(19,6),-0.145418 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,7),(19,2),-0.145418 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,7),(19,-1),-0.0911931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,6),(19,2),-0.14797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,6),(19,-1),-0.160637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,2),(19,-1),-0.163654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,21),0.0360143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),0.0111155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),0.00762909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),0.0219667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
