# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(12,14),(14,9),(14,5),-0.126059 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.0910434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,3),-0.125503 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.174456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,5),(14,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,-1),-0.0686497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,3),(14,-1),-0.00339734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,30),-0.00625752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.013636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0269407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.00426048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0257044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0324754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.026696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),-0.00684163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,27),-0.029779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,28),-0.0263123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,30),0.0675069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.053269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0393954 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,26),-0.039502 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,27),-0.0501433 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,28),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,29),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,30),0.0290131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0031429 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0283931 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0342974 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0342974 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),-0.0327115 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,27),0.000315752 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,28),-0.0342974 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,30),-0.0493027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,21),-0.0363187 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.036248 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0362065 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),-0.0303284 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,27),-0.0644555 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,28),-0.036213 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,29),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,30),0.00823735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,23),-0.0343045 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,24),-0.0343045 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,26),-0.0327186 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,27),-6.54313e-05 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,28),-0.0343045 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,30),-0.0439538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.0354894 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,26),-0.0339035 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,27),-0.00284558 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,28),-0.0354894 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,30),-0.0501508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,26),-0.0327115 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,27),0.00153569 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,28),-0.0342974 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,30),-0.0499359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,26),(16,27),0.0174827 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,26),(16,28),-0.034737 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,26),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,26),(16,30),-0.0307901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,27),(16,28),-0.0360942 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,27),(16,29),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,27),(16,30),-0.0173397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,28),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,28),(16,30),-0.0495587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,29),(16,30),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.139978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.160821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.167894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.165052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,11),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.13088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,7),-0.170555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.125223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,4),-0.130857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,2),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),0.0422998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.117639 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.117639 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.117639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,11),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.124971 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.125205 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.127089 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,7),-0.127089 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.124917 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,5),-0.125719 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,4),-0.124971 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.0945828 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.0945865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,10),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),-0.126828 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,8),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,5),-0.126611 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,4),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.033883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.0946106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.126828 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,8),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,5),-0.126236 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,4),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.0300559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,7),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,4),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,3),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.0302762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.126828 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.126236 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,4),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.0305303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.125064 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,7),-0.125064 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,5),-0.125435 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,3),-0.12494 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.20556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.117413 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,3),-0.125343 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.1262 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.0800952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,7),-0.124903 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,6),-0.124979 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,7),(16,6),-0.124979 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,-1),-0.147196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.0172428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,2),-0.125218 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.153714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,4),(16,3),-0.12494 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,2),-0.124907 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,-1),-0.205573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,3),(16,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,2),(16,-1),-0.0302762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.1299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.14862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.0453874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.163842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.164096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,13),-0.175733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,8),(8,14),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,15),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,16),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,18),-0.175734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,19),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,26),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,27),-0.154432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,30),0.0496757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.115814 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,11),0.133331 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.133331 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,13),-0.1262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,9),(8,14),-0.1262 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,15),-0.125343 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,16),-0.124914 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,18),-0.1262 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,26),-0.1262 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,30),-0.0844655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,11),0.118059 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,12),0.118059 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,13),-0.124907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,14),-0.124907 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,15),-0.12494 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,16),-0.125064 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,18),-0.124907 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,19),-0.125905 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,26),-0.124907 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,27),-0.125435 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,30),-0.205567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,12),0.094043 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,14),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,15),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,16),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,19),-0.1268 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,26),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,27),-0.126236 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,30),-0.0337164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,13),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,14),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,15),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,16),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,19),-0.1268 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,26),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,27),-0.126236 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,30),-0.0334624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,13),(8,14),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,15),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,16),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,18),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,19),-0.1268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,26),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,27),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,30),-0.033242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,14),(8,15),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,16),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,19),-0.127175 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,26),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,27),-0.126611 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,14),(8,30),-0.0370691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,15),(8,16),-0.127089 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,18),-0.125259 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,19),-0.125601 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,26),-0.125259 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,27),-0.125601 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,15),(8,30),-0.188127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,16),(8,18),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,26),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,16),(8,30),-0.146296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,18),(8,19),-0.1268 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,26),-0.124895 # DEPENDENCYPART_GRANDSIBL
