# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(11,18),(18,12),(18,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,-1),-0.188921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,11),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,9),-0.12671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,3),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,-1),0.0275236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,10),(18,9),-0.124944 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,8),-0.124935 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,4),-0.125237 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,2),-0.124935 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,1),-0.124935 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,-1),-0.186866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,9),(18,8),-0.125064 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,4),-0.125007 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,2),-0.125064 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,1),-0.125064 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,-1),-0.181217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,8),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,-1),0.0279705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,4),(18,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,2),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,-1),-0.147766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,3),(18,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,3),(18,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,3),(18,-1),-0.188921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,2),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,2),(18,-1),0.0266163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,1),(18,-1),0.0276874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,20),-0.0308471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,21),-0.0196138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,22),-0.0593021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,23),-0.0414442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,24),-0.0431769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,25),-0.0593021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,27),-0.0305818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,28),-0.0364496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,32),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,33),0.0721087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,20),(19,21),-0.0346279 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,22),-0.0614435 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,23),-0.0527148 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,24),-0.00524562 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,25),-0.0614435 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,27),-0.0343122 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,28),-0.0167311 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,32),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,33),-0.0490064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,21),(19,22),-0.0612975 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,23),-0.0489831 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,24),-0.00697359 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,25),-0.0612975 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,27),-0.0328588 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,28),-0.0184591 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,32),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,21),(19,33),-0.0415957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,22),(19,23),-0.0593048 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,24),-0.0531527 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,25),-0.0323066 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,27),-0.0632372 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,28),-0.0562294 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,32),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,22),(19,33),-0.0469243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,23),(19,24),-0.0479474 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,23),(19,25),-0.0481233 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,23),(19,27),-0.0472639 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,23),(19,28),-0.0475263 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,23),(19,32),-0.042115 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,23),(19,33),-0.0860338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,24),(19,25),-0.0872371 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,24),(19,27),-0.0521953 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,24),(19,28),-0.0447863 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,24),(19,32),-0.0529865 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,24),(19,33),-0.03456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,25),(19,27),-0.0632372 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,25),(19,28),-0.0562294 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,25),(19,32),-0.0432707 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,25),(19,33),-0.0469243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,27),(19,28),-0.0141551 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,27),(19,32),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,27),(19,33),-0.0459851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,28),(19,32),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,28),(19,33),-0.0189422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,32),(19,33),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,17),0.167698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,16),0.162005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,14),0.189393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,4),-0.169995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,-1),0.0443752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,17),(19,16),0.0943675 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,14),0.128195 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,-1),-0.0291281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,16),(19,14),0.12911 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,-1),-0.0337281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,14),(19,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,-1),-0.149523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,4),(19,3),-0.124926 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,4),(19,-1),-0.146268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,3),(19,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,22),-0.0891711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,23),0.0446202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,24),-0.0435997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,25),-0.0891711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,26),-0.139589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,27),-0.177921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,28),-0.0259087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,33),0.0918007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,23),-0.0471187 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,24),-0.0435826 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,25),-0.0431702 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,26),-0.0174443 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,27),-0.0146817 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,28),-0.0436119 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,33),-0.0970417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,23),(21,24),-0.0510641 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,25),-0.0422727 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,26),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,27),-0.047151 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,28),-0.0517386 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,33),-0.0146174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,24),(21,25),-0.0250718 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,26),-0.0423616 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,27),-0.0425623 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,28),-0.0455041 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,24),(21,33),-0.0713818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,25),(21,26),-0.0174443 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,27),-0.0146817 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,28),-0.0436119 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,25),(21,33),-0.0970417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,26),(21,27),-0.0571592 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,26),(21,28),-0.0478338 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,26),(21,33),-0.135506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,27),(21,28),-0.0372191 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,27),(21,33),0.00989992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,28),(21,33),-0.0552165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,20),0.150829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,19),0.125874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,18),0.123938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,17),0.147959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,16),0.15062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,15),0.143639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,-1),0.0131326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,20),(21,19),0.113469 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,18),0.113469 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,17),0.114145 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,16),0.109959 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,15),0.171279 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,-1),-0.142699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,19),(21,18),0.118198 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,17),0.129351 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,16),0.129526 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,15),0.119801 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,-1),-0.173837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,18),(21,17),0.12915 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,16),0.129325 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,15),0.119787 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,-1),-0.175925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,17),(21,16),0.109557 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,17),(21,15),0.173782 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,17),(21,-1),-0.141341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,16),(21,15),0.175193 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,-1),-0.143945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,15),(21,-1),-0.103204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,27),(27,28),-0.0388572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,29),-0.168764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,30),-0.0614495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,31),-0.164899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,33),0.0278156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,27),(27,28),(27,29),-0.033131 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,28),(27,30),-0.045724 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,28),(27,31),-0.0331841 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,28),(27,33),-0.071791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,29),(27,30),-0.0458658 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,29),(27,31),-0.022062 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,29),(27,33),0.0232078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,30),(27,31),-0.0444288 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,30),(27,33),-0.0687779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,31),(27,33),0.0268654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,27),(27,26),0.215127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,25),0.179186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,24),0.174926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,23),0.122655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,27),(27,27),(27,-1),0.00687346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,27),(27,26),(27,25),0.113313 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,26),(27,24),0.109296 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,26),(27,23),0.116929 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,26),(27,-1),-0.0997755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,25),(27,24),0.119003 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,25),(27,23),0.118714 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,25),(27,-1),-0.095923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,24),(27,23),0.118578 # DEPENDENCYPART_GRANDSIBL
(11,27),(27,24),(27,-1),-0.119861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,27),(27,23),(27,-1),-0.175858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.0406994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.0682597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.137839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.0464709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,12),0.0682597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,33),-0.155993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.181307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.125226 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.12443 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,12),0.181307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,33),-0.0920326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.121429 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.245062 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,12),0.0847307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,33),-0.103094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,8),0.113206 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,12),0.177605 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,33),-0.123009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,12),0.180479 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,33),-0.091398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,12),(1,33),-0.103094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.0151309 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.0698851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,4),0.139497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),0.123349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.0400572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,8),0.0369727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,9),0.163625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,11),0.0355966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,12),0.0698851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,13),-0.094258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,17),-0.00700335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,18),-0.0987029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,21),-0.0124577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,33),-0.165391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,4),0.122175 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.144915 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.256216 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,8),0.256092 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,9),0.0392234 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,11),0.255684 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,12),0.0846119 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,13),-0.141532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,3),(2,17),-0.144143 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,18),-0.141715 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,21),-0.144143 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,32),-0.125335 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,33),-0.118363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,6),0.128174 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,7),0.113063 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,8),0.113063 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,9),0.103447 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,11),0.113061 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,12),0.177052 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,13),-0.122572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,17),-0.125435 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,18),-0.12257 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,21),-0.125435 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,32),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,33),-0.120398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,7),0.054724 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,8),0.054724 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,9),0.120983 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,11),0.054724 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,12),0.153434 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,13),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,17),-0.127187 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,18),-0.125348 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,21),-0.127187 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,32),-0.130349 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,33),-0.0550401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,8),0.120631 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,9),0.127225 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,11),0.12072 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,12),0.175586 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,17),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,21),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,33),-0.0855161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,9),0.126334 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,11),0.122425 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,12),0.175444 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,17),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,21),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,33),-0.0849681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,9),(2,11),0.126722 # DEPENDENCYPART_GRANDSIBL
