# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(20,21),(21,26),(21,31),-0.0185993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,27),(21,28),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,29),-0.0253998 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,30),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,31),-0.0252702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,28),(21,29),0.00467097 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,28),(21,30),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,28),(21,31),-0.0282063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,29),(21,30),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,29),(21,31),-0.00778969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,30),(21,31),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,20),0.131651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,19),-0.193435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,18),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,17),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,16),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,15),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,14),-0.172372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,13),-0.169509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,12),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,11),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,10),-0.190959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,9),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,8),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,7),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,6),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,5),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,3),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,2),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,1),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.0148706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,19),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,18),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,17),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,16),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,15),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,14),-0.145539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,12),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,11),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,10),-0.146239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,9),-0.145705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,8),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,6),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,5),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,18),-0.144936 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,17),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,14),-0.145539 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,12),-0.144936 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,11),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,10),-0.146239 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,9),-0.145705 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,6),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.08374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,18),(21,17),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,16),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,14),-0.145222 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,13),-0.145472 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,11),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,10),-0.145032 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,8),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,6),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,17),(21,16),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,14),-0.145539 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,12),-0.144936 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,11),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,10),-0.146239 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,9),-0.145705 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,6),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,-1),-0.0828277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,16),(21,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,14),-0.145539 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,12),-0.144936 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,11),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,10),-0.146239 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,9),-0.145705 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,8),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,6),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,16),(21,-1),-0.0831204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,15),(21,14),-0.144715 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,12),-0.144738 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,11),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,10),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,9),-0.144866 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,8),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,7),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,6),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,5),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,2),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,1),-0.144878 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,14),(21,13),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,11),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,10),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,8),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,6),-0.144847 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,-1),-0.236213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,13),(21,12),0.131999 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,11),0.0196409 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,10),0.0495476 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,9),-0.00569072 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,8),-0.0134428 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,7),0.019225 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,6),-0.0348035 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,5),0.0299288 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,3),0.0369255 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,2),0.0450957 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,1),0.0523727 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,13),(21,-1),-0.148601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,12),(21,11),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,10),-0.145032 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,8),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,6),-0.145031 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,11),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,9),-0.14473 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,10),(21,9),-0.14473 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,10),(21,-1),-0.15372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,9),(21,8),-0.144903 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,7),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,6),-0.144903 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,5),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,3),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,2),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,1),-0.144744 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,9),(21,-1),-0.0953939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,8),(21,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,8),(21,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,7),(21,6),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,7),(21,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,7),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,7),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,7),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,7),(21,-1),-0.0830045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,6),(21,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,6),(21,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,6),(21,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,6),(21,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,6),(21,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,5),(21,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,5),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,5),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,5),(21,-1),-0.0830497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,3),(21,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,3),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,3),(21,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,2),(21,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,2),(21,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,1),(21,-1),-0.0859611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,23),0.130176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,24),-0.0196031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,26),-0.0215215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,27),-0.0361533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,28),0.130419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,31),-0.348088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,23),(22,24),-0.0227563 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,26),-0.019525 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,27),-0.024822 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,28),-0.0519351 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,31),0.0710393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,24),(22,26),-0.0194435 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,27),-0.0199609 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,28),-0.0204291 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,31),-0.0450299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,26),(22,27),-0.0194577 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,28),-0.0194869 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,26),(22,31),-0.0200026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,27),(22,28),-0.0211598 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,31),-0.0354273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,28),(22,31),0.0712568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,-1),-0.115424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,23),(23,24),-0.018552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,25),-0.0208695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,26),-0.0113672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,27),0.0472438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,28),-0.132206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,29),-0.00335313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,31),0.134521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,24),(23,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,26),-0.0156042 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,27),-0.0144958 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,28),-0.0211768 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,29),-0.0300721 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,24),(23,31),-0.0297507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,25),(23,26),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,27),-0.0198525 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,28),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,29),-0.0194536 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,25),(23,31),-0.00972388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,26),(23,27),-0.0201754 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,26),(23,28),-0.0195164 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,26),(23,29),-0.0196573 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,26),(23,31),-0.0282067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,27),(23,28),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,27),(23,29),-0.0236984 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,27),(23,31),0.00198951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,28),(23,29),-0.0196547 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,28),(23,31),0.0254204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,29),(23,31),-0.0143188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,23),(23,22),0.162867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,20),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,19),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,23),(23,-1),-0.0179589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,22),(23,20),0.104698 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,19),-0.14498 # DEPENDENCYPART_GRANDSIBL
(20,23),(23,22),(23,-1),-0.10373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,23),(23,20),(23,19),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,23),(23,20),(23,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,23),(23,19),(23,-1),-0.183161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,25),0.00233263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,27),-0.0129066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,28),0.0684134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,31),-0.372675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,27),-0.0197709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,28),-0.0171295 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,31),0.00715332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,27),(24,28),-0.0211593 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,27),(24,31),-0.0109087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,28),(24,31),0.0050848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,23),0.0435582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,22),0.114967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),-0.19758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,22),0.109059 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,-1),-0.192108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,22),(24,-1),-0.143538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,27),-0.00138265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,28),-0.0273684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,29),-0.0172005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,30),-0.0199684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,31),-0.0748204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,27),(26,28),-0.021539 # DEPENDENCYPART_GRANDSIBL
