# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(14,1),(14,15),-0.0496323 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.103077 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0218879 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0874136 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0680349 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.156153 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0604516 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.136787 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.00269494 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.173074 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0367883 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0288857 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00414089 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0185194 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0257728 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0395461 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0285063 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.00947368 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0870263 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.184174 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.160916 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.126596 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.138228 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.142043 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.19273 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.192456 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.182795 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.000751548 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0821422 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0807542 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0146074 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0253119 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.115666 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0131333 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0902978 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0416112 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.112575 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00829002 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00543538 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.193712 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0561434 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00620132 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.044324 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0341902 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00227513 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0644292 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0357692 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.050324 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0863399 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0325369 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0100027 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.193283 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0461866 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.618397 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.409187 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0532687 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0206467 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0362161 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.102703 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00101459 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.300877 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0518855 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.045281 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0294568 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0976763 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.118342 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.10346 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0532719 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0536841 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0518153 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0400435 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0263797 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.11571 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.136853 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.136122 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.74249 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.322478 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0073582 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0959523 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.00869425 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.388992 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0780541 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0217274 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0782 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.394932 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0766974 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.06758 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.114117 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.192615 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.133208 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.209736 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.52466 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.165887 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0620597 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.148385 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.184393 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0026416 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0242001 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.154207 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0612476 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0344505 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.10479 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0821018 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0788088 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.108538 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0636583 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0782076 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0219076 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.131818 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0775063 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0604516 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.136787 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.00629311 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.137266 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.110225 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.194382 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0196611 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0131333 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0902978 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0341464 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0690896 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.122129 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.044038 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.122596 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0883964 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.157154 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.131341 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0277546 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0239908 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.174084 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0852358 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0932971 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0305048 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0495088 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0599377 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.115441 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.096193 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.133838 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.12008 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.045281 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0576673 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0128546 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0189921 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0616536 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0615475 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0491723 # DEPENDENCYPART_SIBL
(0,12),(12,1),0.962854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.189615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.131579 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.289247 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.038349 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.125687 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.582188 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.592607 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.909865 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.243795 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0611228 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.476924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.188239 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.180474 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.264243 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.293802 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.651684 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.161108 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),1.68589 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.392944 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0390643 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.125695 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.089968 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.877198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.820489 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0452835 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.13116 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.199063 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.406371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.184265 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.846079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.707361 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.552931 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.251286 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.131975 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0450667 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.339249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.06483 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.419507 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.90659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.750939 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.574261 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.278116 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0158233 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.208889 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.197913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.0620319 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.348577 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.787928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.681059 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.600107 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.240094 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.519525 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0888834 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.195092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.243665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.521872 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.562455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.962187 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.879029 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.503472 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.787544 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.475407 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.121203 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.445857 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.356804 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.04783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.130256 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0403972 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.31303 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0246329 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.383228 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.472869 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.291503 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.899888 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.618979 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.188311 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-1.21816 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-1.18998 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),0.263941 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.575621 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.603544 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-1.44187 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-1.33147 # DEPENDENCYPART_GRANDPAR
(1,11),(11,2),0.715407 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.532356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.22807 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.411953 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.178938 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.17776 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.106925 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.00268044 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.591821 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-1.0774 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-1.19846 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),0.216883 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.321018 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-1.37414 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),-1.3809 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.29608 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.913335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.234705 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.199297 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.235514 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.48608 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.336409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.29859 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.05724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.127506 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.224732 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.320677 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.419681 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.571223 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.399907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.583144 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.29949 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.979767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.194006 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.101636 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.270849 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.361778 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.524582 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.324683 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.599409 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.521012 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.60235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.444789 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.875285 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.832874 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.891808 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.972153 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.930473 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.06134 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-2.04387 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.72371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.5651 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.996563 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.14281 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.22777 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.18854 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.917794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.199105 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.389462 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.439073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.570319 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.345015 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.379172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.22867 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.18866 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.851897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.329058 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.339891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.381428 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.523936 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.270048 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.395867 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.1393 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.14754 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.964355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.106937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.244827 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.270786 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.353571 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.48898 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.550839 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.13938 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.14757 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.09881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0240331 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.371721 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.186504 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.290563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.497177 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.486609 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.630159 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.219784 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.70731 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-1.04568 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.406332 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.928057 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.832426 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-1.14243 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-1.36093 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.423595 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.523352 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.6503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.720223 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.882492 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.85419 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.937415 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.734076 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.16183 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-1.93806 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.369353 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.7705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.841385 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.946354 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.374291 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.412929 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.77024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.841123 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.929729 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.981605 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.946266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.99761 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.08605 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.17978 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.826406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.40549 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.360494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.50616 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0467028 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.514708 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.908951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.04538 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.13885 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.09555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0870165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.206945 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.292554 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.216826 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.621968 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.886686 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.04696 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.14043 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.08366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0744271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0246716 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.294928 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.623801 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.461469 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.909034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.04542 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.13888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.22654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.213929 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.29471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.311758 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.225022 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.554769 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.701288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.163541 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.25675 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.850467 # DEPENDENCYPART_GRANDPAR
