# _root_ Church 's Fried Chicken Inc. and Popeye 's Famous Fried Chicken Inc. , which have merged , are still troubled by overlapping restaurant locations .
#goldHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
#predictedHeads=4,1,4,18,4,4,11,7,11,11,6,11,4,15,4,15,4,0,18,18,20,24,24,21,18,
(15,1),(1,25),-0.998302 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.405033 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.543898 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.262995 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.814972 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.41098 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-1.52324 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.52332 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.546212 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.262774 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.485765 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.814978 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.373512 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.472922 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.478135 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.489106 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.219472 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.267471 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.39832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.455725 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.798778 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.478993 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.943251 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.498449 # DEPENDENCYPART_GRANDPAR
(15,4),(4,25),-0.998302 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.502196 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-1.56208 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.61414 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.685071 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.214243 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.724499 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.713954 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.712239 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.283573 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.39832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,18),-0.478993 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-1.08424 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-1.47106 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.971968 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-1.06383 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-1.07661 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-1.18212 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.547348 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.43326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.487148 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.513788 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.974694 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.52618 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.410008 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.521951 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.592883 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.638424 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.377106 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.814968 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.374433 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.474426 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.479056 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.490027 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.217102 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.798778 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.690696 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-1.31106 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.47573 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.405033 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.68441 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.574421 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.475826 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.486791 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.2143 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.798863 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.41098 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.52332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.593855 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.639396 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.690358 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.31071 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.580369 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.672045 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.489106 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.219472 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.267471 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.39832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.455725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.798778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.478993 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.675335 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.943251 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.750705 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.498449 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.998302 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.61414 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.781574 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-1.34955 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.671585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.762864 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.773929 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.283573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.275725 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.39832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.455727 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.798778 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.478993 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.675335 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.943253 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.998302 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.838347 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.444351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.962848 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.18974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.629992 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.03894 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.05171 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.13263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.894542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.199401 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.935774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0618201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.32604 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0121215 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.152543 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.275615 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.379374 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.532645 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.565661 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.909161 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.02126 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.09389 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.32078 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.702498 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.1904 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.59792 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.07803 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.16998 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.18275 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.26368 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.945782 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.507793 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.883032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.214009 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.280219 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.298651 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.375569 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.72473 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.497561 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.527889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0763279 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.928964 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.506979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.606752 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.746063 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0828468 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.962848 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.18974 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.629992 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.05171 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.13263 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.199401 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.933642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.29165 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.31162 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0244667 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.606759 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.284911 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.379378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.204882 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.53508 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.573124 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.291032 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.680589 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.473588 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.184554 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.886033 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.856208 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.968304 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-1.04093 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-1.26803 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-1.13744 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-1.02508 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-1.12979 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.40688 # DEPENDENCYPART_GRANDPAR
(15,24),(24,16),0.00722086 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.318586 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.47711 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.339531 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.523443 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.525899 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.857046 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.161941 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.157709 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-1.03346 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.202816 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.0856442 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0446567 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0869152 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.327547 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.0963346 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.0897759 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.154862 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.0401692 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.110688 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.35688 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.264317 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.07132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.537984 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),-0.519894 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.361457 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-0.631837 # DEPENDENCYPART_GRANDPAR
(16,4),(4,25),-0.813575 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.231339 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-1.06386 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.27605 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.307726 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0793517 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.320042 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.221586 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.323487 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.168471 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.26766 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.519894 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.377607 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.722274 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.387003 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.372898 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.445547 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.421292 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.338385 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.419788 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.07091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.522351 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.361065 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.629576 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.151768 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.154712 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.166804 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.152558 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0378589 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.105516 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.538069 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.157709 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.202816 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.234096 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0578588 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.160652 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.889619 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.172744 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.158044 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0401692 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.110688 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.35688 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.264317 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.07132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.537984 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.519894 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.500213 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.361457 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.500339 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.631837 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.813575 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.27605 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.234283 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.920019 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.246374 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.231278 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.302228 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.168471 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.353525 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.26766 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.07132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.537984 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.519894 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.500213 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.361459 # DEPENDENCYPART_GRANDPAR
(16,12),(12,25),-0.813575 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.260962 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.06499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,1),-0.33626 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.381525 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.414901 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.420711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.528937 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.341462 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.353584 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.336753 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.409402 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.375236 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.548956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0462304 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.10323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.373554 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.533436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.482933 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.393385 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.577618 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.614565 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.770433 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.739719 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.78291 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.816285 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.816705 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.751881 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.742847 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.13673 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.752949 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.738138 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.810787 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.77123 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.749636 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.228121 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.807084 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.669381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0875129 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0647932 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.116662 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.373088 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.206744 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.241095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.211149 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.516813 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.161505 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.194009 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.125916 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.136074 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.750623 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.75104 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.754562 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.745125 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.705565 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.0795055 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.753077 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.734642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.1047 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.120047 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.126228 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0232255 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.253766 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.159356 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.133997 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.356533 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0318886 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.242858 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.1847 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.304798 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.308055 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.107545 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.169175 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.766151 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-0.809341 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-0.842717 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.843333 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.769279 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.779381 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.837219 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.193954 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.494526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,19),-0.0884885 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.218543 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.122717 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.281984 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.212962 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.335756 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.211301 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.136928 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.199228 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.15248 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.267733 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.308244 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.154482 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),0.451567 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),1.05142 # DEPENDENCYPART_GRANDPAR
(18,1),(1,17),0.629828 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.958982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,25),-0.819163 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.186597 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),0.252036 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),0.314448 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.156388 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.180643 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.529496 # DEPENDENCYPART_GRANDPAR
