# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(9,6),(9,15),-0.0211007 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0954794 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0101931 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0682228 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.164222 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0500957 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0432071 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0864977 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0839993 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0500957 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0886184 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0421051 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0500957 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0384281 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.100766 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00258301 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0756032 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0737648 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.100766 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0230426 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0828471 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.100766 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0355836 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.10398 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0965422 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0931273 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0802696 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.100545 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0316318 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0802696 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0724895 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.136867 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.175257 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0390077 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.280548 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.122986 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0390077 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.131437 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.119395 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0678706 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0246693 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0470207 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0678706 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0416354 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0670767 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0327167 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0512342 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0670767 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0191967 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.100545 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0316318 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0802696 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0724895 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.40766 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.100765 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0417913 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00834909 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0176803 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0724895 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0209608 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.119551 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0139216 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.130731 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0546232 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.058303 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0485322 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0101128 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0875419 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.103868 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0554285 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.063696 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00300321 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0579501 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.224226 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0208837 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.117588 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.066656 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.381791 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.228597 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0169798 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.195865 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.249697 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00567075 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0449096 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00397484 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0460436 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.290745 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00297834 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00512928 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.172392 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0323023 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0230722 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0383824 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0236166 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.102044 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0383824 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.022336 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00822426 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00683071 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00982783 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00421109 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00683071 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0184115 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.051352 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0122116 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0773777 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.051352 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0269339 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0476739 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00998005 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0137495 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0524651 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.468055 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.368304 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0101158 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0037936 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0593043 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0524651 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00990522 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0994481 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0857904 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.184218 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.123637 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0678128 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0852611 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0434452 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0678146 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.054157 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.104386 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0292903 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0114331 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0105043 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0292903 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0852164 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0255779 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0390875 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.181603 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0115468 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0379748 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.106127 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.102424 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.037973 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.00244593 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00349551 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0801018 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.00047266 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0742296 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0801018 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.102569 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.275299 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.449788 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.147363 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.161615 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.187182 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.226333 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.161613 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0253355 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.159536 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0699401 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00901083 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0877619 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0699401 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0123349 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.414812 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.118785 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.130934 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.161167 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.182752 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.130933 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00540896 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.130959 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0535332 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.028363 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.06258 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0535332 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0098115 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.122634 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0665414 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.116495 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0372509 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0665432 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0526922 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.102531 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00547162 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0574479 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0202748 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00547162 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0803769 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0121361 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.132944 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0356489 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.012137 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0481441 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.109757 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0147575 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00813419 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.148839 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0147575 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0246278 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00829577 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.13619 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0405397 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0751662 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0185662 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00303693 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0202876 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0406457 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00303693 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.00435013 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.133979 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0371564 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0566657 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.027683 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.059512 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00164329 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.000659177 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.059512 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0422034 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.019019 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0869497 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0683369 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0443744 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00903768 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0568267 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0443744 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0465266 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0751662 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0185662 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0044466 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0216973 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0420554 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0044466 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0057598 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0674979 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.106475 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0625093 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0898057 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.106475 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00681479 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0496126 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.184107 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.180594 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0496126 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0342467 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0746227 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0489083 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00357434 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0113741 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.485715 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.293569 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.012354 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0185058 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0528776 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0113741 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.381791 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.228597 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.152098 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.130792 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.179542 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.186929 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0318879 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0777439 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0200777 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.249697 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.430367 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.149343 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.249974 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.301653 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0453767 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0115048 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0959943 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0389943 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0228632 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0592002 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0654505 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00126709 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0289774 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0311824 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.130792 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.179542 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.186929 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0318879 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0777439 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0200777 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00395769 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00169136 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0111751 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0113924 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0554253 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.155455 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0589118 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.107864 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0145026 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0215532 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.184078 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0177968 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.597196 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.562414 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0442457 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0129011 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00197564 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0276017 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0110713 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.124914 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0407291 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0551599 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0560554 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.091701 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.152098 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.381798 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.126168 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00450461 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.381798 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.126168 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00450461 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.168802 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0131558 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0923942 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.44022 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.21595 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0395861 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.236002 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0745188 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0321008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.500148 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.190259 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.181008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.200663 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.352965 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.102182 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.197169 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-1.09332 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.232699 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.353939 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),2.23407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.797337 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.465187 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.278686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.408917 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.697903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.286295 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.113174 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.124933 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.201471 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.103488 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.274187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.228154 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.229134 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.867362 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),1.94723 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.695086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.283494 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.2113 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0928713 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.159209 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0647593 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.252682 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.21229 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.215159 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.263251 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.39253 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.186872 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.231321 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.845857 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),1.97632 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.577231 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.34165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.426938 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.259239 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.157702 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0771642 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.519505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.190172 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.188172 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.414525 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.185366 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.231427 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),2.19472 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.730182 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.248241 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.294646 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.132079 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.284809 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.214374 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.469761 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0921972 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.366289 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.156927 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.395399 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.168439 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.38245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-1.06294 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.196101 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.53922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),2.34694 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.645371 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.394604 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.387923 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.222378 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.397837 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.155332 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.57654 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0361491 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.398317 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.00360488 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.765926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.542684 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.414478 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.312763 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.571248 # DEPENDENCYPART_GRANDPAR
