# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(11,9),(9,14),(9,22),-0.125209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,15),(9,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,19),-0.124892 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,15),(9,22),-0.166833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,16),(9,17),-0.125184 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,18),-0.124919 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,20),-0.125184 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,22),-0.102629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,18),-0.1249 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,20),-0.127267 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,22),-0.0758645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,18),(9,19),-0.124891 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,18),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,18),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,18),(9,22),-0.140729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,19),(9,20),0.0187275 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,19),(9,21),0.120849 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,19),(9,22),-0.0268827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,20),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,20),(9,22),-0.0766588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,21),(9,22),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.184726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,7),-0.184541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,6),-0.0137973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,5),-0.0665513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,4),-0.0277272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,1),-0.137124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),0.163562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,7),-0.0526626 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,6),-0.0436735 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,5),-0.0941387 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,4),-0.0484251 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,1),-0.0365588 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.125851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,7),(9,6),-0.0436735 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,5),-0.0941387 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,4),-0.0484251 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,1),-0.0365588 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,-1),-0.123495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,6),(9,5),-0.0446168 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,4),-0.0423877 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,1),-0.0374069 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,-1),-0.0447018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,5),(9,4),0.0416329 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,1),-0.0169974 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,-1),-0.0764198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,4),(9,1),-0.0475757 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,4),(9,-1),-0.0542141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,1),(9,-1),-0.0330105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,11),-0.129421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,12),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,13),-0.130554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.124939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,15),-0.125605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,16),-0.105991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,17),-0.125028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,19),-0.125463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,20),-0.125028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,22),-0.154437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,22),-0.131097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,22),-0.173598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,13),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,15),-0.124959 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,16),-0.125079 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,18),-0.125029 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,13),(10,22),-0.121226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,22),-0.126349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,15),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,22),-0.0726848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,22),-0.125934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,17),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,17),(10,22),-0.140776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,18),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,18),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,18),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,18),(10,22),-0.142918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,19),(10,20),0.0187275 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,19),(10,21),0.120849 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,19),(10,22),-0.126784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,20),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,20),(10,22),-0.140777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,21),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),0.0389726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),0.0412585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),0.0412615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,5),-0.0896834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,1),-0.092373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),-0.04406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.0480406 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.0480406 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,5),-0.0742875 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,1),0.0135693 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.0664539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0480406 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,5),-0.0742867 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,1),0.0135693 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.065437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,5),-0.0742867 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,1),0.0135693 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,-1),-0.065434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,5),(10,1),-0.0646876 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,-1),-0.0301833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,1),(10,-1),-0.027595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,14),-0.0391462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,22),-0.0798737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,14),(12,22),-0.0391461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,11),0.11615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,-1),-0.164712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,11),(12,-1),-0.12792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,14),0.00885044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0154447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.0509488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0105902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,22),0.158103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0420106 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0428855 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.041999 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,22),-0.0335321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0583244 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0446356 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,22),0.0580574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.0403277 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,22),-0.0699487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,22),-0.039948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.0947563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.169505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,-1),-0.137694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.0895677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,12),(13,-1),-0.0733974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,-1),-0.109531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,15),-0.0447528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0565775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0419998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0419991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.0573796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0767825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0419217 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0420064 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.0431245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.0431096 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,21),-0.0426112 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),-0.0574698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,22),-0.0419998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0420362 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,22),-0.0420459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,21),0.203735 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,22),-0.0573173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,21),(14,22),-0.0427898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.10182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.117556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.118831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.143406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.117731 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.116617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,13),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.140695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.116862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.124955 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.12667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.158888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.126856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.140695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.140695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.140695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,1),-0.124955 # DEPENDENCYPART_GRANDSIBL
