# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(3,9),(9,3),-0.450491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,6),-0.0317381 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.00839514 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.188138 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0969157 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.328285 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.145228 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0544906 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),0.0795471 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.338135 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.612717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.186586 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0581308 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.117503 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.497931 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.246731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.151124 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.281155 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.312112 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0361029 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.360423 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),0.025078 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),0.100505 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),0.0630873 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),0.127432 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.1442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,34),-1.03926 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.158288 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.350675 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.536921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,6),-0.0167259 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.129703 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.48018 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.235893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.288717 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0601942 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0870571 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.627379 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.211466 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.502521 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.205665 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.053876 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.048105 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.0935285 # DEPENDENCYPART_GRANDPAR
(3,11),(11,29),-0.867644 # DEPENDENCYPART_GRANDPAR
(3,11),(11,31),-0.561993 # DEPENDENCYPART_GRANDPAR
(3,11),(11,34),-1.17598 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.212012 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.464071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,9),-0.00330248 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.119699 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.249112 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.224974 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.620516 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.133519 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.436527 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.14541 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.0110293 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.030474 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.747648 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.108187 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.322796 # DEPENDENCYPART_GRANDPAR
(3,13),(13,26),-0.145704 # DEPENDENCYPART_GRANDPAR
(3,13),(13,29),-0.865231 # DEPENDENCYPART_GRANDPAR
(3,13),(13,30),-0.174041 # DEPENDENCYPART_GRANDPAR
(3,13),(13,31),-0.493303 # DEPENDENCYPART_GRANDPAR
(3,13),(13,33),-0.27071 # DEPENDENCYPART_GRANDPAR
(3,13),(13,34),-1.20238 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),0.0744947 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.725541 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),-0.658064 # DEPENDENCYPART_GRANDPAR
(3,25),(25,29),-0.668691 # DEPENDENCYPART_GRANDPAR
(3,25),(25,30),-0.0974658 # DEPENDENCYPART_GRANDPAR
(3,25),(25,33),-0.144591 # DEPENDENCYPART_GRANDPAR
(3,34),(34,33),-0.287883 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.459228 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.65245 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.38408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.167898 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.171675 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.449413 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.458505 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.195412 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.335153 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.10508 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.169883 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.734785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.477891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.590002 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.704387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.469261 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.38571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.165375 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.317933 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.174109 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.74132 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.144645 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.704412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.312721 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.560964 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.622055 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.750696 # DEPENDENCYPART_GRANDPAR
(4,3),(3,34),-1.55037 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.692501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.779695 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.877729 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.525598 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.402091 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.536904 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.162275 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.551927 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0800959 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.432667 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0460411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.183979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.062238 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.328101 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),0.338849 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.0111612 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),0.123333 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.305571 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),0.0400449 # DEPENDENCYPART_GRANDPAR
(4,5),(5,31),-0.282368 # DEPENDENCYPART_GRANDPAR
(4,5),(5,34),-1.20385 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.859665 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.837528 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.269782 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.182524 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.201652 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.398148 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0482255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.71145 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.375181 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.541775 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.232876 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.260736 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.18197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.307264 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.02133 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.986146 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0104491 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.342862 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.698288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.263574 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.271233 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.188612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.245356 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.880567 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.871951 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.97518 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.225506 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0522369 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.227969 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.907151 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.255515 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.345817 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0421865 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.132474 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.371491 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.287221 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.53342 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.00837186 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.414641 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.267147 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.451487 # DEPENDENCYPART_GRANDPAR
(4,10),(10,34),-1.46753 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.672396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.763674 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.860881 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.040473 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.182856 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.924469 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.352402 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.271045 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.302192 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.0630278 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0926589 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.299843 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.192668 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.44397 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),0.166926 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.163255 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.00714135 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.0648168 # DEPENDENCYPART_GRANDPAR
(4,11),(11,31),-0.481484 # DEPENDENCYPART_GRANDPAR
(4,11),(11,34),-1.34165 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.171451 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.910438 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.225374 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.144123 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.0335324 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.561843 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0965364 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.208479 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.00228835 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.370297 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.181664 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.199031 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.710436 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.0679405 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.297676 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),-0.640071 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-0.00994392 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),-0.425524 # DEPENDENCYPART_GRANDPAR
(4,13),(13,31),-0.383975 # DEPENDENCYPART_GRANDPAR
(4,13),(13,33),0.074899 # DEPENDENCYPART_GRANDPAR
(4,13),(13,34),-1.30992 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.362169 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-1.03893 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.526771 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.107958 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.0695858 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.651566 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.510626 # DEPENDENCYPART_GRANDPAR
(4,17),(17,33),0.0279557 # DEPENDENCYPART_GRANDPAR
(4,17),(17,34),-1.34663 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.236526 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.447526 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0638371 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.345634 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.544022 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.0759401 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.439298 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.504878 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-1.02936 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-0.436146 # DEPENDENCYPART_GRANDPAR
(4,20),(20,33),0.100393 # DEPENDENCYPART_GRANDPAR
(4,34),(34,33),-0.251352 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.334178 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.37055 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.225603 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.04661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,10),-0.493529 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.225138 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.217543 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.08128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0905353 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.179723 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.496956 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.351783 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.81473 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.558786 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.389893 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.297282 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0742855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.01071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0310641 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.157756 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.334942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.428909 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.280877 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.606991 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.486164 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.902162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.567846 # DEPENDENCYPART_GRANDPAR
(5,3),(3,34),-0.937672 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.590529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.700152 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.596162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.114927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0807657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0226508 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.353185 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.497389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.328428 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.198301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.377834 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0596156 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0381072 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.202062 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.208304 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.793122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.792264 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.218828 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0971042 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.587864 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0318094 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.264671 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.165505 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0724259 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.64672 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.754181 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.7832 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.636763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.4128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.141119 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.624148 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.163178 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.157896 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.353093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0883812 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.085652 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.478338 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.227428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.591837 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.75757 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.648264 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.390017 # DEPENDENCYPART_GRANDPAR
(5,10),(10,34),-0.828335 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.494088 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.684607 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.710149 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.302246 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.00794081 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.764698 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0167713 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0520998 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.184556 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0520055 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.312461 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0635444 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.329526 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.187249 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.48169 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.628529 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.479728 # DEPENDENCYPART_GRANDPAR
(5,11),(11,29),-0.242474 # DEPENDENCYPART_GRANDPAR
(5,11),(11,31),-0.805881 # DEPENDENCYPART_GRANDPAR
(5,11),(11,34),-0.7331 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0710661 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.725593 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.114122 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.145555 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.217153 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.525313 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.192545 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.141615 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.177886 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0047212 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.36386 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.526463 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),0.00311277 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.430703 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.233258 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.702764 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.177523 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-0.111232 # DEPENDENCYPART_GRANDPAR
(5,13),(13,31),-0.657045 # DEPENDENCYPART_GRANDPAR
(5,13),(13,33),0.300214 # DEPENDENCYPART_GRANDPAR
(5,13),(13,34),-0.664477 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.456714 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0188792 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.215911 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.143111 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0359255 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.430189 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.235078 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.404355 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.171391 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.599455 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.586114 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.591329 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.417645 # DEPENDENCYPART_GRANDPAR
(5,16),(16,29),-0.181481 # DEPENDENCYPART_GRANDPAR
(5,16),(16,31),-0.847864 # DEPENDENCYPART_GRANDPAR
(5,16),(16,34),-0.587086 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.0940075 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.827706 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.0511985 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.416779 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.374028 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),0.0802048 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.550329 # DEPENDENCYPART_GRANDPAR
(5,17),(17,33),0.631792 # DEPENDENCYPART_GRANDPAR
(5,17),(17,34),-0.591114 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.424111 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.230283 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.0744122 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.730437 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.601551 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.610733 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.122681 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.580508 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.395933 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.206145 # DEPENDENCYPART_GRANDPAR
(5,19),(19,31),-0.866041 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.320852 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.21735 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.246453 # DEPENDENCYPART_GRANDPAR
