# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(13,11),(11,7),(11,6),-0.0403596 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,5),-0.045478 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,4),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,3),-0.0393935 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,1),-0.0426926 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),0.0411981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,5),0.302694 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,4),0.193105 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,3),0.304735 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,1),0.117852 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,-1),-0.0512257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,4),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,3),-0.0393934 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,1),-0.0426926 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),0.0327076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,4),(11,3),-0.0470025 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,1),-0.042588 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,-1),-0.0598297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,3),(11,1),-0.0466908 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,3),(11,-1),-0.0724693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,1),(11,-1),-0.0443324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,14),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,18),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,23),0.0200248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,13),(12,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,23),-0.143414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,14),(12,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,23),-0.143197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,17),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,23),-0.143498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,18),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,23),-0.104159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,21),(12,23),-0.143638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,11),0.0489118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,10),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,6),-0.0502667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),0.0961419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,11),(12,10),-0.0385643 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,6),-0.0432391 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,-1),-0.00944803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,10),(12,6),-0.0420321 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,10),(12,-1),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,6),(12,-1),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),0.1389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.18299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.0297593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.185606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),-0.180115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),-0.176143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,22),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,23),0.0969757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,17),0.134095 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),-0.0257306 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),0.133608 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),0.134148 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),0.134116 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,22),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,23),-0.0438228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0263915 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.00242202 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),-0.0139999 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0133094 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,23),0.00282217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0425587 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,20),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.0443734 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,22),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,23),-0.0499743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,20),-0.0160804 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,21),-0.01539 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,23),0.0228193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,20),(14,21),-0.0133744 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,23),0.0051328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,22),-0.0383571 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,23),0.0083777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,22),(14,23),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.153003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,9),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,8),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,7),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),0.0208588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,9),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,7),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.143414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.125545 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,7),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.144919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,9),-0.125503 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,8),-0.124957 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.17452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,9),(14,8),-0.129532 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,7),-0.12731 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,5),-0.12731 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,8),(14,7),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,5),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,-1),-0.143197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,7),(14,5),-0.125158 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,7),(14,-1),-0.158817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,-1),-0.157779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,23),-0.0070913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,-1),-0.0919623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,18),-0.0130161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.186157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.180666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.176694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),0.0965273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0430864 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0430745 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0449011 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0455354 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0327129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0165285 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.015838 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),0.0215609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0138225 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,22),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),0.00387442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0383571 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,23),0.00711932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,23),0.095722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.142791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.165643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.153735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,13),0.154634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,8),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,5),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,2),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),0.0244499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.117407 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,14),0.134032 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,13),0.134032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.125147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,14),0.112759 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,13),0.112759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,8),-0.129532 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,5),-0.12731 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,-1),-0.00351655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,13),0.110928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,12),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,5),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,2),-0.12581 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,-1),-0.143225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,13),(17,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,5),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,2),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,-1),-0.143442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,12),(17,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,5),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,2),-0.12581 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,-1),-0.144947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,8),(17,5),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,8),(17,2),-0.12581 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,8),(17,-1),-0.143225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,5),(17,2),-0.12489 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,-1),-0.156355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,2),(17,-1),-0.154783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),0.0925059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),0.0986025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),0.0988447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,23),-0.34307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,20),-0.0803353 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,21),-0.0803972 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,23),0.0570475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,20),(18,21),-0.0801836 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,23),0.0638935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,23),0.0631405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,17),0.0514509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,16),0.140456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,-1),-0.0653932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,17),(18,16),0.117751 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,17),(18,-1),-0.148797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,16),(18,-1),-0.144092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,22),0.0921813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,23),0.0891539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,23),0.0957291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.149465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.148801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,17),0.151063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,16),0.137786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,15),0.165788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,14),0.15109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,13),0.151989 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),0.0192273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.117398 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,17),0.113332 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,16),0.155688 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,15),0.122607 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,14),0.113385 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,13),0.113158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,20),(21,12),-0.125452 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.142988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,17),0.117227 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,16),0.155764 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,15),0.122607 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,14),0.11728 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,13),0.117053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,12),-0.125452 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,-1),-0.149169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,16),0.154795 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,15),0.122398 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,14),0.114184 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,13),0.113957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,12),-0.125452 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,-1),-0.144148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,15),0.117415 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,14),0.134032 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,13),0.134032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,-1),-0.133162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,15),(21,14),0.112762 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,15),(21,13),0.112762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,15),(21,12),-0.129532 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,15),(21,-1),-0.00337955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,14),(21,13),0.113984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,14),(21,12),-0.125452 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,14),(21,-1),-0.143848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,13),(21,12),-0.125452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,13),(21,-1),-0.144065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,12),(21,-1),-0.14557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,6),0.16318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,7),0.102474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,8),0.123636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,9),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,10),0.110426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,11),0.116781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,23),0.00987223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,6),(5,7),0.517521 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,8),0.49429 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,9),0.493799 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,10),0.43128 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,11),0.406406 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,23),-0.0877048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,7),(5,8),0.118821 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,9),0.117645 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,10),0.118183 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,7),(5,23),-0.116539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,8),(5,9),0.117974 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,10),0.119112 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,23),-0.1213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,9),(5,10),0.119109 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,11),0.119033 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,23),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,10),(5,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,23),-0.134601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,11),(5,23),-0.145311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,3),-0.0435337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,2),-0.0630555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,1),-0.0434976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,-1),0.0370679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,3),(5,2),-0.0420103 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,3),(5,1),-0.0420421 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,3),(5,-1),0.00321301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,2),(5,1),-0.042076 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,2),(5,-1),-0.107773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,1),(5,-1),-0.0511209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,8),0.132556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
