# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(20,17),(17,26),(17,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,26),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,26),(17,30),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,26),(17,31),-0.144713 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,26),(17,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,26),(17,33),-0.166064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,27),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,27),(17,30),-0.149582 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,27),(17,31),-0.146635 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,27),(17,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,27),(17,33),-0.0339032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,28),(17,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,28),(17,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,28),(17,32),-0.145645 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,28),(17,33),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,30),(17,31),-0.14473 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,30),(17,32),-0.144801 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,30),(17,33),-0.178792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,31),(17,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,31),(17,33),-0.200691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,32),(17,33),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,17),(17,16),-0.0532657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,15),-0.00566694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,14),-0.100182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,13),-0.102421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,12),-0.0118223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,11),-0.0174811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,10),-0.0410815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,9),-0.0437583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,3),-0.0118223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,17),(17,17),(17,-1),0.0690195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,17),(17,16),(17,15),-0.0222597 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,14),-0.0309303 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,13),-0.0309303 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,12),-0.0157805 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,11),-0.0220129 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,10),-0.0194688 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,9),-0.0260674 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,3),-0.0157805 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,16),(17,-1),-0.0395989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,15),(17,14),-0.0187556 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,13),-0.0187556 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,12),-0.019452 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,11),-0.0476411 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,10),-0.017881 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,9),-0.0162617 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,3),-0.019452 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,15),(17,-1),-0.0211506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,14),(17,13),-0.00973898 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,12),-0.00901926 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,11),-0.0211731 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,10),-0.0205486 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,9),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,3),-0.00901926 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,14),(17,-1),0.0568296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,13),(17,12),-0.00901926 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,11),-0.0211731 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,10),-0.0205486 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,9),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,3),-0.00901926 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,13),(17,-1),0.0545845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,12),(17,11),-0.0222317 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,12),(17,10),-0.0213314 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,12),(17,9),-0.0227806 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,12),(17,3),-0.0226418 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,12),(17,-1),-0.00942073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,11),(17,10),-0.0172309 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,11),(17,9),-0.0194043 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,11),(17,3),-0.0194501 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,11),(17,-1),-0.0582507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,10),(17,9),0.258584 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,10),(17,3),0.0943973 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,10),(17,-1),-0.0354583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,9),(17,3),-0.0377332 # DEPENDENCYPART_GRANDSIBL
(20,17),(17,9),(17,-1),-0.030764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,17),(17,3),(17,-1),-0.00942073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,19),0.016021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,20),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,33),-0.0860211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,19),(18,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,33),-0.238404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,20),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,33),-0.1703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,21),(18,33),-0.145962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,16),-0.025834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),-0.192873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,16),(18,-1),-0.028867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,25),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,33),-0.00445051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,24),-0.144716 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,25),-0.14562 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,33),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,24),(19,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,33),-0.144731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,25),(19,33),-0.149297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),0.0849448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),-0.0433437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,16),-0.00353798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.204018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,16),0.0443064 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0640089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,16),-0.019446 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),-0.0483491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,16),(19,-1),0.0794754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,33),-0.0480171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,-1),-0.188408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,33),-0.0618736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),-0.183499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,24),(24,25),0.00308348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,27),-0.0118121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,28),-0.020123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,31),0.00301934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,32),-0.0199684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,33),-0.0748848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,27),-0.0253054 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,28),-0.0195043 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,31),-0.0231653 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,32),-0.0258381 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,25),(24,33),0.0361004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,27),(24,28),-0.0197073 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,27),(24,31),-0.0156644 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,27),(24,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,27),(24,33),-0.0254936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,28),(24,31),-0.0194416 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,28),(24,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,28),(24,33),-0.0199348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,31),(24,32),-0.0258381 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,31),(24,33),0.0360363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,32),(24,33),-0.0292287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,23),0.127978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,22),0.106273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,21),0.111702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,20),0.184712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,19),-0.144813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,17),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,16),-0.144813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,14),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,13),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,12),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,10),-0.145961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,9),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,8),-0.144726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,7),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,6),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,1),-0.144726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),-0.328129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,22),0.108063 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,21),0.102059 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,20),0.109399 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,-1),-0.0692558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,22),(24,21),0.104329 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,20),0.104302 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,-1),-0.150541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,21),(24,20),0.0994156 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,17),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,14),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,13),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,9),-0.144751 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,7),-0.144823 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,6),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,-1),-0.153902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,20),(24,19),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,17),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,16),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,15),-0.144885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,14),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,13),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,12),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,11),-0.144885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,6),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,2),-0.144885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,-1),-0.025995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,19),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,-1),-0.149291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,17),(24,16),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,15),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,14),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,13),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,12),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,11),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,6),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,2),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,-1),-0.025995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,16),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,-1),-0.149291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,15),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,-1),-0.175681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,14),(24,13),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,12),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,11),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,6),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,2),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,-1),-0.0256059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,13),(24,12),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,11),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,6),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,2),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,-1),-0.0257959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,12),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
