# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(18,3),(3,2),(3,-1),-0.0355719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,3),(3,1),(3,-1),-0.0353139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,4),(4,25),-0.0696488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,4),(4,4),(4,-1),0.0180501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,9),(9,10),0.0315683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,11),0.172878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,12),0.107927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,14),0.0267254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,15),0.132222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,17),0.0264672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,18),-0.085998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,9),(9,23),0.0159161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,25),-0.215594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,10),(9,11),0.129766 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,12),0.11373 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,14),0.217121 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,15),0.150581 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,17),0.217121 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,18),-0.143385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,10),(9,23),-0.143573 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,25),-0.14715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,11),(9,12),0.163516 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,14),0.116041 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,15),0.118618 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,17),0.116041 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,18),-0.122579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,11),(9,23),-0.12583 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,25),-0.0723374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,14),0.136843 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,15),0.111082 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,17),0.136843 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,18),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,23),-0.132152 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,25),-0.209748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,14),(9,15),0.139201 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,17),0.118372 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,14),(9,23),-0.0963042 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,25),-0.105374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,15),(9,17),0.0700743 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,18),-0.125654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,15),(9,23),-0.12666 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,15),(9,25),-0.0785758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,17),(9,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,17),(9,23),-0.0963042 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,17),(9,25),-0.105786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,18),(9,23),-0.126001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,18),(9,25),-0.0624532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,23),(9,25),-0.101163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,9),(9,8),-0.0311166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,7),-0.0266965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,6),-0.0354445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,5),-0.172567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,4),0.0483599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,3),-0.0299518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,2),-0.0293444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,1),-0.0278502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,-1),-0.031431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,8),(9,7),-0.0325245 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,6),-0.0328397 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,5),-0.0993158 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,4),-0.0457489 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,3),-0.0366489 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,2),-0.0329756 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,1),-0.0327782 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,-1),-0.0379084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,7),(9,6),-0.0317273 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,5),-0.099151 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,4),-0.0480021 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,3),-0.0355364 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,2),-0.0318631 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,1),-0.0316658 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,-1),-0.031252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,6),(9,5),-0.105696 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,4),-0.0498087 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,3),-0.0390091 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,2),-0.0353358 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,1),-0.0351385 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,-1),-0.0282359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,5),(9,4),-0.0377473 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,3),-0.0597509 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,2),-0.0597509 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,1),-0.0597509 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,-1),0.044172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,4),(9,3),-0.0913439 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,4),(9,2),-0.08936 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,4),(9,1),-0.08936 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,4),(9,-1),-0.0400022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,3),(9,2),-0.0399512 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,3),(9,1),-0.0397538 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,3),(9,-1),-0.0305717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,2),(9,1),-0.0343599 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,2),(9,-1),-0.0312802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,1),(9,-1),-0.0310222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,10),(10,25),-0.0696488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,10),(10,10),(10,-1),0.0180501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,12),0.0794817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,13),0.171646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,14),0.171646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,15),0.0965177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,16),0.171645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,17),0.175227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,18),-0.0988372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,19),-0.101731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,20),-0.0903549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,21),-0.10223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,22),-0.10173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,23),-0.17564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,25),-0.222047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,12),(11,13),0.114465 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,14),0.114465 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,15),0.11881 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,16),0.114465 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,17),0.114465 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,20),-0.124899 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,23),-0.124892 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,25),-0.105876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,13),(11,14),0.122448 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,15),0.106475 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,16),0.122448 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,17),0.122444 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,18),-0.12402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,13),(11,19),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,20),-0.127921 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,21),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,22),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,23),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,25),-0.141118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,14),(11,15),0.106475 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,16),0.122448 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,17),0.122444 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,18),-0.12402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,14),(11,19),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,20),-0.127921 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,21),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,22),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,23),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,25),-0.141118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,15),(11,16),0.124682 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,17),0.124682 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,18),-0.125881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,15),(11,19),-0.125862 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,20),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,21),-0.125862 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,22),-0.125862 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,23),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,15),(11,25),-0.148121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,16),(11,17),0.122444 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,18),-0.12402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,16),(11,19),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,20),-0.127921 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,21),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,22),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,23),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,16),(11,25),-0.141166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,17),(11,18),-0.12402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,17),(11,19),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,20),-0.127921 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,21),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,22),-0.123616 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,23),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,17),(11,25),-0.137752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,18),(11,19),-0.12516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,20),-0.125052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,21),-0.12516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,22),-0.12516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,23),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,18),(11,25),-0.115999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,19),(11,20),-0.125052 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,21),-0.125142 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,22),-0.125142 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,23),-0.125469 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,19),(11,25),-0.11488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,20),(11,21),-0.11515 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,20),(11,22),-0.11515 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,20),(11,23),-0.106737 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,20),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,20),(11,25),-0.241972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,21),(11,22),-0.125142 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,21),(11,23),-0.125469 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,21),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,21),(11,25),-0.118595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,22),(11,23),-0.125469 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,22),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,22),(11,25),-0.115254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,23),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,23),(11,25),-0.146043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,24),(11,25),-0.144653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,11),(11,10),-0.137867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,9),0.0293577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,8),0.0343834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,7),0.0332143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,6),0.0337243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,5),-0.0403637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,4),-0.137867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,3),0.0304805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,2),0.036737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,1),0.0346839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,-1),0.0836649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,10),(11,9),-0.0710403 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,8),-0.0673059 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,7),-0.0699673 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,6),-0.069983 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,5),-0.0441913 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,4),-0.0311583 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,3),-0.0704701 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,2),-0.0699673 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,1),-0.0699673 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,-1),0.136425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,9),(11,8),-0.00621842 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,7),-0.00724821 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,6),-0.00626868 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,5),-0.0496972 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,4),-0.0745362 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,3),-0.00601285 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,2),-0.0059585 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,1),-0.0059585 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,-1),-0.126726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,8),(11,7),-0.00507175 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,6),-0.00409222 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,5),-0.0496936 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,4),-0.0756672 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,3),-0.00383639 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,2),-0.00378204 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,1),-0.00378204 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,8),(11,-1),-0.120645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,7),(11,6),-0.0059401 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,5),-0.0496936 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,4),-0.0740349 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,3),-0.00568427 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,2),-0.00562992 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,1),-0.00562992 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,-1),-0.122617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,6),(11,5),-0.0496936 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,6),(11,4),-0.0748706 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,6),(11,3),-0.00571683 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,6),(11,2),-0.00566248 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,6),(11,1),-0.00566248 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,6),(11,-1),-0.120296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,5),(11,4),-0.0466964 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,5),(11,3),-0.047532 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,5),(11,2),-0.047532 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,5),(11,1),-0.047532 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,5),(11,-1),-0.062838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,4),(11,3),-0.0704701 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,4),(11,2),-0.0699673 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,4),(11,1),-0.0699673 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,4),(11,-1),0.136425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,3),(11,2),-0.00578479 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,3),(11,1),-0.00578479 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,3),(11,-1),-0.122129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,2),(11,1),-0.00562992 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,2),(11,-1),-0.118103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,1),(11,-1),-0.120174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,25),-0.308212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,12),(12,-1),-0.103471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,13),(13,14),0.0277254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,15),0.130405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,18),-0.0859438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,13),(13,19),-0.0915303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,25),-0.20581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,14),(13,15),0.139443 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,14),(13,19),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,25),-0.107657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,15),(13,18),-0.125654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,15),(13,19),-0.125387 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,25),-0.0785657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,18),(13,19),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,18),(13,25),-0.0620879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,19),(13,25),-0.0507181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,12),-0.156354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,-1),-0.0306792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,12),(13,-1),0.111077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,15),0.130405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,16),0.0277035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,17),0.0274672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,18),-0.0859438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,14),(14,19),-0.0915303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,21),-0.0932661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,22),-0.0915156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,23),0.0159772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,25),-0.20581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,15),(14,16),0.0699638 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,17),0.0694553 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,18),-0.125654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
